Date,ZRX,ETC,TRX,KAVA,TRU,FUN,HIVE,SUN,HARD,COS
2022-03-13 03:00:00,4654.93891238036,8966.700822714953,948.0163219620365,4444.877248869871,3886.5975217741634,2846.9711475344466,1510.431674235857,1378.4454533984708,2668.2881030900826,4084.513069590349
2022-03-13 04:00:00,4660.295573959623,8966.700822714953,948.0163219620365,4444.877248869871,3886.5975217741634,2850.2472938492147,1510.431674235857,1376.8610333370939,2668.2881030900826,4084.513069590349
2022-03-13 05:00:00,4649.594550827684,8966.700822714953,948.0163219620365,4444.877248869871,3886.5975217741634,2843.7025239437057,1510.431674235857,1380.0298734598491,2668.2881030900826,4084.513069590349
2022-03-13 06:00:00,4649.594550827684,8966.700822714953,948.0163219620365,4444.877248869871,3886.5975217741634,2843.7025239437057,1510.431674235857,1380.0298734598491,2668.2881030900826,4084.513069590349
2022-03-13 07:00:00,4649.594550827684,8966.700822714953,948.0163219620365,4444.877248869871,3886.5975217741634,2850.2472938492147,1510.431674235857,1376.8610333370939,2668.2881030900826,4084.513069590349
2022-03-13 08:00:00,4649.594550827684,8966.700822714953,948.0163219620365,4444.877248869871,3886.5975217741634,2866.741780503435,1510.431674235857,1368.938933030206,2668.2881030900826,4084.513069590349
2022-03-13 09:00:00,4649.594550827684,8966.700822714953,948.0163219620365,4444.877248869871,3886.5975217741634,2860.121129740148,1510.431674235857,1372.107773152961,2668.2881030900826,4084.513069590349
2022-03-13 10:00:00,4649.594550827684,8966.700822714953,948.0163219620365,4444.877248869871,3886.5975217741634,2886.7889258216405,1510.431674235857,1359.4324126619408,2668.2881030900826,4084.513069590349
2022-03-13 11:00:00,4649.594550827684,8966.700822714953,948.0163219620365,4444.877248869871,3886.5975217741634,2959.217321809997,1510.431674235857,1326.1595913730123,2668.2881030900826,4084.513069590349
2022-03-13 12:00:00,4649.594550827684,8966.700822714953,948.0163219620365,4444.877248869871,3886.5975217741634,2941.644772393074,1510.431674235857,1326.1595913730123,2668.2881030900826,4084.513069590349
2022-03-13 13:00:00,4649.594550827684,8966.700822714953,948.0163219620365,4444.877248869871,3886.5975217741634,2931.2010631419744,1510.431674235857,1326.1595913730123,2668.2881030900826,4084.513069590349
2022-03-13 14:00:00,4649.594550827684,8966.700822714953,948.0163219620365,4444.877248869871,3886.5975217741634,2917.390928568867,1510.431674235857,1326.1595913730123,2655.71666326398,4084.513069590349
2022-03-13 15:00:00,4649.594550827684,8966.700822714953,948.0163219620365,4444.877248869871,3886.5975217741634,2927.736286471593,1510.431674235857,1326.1595913730123,2665.134098240093,4084.513069590349
2022-03-13 16:00:00,4649.594550827684,8966.700822714953,948.0163219620365,4444.877248869871,3886.5975217741634,2927.736286471593,1510.431674235857,1326.1595913730123,2665.134098240093,4084.513069590349
2022-03-13 17:00:00,4649.594550827684,8966.700822714953,948.0163219620365,4444.877248869871,3882.0088588204753,2924.279691092052,1510.431674235857,1326.1595913730123,2661.9875408631865,4084.513069590349
2022-03-13 18:00:00,4649.594550827684,8966.700822714953,948.0163219620365,4444.877248869871,3909.704522498149,2945.142566414944,1510.431674235857,1326.1595913730123,2680.979128550677,4084.513069590349
2022-03-13 19:00:00,4649.594550827684,8966.700822714953,948.0163219620365,4444.877248869871,3923.7010780679498,2955.6860362231114,1510.431674235857,1326.1595913730123,2690.5769058605233,4084.513069590349
2022-03-13 20:00:00,4649.594550827684,8966.700822714953,948.0163219620365,4444.877248869871,3900.4288296808336,2938.1552768149086,1510.431674235857,1326.1595913730123,2674.6185612231543,4084.513069590349
2022-03-13 21:00:00,4649.594550827684,8966.700822714953,948.0163219620365,4444.877248869871,4019.6350897566526,3027.952198477956,1510.431674235857,1326.1595913730123,2756.3611822874313,4084.513069590349
2022-03-13 22:00:00,4649.594550827684,8966.700822714953,948.0163219620365,4444.877248869871,4014.727110404082,3024.2550651464812,1510.431674235857,1326.1595913730123,2756.3611822874313,4084.513069590349
2022-03-13 23:00:00,4649.594550827684,8966.700822714953,948.0163219620365,4444.877248869871,3980.703999298962,2998.6257849333747,1510.431674235857,1326.1595913730123,2756.3611822874313,4084.513069590349
2022-03-14 00:00:00,4649.594550827684,8966.700822714953,948.0163219620365,4444.877248869871,3980.703999298962,2998.6257849333747,1510.431674235857,1326.1595913730123,2756.3611822874313,4084.513069590349
2022-03-14 01:00:00,4638.336452641659,8966.700822714953,948.0163219620365,4444.877248869871,3990.3659022098823,3005.9040028579707,1510.431674235857,1326.1595913730123,2749.6871842673645,4084.513069590349
2022-03-14 02:00:00,4643.96550173467,8966.700822714953,946.8672112687493,4444.877248869871,3985.5290950556887,3002.2604828545072,1510.431674235857,1326.1595913730123,2753.0241832773977,4084.513069590349
2022-03-14 03:00:00,4728.401238129847,8966.700822714953,929.9588682103787,4444.877248869871,3914.358932643979,2948.648688517819,1510.431674235857,1326.1595913730123,2803.079168427896,4084.513069590349
2022-03-14 04:00:00,4711.514090850813,8966.700822714953,933.2920541179427,4444.877248869871,3928.388892976036,2959.217321809997,1505.0372753993006,1326.1595913730123,2793.0681713977965,4084.513069590349
2022-03-14 05:00:00,4750.917434501894,8966.700822714953,925.5514802093817,4444.877248869871,3895.807468508226,2934.6740501836116,1517.6242060179325,1315.1606374161274,2816.4271644680284,4084.513069590349
2022-03-14 06:00:00,4784.691729059965,8966.700822714953,919.0181756431978,4444.877248869871,3868.307651083462,2913.958703947021,1528.413003691046,1305.8771505637778,2836.4491585282285,4084.513069590349
2022-03-14 07:00:00,4801.578876338998,8966.700822714953,915.7859897968561,4444.877248869871,3854.702817609547,2913.958703947021,1533.807402527602,1301.2843821561685,2846.460155558327,4084.513069590349
2022-03-14 08:00:00,4807.207925432011,8966.700822714953,914.7136408626676,4444.877248869871,3850.1891140760454,2913.958703947021,1535.6055354731213,1299.760629952238,2849.797154568361,4084.513069590349
2022-03-14 09:00:00,4801.578876338998,8966.700822714953,915.7859897968561,4444.877248869871,3854.702817609547,2913.958703947021,1533.807402527602,1301.2843821561685,2846.460155558327,4084.513069590349
2022-03-14 10:00:00,4745.288385408882,8966.700822714953,915.7859897968561,4444.877248869871,3900.4288296808336,2913.958703947021,1515.8260730724137,1316.720733071425,2813.0901654579957,4084.513069590349
2022-03-14 11:00:00,4779.062679966953,8966.700822714953,915.7859897968561,4444.877248869871,3872.863961626552,2913.958703947021,1526.614870745527,1307.4152861945952,2833.112159518195,4084.513069590349
