Date,AXS,OG,TRB,DIA,COTI,KNC,BAL,PSG,BEL,AAVE
2022-01-13 01:00:00,286767.9290810979,55713.32587023603,121289.81892983848,44847.65661004909,43255.89752910636,13574.353487390254,36644.247558483046,16983.231607933816,36955.3595850803,12740.323485400893
2022-01-13 02:00:00,286595.9027289197,55679.90455897616,121217.05959034852,44820.75339672572,43229.949180258685,13566.210503894523,36622.26540637839,16973.04370654934,36933.190803085665,12732.680819842768
2022-01-13 03:00:00,291412.6405899099,56615.70127425308,123254.32109606867,45574.04336977993,43956.50294799412,13794.214041775103,37237.76566530911,17258.304945314878,37553.91669893584,12946.675455470378
2022-01-13 04:00:00,301046.1163118905,58487.294704806896,127328.84410750896,47080.62331588837,45409.61048346501,14250.221117536265,38468.76618317058,17828.82742284595,38795.36849063621,13374.6647267256
2022-01-13 05:00:00,294509.1149291181,57217.28487693111,124563.9892068888,46058.30120960051,44423.57322725264,13940.787744698338,37633.44440319316,17441.687170235582,37952.95477483955,13084.243435516702
2022-01-13 06:00:00,291756.69329426653,56682.543896772884,123399.83977504875,45627.849796426686,44008.39964568953,13810.50000876658,37281.72996951847,17278.68074808385,37598.25426292517,12961.960786586642
2022-01-13 07:00:00,300185.9845509994,58320.18814850747,126965.04741005899,46946.107249271554,45279.86873922655,14209.506200057593,38358.85542264725,17777.887915923537,38684.524580662975,13336.451398934958
2022-01-13 08:00:00,298981.800085752,58086.23896968825,126455.73203362897,46757.78475600801,45098.2302972927,14152.505315587452,38204.980357914574,17706.572606232156,38529.343106700435,13282.952740028059
2022-01-13 09:00:00,297949.64197268256,57885.7111021289,126019.17599668892,46596.36547606781,44942.54020420653,14103.64741461304,38073.08744528655,17645.44519792525,38396.33041473253,13237.096746679283
2022-01-13 10:00:00,293993.03587258334,57117.02094315143,124345.71118841878,45977.591569630415,44345.72818070955,13916.358794211132,37567.49794687916,17411.12346608213,37886.4484288556,13061.315438842314
2022-01-13 11:00:00,294853.16763347434,57284.1274994509,124709.50788586886,46112.10763624724,44475.469924948025,13957.073711689807,37677.4087074025,17462.062973004548,37997.29233882884,13099.528766632959
2022-01-13 12:00:00,293821.0095204051,57083.59963189157,124272.95184892885,45950.68835630703,44319.779831861844,13908.215810715392,37545.51579477448,17400.93556469764,37864.27964686094,13053.672773284183
2022-01-13 13:00:00,294681.1412812962,57250.706188191034,124636.74854637889,46085.20442292387,44449.52157610032,13948.93072819407,37655.42655529783,17451.875071620063,37975.12355683419,13091.88610107483
2022-01-13 14:00:00,284703.6128549594,55312.270135117455,120416.70685595863,44524.818050168724,42944.51734293407,13476.637685441445,36380.46173322704,16860.97679132003,37975.12355683419,12648.611498703356
2022-01-13 15:00:00,285047.6655593157,55379.11275763721,120562.2255349386,44578.624476815436,42996.41404062944,13476.637685441445,36424.426037436366,16881.352594088992,37975.12355683419,12663.89682981961
2022-01-13 16:00:00,280058.90134614724,54409.894731100416,118452.20468972846,43798.43129043786,42243.91192404631,13476.637685441445,35786.94362640098,16585.903453938972,37975.12355683419,12442.259528633873
2022-01-13 17:00:00,279714.8486417908,54409.894731100416,118306.68601074844,43744.624863791134,42192.015226350915,13476.637685441445,35786.94362640098,16585.903453938972,37975.12355683419,12442.259528633873
2022-01-13 18:00:00,280230.92769832554,54409.894731100416,118524.96402921849,43825.334503761216,42269.860272894,13451.818831508772,35786.94362640098,16585.903453938972,37975.12355683419,12442.259528633873
2022-01-13 19:00:00,285907.79732020706,54409.894731100416,120926.02223238871,44713.14054343226,43126.15578486791,13184.724955792895,35786.94362640098,16585.903453938972,37975.12355683419,12442.259528633873
2022-01-13 20:00:00,293304.93046387064,54409.894731100416,124054.67383045892,45869.97871633694,44241.93478531876,12852.20696570545,35786.94362640098,16585.903453938972,37975.12355683419,12442.259528633873
2022-01-13 21:00:00,287284.0081376329,53292.97607093121,121508.09694830878,44928.36625001918,43333.74257564946,12588.378670221764,35052.31428509657,16245.430362509143,37195.575565931445,12186.84657643318
2022-01-13 22:00:00,295369.24669000925,54792.83827172987,124927.78590433899,46192.81727621731,44553.31497149108,12942.662381299859,36038.816543419634,16702.637085286344,38242.39715371513,12529.82968367411
2022-01-13 23:00:00,306550.95958159387,56867.115783472706,129657.14297118936,47941.526142236035,46239.95764659123,13432.629215769572,37403.12817727071,17334.944255084607,39690.12913682026,13004.168023475404
2022-01-14 00:00:00,303454.485242386,56292.700472528566,128347.47486036934,47457.26830241547,45772.88736733273,13296.94609237796,37025.318801742724,17159.843808063553,39289.218741498844,12872.812790915048
2022-01-14 01:00:00,305174.7487641684,56611.8200897198,129075.06825526946,47726.30043564912,46032.370855809684,13372.325605373302,37235.21289925827,17257.121834186364,39511.946738899635,12945.787920115248
2022-01-14 02:00:00,302422.32712931687,56101.22870221388,127910.91882342937,47295.84902247529,45617.19727424657,13251.71838458076,36899.382343233396,17101.47699238987,39155.58194305837,12829.027713394931
2022-01-14 03:00:00,326333.9900820901,60536.991381171654,138024.46701254018,51035.395674422994,49224.01776407608,14299.493615215983,39816.91029869952,18453.641555496917,42251.50110692932,13843.382009277693
2022-01-14 04:00:00,326678.0427864464,60600.815304609874,138169.98569152015,51089.20210106972,49275.91446177147,14314.569517815053,39858.889118202635,18473.09716072148,42296.04670640948,13857.977035117732
2022-01-14 05:00:00,343708.65165209037,63760.09951480278,145373.1603010306,53752.62022008283,51844.80099769319,15060.826696468914,41936.84068360655,19436.149619337284,44501.05388067725,14580.430814199695
2022-01-14 06:00:00,337515.7029736743,62611.26889291444,142753.82407939044,52784.10454044169,50910.660439176194,14789.46044968569,41181.22193255057,19085.948725295177,43699.23309003442,14317.72034907898
2022-01-14 07:00:00,332354.9124083277,61653.91004134084,140571.0438946903,51977.008140740756,50132.209973745375,14563.321910699673,40551.53964000393,18794.114646926748,43031.04909783207,14098.794961478387
2022-01-14 08:00:00,337343.67662149627,62579.35693119535,142681.06473990047,52757.20132711835,50884.71209032852,14781.922498386162,41160.23252279904,19076.2209226829,43676.96029029436,14310.422836158967
2022-01-14 09:00:00,330806.6752387238,61366.702385868775,139916.2098392803,51734.879220830495,49898.674834116144,14495.480349003872,40362.63495223996,18706.56442341623,42830.59390017137,14033.117345198214
2022-01-14 10:00:00,324269.67385595135,60154.0478405422,137151.35493866008,50712.557114542644,48912.63757790376,14209.038199621582,39565.03738168087,18336.907924149553,41984.22751004838,13755.81185423746
2022-01-14 11:00:00,324957.77926466434,60281.6956874187,137442.39229662018,50820.16996783611,49016.430973294555,14239.19000481972,39648.9950206871,18375.81913459868,42073.318709008716,13785.001905917543
2022-01-14 12:00:00,327882.2272516942,60824.19903664376,138679.30106795026,51277.52459433332,49457.55290370537,14367.335176911802,40005.81498646354,18541.191779007462,42451.95630459006,13909.059625557882
2022-01-14 13:00:00,334419.22863446677,62036.85358197036,141444.15596857053,52299.84670062117,50443.59015991774,14653.77732629409,40803.412557022624,18910.848278274134,43298.322694713046,14186.365116518635
2022-01-14 14:00:00,333903.149577932,61941.11769681298,141225.87795010046,52219.13706065108,50365.74511337467,14631.16347239549,40740.44432776797,18881.664870437293,43231.504295492814,14164.472577758579
2022-01-14 15:00:00,330462.62253436743,61302.87846243055,139770.6911603003,51681.072794183776,49846.77813642077,14480.404446404806,40320.65613273685,18687.10881819167,42786.048300691225,14018.522319358177
2022-01-14 16:00:00,321345.2258689216,59611.54449131716,135914.44616733002,50255.20248804544,48471.51564749297,14080.893027529506,39208.21741590445,18171.53527974078,41605.589914467055,13631.754134597124
2022-01-14 17:00:00,324957.77926466434,60281.6956874187,137442.39229662018,50820.16996783611,49016.430973294555,14239.19000481972,39648.9950206871,18375.81913459868,42073.318709008716,13785.001905917543
2022-01-14 18:00:00,322549.410334169,59834.92822335098,136423.76154376002,50443.524981309,48653.154089426826,14133.658686626242,39355.14328416533,18239.62989802675,41761.499512647606,13682.836725037263
2022-01-14 19:00:00,324613.72656030767,59834.92822335098,137296.87361764009,50443.524981309,48964.53427559918,14133.658686626242,39607.016201184,18356.363529374124,42028.77310952856,13682.836725037263
2022-01-14 20:00:00,326161.96372991166,59834.92822335098,137951.70767305008,50443.524981309,49198.06941522842,14133.658686626242,39795.92088894799,18443.91375288465,42229.22830718927,13617.886550709556
2022-01-14 21:00:00,322721.43668634724,59834.92822335098,136496.52088325002,50443.524981309,48679.102438274545,14133.658686626242,39376.13269391691,18443.91375288465,41783.77231238771,13763.066577902624
2022-01-14 22:00:00,322721.43668634724,59834.92822335098,136496.52088325002,50443.524981309,48679.102438274545,14133.658686626242,39376.13269391691,18443.91375288465,41783.77231238771,14093.62057868195
2022-01-14 23:00:00,322721.43668634724,59834.92822335098,136496.52088325002,50443.524981309,48679.102438274545,14133.658686626242,39376.13269391691,18443.91375288465,41783.77231238771,14093.62057868195
2022-01-15 00:00:00,320100.5262638809,59348.9921522355,135387.99472556252,50033.85910436278,48283.765926864624,14018.87531884097,39056.34818367935,18294.125606542868,41444.43469209219,13979.162371491786
2022-01-15 01:00:00,316332.6227979603,58650.39513385716,133794.34256720915,49444.91052207494,47715.417692305484,13853.859129962158,38596.61588831234,18078.78544424006,40956.59222915691,13814.613643737468
2022-01-15 02:00:00,310029.19350256305,57481.69297597222,131128.2780587907,48459.642247382304,46764.6123056733,13577.79901095924,37827.51709242569,17718.53696658872,40140.46716114016,13539.33555330117
2022-01-15 03:00:00,310354.68346949486,57481.69297597222,131265.94554231697,48510.51851220895,46764.6123056733,13592.05391805736,37867.23102113164,17718.53696658872,40182.60938388152,13553.55007881645
2022-01-15 04:00:00,311663.5065943004,57481.69297597222,131265.94554231697,48510.51851220895,46764.6123056733,13649.37412435386,37867.23102113164,17718.53696658872,40352.06688260111,13610.707907298543
2022-01-15 05:00:00,311335.26698756585,57481.69297597222,131265.94554231697,48510.51851220895,46764.6123056733,13634.998796155487,37867.23102113164,17718.53696658872,40309.568655236595,13596.37330181429
2022-01-15 06:00:00,308572.89770844864,57481.69297597222,131265.94554231697,48510.51851220895,46764.6123056733,13514.020205584178,37867.23102113164,17718.53696658872,39951.91590620789,13475.73742178776
2022-01-15 07:00:00,311499.3003210683,57481.69297597222,131265.94554231697,48510.51851220895,46764.6123056733,13642.182673287294,37867.23102113164,17718.53696658872,40330.80657339006,13603.536828316832
2022-01-15 08:00:00,310680.8575982069,57481.69297597222,131265.94554231697,48510.51851220895,46764.6123056733,13606.338788176185,37867.23102113164,17718.53696658872,40224.8401872277,13567.794482472593
2022-01-15 09:00:00,312487.14165401034,57481.69297597222,131265.94554231697,48510.51851220895,46764.6123056733,13685.445409037678,37867.23102113164,17718.53696658872,40458.70553715346,13646.677008533483
2022-01-15 10:00:00,310680.8575982069,57481.69297597222,131265.94554231697,48510.51851220895,46764.6123056733,13606.338788176192,37867.23102113164,17718.53696658872,40224.84018722772,13567.7944824726
2022-01-15 11:00:00,310680.8575982069,57481.69297597222,131265.94554231697,48510.51851220895,46764.6123056733,13846.450649144006,37867.23102113164,17718.53696658872,40934.690308178804,13807.226149810353
2022-01-15 12:00:00,310680.8575982069,57481.69297597222,131265.94554231697,48303.87093601212,46764.6123056733,13787.466833812194,37705.922262788175,17718.53696658872,40760.31463061469,13748.409424997533
2022-01-15 13:00:00,310680.8575982069,57481.69297597222,130501.5594115782,48022.58846894163,46492.29322925062,13707.179837956215,37486.35363129496,17718.53696658872,40522.959701585154,13668.349867731791
2022-01-15 14:00:00,310680.8575982069,57481.69297597222,129882.74274418928,47794.87334975277,46271.83451530792,13642.1826732873,37308.59958351748,17718.53696658872,40330.80657339008,13603.53682831684
2022-01-15 15:00:00,310680.8575982069,57481.69297597222,130778.48579759749,48124.49316595797,46590.950615413494,13736.266691723766,37565.900270300364,17718.53696658872,40608.95006699967,13697.354323684543
2022-01-15 16:00:00,310680.8575982069,57481.69297597222,130847.90112976186,48150.036952139475,46615.680419349505,13743.557703768205,37585.839707811145,17718.53696658872,40630.5047114089,13704.62468160582
2022-01-15 17:00:00,310680.8575982069,57481.69297597222,131827.5110847441,48510.518512208975,46964.674818210944,13846.450649144012,37867.231021131665,17718.53696658872,40934.69030817882,13807.226149810358
2022-01-15 18:00:00,310348.9336050464,57481.69297597222,131686.66972674755,48458.69103516601,46914.4988835761,13831.657432638514,37826.77457773301,17718.53696658872,40890.95666468717,13792.474839821241
2022-01-15 19:00:00,311013.4923493827,57481.69297597222,131968.654030231,48562.45696886017,47014.95819596064,13861.275542772648,37907.774095030094,17756.47815923666,40978.51759972933,13822.009047187028
2022-01-15 20:00:00,312015.68405405316,57481.69297597222,132393.90210981283,48718.94179260514,47166.456450082944,13905.94130714248,38029.92589125467,17813.69559691412,41110.564380394404,13866.548281495898
2022-01-15 21:00:00,314549.6500858943,57481.69297597222,133469.10976094822,49114.60185047686,47549.50834328881,14018.875318840983,38338.77748214196,17958.365566569617,41444.43469209224,13979.162371491802
2022-01-15 22:00:00,314890.6253163396,57481.69297597222,133613.7917227487,49167.8426112904,47601.05252577478,14034.07193165274,38380.337132529115,17977.832629514418,41489.360908560644,13994.31593503814
