Date,PSG,CELR,TRU,ASR,COTI,OG,EOS,DCR,BTC,MDT
2022-11-29 03:00:00,252.74169304038853,345.787502571381,202.58522978351166,113.76859467398084,152.37870514556053,100.92455545974914,121.39134848593079,61.512964637332715,91.02751057346765,79.88591053671985
2022-11-29 04:00:00,252.9270554848626,346.04110543355296,202.73380714308885,113.85203332060644,152.4904607048899,100.99857420229388,121.48037771107633,61.558078656135315,91.09427075723991,79.9444993966661
2022-11-29 05:00:00,253.11241792933663,346.29470829572483,202.88238450266607,113.93547196723202,152.6022162642192,101.07259294483863,121.56940693622185,61.60319267493791,91.16103094101216,80.00308825661236
2022-11-29 06:00:00,254.5026362628921,348.196729762014,203.99671469949502,114.56126181692385,153.44038295918926,101.62773351392413,122.2371261248133,61.94154781595732,91.66173231930404,80.44250470620925
2022-11-29 07:00:00,255.05872359631425,348.9575383485297,204.4424467782266,114.81157775680059,153.7756496371773,101.84978974155834,122.50421380024989,62.07688987236509,91.8620128706208,80.61827128604803
2022-11-29 08:00:00,255.5221297074995,349.5915455039594,204.81389017716964,115.02017437336457,153.7756496371773,102.03483659792019,122.72678686311373,62.189674919371576,92.02891333005145,80.76474343591369
2022-11-29 09:00:00,253.5758240405218,346.92871545115463,203.25382790160907,114.14406858379597,153.7756496371773,101.25763980120047,121.79197999908568,62.189674919371576,91.32793140044281,80.149560406478
2022-11-29 10:00:00,252.3709681514404,345.2802968470372,202.28807506435726,113.60171738072968,153.7756496371773,100.77651797465967,121.21329003563972,62.48657751722389,91.32793140044281,79.76873281682732
2022-11-29 11:00:00,253.29778037381067,345.2802968470372,203.03096186224326,114.01891061385759,153.7756496371773,101.14661168738336,121.65843616136738,62.25794020468374,91.32793140044281,80.06167711655861
2022-11-29 12:00:00,252.18560570696636,345.2802968470372,202.13949770478007,113.51827873410411,153.7756496371773,100.70249923211495,121.12426081049419,62.532506644395674,91.32793140044281,79.71014395688108
2022-11-29 13:00:00,251.44415592907004,345.2802968470372,201.54518826647126,113.51827873410411,153.7756496371773,100.70249923211495,120.76814390991206,62.71690032414326,91.32793140044281,79.47578851709603
2022-11-29 14:00:00,252.2782869292034,345.2802968470372,202.2137863845687,113.14294276474077,153.7756496371773,100.70249923211495,121.16877542306698,62.50953364415894,91.32793140044281,79.73943838685423
2022-11-29 15:00:00,250.6100249289368,345.2802968470372,200.87659014837388,113.89611324172499,153.7756496371773,100.70249923211495,120.36751239675719,62.925647403624495,91.32793140044281,79.21213864733791
2022-11-29 16:00:00,250.6100249289368,345.2802968470372,199.53939391217907,114.65937833418631,153.7756496371773,100.70249923211495,120.36751239675719,63.34733826485505,91.32793140044281,79.21213864733791
2022-11-29 17:00:00,250.6100249289368,345.2802968470372,200.65372410900807,114.0226176251849,153.7756496371773,100.70249923211495,120.36751239675719,62.99553890388769,91.32793140044281,79.21213864733791
2022-11-29 18:00:00,250.6100249289368,345.2802968470372,199.68797127175625,114.57406629673528,153.7756496371773,100.70249923211495,120.36751239675719,63.30020482864608,91.32793140044281,79.21213864733791
2022-11-29 19:00:00,250.6100249289368,345.2802968470372,198.14000250220772,113.68589524017143,153.7756496371773,99.9218597031838,120.36751239675719,62.809505566408504,91.32793140044281,79.21213864733791
