date,coin_count,coins,year
2020-08-01,93,"['ONG', 'BCH', 'SC', 'ETH', 'BAT', 'NKN', 'EUR', 'TRB', 'WAN', 'USDC', 'THETA', 'HBAR', 'NEO', 'FET', 'CHZ', 'XRP', 'QTUM', 'MANA', 'ZEC', 'ALGO', 'TRX', 'ONE', 'WIN', 'MDT', 'JST', 'RSR', 'DATA', 'DOGE', 'SNX', 'CHR', 'COS', 'DASH', 'VTHO', 'DCR', 'LUNA', 'ARPA', 'BAND', 'LTC', 'TFUEL', 'ICX', 'ZIL', 'SOL', 'SXP', 'IOTX', 'ATOM', 'RLC', 'COMP', 'BNB', 'YFI', 'ENJ', 'CTSI', 'LINK', 'CELR', 'ANKR', 'LSK', 'TUSD', 'CRV', 'MBL', 'HOT', 'ARDR', 'RVN', 'XLM', 'BTC', 'STORJ', 'ZEN', 'BNT', 'KNC', 'KAVA', 'DENT', 'CVC', 'ETC', 'PAXG', 'HIVE', 'NMR', 'MTL', 'ONT', 'LRC', 'DUSK', 'FTT', 'MKR', 'FUN', 'XTZ', 'ADA', 'VET', 'OGN', 'IOST', 'IOTA', 'DOT', 'ZRX', 'DGB', 'SAND', 'STX', 'COTI']",2020
2020-09-01,106,"['ONG', 'BCH', 'SC', 'ETH', 'BAT', 'RUNE', 'NKN', 'EUR', 'TRB', 'WAN', 'USDC', 'THETA', 'HBAR', 'NEO', 'FET', 'CHZ', 'XRP', 'QTUM', 'MANA', 'ZEC', 'ALGO', 'TRX', 'ONE', 'EGLD', 'WIN', 'MDT', 'JST', 'RSR', 'DATA', 'DOGE', 'SNX', 'CHR', 'COS', 'DASH', 'FIO', 'VTHO', 'DCR', 'LUNA', 'ARPA', 'BAND', 'LTC', 'TFUEL', 'SUSHI', 'ICX', 'ZIL', 'SOL', 'SXP', 'IOTX', 'ATOM', 'RLC', 'COMP', 'BNB', 'YFI', 'ENJ', 'CTSI', 'LINK', 'CELR', 'ANKR', 'LSK', 'TUSD', 'CRV', 'OXT', 'MBL', 'HOT', 'FLM', 'ARDR', 'RVN', 'XLM', 'BTC', 'KSM', 'STORJ', 'ZEN', 'BNT', 'KNC', 'KAVA', 'DENT', 'BEL', 'CVC', 'ETC', 'PAXG', 'HIVE', 'NMR', 'MTL', 'ONT', 'LRC', 'DIA', 'DUSK', 'FTT', 'AVAX', 'MKR', 'UNI', 'FUN', 'XTZ', 'ADA', 'VET', 'OGN', 'IOST', 'UMA', 'IOTA', 'DOT', 'ZRX', 'SUN', 'DGB', 'SAND', 'STX', 'COTI']",2020
2020-10-01,114,"['ONG', 'BCH', 'SC', 'ETH', 'BAT', 'RUNE', 'NKN', 'EUR', 'TRB', 'WAN', 'USDC', 'THETA', 'HBAR', 'NEO', 'FET', 'CHZ', 'XRP', 'QTUM', 'MANA', 'ZEC', 'ALGO', 'TRX', 'ONE', 'EGLD', 'WIN', 'AUDIO', 'MDT', 'JST', 'RSR', 'DATA', 'DOGE', 'SNX', 'CHR', 'COS', 'XVS', 'DASH', 'FIO', 'UTK', 'VTHO', 'DCR', 'LUNA', 'ARPA', 'BAND', 'NEAR', 'LTC', 'TFUEL', 'SUSHI', 'ICX', 'ZIL', 'SOL', 'SXP', 'IOTX', 'ATOM', 'RLC', 'COMP', 'BNB', 'YFI', 'ENJ', 'CTSI', 'LINK', 'CELR', 'ANKR', 'LSK', 'TUSD', 'CRV', 'OXT', 'MBL', 'HOT', 'FLM', 'ARDR', 'RVN', 'XLM', 'BTC', 'KSM', 'STORJ', 'ZEN', 'BNT', 'KNC', 'KAVA', 'DENT', 'BEL', 'CVC', 'ETC', 'PAXG', 'HIVE', 'NMR', 'MTL', 'ONT', 'CTK', 'LRC', 'DIA', 'DUSK', 'AAVE', 'FTT', 'AVAX', 'MKR', 'UNI', 'FUN', 'XTZ', 'ADA', 'VET', 'OGN', 'IOST', 'UMA', 'IOTA', 'DOT', 'ZRX', 'SUN', 'DGB', 'SAND', 'STX', 'FIL', 'COTI', 'INJ']",2020
2020-11-01,118,"['ONG', 'BCH', 'SC', 'ETH', 'BAT', 'RUNE', 'NKN', 'EUR', 'TRB', 'WAN', 'USDC', 'THETA', 'HBAR', 'NEO', 'FET', 'CHZ', 'XRP', 'QTUM', 'MANA', 'ZEC', 'ALGO', 'TRX', 'ONE', 'EGLD', 'WIN', 'AUDIO', 'MDT', 'JST', 'RSR', 'DATA', 'DOGE', 'AVA', 'SNX', 'CHR', 'COS', 'XVS', 'DASH', 'FIO', 'UTK', 'VTHO', 'DCR', 'LUNA', 'ARPA', 'BAND', 'NEAR', 'LTC', 'TFUEL', 'SUSHI', 'ICX', 'ZIL', 'SOL', 'SXP', 'IOTX', 'ATOM', 'RLC', 'COMP', 'BNB', 'YFI', 'ENJ', 'CTSI', 'LINK', 'CELR', 'ANKR', 'LSK', 'TUSD', 'CRV', 'OXT', 'MBL', 'HOT', 'AXS', 'FLM', 'ARDR', 'RVN', 'XLM', 'BTC', 'KSM', 'STORJ', 'ZEN', 'BNT', 'KNC', 'KAVA', 'DENT', 'BEL', 'CVC', 'ETC', 'PAXG', 'HIVE', 'NMR', 'MTL', 'ONT', 'CTK', 'LRC', 'ROSE', 'DIA', 'DUSK', 'AAVE', 'FTT', 'AVAX', 'MKR', 'UNI', 'FUN', 'XTZ', 'ADA', 'STRAX', 'VET', 'OGN', 'IOST', 'UMA', 'IOTA', 'DOT', 'ZRX', 'SUN', 'DGB', 'SAND', 'STX', 'FIL', 'COTI', 'INJ']",2020
2020-12-01,126,"['ONG', 'BCH', 'SC', 'ETH', 'BAT', 'RUNE', 'NKN', 'EUR', 'TRB', 'WAN', 'USDC', 'THETA', 'HBAR', 'PSG', 'NEO', 'FET', 'CHZ', 'ATM', 'XRP', 'QTUM', 'MANA', 'ZEC', 'ALGO', 'TRX', 'ONE', 'EGLD', 'WIN', 'AUDIO', 'MDT', 'JST', 'RSR', 'DATA', 'DOGE', 'AVA', 'SNX', 'CHR', 'COS', 'XVS', 'DASH', 'FIO', 'UTK', 'VTHO', 'DCR', 'LUNA', 'ARPA', 'BAND', 'NEAR', 'LTC', 'TFUEL', 'SUSHI', 'ICX', 'ZIL', 'ASR', 'SOL', 'SXP', 'GRT', 'OG', 'IOTX', 'ATOM', 'RLC', 'COMP', 'BNB', 'YFI', 'ENJ', 'CTSI', 'LINK', 'CELR', 'ANKR', 'LSK', 'TUSD', 'CRV', 'OXT', 'MBL', 'HOT', 'AXS', 'FLM', 'ARDR', 'RVN', 'JUV', 'XLM', 'BTC', 'KSM', 'STORJ', 'ZEN', 'SKL', 'BNT', 'KNC', 'KAVA', 'DENT', 'BEL', 'CVC', 'ETC', 'PAXG', 'HIVE', 'NMR', 'MTL', 'ONT', 'CTK', 'LRC', 'ROSE', 'DIA', 'DUSK', 'AAVE', 'FTT', 'AVAX', 'MKR', 'UNI', 'FUN', 'XTZ', 'ADA', 'STRAX', 'VET', 'OGN', 'IOST', 'UMA', 'IOTA', '1INCH', 'DOT', 'ZRX', 'SUN', 'DGB', 'SAND', 'STX', 'FIL', 'COTI', 'INJ']",2020
2021-01-01,131,"['ONG', 'BCH', 'SC', 'ETH', 'BAT', 'RUNE', 'NKN', 'EUR', 'TRB', 'WAN', 'USDC', 'THETA', 'HBAR', 'PSG', 'NEO', 'FET', 'CHZ', 'ATM', 'XRP', 'QTUM', 'MANA', 'ZEC', 'ALGO', 'TRX', 'ONE', 'EGLD', 'WIN', 'AUDIO', 'MDT', 'JST', 'RSR', 'DATA', 'DOGE', 'AVA', 'SNX', 'CHR', 'COS', 'XVS', 'DASH', 'FIO', 'UTK', 'VTHO', 'DCR', 'LUNA', 'ARPA', 'BAND', 'NEAR', 'LTC', 'TFUEL', 'CELO', 'SUSHI', 'ICX', 'ZIL', 'ASR', 'CKB', 'SOL', 'SXP', 'GRT', 'OG', 'IOTX', 'ATOM', 'RLC', 'COMP', 'BNB', 'YFI', 'ENJ', 'CTSI', 'RIF', 'LINK', 'CELR', 'ANKR', 'LSK', 'TUSD', 'CRV', 'OXT', 'MBL', 'HOT', 'AXS', 'FLM', 'ARDR', 'RVN', 'JUV', 'XLM', 'BTC', 'TRU', 'KSM', 'STORJ', 'ZEN', 'SKL', 'BNT', 'KNC', 'KAVA', 'DENT', 'BEL', 'CVC', 'ETC', 'PAXG', 'HIVE', 'NMR', 'MTL', 'TWT', 'ONT', 'CTK', 'LRC', 'ROSE', 'DIA', 'DUSK', 'AAVE', 'FTT', 'AVAX', 'MKR', 'UNI', 'FUN', 'XTZ', 'ADA', 'STRAX', 'VET', 'OGN', 'IOST', 'UMA', 'IOTA', '1INCH', 'DOT', 'ZRX', 'SUN', 'DGB', 'SAND', 'STX', 'FIL', 'COTI', 'INJ']",2021
2021-02-01,135,"['ONG', 'BCH', 'SC', 'ETH', 'BAT', 'RUNE', 'SFP', 'NKN', 'EUR', 'TRB', 'WAN', 'USDC', 'THETA', 'HBAR', 'PSG', 'NEO', 'FET', 'CHZ', 'ATM', 'XRP', 'QTUM', 'MANA', 'ZEC', 'ALGO', 'DODO', 'TRX', 'ONE', 'EGLD', 'WIN', 'AUDIO', 'MDT', 'JST', 'RSR', 'DATA', 'DOGE', 'AVA', 'SNX', 'ACM', 'CHR', 'COS', 'XVS', 'DASH', 'FIO', 'UTK', 'VTHO', 'DCR', 'LUNA', 'ARPA', 'BAND', 'NEAR', 'LTC', 'TFUEL', 'CELO', 'SUSHI', 'ICX', 'ZIL', 'ASR', 'CAKE', 'CKB', 'SOL', 'SXP', 'GRT', 'OG', 'IOTX', 'ATOM', 'RLC', 'COMP', 'BNB', 'YFI', 'ENJ', 'CTSI', 'RIF', 'LINK', 'CELR', 'ANKR', 'LSK', 'TUSD', 'CRV', 'OXT', 'MBL', 'HOT', 'AXS', 'FLM', 'ARDR', 'RVN', 'JUV', 'XLM', 'BTC', 'TRU', 'KSM', 'STORJ', 'ZEN', 'SKL', 'BNT', 'KNC', 'KAVA', 'DENT', 'BEL', 'CVC', 'ETC', 'PAXG', 'HIVE', 'NMR', 'MTL', 'TWT', 'ONT', 'CTK', 'LRC', 'ROSE', 'DIA', 'DUSK', 'AAVE', 'FTT', 'AVAX', 'MKR', 'UNI', 'FUN', 'XTZ', 'ADA', 'STRAX', 'VET', 'OGN', 'IOST', 'UMA', 'IOTA', '1INCH', 'DOT', 'ZRX', 'SUN', 'DGB', 'SAND', 'STX', 'FIL', 'COTI', 'INJ']",2021
2021-03-01,143,"['ONG', 'BCH', 'SC', 'ETH', 'BAT', 'RUNE', 'SFP', 'NKN', 'EUR', 'ALICE', 'TRB', 'WAN', 'USDC', 'THETA', 'HBAR', 'PSG', 'NEO', 'FET', 'OM', 'CHZ', 'ATM', 'XRP', 'QTUM', 'MANA', 'FIS', 'ZEC', 'ALGO', 'DODO', 'TRX', 'ONE', 'EGLD', 'WIN', 'AUDIO', 'MDT', 'JST', 'RSR', 'DATA', 'DOGE', 'AVA', 'SNX', 'ACM', 'CHR', 'COS', 'XVS', 'DASH', 'FIO', 'UTK', 'VTHO', 'DCR', 'LUNA', 'ARPA', 'BAND', 'NEAR', 'LTC', 'TFUEL', 'CELO', 'SUSHI', 'ICX', 'ZIL', 'DEGO', 'ASR', 'CAKE', 'CKB', 'SOL', 'SXP', 'GRT', 'OG', 'IOTX', 'ATOM', 'RLC', 'COMP', 'BNB', 'YFI', 'ENJ', 'CTSI', 'RIF', 'LINK', 'CELR', 'ANKR', 'LSK', 'TUSD', 'CRV', 'OXT', 'MBL', 'HOT', 'AXS', 'CFX', 'FLM', 'ARDR', 'RVN', 'JUV', 'XLM', 'BTC', 'TRU', 'KSM', 'STORJ', 'ZEN', 'SKL', 'BNT', 'SUPER', 'KNC', 'KAVA', 'DENT', 'BEL', 'CVC', 'ETC', 'PAXG', 'HIVE', 'NMR', 'MTL', 'TWT', 'ONT', 'CTK', 'LRC', 'ROSE', 'DIA', 'DUSK', 'AAVE', 'FTT', 'AVAX', 'MKR', 'UNI', 'FUN', 'XTZ', 'ADA', 'STRAX', 'VET', 'OGN', 'IOST', 'UMA', 'IOTA', '1INCH', 'DOT', 'ZRX', 'PERP', 'SUN', 'DGB', 'SAND', 'STX', 'FIL', 'COTI', 'POND', 'INJ']",2021
2021-04-01,148,"['ONG', 'BCH', 'SC', 'ETH', 'BAT', 'RUNE', 'SFP', 'NKN', 'EUR', 'ALICE', 'TRB', 'WAN', 'USDC', 'THETA', 'HBAR', 'PSG', 'NEO', 'FET', 'OM', 'CHZ', 'ATM', 'XRP', 'QTUM', 'MANA', 'FIS', 'ZEC', 'ALGO', 'DODO', 'TRX', 'ONE', 'EGLD', 'WIN', 'AUDIO', 'MDT', 'JST', 'RSR', 'DATA', 'DOGE', 'AVA', 'SNX', 'ACM', 'CHR', 'COS', 'XVS', 'DASH', 'FIO', 'UTK', 'VTHO', 'DCR', 'LUNA', 'ARPA', 'BAND', 'NEAR', 'BAR', 'LTC', 'TFUEL', 'CELO', 'SUSHI', 'ICX', 'ZIL', 'DEGO', 'ASR', 'CAKE', 'TKO', 'CKB', 'SOL', 'SXP', 'GRT', 'OG', 'IOTX', 'ATOM', 'RLC', 'COMP', 'BNB', 'PUNDIX', 'YFI', 'ENJ', 'CTSI', 'RIF', 'LINK', 'CELR', 'ANKR', 'LSK', 'TUSD', 'CRV', 'OXT', 'MBL', 'HOT', 'AXS', 'CFX', 'FLM', 'ARDR', 'RVN', 'JUV', 'XLM', 'BTC', 'TRU', 'FORTH', 'KSM', 'STORJ', 'ZEN', 'SKL', 'BNT', 'SUPER', 'KNC', 'KAVA', 'DENT', 'BEL', 'CVC', 'ETC', 'PAXG', 'HIVE', 'NMR', 'MTL', 'TWT', 'ONT', 'CTK', 'LRC', 'ROSE', 'DIA', 'TLM', 'DUSK', 'AAVE', 'FTT', 'AVAX', 'MKR', 'UNI', 'FUN', 'XTZ', 'ADA', 'STRAX', 'VET', 'OGN', 'IOST', 'UMA', 'IOTA', '1INCH', 'DOT', 'ZRX', 'PERP', 'SUN', 'DGB', 'SAND', 'STX', 'FIL', 'COTI', 'POND', 'INJ']",2021
2021-05-01,155,"['ONG', 'BCH', 'SC', 'ETH', 'BAT', 'RUNE', 'SFP', 'NKN', 'EUR', 'ALICE', 'TRB', 'LPT', 'WAN', 'USDC', 'THETA', 'HBAR', 'PSG', 'NEO', 'ICP', 'FET', 'OM', 'CHZ', 'ATM', 'XRP', 'QTUM', 'MANA', 'FIS', 'ZEC', 'ALGO', 'DODO', 'TRX', 'ONE', 'EGLD', 'WIN', 'AUDIO', 'MDT', 'JST', 'RSR', 'BAKE', 'DATA', 'DOGE', 'AVA', 'SNX', 'ACM', 'CHR', 'SLP', 'COS', 'MASK', 'XVS', 'DASH', 'FIO', 'UTK', 'VTHO', 'DCR', 'LUNA', 'ARPA', 'BAND', 'NEAR', 'BAR', 'LTC', 'AR', 'TFUEL', 'CELO', 'SUSHI', 'ICX', 'ZIL', 'DEGO', 'ASR', 'CAKE', 'TKO', 'CKB', 'SOL', 'SXP', 'GRT', 'OG', 'IOTX', 'ATOM', 'RLC', 'COMP', 'BNB', 'PUNDIX', 'YFI', 'ENJ', 'CTSI', 'RIF', 'LINK', 'CELR', 'ANKR', 'LSK', 'TUSD', 'SHIB', 'CRV', 'OXT', 'MBL', 'HOT', 'AXS', 'CFX', 'FLM', 'ARDR', 'RVN', 'JUV', 'XLM', 'BTC', 'TRU', 'FORTH', 'KSM', 'STORJ', 'ZEN', 'SKL', 'BNT', 'SUPER', 'KNC', 'KAVA', 'DENT', 'BEL', 'CVC', 'ETC', 'PAXG', 'HIVE', 'NMR', 'MTL', 'TWT', 'ONT', 'CTK', 'LRC', 'ROSE', 'DIA', 'TLM', 'DUSK', 'AAVE', 'FTT', 'AVAX', 'MKR', 'UNI', 'FUN', 'XTZ', 'ADA', 'STRAX', 'VET', 'OGN', 'IOST', 'UMA', 'IOTA', '1INCH', 'DOT', 'ZRX', 'PERP', 'SUN', 'DGB', 'SAND', 'STX', 'FIL', 'COTI', 'POND', 'INJ']",2021
2021-06-01,159,"['ONG', 'BCH', 'SC', 'ETH', 'BAT', 'RUNE', 'SFP', 'NKN', 'EUR', 'ALICE', 'TRB', 'LPT', 'WAN', 'USDC', 'THETA', 'HBAR', 'PSG', 'NEO', 'ICP', 'FET', 'OM', 'CHZ', 'ATA', 'ATM', 'XRP', 'QTUM', 'MANA', 'FIS', 'ZEC', 'ALGO', 'DODO', 'TRX', 'ONE', 'EGLD', 'WIN', 'AUDIO', 'MDT', 'JST', 'RSR', 'BAKE', 'DATA', 'DOGE', 'AVA', 'SNX', 'XVG', 'ACM', 'CHR', 'SLP', 'COS', 'MASK', 'XVS', 'DASH', 'FIO', 'UTK', 'VTHO', 'DCR', 'LUNA', 'ARPA', 'BAND', 'NEAR', 'BAR', 'LTC', 'AR', 'TFUEL', 'CELO', 'SUSHI', 'ICX', 'GTC', 'ZIL', 'DEGO', 'ASR', 'CAKE', 'TKO', 'CKB', 'SOL', 'SXP', 'GRT', 'OG', 'IOTX', 'ATOM', 'RLC', 'COMP', 'BNB', 'PUNDIX', 'YFI', 'ENJ', 'CTSI', 'RIF', 'LINK', 'CELR', 'ANKR', 'LSK', 'TUSD', 'SHIB', 'CRV', 'OXT', 'MBL', 'HOT', 'AXS', 'CFX', 'FLM', 'ARDR', 'RVN', 'JUV', 'XLM', 'BTC', 'TRU', 'FORTH', 'KSM', 'STORJ', 'ZEN', 'SKL', 'BNT', 'SUPER', 'KNC', 'KAVA', 'DENT', 'BEL', 'CVC', 'ETC', 'PAXG', 'HIVE', 'NMR', 'MTL', 'TWT', 'ONT', 'PHA', 'CTK', 'LRC', 'ROSE', 'DIA', 'TLM', 'DUSK', 'AAVE', 'FTT', 'AVAX', 'MKR', 'UNI', 'FUN', 'XTZ', 'ADA', 'STRAX', 'VET', 'OGN', 'IOST', 'UMA', 'IOTA', '1INCH', 'DOT', 'ZRX', 'PERP', 'SUN', 'DGB', 'SAND', 'STX', 'FIL', 'COTI', 'POND', 'INJ']",2021
2021-07-01,164,"['ONG', 'BCH', 'SC', 'ETH', 'BAT', 'RUNE', 'SFP', 'NKN', 'EUR', 'ALICE', 'TRB', 'LPT', 'WAN', 'USDC', 'THETA', 'HBAR', 'PSG', 'NEO', 'ICP', 'FET', 'OM', 'CHZ', 'ATA', 'MLN', 'ATM', 'XRP', 'QTUM', 'MANA', 'FIS', 'ZEC', 'ALGO', 'DODO', 'TRX', 'ONE', 'EGLD', 'WIN', 'AUDIO', 'MDT', 'JST', 'RSR', 'BAKE', 'DATA', 'DOGE', 'AVA', 'SNX', 'XVG', 'ACM', 'CHR', 'SLP', 'COS', 'MASK', 'XVS', 'DASH', 'FIO', 'UTK', 'VTHO', 'DCR', 'LUNA', 'ARPA', 'BAND', 'NEAR', 'BAR', 'C98', 'LTC', 'AR', 'TFUEL', 'CELO', 'DEXE', 'SUSHI', 'ICX', 'FLOW', 'GTC', 'ZIL', 'DEGO', 'ASR', 'CAKE', 'TKO', 'CKB', 'SOL', 'SXP', 'GRT', 'OG', 'IOTX', 'ATOM', 'RLC', 'COMP', 'BNB', 'PUNDIX', 'YFI', 'ENJ', 'CTSI', 'RIF', 'LINK', 'CELR', 'ANKR', 'LSK', 'TUSD', 'SHIB', 'CRV', 'OXT', 'MBL', 'HOT', 'AXS', 'CFX', 'FLM', 'ARDR', 'RVN', 'JUV', 'XLM', 'BTC', 'TRU', 'FORTH', 'KSM', 'STORJ', 'ZEN', 'SKL', 'BNT', 'SUPER', 'KNC', 'KAVA', 'DENT', 'BEL', 'CVC', 'ETC', 'PAXG', 'HIVE', 'NMR', 'MTL', 'TWT', 'ONT', 'PHA', 'CTK', 'LRC', 'ROSE', 'DIA', 'TLM', 'DUSK', 'AAVE', 'FTT', 'AVAX', 'MKR', 'UNI', 'FUN', 'XTZ', 'ADA', 'STRAX', 'VET', 'OGN', 'IOST', 'UMA', 'IOTA', '1INCH', 'DOT', 'ZRX', 'QNT', 'PERP', 'SUN', 'DGB', 'SAND', 'STX', 'FIL', 'COTI', 'POND', 'INJ']",2021
2021-08-01,173,"['ONG', 'BCH', 'SC', 'ETH', 'BAT', 'RUNE', 'SFP', 'NKN', 'EUR', 'ALICE', 'TRB', 'WAXP', 'LPT', 'WAN', 'USDC', 'THETA', 'HBAR', 'PSG', 'NEO', 'ICP', 'FARM', 'FET', 'OM', 'CHZ', 'ATA', 'MLN', 'MBOX', 'ATM', 'XRP', 'QTUM', 'MANA', 'FIS', 'ZEC', 'ALGO', 'DODO', 'TRX', 'ONE', 'EGLD', 'WIN', 'AUDIO', 'MDT', 'JST', 'RSR', 'BAKE', 'DATA', 'DOGE', 'AVA', 'SNX', 'XVG', 'ACM', 'CHR', 'SLP', 'COS', 'MASK', 'XVS', 'DASH', 'FIO', 'UTK', 'VTHO', 'DCR', 'LUNA', 'GHST', 'ARPA', 'BAND', 'NEAR', 'BAR', 'C98', 'LTC', 'RAY', 'AR', 'TFUEL', 'CELO', 'DEXE', 'SUSHI', 'ICX', 'FLOW', 'GTC', 'ZIL', 'DEGO', 'ASR', 'CAKE', 'TKO', 'CKB', 'SOL', 'SXP', 'GRT', 'OG', 'IOTX', 'ATOM', 'RLC', 'COMP', 'BNB', 'PUNDIX', 'YFI', 'ENJ', 'CTSI', 'RIF', 'LINK', 'CELR', 'ANKR', 'LSK', 'TUSD', 'QUICK', 'MINA', 'SHIB', 'CRV', 'OXT', 'MBL', 'HOT', 'AXS', 'CFX', 'FLM', 'ARDR', 'RVN', 'JUV', 'XLM', 'BTC', 'TRU', 'FORTH', 'KSM', 'STORJ', 'ZEN', 'SKL', 'BNT', 'SUPER', 'KNC', 'KAVA', 'DENT', 'BEL', 'CVC', 'REQ', 'ETC', 'PAXG', 'HIVE', 'NMR', 'MTL', 'TWT', 'ONT', 'PHA', 'CTK', 'GNO', 'LRC', 'ROSE', 'DIA', 'TLM', 'DUSK', 'AAVE', 'FTT', 'AVAX', 'MKR', 'UNI', 'FUN', 'XTZ', 'ADA', 'STRAX', 'VET', 'OGN', 'IOST', 'UMA', 'IOTA', '1INCH', 'DOT', 'ZRX', 'QNT', 'PERP', 'SUN', 'DGB', 'SAND', 'STX', 'FIL', 'COTI', 'POND', 'INJ']",2021
2021-09-01,182,"['ONG', 'BCH', 'SC', 'ETH', 'BAT', 'RUNE', 'SFP', 'NKN', 'EUR', 'ALICE', 'DYDX', 'TRB', 'WAXP', 'LPT', 'WAN', 'USDC', 'THETA', 'HBAR', 'PSG', 'NEO', 'ICP', 'FARM', 'FET', 'OM', 'CHZ', 'ATA', 'MLN', 'MBOX', 'ATM', 'XRP', 'GALA', 'QTUM', 'MANA', 'FIS', 'ZEC', 'ALGO', 'DODO', 'TRX', 'ONE', 'EGLD', 'WIN', 'AUDIO', 'MDT', 'JST', 'RSR', 'BAKE', 'DATA', 'DOGE', 'AVA', 'SNX', 'XVG', 'ACM', 'CHR', 'SLP', 'COS', 'MASK', 'XVS', 'DASH', 'FIO', 'UTK', 'VTHO', 'DCR', 'LUNA', 'GHST', 'ARPA', 'BAND', 'NEAR', 'BAR', 'C98', 'LTC', 'RAY', 'AR', 'TFUEL', 'CELO', 'DEXE', 'SUSHI', 'ICX', 'FLOW', 'GTC', 'ZIL', 'DEGO', 'ASR', 'CAKE', 'TKO', 'CKB', 'SOL', 'SXP', 'GRT', 'OG', 'IOTX', 'ATOM', 'RLC', 'COMP', 'XEC', 'BNB', 'PUNDIX', 'YFI', 'ENJ', 'CTSI', 'YGG', 'RIF', 'LINK', 'CELR', 'ANKR', 'LSK', 'TUSD', 'QUICK', 'MINA', 'SHIB', 'DF', 'CRV', 'OXT', 'MBL', 'HOT', 'AXS', 'CFX', 'FLM', 'ARDR', 'RVN', 'JUV', 'XLM', 'BTC', 'IDEX', 'TRU', 'FORTH', 'KSM', 'STORJ', 'ZEN', 'SKL', 'BNT', 'SUPER', 'KNC', 'KAVA', 'DENT', 'BEL', 'CVC', 'REQ', 'ETC', 'PAXG', 'HIVE', 'NMR', 'MTL', 'TWT', 'ONT', 'PHA', 'CTK', 'GNO', 'LRC', 'ROSE', 'DIA', 'TLM', 'DUSK', 'AAVE', 'FTT', 'AVAX', 'MKR', 'USDP', 'UNI', 'FUN', 'XTZ', 'ADA', 'STRAX', 'VET', 'SYS', 'OGN', 'IOST', 'UMA', 'IOTA', '1INCH', 'DOT', 'ZRX', 'QNT', 'PERP', 'SUN', 'DGB', 'SAND', 'ILV', 'STX', 'FIL', 'COTI', 'POND', 'INJ']",2021
2021-10-01,190,"['ONG', 'BCH', 'SC', 'ETH', 'BAT', 'RUNE', 'SFP', 'NKN', 'EUR', 'ALICE', 'DYDX', 'TRB', 'WAXP', 'LPT', 'WAN', 'USDC', 'THETA', 'AUCTION', 'HBAR', 'PSG', 'NEO', 'ICP', 'FARM', 'FET', 'OM', 'CHZ', 'ATA', 'MLN', 'MBOX', 'ATM', 'XRP', 'GALA', 'QTUM', 'MANA', 'FIS', 'ZEC', 'ALGO', 'DODO', 'TRX', 'ONE', 'EGLD', 'WIN', 'AUDIO', 'MDT', 'RARE', 'JST', 'RSR', 'BAKE', 'DATA', 'DOGE', 'AVA', 'SNX', 'XVG', 'ACM', 'ADX', 'CHR', 'SLP', 'COS', 'MASK', 'XVS', 'DASH', 'FIO', 'UTK', 'CHESS', 'VTHO', 'DCR', 'LAZIO', 'LUNA', 'GHST', 'ARPA', 'BAND', 'NEAR', 'BAR', 'C98', 'LTC', 'RAY', 'AR', 'TFUEL', 'CELO', 'DEXE', 'SUSHI', 'ICX', 'FLOW', 'GTC', 'ZIL', 'DEGO', 'ASR', 'CAKE', 'TKO', 'CKB', 'SOL', 'SXP', 'GRT', 'OG', 'IOTX', 'ATOM', 'RLC', 'COMP', 'XEC', 'BNB', 'PUNDIX', 'YFI', 'ENJ', 'CTSI', 'YGG', 'RIF', 'LINK', 'CELR', 'ANKR', 'LSK', 'AGLD', 'TUSD', 'QUICK', 'MINA', 'SHIB', 'DF', 'CRV', 'OXT', 'MBL', 'HOT', 'AXS', 'CFX', 'FLM', 'RAD', 'ARDR', 'RVN', 'JUV', 'XLM', 'BTC', 'IDEX', 'TRU', 'FORTH', 'KSM', 'STORJ', 'ZEN', 'SKL', 'BNT', 'SUPER', 'KNC', 'KAVA', 'DENT', 'BEL', 'CVC', 'REQ', 'ETC', 'PAXG', 'HIVE', 'NMR', 'MTL', 'TWT', 'ONT', 'PHA', 'CTK', 'GNO', 'LRC', 'ROSE', 'DIA', 'TLM', 'DUSK', 'AAVE', 'FTT', 'AVAX', 'MKR', 'USDP', 'UNI', 'FUN', 'XTZ', 'ADA', 'STRAX', 'VET', 'SYS', 'OGN', 'IOST', 'UMA', 'IOTA', '1INCH', 'FIDA', 'DOT', 'ZRX', 'QNT', 'PERP', 'SUN', 'DGB', 'SAND', 'ILV', 'STX', 'FIL', 'COTI', 'POND', 'INJ']",2021
