Date,KNC,1INCH,CELO,TRU,UNI,STORJ,FIO,RUNE,BNT,DOT
2022-04-28 18:00:00,5934.518690976799,2890.89648508746,3615.3710370641716,3624.909433408747,2409.996040316414,5218.803934932704,2287.255923194561,2303.2263567077102,2042.394889663758,2880.005993142584
2022-04-28 19:00:00,5917.01273613616,2890.89648508746,3615.3710370641716,3614.2164852276005,2409.996040316414,5203.409233059745,2287.255923194561,2303.2263567077102,2036.3701259774346,2880.005993142584
2022-04-28 20:00:00,5924.00270983508,2890.89648508746,3615.3710370641716,3614.2164852276005,2409.996040316414,5209.556202029693,2287.255923194561,2303.2263567077102,2038.7757610937695,2880.005993142584
2022-04-28 21:00:00,5910.039238509601,2890.89648508746,3615.3710370641716,3614.2164852276005,2409.996040316414,5209.556202029693,2287.255923194561,2303.2263567077102,2033.9701611854753,2880.005993142584
2022-04-28 22:00:00,5903.08215877033,2890.89648508746,3615.3710370641716,3614.2164852276005,2409.996040316414,5209.556202029693,2287.255923194561,2303.2263567077102,2033.9701611854753,2880.005993142584
2022-04-28 23:00:00,5861.681231882403,2890.89648508746,3615.3710370641716,3614.2164852276005,2409.996040316414,5209.556202029693,2287.255923194561,2303.2263567077102,2033.9701611854753,2880.005993142584
2022-04-29 00:00:00,5875.4168645288755,2890.89648508746,3615.3710370641716,3614.2164852276005,2409.996040316414,5209.556202029693,2287.255923194561,2303.2263567077102,2033.9701611854753,2880.005993142584
2022-04-29 01:00:00,5966.291842802374,2890.89648508746,3615.3710370641716,3614.2164852276005,2409.996040316414,5209.556202029693,2287.255923194561,2303.2263567077102,2033.9701611854753,2880.005993142584
2022-04-29 02:00:00,5948.5982133753205,2890.89648508746,3615.3710370641716,3614.2164852276005,2409.996040316414,5209.556202029693,2287.255923194561,2303.2263567077102,2033.9701611854753,2880.005993142584
2022-04-29 03:00:00,5969.843206994518,2890.89648508746,3615.3710370641716,3614.2164852276005,2409.996040316414,5209.556202029693,2287.255923194561,2295.0298216304586,2033.9701611854753,2880.005993142584
2022-04-29 04:00:00,5976.958633939685,2890.89648508746,3615.3710370641716,3614.2164852276005,2409.996040316414,5209.556202029693,2287.255923194561,2292.2976432713745,2033.9701611854753,2880.005993142584
2022-04-29 05:00:00,5959.2017752529955,2890.89648508746,3615.3710370641716,3614.2164852276005,2409.996040316414,5209.556202029693,2287.255923194561,2299.128089169084,2033.9701611854753,2880.005993142584
2022-04-29 06:00:00,5948.5982133753205,2890.89648508746,3615.3710370641716,3614.2164852276005,2409.996040316414,5209.556202029693,2287.255923194561,2303.2263567077102,2033.9701611854753,2880.005993142584
2022-04-29 07:00:00,5948.5982133753205,2890.89648508746,3615.3710370641716,3614.2164852276005,2409.996040316414,5209.556202029693,2287.255923194561,2284.101108194123,2033.9701611854753,2880.005993142584
2022-04-29 08:00:00,5948.5982133753205,2890.89648508746,3615.3710370641716,3646.934196318979,2409.996040316414,5209.556202029693,2287.255923194561,2263.6097705009934,2033.9701611854753,2880.005993142584
