trading_coin,reference_coin,trade_type,time_entered,time_exited,log_return
1000LUNC,IOTA,short,2025-03-11 12:00:00,2025-03-12 16:00:00,-0.0176791056417301
1000LUNC,IOTA,short,2025-03-15 16:00:00,2025-03-16 07:00:00,0.0118270908660281
1000LUNC,IOTA,short,2025-03-18 02:00:00,2025-03-18 08:00:00,0.0194543525624564
1000LUNC,IOTA,long,2025-03-18 22:00:00,2025-03-19 18:00:00,0.0402339622382361
1000LUNC,IOTA,short,2025-03-20 03:00:00,2025-03-21 12:00:00,0.0322633765530727
1000LUNC,IOTA,long,2025-03-22 22:00:00,2025-03-24 01:00:00,-0.0048845917649627
1000LUNC,IOTA,long,2025-03-24 08:00:00,2025-03-24 16:00:00,0.0020010781710163
1000LUNC,IOTA,short,2025-03-25 07:00:00,2025-03-25 11:00:00,-0.0027598913562558
1000LUNC,IOTA,long,2025-03-25 15:00:00,2025-03-26 10:00:00,0.0341823537503562
1000LUNC,IOTA,short,2025-03-26 13:00:00,2025-03-27 14:00:00,0.020733915829347
1000LUNC,IOTA,short,2025-03-30 17:00:00,2025-03-31 14:00:00,-0.0038234607296914
1000LUNC,IOTA,long,2025-04-01 14:00:00,2025-04-02 12:00:00,-0.0245400846455134
1000LUNC,IOTA,short,2025-04-02 17:00:00,2025-04-03 09:00:00,0.0617158072885453
1000LUNC,IOTA,long,2025-04-05 10:00:00,2025-04-05 17:00:00,-0.0130183407592571
1000LUNC,IOTA,short,2025-04-06 12:00:00,2025-04-07 13:00:00,0.0361750957925001
1000LUNC,IOTA,long,2025-04-08 11:00:00,2025-04-09 10:00:00,-0.0271770527917619
1000LUNC,IOTA,short,2025-04-14 03:00:00,2025-04-14 09:00:00,0.0211531704834105
1000LUNC,IOTA,long,2025-04-20 01:00:00,2025-04-20 06:00:00,0.019133026336986
1000LUNC,IOTA,short,2025-04-20 07:00:00,2025-04-21 06:00:00,-0.0152106492464681
1000LUNC,IOTA,long,2025-04-21 21:00:00,2025-04-23 16:00:00,0.0599782125010693
1000LUNC,IOTA,short,2025-04-24 06:00:00,2025-04-24 10:00:00,0.0155480163884848
1000LUNC,IOTA,long,2025-04-24 12:00:00,2025-04-26 11:00:00,0.0321651460217084
1000LUNC,IOTA,long,2025-04-26 14:00:00,2025-04-26 16:00:00,0.0072536779193669
1000LUNC,IOTA,short,2025-04-26 20:00:00,2025-04-27 12:00:00,0.0274974362535427
1000LUNC,IOTA,short,2025-04-27 12:00:00,2025-04-27 12:00:00,0.0
1000LUNC,IOTA,long,2025-04-29 06:00:00,2025-04-29 06:00:00,0.0
1000LUNC,IOTA,long,2025-04-30 05:00:00,2025-04-30 11:00:00,0.0142965215391143
1000LUNC,IOTA,short,2025-05-01 21:00:00,2025-05-02 12:00:00,-0.0171650749753923
1000LUNC,IOTA,long,2025-05-03 13:00:00,2025-05-04 09:00:00,-0.0382701894743141
1000LUNC,IOTA,long,2025-05-04 11:00:00,2025-05-05 01:00:00,-0.0047586765530793
1000LUNC,IOTA,short,2025-05-05 03:00:00,2025-05-05 18:00:00,-0.0005013788021802
1000LUNC,IOTA,short,2025-05-06 08:00:00,2025-05-06 21:00:00,0.0170649663873534
1000LUNC,IOTA,long,2025-05-07 10:00:00,2025-05-08 00:00:00,0.0119863003382667
1000LUNC,IOTA,short,2025-05-09 04:00:00,2025-05-10 13:00:00,-0.0750594575383337
1000LUNC,IOTA,long,2025-05-10 14:00:00,2025-05-11 10:00:00,0.0
1000LUNC,IOTA,long,2025-05-12 03:00:00,2025-05-12 09:00:00,0.0063861708560015
1000LUNC,IOTA,short,2025-05-12 19:00:00,2025-05-13 07:00:00,0.0208124057459344
1000LUNC,IOTA,long,2025-05-13 12:00:00,2025-05-13 16:00:00,0.0238681804255355
1000LUNC,IOTA,short,2025-05-14 00:00:00,2025-05-14 07:00:00,0.0143462376114675
1000LUNC,IOTA,long,2025-05-15 16:00:00,2025-05-16 14:00:00,-0.0194270679602612
1000LUNC,IOTA,short,2025-05-22 15:00:00,2025-05-23 12:00:00,0.0444654910086066
1000LUNC,IOTA,short,2025-05-26 10:00:00,2025-05-28 02:00:00,-0.0031831954301904
1000LUNC,IOTA,short,2025-05-31 00:00:00,2025-05-31 02:00:00,0.0240075547288896
1000LUNC,IOTA,short,2025-06-01 04:00:00,2025-06-01 17:00:00,-0.0023821688991859
1000LUNC,IOTA,short,2025-06-06 05:00:00,2025-06-06 17:00:00,-0.0075757938084575
1000LUNC,IOTA,short,2025-06-09 13:00:00,2025-06-09 18:00:00,-0.0045011328807915
1000LUNC,IOTA,long,2025-06-10 13:00:00,2025-06-11 11:00:00,-0.0089004552281728
1000LUNC,IOTA,short,2025-06-13 00:00:00,2025-06-13 14:00:00,0.001425009147447
1000LUNC,IOTA,short,2025-06-13 21:00:00,2025-06-14 18:00:00,-0.0125980556205785
1000LUNC,IOTA,long,2025-06-14 20:00:00,2025-06-15 09:00:00,0.0174005572841201
1000LUNC,IOTA,long,2025-06-16 08:00:00,2025-06-16 18:00:00,0.0099373628711155
1000LUNC,IOTA,short,2025-06-21 01:00:00,2025-06-21 19:00:00,0.0406914092805545
1000LUNC,IOTA,long,2025-06-22 16:00:00,2025-06-24 18:00:00,0.0863058864393719
1000LUNC,IOTA,short,2025-06-25 13:00:00,2025-06-27 01:00:00,0.0370247064755614
1000LUNC,IOTA,long,2025-06-30 19:00:00,2025-06-30 23:00:00,-0.0055096558109695
1000LUNC,IOTA,short,2025-07-01 11:00:00,2025-07-01 23:00:00,0.0186477067179303
1000LUNC,IOTA,long,2025-07-02 16:00:00,2025-07-03 08:00:00,0.0124203770212543
1000LUNC,IOTA,short,2025-07-04 15:00:00,2025-07-05 06:00:00,0.0010752689208068
1000LUNC,IOTA,long,2025-07-07 17:00:00,2025-07-07 20:00:00,-0.0008962983480738
1000LUNC,IOTA,short,2025-07-09 10:00:00,2025-07-09 11:00:00,-0.0005147122014637
1000LUNC,IOTA,long,2025-07-09 12:00:00,2025-07-09 21:00:00,0.0290462838012943
1000LUNC,IOTA,short,2025-07-10 16:00:00,2025-07-11 11:00:00,-0.0566914514219372
1000LUNC,IOTA,long,2025-07-11 13:00:00,2025-07-12 14:00:00,-0.0523251863884363
1000LUNC,IOTA,long,2025-07-13 02:00:00,2025-07-14 11:00:00,0.0247553104806079
1000LUNC,IOTA,long,2025-07-14 14:00:00,2025-07-15 05:00:00,-0.0162057297108853
1000LUNC,IOTA,long,2025-07-17 05:00:00,2025-07-17 10:00:00,0.0113646432150584
1000LUNC,IOTA,long,2025-07-17 16:00:00,2025-07-18 05:00:00,0.0575366303338167
1000LUNC,IOTA,short,2025-07-18 06:00:00,2025-07-19 06:00:00,0.0229722586037541
1000LUNC,IOTA,long,2025-07-19 09:00:00,2025-07-20 01:00:00,0.0223439247248522
1000LUNC,IOTA,short,2025-07-20 07:00:00,2025-07-20 12:00:00,-0.0043911077582777
1000LUNC,IOTA,short,2025-07-20 21:00:00,2025-07-21 01:00:00,0.0266415069182423
1000LUNC,IOTA,short,2025-07-21 16:00:00,2025-07-22 18:00:00,0.0316801151288644
1000LUNC,IOTA,long,2025-07-23 20:00:00,2025-07-24 08:00:00,-0.0095246502597827
1000LUNC,IOTA,long,2025-07-26 14:00:00,2025-07-28 00:00:00,0.0185569092901781
1000LUNC,IOTA,short,2025-07-31 15:00:00,2025-08-01 00:00:00,0.0404557156673814
1000LUNC,IOTA,short,2025-08-01 21:00:00,2025-08-02 12:00:00,0.0163726190699193
1000LUNC,IOTA,long,2025-08-05 21:00:00,2025-08-06 17:00:00,0.0349824591588454
1000LUNC,IOTA,long,2025-08-10 17:00:00,2025-08-11 15:00:00,-0.0135507800228328
1000LUNC,IOTA,short,2025-08-11 21:00:00,2025-08-12 07:00:00,0.0
1000LUNC,IOTA,long,2025-08-12 20:00:00,2025-08-13 17:00:00,-0.0012810249950386
1000LUNC,IOTA,long,2025-08-14 00:00:00,2025-08-14 17:00:00,-0.0660129635113112
1000LUNC,IOTA,short,2025-08-15 14:00:00,2025-08-16 19:00:00,-0.0665640173530721
1000LUNC,IOTA,long,2025-08-17 02:00:00,2025-08-17 21:00:00,-0.0076379667656419
1000LUNC,IOTA,short,2025-08-19 10:00:00,2025-08-20 15:00:00,0.0221820555259747
1000LUNC,IOTA,long,2025-08-22 14:00:00,2025-08-23 01:00:00,0.0317228715347908
1000LUNC,IOTA,short,2025-08-23 16:00:00,2025-08-23 23:00:00,0.0079987628513696
1000LUNC,IOTA,long,2025-08-24 18:00:00,2025-08-25 16:00:00,-0.0571300108008214
1000LUNC,IOTA,short,2025-09-05 05:00:00,2025-09-06 00:00:00,0.0052281087124597
1000LUNC,IOTA,short,2025-09-06 08:00:00,2025-09-06 14:00:00,0.0097990309344132
1000LUNC,IOTA,long,2025-09-08 13:00:00,2025-09-09 05:00:00,0.0066767064921696
