week_start,coin_top_1,coin_top_1_count,coin_top_2,coin_top_2_count,coin_top_3,coin_top_3_count,coin_top_4,coin_top_4_count,coin_top_5,coin_top_5_count,coin_top_6,coin_top_6_count,coin_top_7,coin_top_7_count,coin_top_8,coin_top_8_count,coin_top_9,coin_top_9_count,coin_top_10,coin_top_10_count,total_trades_week,active_coins_week
2024-01-08,1000LUNC,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,4,1
2024-01-15,1000LUNC,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,2,1
2024-01-22,1000LUNC,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,6,1
2024-01-29,1000LUNC,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,9,1
2024-02-05,1000LUNC,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,9,1
2024-02-12,1000LUNC,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,5,1
2024-02-19,1000LUNC,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,5,1
2024-02-26,1000LUNC,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,8,1
2024-03-04,1000LUNC,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,8,1
2024-03-11,1000LUNC,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,2,1
2024-03-18,1000LUNC,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,3,1
2024-03-25,1000LUNC,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,7,1
2024-04-08,1000LUNC,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,6,1
2024-04-15,1000LUNC,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1
2024-04-22,1000LUNC,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,4,1
2024-04-29,1000LUNC,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1
2024-05-06,1000LUNC,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,4,1
2024-05-13,1000LUNC,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,5,1
2024-05-20,1000LUNC,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,4,1
2024-05-27,1000LUNC,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,4,1
2024-06-03,1000LUNC,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,7,1
2024-06-10,1000LUNC,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,4,1
2024-06-17,1000LUNC,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,4,1
2024-06-24,1000LUNC,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,5,1
2024-07-01,1000LUNC,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,2,1
2024-07-08,1000LUNC,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,3,1
2024-07-15,1000LUNC,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,6,1
2024-07-22,1000LUNC,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,5,1
2024-07-29,1000LUNC,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,2,1
2024-08-05,1000LUNC,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,4,1
2024-08-12,1000LUNC,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,5,1
2024-08-19,1000LUNC,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,5,1
2024-08-26,1000LUNC,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,4,1
2024-09-02,1000LUNC,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1
2024-09-09,1000LUNC,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,7,1
2024-09-16,1000LUNC,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,3,1
2024-09-23,1000LUNC,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,6,1
2024-09-30,1000LUNC,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,7,1
2024-10-07,1000LUNC,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,4,1
2024-10-14,1000LUNC,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,5,1
2024-10-21,1000LUNC,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,5,1
2024-10-28,1000LUNC,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,4,1
2024-11-04,1000LUNC,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,6,1
2024-11-11,1000LUNC,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,6,1
2024-11-18,1000LUNC,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,7,1
2024-11-25,1000LUNC,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,8,1
2024-12-02,1000LUNC,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,9,1
2024-12-09,1000LUNC,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,4,1
2024-12-16,1000LUNC,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,2,1
2024-12-23,1000LUNC,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,5,1
2024-12-30,1000LUNC,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,5,1
2025-01-06,1000LUNC,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,5,1
2025-01-13,1000LUNC,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,5,1
2025-01-20,1000LUNC,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,3,1
2025-01-27,1000LUNC,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,2,1
2025-02-03,1000LUNC,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,5,1
2025-02-10,1000LUNC,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,5,1
2025-02-17,1000LUNC,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,3,1
2025-02-24,1000LUNC,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,4,1
2025-03-03,1000LUNC,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,3,1
2025-03-10,1000LUNC,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,2,1
2025-03-17,1000LUNC,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,4,1
2025-03-24,1000LUNC,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,5,1
2025-03-31,1000LUNC,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,4,1
2025-04-07,1000LUNC,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1
2025-04-14,1000LUNC,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,3,1
2025-04-21,1000LUNC,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,6,1
2025-04-28,1000LUNC,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,5,1
2025-05-05,1000LUNC,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,5,1
2025-05-12,1000LUNC,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,5,1
2025-05-19,1000LUNC,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1
2025-05-26,1000LUNC,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,3,1
2025-06-02,1000LUNC,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1
2025-06-09,1000LUNC,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,5,1
2025-06-16,1000LUNC,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,3,1
2025-06-23,1000LUNC,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1
2025-06-30,1000LUNC,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,4,1
2025-07-07,1000LUNC,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,6,1
2025-07-14,1000LUNC,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,7,1
2025-07-21,1000LUNC,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,3,1
