Date,BNT,OG,INJ,PSG,TFUEL,ONE,OGN,STRAX,COS,UTK
2021-02-02 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-02 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-02 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-02 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-03 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-04 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-05 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-05 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-02-05 02:00:00,984.5597104945722,1000.0,1000.0,1000.0,984.5597104945722,1000.0,1015.68243077677,1000.0,984.5597104945722,1015.68243077677
2021-02-05 03:00:00,978.6570743405277,1000.0,1000.0,1000.0,978.6570743405277,1000.0,1021.8083802989462,1000.0,978.6570743405277,1021.8083802989462
2021-02-05 04:00:00,975.3824091778205,1000.0,1000.0,1000.0,975.3824091778205,1000.0,1025.2389120313646,1000.0,975.3824091778205,1025.2389120313646
2021-02-05 05:00:00,969.1284730467823,1000.0,1000.0,1000.0,969.1284730467823,1000.0,1031.8549375153148,1000.0,969.1284730467823,1031.8549375153148
2021-02-05 06:00:00,951.947749008631,982.2719850711454,1000.0,1000.0,951.947749008631,1000.0,1050.4778240627295,1000.0,951.947749008631,1050.4778240627295
2021-02-05 07:00:00,975.1493428912785,1006.2126642771805,976.2071378586426,1000.0,975.1493428912785,1000.0,1025.4839500122516,1000.0,975.1493428912785,1025.4839500122516
2021-02-05 08:00:00,971.6666666666667,1002.6190476190475,979.7060881735481,1000.0,971.6666666666667,1000.0,1029.1595197255574,1000.0,971.6666666666667,1029.1595197255574
2021-02-05 09:00:00,963.8639584317432,1002.6190476190475,987.6370422206672,1000.0,963.8639584317432,1000.0,1037.4908110757167,1000.0,963.8639584317432,1037.4908110757167
2021-02-05 10:00:00,963.408876298395,1002.6190476190475,988.1035689293213,1000.0,963.408876298395,1000.0,1037.9808870374907,1000.0,963.8639584317432,1037.9808870374907
2021-02-05 11:00:00,934.0810254062717,1002.6190476190475,1019.1275950548169,1000.0,934.0810254062717,1000.0,1070.5709384954664,1000.0,963.8639584317432,1070.5709384954664
2021-02-05 12:00:00,915.2276295133439,1002.6190476190475,1040.1212969442502,1020.5996795605403,915.2276295133439,1000.0,1092.6243567753,1020.5996795605403,983.7192471153909,1092.6243567753
2021-02-05 13:00:00,883.9072991119776,1038.145804632685,1076.9769069279218,1056.7635614557107,883.9072991119776,1000.0,1131.340357755452,1056.7635614557107,1018.5763094711282,1131.340357755452
2021-02-05 14:00:00,896.72599428697,1023.305513728254,1061.5815255423372,1041.6571297779813,883.9072991119776,985.7050032488628,1115.1678510169074,1041.6571297779813,1004.0157644364529,1115.1678510169074
2021-02-05 15:00:00,909.3137254901961,1009.1397815012974,1046.8859342197343,1027.2373540856033,883.9072991119776,972.059779077323,1099.730458221024,1027.2373540856033,990.1170623578997,1099.730458221024
2021-02-05 16:00:00,890.8535254311286,1030.0511005029955,1068.5794261721487,1048.5236896314948,883.9072991119776,992.2027290448344,1122.5189904435188,1048.5236896314948,1010.6341939976691,1122.5189904435188
2021-02-05 17:00:00,908.5040071237759,1010.0391930712628,1047.8189876370423,1028.1528953994048,866.7346840451871,972.9261425167857,1100.710610144572,1028.1528953994048,990.9995196327284,1100.710610144572
2021-02-05 18:00:00,904.2765344560162,1014.7611038135817,1052.71751807791,1032.9594872968642,870.7866493980252,977.4745505739656,1105.8564077431997,1032.9594872968642,995.6324203255796,1105.8564077431997
2021-02-05 19:00:00,878.0120481927713,1045.1162442999175,1084.2080709120596,1063.8590066376746,896.8349980948419,1006.714316655837,1138.93653516295,1063.8590066376746,1025.415353351051,1138.93653516295
2021-02-05 20:00:00,862.7906976744188,1063.5541814842106,1103.3356659668768,1063.8590066376746,912.6569580440196,1024.4747671648258,1159.029649595687,1082.6276035706112,1043.5057274850415,1159.029649595687
2021-02-05 21:00:00,849.3236212278879,1080.4181484210637,1120.8304175414044,1080.7278069543393,927.1282628755843,1040.719081654754,1177.407498162215,1099.7940032043946,1060.051801388081,1177.407498162215
2021-02-05 22:00:00,849.3236212278879,1057.2583004944518,1096.8042920457196,1057.5613211861194,907.2543375735686,1018.4102230885857,1152.16858613085,1076.2188143739986,1037.3285265612396,1152.16858613085
2021-02-05 23:00:00,849.3236212278879,1030.2759533954868,1068.8126895264757,1030.5712406794553,884.1002498430651,992.4193199047,1122.7640284244055,1048.7525749599452,1010.8548083163762,1122.7640284244055
2021-02-06 00:00:00,863.6486534545454,1013.1871335661422,1051.084674597621,1013.4775230252349,869.4359942804127,975.9584145549059,1141.7010160320963,1048.7525749599452,994.0881200946293,1104.1411418769908
2021-02-06 01:00:00,873.2319718461847,1024.429778190711,1062.7478423139726,1024.7233899030116,879.0835308347891,986.7879575481913,1141.7010160320963,1048.7525749599452,1005.118836029989,1116.3930409213426
2021-02-06 02:00:00,874.95696915668,1026.4534542231336,1064.8472125029161,1026.7476459410113,880.8200874145771,988.7372752869829,1141.7010160320963,1048.7525749599452,1007.104364898354,1118.5983827493262
2021-02-06 03:00:00,866.71531533987,1016.7847798460043,1054.8168882668535,1017.0762004261236,872.5232059778133,979.4238683127573,1141.7010160320963,1058.7252332357696,997.6179491939446,1108.0617495711836
2021-02-06 04:00:00,860.1986588335553,1009.1397815012974,1046.8859342197343,1009.4290109492355,865.9628811208372,972.059779077323,1141.7010160320963,1066.7458789421012,990.1170623578997,1099.730458221024
2021-02-06 05:00:00,859.0486606265583,1007.7906641463492,1045.486354093772,1009.4290109492355,864.805176734312,970.7602339181286,1140.1746777753688,1068.1739189406849,988.7933764456566,1098.2602303357019
2021-02-06 06:00:00,862.4986552475486,1011.8380162111939,1049.6850944716587,1009.4290109492355,868.2782898938875,974.6588693957116,1144.753692545551,1063.901223264922,992.7644341823861,1102.6709139916686
2021-02-06 07:00:00,873.040305478352,1024.2049252982197,1062.5145789596454,1009.4290109492355,878.8905801037017,986.5713666883258,1144.753692545551,1051.0549955416354,1004.8982217112818,1116.1480029404556
2021-02-06 08:00:00,864.4153189258765,1014.0865451361078,1052.017728014929,1009.4290109492355,870.2077972047629,976.8247779943687,1144.753692545551,1051.0549955416354,1004.8982217112818,1105.121293800539
2021-02-06 09:00:00,856.1736651090665,1004.4178707589783,1041.9874037788663,1009.4290109492355,861.910915767999,967.5113710201429,1144.753692545551,1051.0549955416354,1004.8982217112818,1094.584660622396
2021-02-06 10:00:00,845.6320148782631,992.0509616719527,1029.1579192908794,1009.4290109492355,851.2986255581847,955.5988737275285,1144.753692545551,1051.0549955416354,1004.8982217112818,1081.107571673609
2021-02-06 11:00:00,838.348692900617,992.0509616719527,1029.1579192908794,1009.4290109492355,843.9664977768585,947.3684210526314,1144.753692545551,1051.0549955416354,1004.8982217112818,1071.7961283999016
2021-02-06 12:00:00,842.3736866251057,992.0509616719527,1029.1579192908794,1009.4290109492355,848.0184631296968,951.9168291098115,1144.753692545551,1051.0549955416354,1004.8982217112818,1076.9419259985295
