total_cumulative_return,growth_factor,profit_factor,max_drawdown,sharpe_ratio,volatility,num_trades,trading_coin,reference_coin,trading_type
5.674676,6.674676,1.448197,0.394037,2.000791,1.389851,294,1INCH,CELR,both
0.086790,1.086790,1.694395,0.044027,3.472348,0.747251,14,1INCH,FLUX,both
0.092114,1.092114,2.682920,0.032659,5.619690,0.879224,7,1INCH,HIGH,both
0.219460,1.219460,1.585307,0.176833,2.614379,0.893967,28,1INCH,PORTO,both
0.233030,1.233030,3.966678,0.057330,8.477740,1.069933,10,1INCH,VOXEL,both
5.026403,6.026403,1.510909,0.448087,2.059947,1.185512,255,AAVE,1INCH,both
0.886939,1.886939,2.254208,0.133575,3.811627,1.305475,50,AAVE,ADX,both
0.669771,1.669771,1.652406,0.278211,2.598735,1.132502,74,AAVE,AGLD,both
1.097421,2.097421,5.450015,0.058096,9.192757,1.333493,19,AAVE,ALCX,both
23.142089,24.142089,1.601098,0.409849,2.731683,1.257208,338,AAVE,ALGO,both
0.593973,1.593973,2.322255,0.138038,5.754072,1.088487,32,AAVE,AMP,both
1.740544,2.740544,3.385728,0.169524,5.086202,1.483366,51,AAVE,AUCTION,both
12.001073,13.001073,1.467735,0.440210,2.318357,1.428303,386,AAVE,AVA,both
2.008235,3.008235,1.509428,0.336372,2.106861,1.047578,156,AAVE,BAKE,both
8.150724,9.150724,1.771002,0.402300,3.240286,1.227984,224,AAVE,BAR,both
0.548562,1.548562,4.389610,0.061308,7.574691,1.556729,16,AAVE,BICO,both
52.952775,53.952775,2.016248,0.292475,2.827112,1.496308,292,AAVE,BNB,both
31.316145,32.316145,1.843726,0.416789,2.962458,1.223634,254,AAVE,BNT,both
32.609222,33.609222,1.789789,0.442109,2.817626,1.335357,291,AAVE,BTC,both
1.524554,2.524554,2.700266,0.210219,4.763207,1.306817,54,AAVE,CHESS,both
16.027830,17.027830,1.505360,0.454519,2.417407,1.320099,391,AAVE,CHR,both
1.076139,2.076139,2.880724,0.081447,5.461562,1.242010,40,AAVE,CITY,both
14.010806,15.010806,1.703159,0.475324,3.049918,1.198302,282,AAVE,CKB,both
25.319482,26.319482,1.590309,0.499061,2.646631,1.359275,379,AAVE,COTI,both
0.113358,1.113358,inf,0.000000,209.394658,0.192335,2,AAVE,CVX,both
53.172556,54.172556,1.854923,0.318366,2.950017,1.450297,306,AAVE,DASH,both
1.406033,2.406033,1.595060,0.344685,2.443916,1.061590,137,AAVE,DEXE,both
0.524089,1.524089,1.512315,0.464497,2.042375,1.085603,91,AAVE,DF,both
33.093217,34.093217,1.639912,0.429091,2.867469,1.308608,404,AAVE,DUSK,both
0.687796,1.687796,1.511495,0.253496,2.478025,0.888247,93,AAVE,DYDX,both
1.029616,2.029616,3.056798,0.108425,5.016386,1.369075,32,AAVE,ENS,both
18.923064,19.923064,1.644239,0.431195,2.583299,1.271880,298,AAVE,ETC,both
1.497270,2.497270,1.726446,0.350749,2.755116,1.093033,115,AAVE,FARM,both
1.320218,2.320218,2.493431,0.131180,3.815750,1.113927,57,AAVE,FIDA,both
7.471403,8.471403,1.432985,0.482037,2.025837,1.246707,343,AAVE,FLM,both
1.134598,2.134598,1.535114,0.304773,2.278199,1.047679,133,AAVE,FLOW,both
