reference_coin,trading_coin,trading_type,sharpe_ratio,total_cumulative_return,num_trades
QUICK,ILV,both,2.742546,1.196200,78
RAD,ILV,both,3.139151,1.202694,73
REQ,ILV,both,2.600950,0.765114,76
RLC,ILV,both,2.469590,1.087121,76
RUNE,ILV,both,2.099513,0.564304,75
SHIB,ILV,both,2.332306,0.903841,71
STX,ILV,both,2.025324,0.679300,73
SUSHI,ILV,both,2.047951,0.662777,79
SXP,ILV,both,2.955945,1.128815,70
UMA,ILV,both,2.076195,0.687852,89
USDC,ILV,both,2.057576,0.506911,105
USDP,ILV,both,2.316056,0.575015,91
UTK,ILV,both,3.070839,1.446857,82
VOXEL,ILV,both,4.108850,0.049806,8
WAN,ILV,both,2.044160,0.718574,73
XLM,ILV,both,2.419541,1.000669,83
XTZ,ILV,both,2.119018,0.712541,69
XVG,ILV,both,2.049610,0.675743,79
XVS,ILV,both,2.481907,0.748354,71
YFI,ILV,both,3.686263,1.767294,71
YGG,ILV,both,2.116216,0.666848,69
ZEC,ILV,both,2.975995,0.833717,71
CKB,INJ,both,2.290293,6.402342,308
VOXEL,INJ,both,6.013482,0.127659,11
ADX,IOST,both,4.050979,0.521751,45
ALCX,IOST,both,2.940689,0.142126,14
AMP,IOST,both,4.363590,0.271990,23
ANKR,IOST,both,2.304015,36.701282,335
AUCTION,IOST,both,2.450594,0.349060,42
BEL,IOST,both,2.058813,21.182393,380
BICO,IOST,both,2.830133,0.103693,17
BNB,IOST,both,2.030424,14.081532,337
CELR,IOST,both,2.647245,53.303176,386
CHESS,IOST,both,4.592598,0.738458,49
CITY,IOST,both,3.356961,0.337872,38
COTI,IOST,both,2.018378,9.671206,374
DYDX,IOST,both,2.801971,0.726934,75
ENS,IOST,both,4.949449,0.447526,25
ETH,IOST,both,2.427218,23.007009,351
FARM,IOST,both,2.148115,1.028146,115
FLUX,IOST,both,5.317947,0.181494,13
FXS,IOST,both,11.309819,0.411025,13
HIGH,IOST,both,3.202114,0.054447,9
JASMY,IOST,both,2.498867,0.193376,29
KAVA,IOST,both,2.000504,12.365627,376
LPT,IOST,both,2.267447,2.087325,177
MBOX,IOST,both,2.174141,0.949127,103
MOVR,IOST,both,2.235676,0.228098,40
PHA,IOST,both,2.503416,2.061496,158
POWR,IOST,both,3.496985,0.278087,28
PYR,IOST,both,2.466592,0.164915,28
QI,IOST,both,3.417322,0.323327,28
QUICK,IOST,both,2.256688,1.130769,103
RAD,IOST,both,2.220868,0.361403,68
RAY,IOST,both,2.184700,0.897151,98
SHIB,IOST,both,2.018709,1.946254,154
THETA,IOST,both,2.567843,47.840063,359
UMA,IOST,both,2.323454,23.125245,393
VOXEL,IOST,both,9.245174,0.328089,10
WAXP,IOST,both,2.250541,0.847401,90
YGG,IOST,both,2.546961,0.467282,73
ACM,IOTA,both,2.812809,12.779173,266
AMP,IOTA,both,2.318053,0.140832,29
AR,IOTA,both,2.020275,1.868185,198
AUCTION,IOTA,both,2.389942,0.282680,60
BAR,IOTA,both,3.672817,12.827746,202
BICO,IOTA,both,2.525381,0.075853,20
C98,IOTA,both,2.367817,1.188972,130
CHESS,IOTA,both,3.003700,0.576055,59
CITY,IOTA,both,2.524408,0.221172,36
DEXE,IOTA,both,2.821342,2.352117,132
DYDX,IOTA,both,2.853152,0.873545,87
ENS,IOTA,both,6.029179,0.865991,31
FARM,IOTA,both,2.626818,1.556813,120
FLUX,IOTA,both,3.679921,0.143669,13
GALA,IOTA,both,2.705377,0.708652,80
GTC,IOTA,both,3.344169,4.004559,178
HIGH,IOTA,both,6.825619,0.107112,8
IDEX,IOTA,both,3.607207,1.260629,88
MBOX,IOTA,both,2.712718,1.616332,112
MLN,IOTA,both,4.034822,4.780020,166
MOVR,IOTA,both,6.589354,1.042526,39
PHA,IOTA,both,2.323133,1.769509,163
PORTO,IOTA,both,4.137188,0.370787,35
POWR,IOTA,both,2.230627,0.162513,28
RAY,IOTA,both,2.644096,1.584476,92
REQ,IOTA,both,2.652138,1.463760,114
SHIB,IOTA,both,3.022466,4.662256,162
YGG,IOTA,both,2.368576,0.502129,82
ADX,IOTX,both,2.217014,0.626712,54
AGLD,IOTX,both,3.085708,2.056472,68
ALCX,IOTX,both,5.027150,0.345225,19
AMP,IOTX,both,3.571181,0.306338,24
AR,IOTX,both,2.223052,36.411815,197
ATA,IOTX,both,2.048047,18.257037,163
AUCTION,IOTX,both,2.565359,0.859360,52
BAKE,IOTX,both,2.390189,29.536648,180
BAR,IOTX,both,2.018353,26.103755,206
CHESS,IOTX,both,4.326480,3.898102,54
CITY,IOTX,both,3.158748,0.262210,29
DEXE,IOTX,both,2.115057,9.846518,142
DF,IOTX,both,2.998096,2.440358,84
DYDX,IOTX,both,2.941532,3.614435,85
ENS,IOTX,both,3.715672,0.433669,33
FARM,IOTX,both,2.479009,2.679455,117
FIDA,IOTX,both,3.073571,2.292879,67
GALA,IOTX,both,3.049548,3.660031,87
GNO,IOTX,both,3.052267,4.267895,112
GTC,IOTX,both,2.121717,24.268330,160
IDEX,IOTX,both,2.218763,1.466169,102
ILV,IOTX,both,3.014999,2.639944,79
JASMY,IOTX,both,2.842253,0.249977,32
LAZIO,IOTX,both,3.088763,1.739983,59
LPT,IOTX,both,2.052315,24.421709,190
MASK,IOTX,both,2.042783,25.455850,185
MINA,IOTX,both,2.889632,4.695472,106
MLN,IOTX,both,2.241582,18.125653,171
PHA,IOTX,both,2.181554,15.824813,162
PYR,IOTX,both,3.627905,0.300632,27
QI,IOTX,both,3.260173,0.339406,29
QUICK,IOTX,both,3.036505,4.686098,122
RAD,IOTX,both,2.255367,0.706164,76
RARE,IOTX,both,2.984729,1.807279,72
RAY,IOTX,both,3.166915,5.155157,112
REQ,IOTX,both,2.524247,2.779179,115
SYS,IOTX,both,3.477530,4.109907,80
VOXEL,IOTX,both,7.612654,0.178618,8
XEC,IOTX,both,2.009004,1.213806,91
YGG,IOTX,both,2.499910,1.795567,82
ALCX,JASMY,both,4.443355,0.423037,23
AMP,JASMY,both,3.686183,0.447964,27
AUCTION,JASMY,both,5.720106,0.882508,24
AVA,JASMY,both,6.712164,1.186813,28
CVX,JASMY,both,8.929189,0.047841,2
DEGO,JASMY,both,3.713970,0.396392,27
DUSK,JASMY,both,3.325802,0.473296,30
EUR,JASMY,both,6.631917,1.845217,35
FUN,JASMY,both,4.310170,0.685662,29
FXS,JASMY,both,7.487429,0.894501,14
GTC,JASMY,both,2.738848,0.297624,27
ILV,JASMY,both,2.684703,0.256869,23
MBOX,JASMY,both,4.510346,0.543338,24
MDT,JASMY,both,3.649749,0.546796,26
MLN,JASMY,both,4.275661,0.581836,37
OG,JASMY,both,3.200968,0.349482,29
PAXG,JASMY,both,4.748185,0.903207,31
POND,JASMY,both,3.588078,0.428826,23
RAD,JASMY,both,7.118512,1.416655,27
SANTOS,JASMY,both,2.150412,0.148067,19
SHIB,JASMY,both,2.801371,0.235069,25
STX,JASMY,both,5.468966,0.651879,24
TUSD,JASMY,both,4.856232,0.917571,27
USDC,JASMY,both,5.044184,0.929526,26
USDP,JASMY,both,3.956069,0.529420,30
UTK,JASMY,both,2.681940,0.344287,32
ACM,JST,both,3.088867,13.463508,278
ADX,JST,both,3.963706,0.473410,46
ALCX,JST,both,6.734802,0.270537,15
ASR,JST,both,2.552066,10.057843,325
ATM,JST,both,3.376343,24.859234,325
AUCTION,JST,both,2.822767,0.314532,44
BAKE,JST,both,2.186114,1.841636,168
BAR,JST,both,2.544035,3.191748,220
CAKE,JST,both,2.156398,3.985225,242
CELO,JST,both,2.308315,6.331773,317
CHESS,JST,both,3.642916,0.424990,56
CKB,JST,both,2.615249,7.440602,288
CVX,JST,both,9.657544,0.011337,2
DEGO,JST,both,2.263973,3.578405,233
DEXE,JST,both,2.565852,1.218170,137
DF,JST,both,3.494564,0.727886,83
DYDX,JST,both,4.162953,1.354392,83
FARM,JST,both,3.523788,1.647434,116
FLUX,JST,both,2.399134,0.027927,14
FORTH,JST,both,2.323592,2.084276,212
FXS,JST,both,3.998965,0.089200,18
ILV,JST,both,3.771132,0.891921,68
JASMY,JST,both,3.243077,0.202025,28
JUV,JST,both,2.471770,9.552995,350
LPT,JST,both,2.005757,1.221323,189
MBOX,JST,both,2.239680,0.835963,113
MLN,JST,both,2.297414,1.058322,168
MOVR,JST,both,4.256595,0.404077,38
OG,JST,both,2.352053,7.415088,327
OM,JST,both,2.794334,6.339952,246
PAXG,JST,both,2.191267,10.567167,476
POWR,JST,both,3.201838,0.198742,25
PSG,JST,both,2.680938,13.024706,328
QUICK,JST,both,2.782082,1.052860,96
RAY,JST,both,3.484996,1.638017,98
REQ,JST,both,2.394255,0.867421,116
SHIB,JST,both,2.853299,3.780291,167
SYS,JST,both,2.488539,0.499649,87
TFUEL,JST,both,2.592660,15.729120,378
TRU,JST,both,2.127079,4.415707,317
USDC,JST,both,2.625729,19.808998,514
USDP,JST,both,3.112028,0.872352,103
VOXEL,JST,both,7.798499,0.084419,10
WAXP,JST,both,2.851983,1.003586,100
FXS,JUV,both,2.879649,0.036067,12
ADX,KAVA,both,2.658117,0.377921,57
AMP,KAVA,both,6.735087,0.735993,28
CITY,KAVA,both,3.161271,0.413468,37
ENS,KAVA,both,2.428178,0.241964,37
HIGH,KAVA,both,7.759296,0.166422,8
ILV,KAVA,both,2.092036,0.574352,72
JASMY,KAVA,both,5.564204,0.581094,32
MOVR,KAVA,both,5.005547,0.601080,40
PEOPLE,KAVA,both,24.385283,0.119863,2
PORTO,KAVA,both,4.169996,0.419956,32
POWR,KAVA,both,2.478893,0.211120,29
PYR,KAVA,both,4.290218,0.391356,25
RAD,KAVA,both,2.684644,0.527711,85
RARE,KAVA,both,2.177007,0.357459,66
SANTOS,KAVA,both,7.176811,0.337503,16
VOXEL,KAVA,both,7.485837,0.209753,9
ALCX,KNC,both,2.718452,0.116923,16
AMP,KNC,both,4.254675,0.322707,25
AUCTION,KNC,both,2.219108,0.305131,50
CHESS,KNC,both,4.144302,0.772708,49
CITY,KNC,both,3.778907,0.351666,37
FIDA,KNC,both,3.517271,0.755497,54
FLUX,KNC,both,2.997157,0.045785,14
JASMY,KNC,both,5.834291,0.496502,25
MOVR,KNC,both,3.339805,0.333636,40
PORTO,KNC,both,2.021963,0.179158,28
QI,KNC,both,3.749866,0.348021,25
RAD,KNC,both,2.185251,0.371969,82
SANTOS,KNC,both,2.823406,0.084867,16
SYS,KNC,both,2.601984,0.583096,84
VOXEL,KNC,both,10.351157,0.218901,9
BAKE,KSM,both,2.168805,2.327595,169
FLUX,KSM,both,3.580858,0.043266,13
JASMY,KSM,both,2.546932,0.136347,27
VOXEL,KSM,both,2.120643,0.039134,10
YGG,KSM,both,3.146846,0.888207,76
ALCX,LINK,both,4.735405,0.309232,21
AMP,LINK,both,2.149674,0.148793,32
AUCTION,LINK,both,2.312839,0.322514,52
CHESS,LINK,both,4.273925,0.741606,58
ENS,LINK,both,3.750878,0.322744,29
FLUX,LINK,both,8.389291,0.234063,11
FXS,LINK,both,4.108306,0.179550,16
GALA,LINK,both,2.378231,0.610921,86
GNO,LINK,both,2.141640,0.594464,102
GTC,LINK,both,2.964212,1.650270,162
MOVR,LINK,both,5.398239,0.683214,35
POWR,LINK,both,4.288478,0.358060,31
QI,LINK,both,2.173773,0.186173,38
RAD,LINK,both,4.034871,0.878201,82
REQ,LINK,both,2.382268,0.826684,113
SANTOS,LINK,both,4.121513,0.199616,22
SHIB,LINK,both,2.579312,2.229852,168
VOXEL,LINK,both,5.189008,0.131098,11
YGG,LINK,both,2.285018,0.489967,86
FXS,LPT,both,2.371619,0.091391,18
PORTO,LPT,both,2.434204,0.225276,30
RAD,LPT,both,2.209099,1.187010,73
ACM,LRC,both,2.049322,12.020441,288
ADX,LRC,both,2.952626,1.523597,46
AGLD,LRC,both,2.969709,3.981848,70
ALCX,LRC,both,2.400057,0.123657,17
AR,LRC,both,2.042895,4.525115,191
ATA,LRC,both,2.896764,6.512366,156
AUCTION,LRC,both,2.717318,1.374882,54
BAR,LRC,both,2.452929,12.748747,231
CHESS,LRC,both,3.799298,5.642721,50
CVX,LRC,both,6.807379,0.003388,2
DEXE,LRC,both,2.395220,5.756377,152
DF,LRC,both,3.745783,12.142291,78
DYDX,LRC,both,2.657278,3.435213,91
FLOW,LRC,both,2.582330,6.550051,126
FXS,LRC,both,8.295294,0.345152,12
GALA,LRC,both,3.218400,6.712852,88
ILV,LRC,both,2.593518,2.354260,87
LAZIO,LRC,both,2.787523,2.169524,63
MASK,LRC,both,2.402041,8.432858,180
MINA,LRC,both,2.176567,3.099838,116
MOVR,LRC,both,3.346558,0.550409,40
PHA,LRC,both,2.220053,4.396781,171
QNT,LRC,both,2.440117,3.861153,154
RAD,LRC,both,3.789609,5.236408,76
RARE,LRC,both,2.730019,2.507725,59
RAY,LRC,both,2.479456,4.226692,115
SLP,LRC,both,2.016045,6.313530,179
SYS,LRC,both,2.913869,3.753692,103
USDP,LRC,both,2.206990,2.349245,106
WAXP,LRC,both,2.266299,2.411210,111
XVG,LRC,both,2.015672,3.664931,173
YGG,LRC,both,3.260501,5.869234,76
AMP,LSK,both,3.787397,0.230337,26
AUCTION,LSK,both,2.883167,0.391143,57
VOXEL,LSK,both,5.243664,0.059683,10
AUCTION,LTC,both,2.369875,0.395207,44
CHESS,LTC,both,3.037479,0.584109,52
MOVR,LTC,both,2.955233,0.231880,32
RAD,LTC,both,3.292118,0.881254,79
ALCX,LUNA,both,3.737597,0.242382,19
C98,LUNA,both,2.871050,2.364974,150
CHESS,LUNA,both,2.130662,0.390018,69
CITY,LUNA,both,2.114643,0.250405,46
CVX,LUNA,both,7.010269,0.020365,2
DEXE,LUNA,both,2.392212,1.528665,156
DYDX,LUNA,both,2.248423,0.806074,93
FARM,LUNA,both,2.533516,1.536232,140
FLOW,LUNA,both,2.988837,2.445021,151
FLUX,LUNA,both,3.115523,0.097053,19
LPT,LUNA,both,2.591070,3.284357,225
MOVR,LUNA,both,4.114883,0.622606,44
PHA,LUNA,both,2.997451,3.661264,182
PORTO,LUNA,both,4.502461,0.576103,39
QUICK,LUNA,both,3.428174,2.340160,127
RAD,LUNA,both,2.623529,0.560855,97
RARE,LUNA,both,3.630095,0.882060,73
XEC,LUNA,both,2.127723,0.641879,101
ALCX,MANA,both,2.537123,0.139626,14
AUCTION,MANA,both,7.012777,2.189054,52
CHESS,MANA,both,3.233940,3.445252,56
DF,MANA,both,2.137792,3.255072,86
FXS,MANA,both,7.823186,0.340851,12
GALA,MANA,both,3.134047,4.045984,79
LAZIO,MANA,both,2.717874,3.601481,52
PHA,MANA,both,2.159180,12.075823,156
RARE,MANA,both,2.749014,1.724859,66
RAY,MANA,both,2.105410,5.366593,113
REQ,MANA,both,2.176563,6.310770,108
XEC,MANA,both,2.906859,3.016381,83
ADX,MASK,both,2.847437,0.668487,51
AUCTION,MASK,both,3.940650,1.204850,57
CHESS,MASK,both,2.213125,0.439822,58
CITY,MASK,both,3.231275,0.654689,41
ENS,MASK,both,2.029366,0.232702,27
HIGH,MASK,both,3.279168,0.059377,7
JASMY,MASK,both,2.755844,0.247443,27
LAZIO,MASK,both,5.397449,2.446180,52
MOVR,MASK,both,2.723857,0.445886,41
PEOPLE,MASK,both,22.406775,0.017695,2
PORTO,MASK,both,3.821107,0.570089,33
QI,MASK,both,3.146403,0.410750,35
ATM,MBL,both,2.184486,19.007455,309
DEXE,MBL,both,2.964899,1.869356,125
DYDX,MBL,both,2.233397,0.638324,80
FARM,MBL,both,2.594058,1.236779,104
REQ,MBL,both,2.430675,1.019588,110
SANTOS,MBL,both,8.059430,0.114289,13
VOXEL,MBL,both,4.689490,0.069195,10
ACM,MBOX,both,2.106959,1.287789,112
ADA,MBOX,both,2.032162,1.113956,104
ADX,MBOX,both,4.840556,2.626096,55
ALCX,MBOX,both,3.738131,0.226276,17
ATOM,MBOX,both,2.135384,1.272801,111
AUCTION,MBOX,both,4.774850,2.576970,54
AVA,MBOX,both,2.363130,1.752127,122
BAKE,MBOX,both,2.453420,1.398045,116
BAND,MBOX,both,2.141876,1.336798,124
BEL,MBOX,both,2.180605,1.347935,112
BNB,MBOX,both,3.354332,3.760747,99
BTC,MBOX,both,2.074662,1.215648,123
CAKE,MBOX,both,3.202901,3.391434,109
CHESS,MBOX,both,3.317219,1.487825,59
CKB,MBOX,both,2.868093,2.605252,117
CTK,MBOX,both,2.378421,1.940605,120
CVX,MBOX,both,5.784181,0.016780,2
DASH,MBOX,both,2.089319,1.187010,111
DODO,MBOX,both,2.156461,1.305619,116
DOGE,MBOX,both,2.502161,1.815574,101
DOT,MBOX,both,2.604804,1.835345,126
FARM,MBOX,both,2.406219,1.497142,117
FET,MBOX,both,2.925162,2.896225,115
FIO,MBOX,both,3.413848,4.517138,115
FIS,MBOX,both,2.418365,1.749227,112
FORTH,MBOX,both,2.572273,2.089641,117
FUN,MBOX,both,2.982308,2.484739,121
GRT,MBOX,both,2.349371,1.321616,111
HOT,MBOX,both,2.335572,1.536515,109
INJ,MBOX,both,2.083373,1.238236,110
JUV,MBOX,both,2.811134,2.551348,118
KNC,MBOX,both,2.631199,1.766278,117
LAZIO,MBOX,both,2.878639,1.104187,55
LINK,MBOX,both,2.457293,1.838876,121
LSK,MBOX,both,3.255936,2.854835,119
MTL,MBOX,both,3.494434,3.631689,116
PAXG,MBOX,both,2.669320,2.013869,128
PEOPLE,MBOX,both,15.393534,0.070456,2
PHA,MBOX,both,3.095523,3.299530,110
QUICK,MBOX,both,2.561242,1.836537,114
RAD,MBOX,both,2.602006,0.950703,80
RLC,MBOX,both,3.523903,4.446235,120
RVN,MBOX,both,2.303841,1.240585,108
SHIB,MBOX,both,2.283676,1.529040,111
SXP,MBOX,both,2.254152,1.523349,103
TRX,MBOX,both,2.208885,1.318011,124
TWT,MBOX,both,2.509000,1.726317,117
VOXEL,MBOX,both,4.694754,0.082539,11
WAN,MBOX,both,2.146949,1.289633,112
WIN,MBOX,both,2.033058,1.211263,111
XLM,MBOX,both,4.012520,5.799723,120
XVG,MBOX,both,2.534637,1.649764,113
ZEC,MBOX,both,2.067677,1.214238,121
ZIL,MBOX,both,2.341940,1.492635,120
BICO,MDT,both,2.002063,0.078134,17
FXS,MDT,both,6.954799,0.537411,9
HIGH,MDT,both,6.130395,0.225419,7
JASMY,MDT,both,4.414698,0.879386,26
LAZIO,MDT,both,3.019480,0.879176,59
PEOPLE,MDT,both,11.959091,0.031258,2
PORTO,MDT,both,2.307836,0.317830,33
POWR,MDT,both,2.146861,0.264272,34
QI,MDT,both,2.023163,0.253259,40
VOXEL,MDT,both,3.547057,0.172124,10
ALCX,MINA,both,5.947789,0.424295,17
AMP,MINA,both,3.606825,0.162131,24
BNB,MINA,both,2.519903,1.413002,104
CAKE,MINA,both,2.771575,1.658829,110
CHESS,MINA,both,2.475026,0.401628,55
DIA,MINA,both,2.152514,1.076614,113
FIO,MINA,both,3.345733,2.450680,112
FLUX,MINA,both,5.788263,0.191775,13
FUN,MINA,both,3.790635,3.256141,114
LPT,MINA,both,2.163165,1.313980,129
OM,MINA,both,2.268457,1.105727,111
PEOPLE,MINA,both,51.396911,0.098326,3
RAD,MINA,both,2.167985,0.504001,73
RAY,MINA,both,2.192918,0.911162,107
RIF,MINA,both,2.675982,1.923751,133
UTK,MINA,both,2.453181,1.338804,110
VOXEL,MINA,both,10.524407,0.315908,8
ADX,MKR,both,2.029709,0.192115,49
AUCTION,MKR,both,2.733804,0.298159,48
AVA,MKR,both,2.495759,17.775658,396
BNT,MKR,both,2.674262,21.623476,296
CHZ,MKR,both,2.523405,19.377861,387
DASH,MKR,both,2.057463,11.906323,358
DEXE,MKR,both,2.022237,0.682178,151
FLUX,MKR,both,4.423865,0.094853,15
FXS,MKR,both,5.202848,0.141012,14
JASMY,MKR,both,2.603089,0.171284,32
MOVR,MKR,both,5.217782,0.414730,36
NEO,MKR,both,2.361232,16.406569,343
RAD,MKR,both,4.029579,0.955974,84
VOXEL,MKR,both,4.737386,0.090287,10
ZEC,MKR,both,2.348940,19.383433,386
BICO,MLN,both,2.528466,0.102628,17
FXS,MLN,both,8.576054,0.400578,15
HIGH,MLN,both,11.134748,0.285903,8
VOXEL,MLN,both,4.054801,0.180420,15
ATM,MOVR,both,2.278782,0.244213,37
DUSK,MOVR,both,2.872518,0.377547,49
FXS,MOVR,both,2.079595,0.073839,15
ALCX,MTL,both,2.208949,0.094734,16
CVX,MTL,both,32.820956,0.022680,2
FXS,MTL,both,2.068080,0.051149,15
HIGH,MTL,both,10.110551,0.111004,5
PEOPLE,MTL,both,13.265263,0.063209,2
VOXEL,MTL,both,7.384667,0.198779,7
ADX,NEAR,both,2.691195,0.616414,53
AGLD,NEAR,both,3.527462,1.570889,62
ALCX,NEAR,both,5.956900,0.710776,20
AMP,NEAR,both,4.633897,0.476258,33
AUCTION,NEAR,both,2.172291,0.443898,63
CHESS,NEAR,both,3.615697,1.076961,57
CVX,NEAR,both,5.558242,0.013310,2
DEXE,NEAR,both,2.777280,2.992617,149
DF,NEAR,both,2.488446,0.930371,87
DYDX,NEAR,both,3.545267,1.981506,87
ENS,NEAR,both,2.481951,0.399992,35
FLUX,NEAR,both,6.353368,0.509706,16
GALA,NEAR,both,3.891312,2.832312,86
GTC,NEAR,both,2.353643,2.425390,187
HIGH,NEAR,both,6.922528,0.112864,8
ILV,NEAR,both,2.278841,0.841781,81
JASMY,NEAR,both,2.585578,0.333000,31
LAZIO,NEAR,both,2.103012,0.572221,57
MBOX,NEAR,both,3.718969,4.111326,114
MLN,NEAR,both,2.356195,2.138529,179
PHA,NEAR,both,2.115092,1.774057,169
QI,NEAR,both,3.432078,0.635134,33
RAD,NEAR,both,3.765665,1.729341,79
RAY,NEAR,both,2.249729,1.388709,117
REQ,NEAR,both,2.361973,1.343116,117
SANTOS,NEAR,both,3.521256,0.469194,20
USDP,NEAR,both,2.251671,1.085368,106
VOXEL,NEAR,both,6.860694,0.720230,6
YGG,NEAR,both,2.816601,1.158185,87
ADX,NEO,both,3.708617,0.550865,50
ALCX,NEO,both,2.012854,0.077341,17
AMP,NEO,both,4.689230,0.377487,26
AUCTION,NEO,both,4.406788,0.669629,44
BAR,NEO,both,2.250517,2.770490,213
CHESS,NEO,both,3.721371,0.611447,51
DEXE,NEO,both,2.316406,1.150615,133
DYDX,NEO,both,2.243732,0.507189,86
ENS,NEO,both,3.071696,0.274586,33
FLUX,NEO,both,6.541012,0.134423,12
JASMY,NEO,both,4.711984,0.458547,30
MOVR,NEO,both,3.930968,0.378482,37
POWR,NEO,both,3.652835,0.291790,24
QI,NEO,both,3.210857,0.291905,31
REQ,NEO,both,2.319033,0.698294,104
TRU,NEO,both,2.467309,6.253262,285
VOXEL,NEO,both,9.303234,0.197003,10
ALCX,NKN,both,4.793082,0.263446,17
CVX,NKN,both,490.085856,0.043671,2
FLUX,NKN,both,5.959196,0.099012,14
VOXEL,NKN,both,7.723171,0.148372,11
BICO,OG,both,4.531488,0.192903,13
PEOPLE,OG,both,6813.349453,0.031379,2
VOXEL,OG,both,3.097016,0.061096,10
AR,OGN,both,2.037245,2.823587,191
CHESS,OGN,both,3.118805,0.582461,51
HIGH,OGN,both,6.248247,0.127540,7
IDEX,OGN,both,2.209550,0.619117,87
JASMY,OGN,both,2.305984,0.143668,26
LAZIO,OGN,both,3.092687,0.648871,52
MLN,OGN,both,2.615290,2.058421,153
PHA,OGN,both,2.058783,1.355356,145
RARE,OGN,both,2.015632,0.347021,59
VOXEL,OGN,both,8.085806,0.194824,8
ALCX,ONE,both,2.661343,0.161742,19
AMP,ONE,both,4.924531,0.568100,26
CITY,ONE,both,5.104398,0.808029,39
ENS,ONE,both,4.617311,1.009255,28
IDEX,ONE,both,2.199193,0.788706,94
JASMY,ONE,both,2.954012,0.281512,26
OM,ONE,both,2.255552,5.354925,258
PEOPLE,ONE,both,15.790636,0.185319,2
PORTO,ONE,both,4.017326,0.506734,32
RAD,ONE,both,2.534641,0.584430,77
RARE,ONE,both,2.645673,0.588298,74
YGG,ONE,both,3.512895,1.159417,89
FXS,ONG,both,3.152500,0.049960,14
SANTOS,ONG,both,3.650923,0.096375,15
VOXEL,ONG,both,5.474454,0.109199,7
ADX,ONT,both,3.455491,0.508404,50
AMP,ONT,both,4.056276,0.359206,22
ATM,ONT,both,2.272790,6.598733,321
BAR,ONT,both,2.747349,5.591255,222
CHESS,ONT,both,3.931541,0.690304,51
DEXE,ONT,both,2.734772,1.636950,134
DYDX,ONT,both,3.845400,1.208495,85
FARM,ONT,both,2.008667,0.735884,126
FIDA,ONT,both,3.372988,0.652964,59
FLUX,ONT,both,2.609077,0.042222,13
HIGH,ONT,both,3.366173,0.044940,7
IDEX,ONT,both,2.512289,0.678712,97
ILV,ONT,both,2.758079,0.795856,69
JASMY,ONT,both,3.419078,0.333492,25
MBOX,ONT,both,2.233772,0.851316,109
MOVR,ONT,both,2.213772,0.220835,37
POND,ONT,both,2.080232,2.682347,236
PSG,ONT,both,2.735599,15.779310,342
QI,ONT,both,2.812356,0.239780,24
QUICK,ONT,both,2.610131,1.129859,107
RAD,ONT,both,2.232945,0.378306,83
RAY,ONT,both,2.979765,1.283430,97
VOXEL,ONT,both,8.562906,0.211868,8
YGG,ONT,both,2.300942,0.477226,83
FXS,OXT,both,2.138976,0.059855,16
VOXEL,OXT,both,6.066612,0.131106,9
BICO,PAXG,both,6.700901,0.023503,13
ADX,PEOPLE,both,101.587203,0.203800,3
ALCX,PEOPLE,both,192.977410,0.148095,2
AUCTION,PEOPLE,both,10.386072,0.053576,2
AVA,PEOPLE,both,5.930561,0.050055,2
AVAX,PEOPLE,both,72.887814,0.128018,2
BCH,PEOPLE,both,5.013527,0.023808,2
BEL,PEOPLE,both,17.855276,0.089009,2
BTC,PEOPLE,both,29.581535,0.128462,3
CITY,PEOPLE,both,4.780185,0.019854,2
CVC,PEOPLE,both,11.524173,0.077718,2
CVX,PEOPLE,both,90.049481,0.113846,2
DASH,PEOPLE,both,14.288088,0.040096,2
DEGO,PEOPLE,both,173.844145,0.116345,2
DIA,PEOPLE,both,17.503323,0.067605,2
ETH,PEOPLE,both,11.698229,0.037649,2
EUR,PEOPLE,both,28.263460,0.146334,2
FET,PEOPLE,both,12.096417,0.041156,2
FIDA,PEOPLE,both,20.528281,0.090986,2
FTT,PEOPLE,both,3.656213,0.021040,2
FUN,PEOPLE,both,95.333497,0.036565,2
GALA,PEOPLE,both,16.265812,0.049928,2
GTC,PEOPLE,both,24.006361,0.088308,2
ILV,PEOPLE,both,32.125492,0.168718,2
KSM,PEOPLE,both,7.522487,0.065919,2
MANA,PEOPLE,both,3.135867,0.017714,2
MASK,PEOPLE,both,3.213591,0.008718,2
MLN,PEOPLE,both,229.477562,0.081600,2
OM,PEOPLE,both,888.193949,0.105607,2
PHA,PEOPLE,both,66.547374,0.041037,2
POND,PEOPLE,both,17.941154,0.075996,2
RAD,PEOPLE,both,27.919936,0.051812,2
RIF,PEOPLE,both,42.262743,0.070337,2
RLC,PEOPLE,both,6.455565,0.019443,2
RUNE,PEOPLE,both,6.343922,0.011750,2
SUPER,PEOPLE,both,37.913834,0.112635,2
SUSHI,PEOPLE,both,7.368107,0.019390,2
TRU,PEOPLE,both,11.618099,0.032318,2
TUSD,PEOPLE,both,15.354592,0.059905,2
UNI,PEOPLE,both,222.575979,0.244119,3
USDC,PEOPLE,both,32.395253,0.132592,2
VOXEL,PEOPLE,both,26.295218,0.090359,2
XVG,PEOPLE,both,88.335726,0.209924,2
ZEN,PEOPLE,both,15.541201,0.104212,2
ALCX,PERP,both,2.040358,0.096554,21
ANKR,PERP,both,2.944482,14.997538,279
ATA,PERP,both,3.326732,7.400019,190
AVA,PERP,both,3.073382,13.830276,303
