reference_coin,trading_coin,trading_type,sharpe_ratio,total_cumulative_return,num_trades
BAND,PERP,both,3.169076,17.199966,276
BAT,PERP,both,2.529675,7.050752,264
BNT,PERP,both,2.562434,7.378914,257
DASH,PERP,both,3.588445,22.868337,271
DENT,PERP,both,3.421211,20.536104,256
DIA,PERP,both,2.284723,5.030265,278
FIO,PERP,both,3.612222,28.393656,271
FLM,PERP,both,3.046112,15.131228,266
FUN,PERP,both,2.528624,7.482342,297
GTC,PERP,both,3.041680,5.350054,191
IOTA,PERP,both,2.757077,9.090824,262
KSM,PERP,both,2.690843,8.067645,279
LSK,PERP,both,2.073358,3.836796,298
MASK,PERP,both,2.601324,4.165702,208
OM,PERP,both,3.316493,17.891417,285
PEOPLE,PERP,both,104.908721,0.083781,2
PSG,PERP,both,2.766796,9.939634,300
RVN,PERP,both,2.852472,11.785349,262
SC,PERP,both,2.446911,5.941381,261
SHIB,PERP,both,2.417474,3.767114,214
ZEC,PERP,both,2.372619,6.231065,278
ZEN,PERP,both,2.217308,4.536075,269
ALCX,PHA,both,3.236479,0.315111,19
AMP,PHA,both,4.793115,0.682852,22
FLUX,PHA,both,2.517223,0.131021,14
FXS,PHA,both,6.721542,0.701678,16
JASMY,PHA,both,2.335442,0.239197,30
VOXEL,PHA,both,6.581469,0.454747,8
FXS,POND,both,10.489453,0.401969,12
HIGH,POND,both,6.082811,0.108682,7
VOXEL,POND,both,10.036195,0.241101,11
ACM,POWR,both,3.233311,0.357830,31
ADX,POWR,both,2.338383,0.229192,36
AMP,POWR,both,2.096632,0.150271,25
ARDR,POWR,both,2.854809,0.308055,17
ASR,POWR,both,3.075198,0.402536,37
ATA,POWR,both,2.178603,0.188592,28
ATM,POWR,both,2.475631,0.296208,31
AUCTION,POWR,both,4.077767,0.478383,32
AVA,POWR,both,5.128601,0.958900,37
BAR,POWR,both,4.036378,0.487599,30
BNT,POWR,both,2.615346,0.208663,25
CELO,POWR,both,4.913318,0.394276,30
CHESS,POWR,both,4.316282,0.607851,24
CKB,POWR,both,4.043580,0.587701,31
CRV,POWR,both,2.831593,0.235069,33
DATA,POWR,both,3.237880,0.718579,33
DCR,POWR,both,3.584815,0.531518,32
DGB,POWR,both,4.311489,0.365734,25
DIA,POWR,both,2.231051,0.308918,33
DUSK,POWR,both,3.184298,0.312121,33
ENS,POWR,both,2.170930,0.199366,30
EUR,POWR,both,5.441966,0.902762,49
FARM,POWR,both,2.331431,0.244150,35
FET,POWR,both,2.991415,0.379196,26
FIO,POWR,both,3.138491,0.415196,26
FORTH,POWR,both,3.284545,0.310229,37
FUN,POWR,both,3.378068,0.484113,35
GNO,POWR,both,3.059219,0.660844,34
HIVE,POWR,both,4.422856,0.436907,23
ILV,POWR,both,4.363942,0.493330,21
INJ,POWR,both,2.512258,0.231755,33
IOTA,POWR,both,2.365899,0.191041,28
JASMY,POWR,both,4.518591,0.597732,26
JUV,POWR,both,3.645783,0.435399,31
MBL,POWR,both,2.380977,0.180201,16
MBOX,POWR,both,4.229469,1.333411,30
MDT,POWR,both,3.425370,0.406884,34
MLN,POWR,both,5.910101,1.021992,36
MOVR,POWR,both,2.927131,0.288181,24
NEAR,POWR,both,3.049912,0.476435,37
NMR,POWR,both,2.502042,0.247232,42
OGN,POWR,both,2.548910,0.179842,27
OM,POWR,both,4.399743,1.405807,27
OXT,POWR,both,4.095011,0.419755,31
PAXG,POWR,both,4.075356,0.508718,34
PERP,POWR,both,5.523004,0.641674,38
PHA,POWR,both,3.332428,0.416739,31
POND,POWR,both,3.207358,0.382302,28
PSG,POWR,both,2.083893,0.179709,28
QI,POWR,both,3.658603,0.383532,25
QUICK,POWR,both,5.013990,0.691515,35
RAD,POWR,both,3.392942,0.298684,37
RLC,POWR,both,3.498220,0.316772,33
RSR,POWR,both,3.352056,0.346276,27
SLP,POWR,both,2.525626,0.209329,22
SUSHI,POWR,both,2.337931,0.429260,36
TFUEL,POWR,both,4.518377,0.410868,22
UMA,POWR,both,4.943516,0.880706,31
WAN,POWR,both,4.195781,0.499675,28
ZEC,POWR,both,2.993160,0.291591,33
ZIL,POWR,both,2.429538,0.457666,24
ALCX,PSG,both,2.186249,0.077499,20
FLUX,PSG,both,4.034994,0.101820,14
FXS,PSG,both,6.943802,0.182018,14
FXS,PUNDIX,both,3.018734,0.069249,15
VOXEL,PUNDIX,both,5.999047,0.041640,7
AVA,PYR,both,3.926033,0.770780,25
EUR,PYR,both,4.976556,0.830123,35
ONE,PYR,both,2.086097,0.201542,28
PAXG,PYR,both,3.941399,0.427326,24
PEOPLE,PYR,both,38.562453,0.100027,2
AMP,QI,both,2.019106,0.127666,23
AUCTION,QI,both,4.458230,0.482001,31
AVA,QI,both,5.381891,0.744835,34
CHESS,QI,both,5.578576,0.666504,26
DF,QI,both,2.268819,0.191632,26
DIA,QI,both,3.599719,0.530312,29
DUSK,QI,both,2.034445,0.207019,35
FXS,QI,both,8.373344,0.277601,9
INJ,QI,both,2.609467,0.319996,29
MLN,QI,both,3.931466,0.624602,41
OM,QI,both,4.120085,0.637065,30
PEOPLE,QI,both,10.995559,0.017985,2
PERP,QI,both,2.574759,0.268604,36
POND,QI,both,3.653123,0.334700,29
SUSHI,QI,both,3.120096,0.436986,34
VOXEL,QI,both,6.721846,0.180441,8
ZRX,QI,both,2.031702,0.199010,32
ALCX,QNT,both,2.314454,0.161455,21
CVX,QNT,both,28.895029,0.016344,2
ADX,QTUM,both,4.763199,0.945004,43
AGLD,QTUM,both,3.446173,0.739764,65
AMP,QTUM,both,2.918743,0.207774,25
ATM,QTUM,both,2.871471,27.153111,324
AUCTION,QTUM,both,4.714750,1.093999,41
BAR,QTUM,both,2.270022,4.715941,216
CHESS,QTUM,both,5.995071,1.790819,50
DEXE,QTUM,both,3.311002,3.141485,136
DF,QTUM,both,3.636891,1.509879,75
DYDX,QTUM,both,3.632547,1.680846,83
ENS,QTUM,both,2.439656,0.269541,36
FARM,QTUM,both,3.031029,1.478995,114
FIDA,QTUM,both,2.491511,0.414182,60
GNO,QTUM,both,2.788248,1.093139,115
GTC,QTUM,both,2.332939,1.970711,164
IDEX,QTUM,both,2.175082,0.692913,97
ILV,QTUM,both,2.241128,0.619958,70
JASMY,QTUM,both,4.810069,0.428043,23
LAZIO,QTUM,both,2.052784,0.350641,59
LPT,QTUM,both,2.005078,1.840915,189
MASK,QTUM,both,2.173247,1.782624,177
MLN,QTUM,both,2.550019,2.295176,169
MOVR,QTUM,both,6.126488,0.831292,36
MTL,QTUM,both,2.004606,14.133735,347
PHA,QTUM,both,3.828676,5.569089,164
PORTO,QTUM,both,3.056040,0.315056,27
POWR,QTUM,both,4.752208,0.380641,27
QI,QTUM,both,3.172241,0.331023,32
QNT,QTUM,both,2.427839,1.586609,134
QUICK,QTUM,both,3.572671,2.104983,112
RAD,QTUM,both,5.152893,1.344792,74
RARE,QTUM,both,4.412259,1.069192,59
RAY,QTUM,both,2.100161,0.825299,98
REQ,QTUM,both,2.358035,1.075518,112
SANTOS,QTUM,both,2.667904,0.088920,15
SFP,QTUM,both,2.342778,8.275258,224
USDP,QTUM,both,2.384084,0.901501,103
VOXEL,QTUM,both,7.134955,0.143810,11
YGG,QTUM,both,2.947841,0.886362,79
FUN,QUICK,both,2.512662,0.966769,116
PEOPLE,QUICK,both,21.572254,0.048432,2
ZEC,QUICK,both,2.104311,0.834866,115
CVX,RAD,both,20.805111,0.033537,2
COS,RARE,both,3.236172,0.949800,55
DUSK,RARE,both,4.024898,1.347856,62
ENS,RARE,both,3.641499,0.527117,31
FXS,RARE,both,4.086121,0.158218,15
SHIB,RARE,both,2.195570,0.493094,55
ADX,RAY,both,3.231643,0.432350,52
AMP,RAY,both,4.951436,0.304569,21
ATOM,RAY,both,2.436717,1.448669,98
AUCTION,RAY,both,3.138793,0.463688,41
AUDIO,RAY,both,2.662920,1.548966,98
BICO,RAY,both,2.007760,0.033752,12
BNB,RAY,both,2.011676,0.881120,102
CHESS,RAY,both,4.132069,0.541991,52
CITY,RAY,both,3.427851,0.389178,31
COS,RAY,both,3.211890,2.165940,121
CTK,RAY,both,2.238061,1.003775,113
DASH,RAY,both,2.030647,0.893223,97
DF,RAY,both,3.032640,0.690342,87
DODO,RAY,both,3.212408,1.834479,98
DUSK,RAY,both,2.584679,1.521157,113
ENS,RAY,both,3.049530,0.248523,32
FET,RAY,both,2.696490,1.524663,116
FLM,RAY,both,2.122304,0.934912,95
FLUX,RAY,both,7.381237,0.200822,14
FUN,RAY,both,3.469785,2.715412,104
FXS,RAY,both,8.597990,0.237436,14
GALA,RAY,both,2.188571,0.494813,84
IDEX,RAY,both,4.355101,1.232905,93
ILV,RAY,both,3.125397,0.837943,67
JASMY,RAY,both,2.762572,0.179412,27
LPT,RAY,both,2.847081,1.781441,114
LSK,RAY,both,2.690656,1.583068,124
MOVR,RAY,both,7.032671,0.682535,32
MTL,RAY,both,2.042947,0.817242,101
ONE,RAY,both,2.338795,1.318783,108
PORTO,RAY,both,2.743083,0.188959,33
PYR,RAY,both,2.456420,0.140388,26
QI,RAY,both,4.328896,0.383635,27
RAD,RAY,both,3.560206,0.691086,81
RARE,RAY,both,2.027243,0.293929,63
RIF,RAY,both,2.064652,0.905445,120
RLC,RAY,both,2.179320,1.019812,107
RSR,RAY,both,2.805674,1.286369,91
SANTOS,RAY,both,3.908582,0.177124,16
SYS,RAY,both,2.426521,0.474963,86
UMA,RAY,both,2.565748,1.406195,119
USDP,RAY,both,2.595797,0.689714,105
VOXEL,RAY,both,4.262563,0.104525,11
YFI,RAY,both,2.096322,0.927617,98
YGG,RAY,both,2.242953,0.395287,81
ADX,REQ,both,3.162164,5.371141,44
ATM,REQ,both,2.016091,4.195272,100
AUCTION,REQ,both,3.129309,5.173626,49
CHESS,REQ,both,2.766458,5.970829,49
CITY,REQ,both,3.772770,6.327384,35
DF,REQ,both,2.106205,2.624401,81
DYDX,REQ,both,2.002822,3.231455,90
ENS,REQ,both,3.029779,2.584928,32
FTT,REQ,both,2.056815,4.336619,113
HIGH,REQ,both,3.362100,0.039971,8
ILV,REQ,both,2.343106,3.510176,76
JUV,REQ,both,2.169437,5.519557,115
LAZIO,REQ,both,3.206501,5.582172,55
MOVR,REQ,both,3.766435,6.932798,37
PEOPLE,REQ,both,27.658731,0.063139,2
PORTO,REQ,both,3.400088,3.186122,31
POWR,REQ,both,3.557173,3.433239,30
QI,REQ,both,3.205780,2.396856,26
RARE,REQ,both,2.563505,3.277660,59
CVX,RIF,both,23.573214,0.010344,2
AMP,ROSE,both,2.439802,0.217834,24
AUCTION,RSR,both,2.443283,0.583791,53
CITY,RSR,both,2.875201,0.566486,37
FARM,RSR,both,2.652559,1.758392,113
JASMY,RSR,both,2.434135,0.321226,28
MOVR,RSR,both,2.108635,0.361167,41
PORTO,RSR,both,2.086417,0.286254,35
ALCX,RUNE,both,2.894671,0.213615,14
ATM,RUNE,both,2.086512,7.999050,337
CKB,RUNE,both,2.445639,9.529201,326
JUV,RUNE,both,2.722209,35.544621,358
MASK,RUNE,both,2.090039,2.058565,188
PHA,RUNE,both,2.234025,1.872372,157
PSG,RUNE,both,2.966643,47.053173,345
RAD,RUNE,both,2.241231,0.600573,81
RIF,RUNE,both,2.725636,16.586330,330
TRU,RUNE,both,3.262011,46.250832,301
VOXEL,RUNE,both,3.212064,0.092350,11
ZRX,RUNE,both,2.247142,16.428139,391
ALCX,RVN,both,3.823209,0.181242,15
AUCTION,RVN,both,4.732231,0.596214,37
BAKE,RVN,both,2.097308,1.908290,151
BICO,RVN,both,3.312494,0.067022,15
FLUX,RVN,both,2.131778,0.067799,15
HIGH,RVN,both,3.005358,0.041327,7
JASMY,RVN,both,2.495129,0.160863,26
PEOPLE,RVN,both,16.021964,0.037610,3
PHA,RVN,both,2.347049,2.056282,160
PORTO,RVN,both,2.074612,0.127207,31
POWR,RVN,both,3.991792,0.216446,28
PYR,RVN,both,2.430961,0.146981,26
QI,RVN,both,2.836447,0.232060,31
SANTOS,RVN,both,3.444864,0.131564,20
VOXEL,RVN,both,3.644473,0.106029,9
ADX,SAND,both,2.275793,0.541482,48
AGLD,SAND,both,2.534309,1.123183,73
ALCX,SAND,both,5.589936,0.324112,12
AR,SAND,both,3.588866,25.335299,205
ASR,SAND,both,2.578420,31.240290,318
AUCTION,SAND,both,5.750788,3.276359,53
BAKE,SAND,both,3.342762,17.018730,188
CHESS,SAND,both,5.092451,4.478893,59
CITY,SAND,both,3.495373,0.940192,44
CVX,SAND,both,27.659129,0.028676,2
DEXE,SAND,both,2.691148,3.063647,134
DF,SAND,both,4.661706,6.479747,81
DYDX,SAND,both,2.710109,1.740127,86
FARM,SAND,both,3.218943,4.461380,125
FIDA,SAND,both,2.774152,2.100527,65
FLOW,SAND,both,2.501906,3.930998,115
FXS,SAND,both,5.479528,0.228604,14
GALA,SAND,both,2.558766,1.752639,84
GHST,SAND,both,2.643473,2.467040,128
IDEX,SAND,both,3.388199,3.452033,105
LAZIO,SAND,both,4.760607,4.935680,53
LPT,SAND,both,3.665380,23.262676,211
MASK,SAND,both,2.567293,6.740994,179
MBOX,SAND,both,3.504980,6.381033,110
MINA,SAND,both,2.282329,2.072917,113
MOVR,SAND,both,4.464628,0.839287,43
POWR,SAND,both,2.448178,0.215078,28
QI,SAND,both,2.988073,0.730665,32
QNT,SAND,both,2.975048,3.979048,154
QUICK,SAND,both,3.106772,5.549774,124
RAD,SAND,both,2.641824,1.199483,78
RARE,SAND,both,3.984927,3.859873,70
RAY,SAND,both,3.704044,5.591375,115
REQ,SAND,both,3.058731,3.018216,112
TKO,SAND,both,2.551269,9.146685,213
USDP,SAND,both,2.980783,2.876070,108
VOXEL,SAND,both,4.269502,0.126300,11
XEC,SAND,both,2.990647,2.280919,90
XVG,SAND,both,3.763463,18.300662,177
YGG,SAND,both,2.553930,1.379639,82
ADX,SANTOS,both,2.457013,0.103224,22
ALCX,SANTOS,both,2.280564,0.110267,17
AMP,SANTOS,both,2.785230,0.118285,13
AR,SANTOS,both,2.192845,0.104626,14
ATM,SANTOS,both,3.377847,0.130492,10
CAKE,SANTOS,both,2.751005,0.090519,21
COMP,SANTOS,both,2.968603,0.126585,16
EUR,SANTOS,both,4.558169,0.274909,26
FET,SANTOS,both,2.205829,0.088058,17
FXS,SANTOS,both,6.262170,0.166750,10
MLN,SANTOS,both,3.885208,0.204398,21
OG,SANTOS,both,2.158144,0.082117,11
OM,SANTOS,both,2.021242,0.091189,17
PAXG,SANTOS,both,5.119122,0.315719,14
RLC,SANTOS,both,4.961943,0.191099,17
ROSE,SANTOS,both,3.327286,0.197163,18
SHIB,SANTOS,both,2.181857,0.084379,16
SUSHI,SANTOS,both,3.281926,0.185448,17
SYS,SANTOS,both,4.240326,0.225612,18
TRX,SANTOS,both,2.056728,0.095396,18
TUSD,SANTOS,both,3.361768,0.179879,14
USDP,SANTOS,both,3.006162,0.131974,9
ALCX,SC,both,4.640766,0.192986,15
AMP,SC,both,4.154774,0.248435,20
AUCTION,SC,both,2.605744,0.453157,45
BAR,SC,both,2.055906,2.366503,203
DYDX,SC,both,2.855259,1.073600,79
FXS,SC,both,2.826567,0.072661,16
HIGH,SC,both,2.280416,0.031825,6
IDEX,SC,both,2.086272,0.561791,88
ILV,SC,both,2.028776,0.431961,65
JASMY,SC,both,3.706879,0.377158,22
MBOX,SC,both,2.997528,1.531235,110
MOVR,SC,both,5.246881,0.883531,35
QI,SC,both,3.004446,0.335322,29
RAY,SC,both,2.060855,0.767612,92
VOXEL,SC,both,5.211546,0.100896,10
YGG,SC,both,2.905196,0.818711,73
ADX,SFP,both,5.456279,1.685566,49
AGLD,SFP,both,2.044684,1.269192,73
ALCX,SFP,both,8.215454,0.687578,17
AMP,SFP,both,5.724188,0.744692,24
ASR,SFP,both,2.205332,13.377510,286
AUCTION,SFP,both,5.199075,1.894845,50
CHESS,SFP,both,3.280146,0.915094,59
CITY,SFP,both,3.891481,0.712956,43
CVX,SFP,both,12.418549,0.039527,2
DF,SFP,both,2.899114,4.085093,90
DYDX,SFP,both,2.677839,2.835590,87
FIDA,SFP,both,2.772021,2.981211,61
FLUX,SFP,both,2.529952,0.058086,12
GNO,SFP,both,2.660066,4.542603,111
HIGH,SFP,both,2.075061,0.033150,8
IDEX,SFP,both,2.081407,1.781540,100
ILV,SFP,both,3.210723,5.145375,76
JASMY,SFP,both,2.383074,0.226900,31
MOVR,SFP,both,6.208829,1.782471,37
PEOPLE,SFP,both,9.586988,0.055233,2
PHA,SFP,both,2.309707,6.373799,173
POWR,SFP,both,3.903476,0.629647,34
QI,SFP,both,2.150189,0.275292,35
RAD,SFP,both,3.559799,1.424041,77
RARE,SFP,both,2.707309,0.684621,65
RAY,SFP,both,3.036439,6.973787,97
VOXEL,SFP,both,6.163010,0.094945,10
XEC,SFP,both,2.371079,2.682178,89
YGG,SFP,both,2.551175,2.906742,78
ATM,SHIB,both,2.725636,20.601095,175
AUCTION,SHIB,both,2.908350,0.446500,48
AVA,SHIB,both,2.187157,14.391290,203
BAR,SHIB,both,2.033684,7.811985,187
CHESS,SHIB,both,2.531658,0.427097,48
DEXE,SHIB,both,2.145856,5.985129,124
DF,SHIB,both,2.581443,5.771666,64
FLUX,SHIB,both,4.197103,0.095005,13
FXS,SHIB,both,2.537239,0.071914,15
GNO,SHIB,both,2.153975,1.495527,103
ILV,SHIB,both,2.375610,2.693211,71
MBL,SHIB,both,2.337050,5.558456,169
MTL,SHIB,both,2.023687,5.742592,185
RAY,SHIB,both,2.163384,4.148158,108
REQ,SHIB,both,2.032302,3.310593,107
SAND,SHIB,both,2.396899,15.380373,179
SYS,SHIB,both,2.132875,2.421889,83
USDP,SHIB,both,2.330408,4.167691,85
VOXEL,SHIB,both,2.767925,0.049190,11
WAXP,SHIB,both,2.208690,3.576590,102
XEC,SHIB,both,2.061812,3.032907,87
YGG,SHIB,both,2.513775,4.274101,76
FXS,SKL,both,4.524165,0.162030,17
ADX,SLP,both,2.836207,0.506200,44
ALCX,SLP,both,3.996835,0.236994,16
AMP,SLP,both,3.572063,0.352041,21
ANKR,SLP,both,2.437954,5.129238,180
AR,SLP,both,2.117035,2.529986,182
AVA,SLP,both,3.707665,21.759642,212
BAND,SLP,both,2.344083,4.401457,200
CHESS,SLP,both,5.650361,2.355690,44
CKB,SLP,both,2.664560,7.347735,188
CTK,SLP,both,2.073941,2.915328,210
DF,SLP,both,2.302580,0.781480,68
FXS,SLP,both,4.626404,0.114121,12
JASMY,SLP,both,5.671086,0.557783,18
LAZIO,SLP,both,2.038232,0.430222,50
LRC,SLP,both,2.797797,8.550115,179
OG,SLP,both,2.965203,10.898390,202
PHA,SLP,both,2.004235,1.535990,166
QI,SLP,both,3.266080,0.327160,25
SHIB,SLP,both,2.257038,3.200494,162
USDP,SLP,both,2.155175,0.870205,90
VOXEL,SLP,both,5.816524,0.132984,7
VTHO,SLP,both,2.199490,3.743779,179
ZEC,SLP,both,3.077317,13.133235,197
ALCX,SNX,both,6.047158,0.382220,15
FLUX,SNX,both,5.134468,0.151905,14
FXS,SNX,both,3.898598,0.116510,17
VOXEL,SNX,both,2.292590,0.048807,11
1INCH,SOL,both,2.337242,11.783435,295
AGLD,SOL,both,2.615216,0.529385,68
ALCX,SOL,both,2.110114,0.094149,15
ANKR,SOL,both,2.511182,24.164928,429
ATA,SOL,both,2.430822,2.180238,172
AVA,SOL,both,2.380640,15.878005,403
BAKE,SOL,both,3.651491,9.673830,186
BAR,SOL,both,2.541661,4.935780,228
BCH,SOL,both,3.156721,72.689296,365
BNT,SOL,both,2.113534,12.641754,354
BTC,SOL,both,2.588404,35.283401,362
CHESS,SOL,both,3.031481,0.441932,52
CHZ,SOL,both,2.237567,16.594726,417
CKB,SOL,both,2.968869,19.081929,313
DASH,SOL,both,3.315698,114.845314,370
DEXE,SOL,both,2.611833,2.034608,151
DYDX,SOL,both,2.017596,0.557904,86
ETC,SOL,both,2.901216,46.843478,374
FLOW,SOL,both,2.143186,1.352564,147
FTT,SOL,both,2.067566,11.582457,385
FXS,SOL,both,3.099419,0.077393,12
GALA,SOL,both,4.369778,1.573796,76
GTC,SOL,both,3.279139,5.713710,164
IDEX,SOL,both,2.277892,0.552980,98
ILV,SOL,both,3.382507,0.760705,70
IOTA,SOL,both,2.815339,47.283084,380
LPT,SOL,both,2.072694,2.006621,206
LRC,SOL,both,2.358827,22.455129,414
LTC,SOL,both,3.251358,84.205152,357
MBL,SOL,both,2.408743,23.721278,440
MBOX,SOL,both,2.260766,0.883037,119
MLN,SOL,both,2.419343,2.068333,183
NEO,SOL,both,2.712111,34.768223,360
ONT,SOL,both,2.565447,31.170798,372
PHA,SOL,both,3.527561,5.182087,175
QNT,SOL,both,2.443375,1.738502,146
QUICK,SOL,both,4.128152,3.542733,113
RAD,SOL,both,2.640497,0.542070,86
RARE,SOL,both,2.472821,0.450972,67
RAY,SOL,both,2.237782,0.757529,84
REQ,SOL,both,2.006066,0.694207,116
RSR,SOL,both,2.426116,22.991380,399
SANTOS,SOL,both,2.537421,0.081959,17
SFP,SOL,both,2.682140,10.481405,269
SHIB,SOL,both,4.187481,15.477775,171
SNX,SOL,both,2.196334,15.796424,400
TRU,SOL,both,2.998754,27.273712,320
TWT,SOL,both,2.721454,10.242701,305
UTK,SOL,both,2.513576,22.044670,439
VOXEL,SOL,both,3.577847,0.050254,11
WAXP,SOL,both,3.295701,1.703871,114
XTZ,SOL,both,2.958276,53.704679,392
YGG,SOL,both,2.078853,0.414494,78
ZEC,SOL,both,2.907962,68.542996,408
ALICE,SPELL,both,11.573186,0.027402,2
AUCTION,SPELL,both,23.115190,0.020066,3
EUR,SPELL,both,40.660618,0.045756,2
FXS,SPELL,both,263.804943,0.068778,2
AMP,STORJ,both,5.821684,0.511379,28
AUCTION,STORJ,both,2.024018,0.343696,53
CHESS,STORJ,both,3.337292,1.055978,53
FLUX,STORJ,both,4.716798,0.153891,13
FXS,STORJ,both,4.244992,0.157272,12
ILV,STORJ,both,2.064077,0.541973,77
PORTO,STORJ,both,2.373270,0.246732,32
RAD,STORJ,both,2.723611,0.887902,78
SANTOS,STORJ,both,2.414931,0.127672,18
VOXEL,STORJ,both,4.745986,0.204182,8
PEOPLE,STRAX,both,13.673902,0.093957,3
ATA,STX,both,2.550656,3.422940,167
AUCTION,STX,both,2.289380,0.482407,54
DF,STX,both,3.411329,1.701873,78
DYDX,STX,both,2.183470,0.875486,87
ENS,STX,both,3.348415,0.623984,26
FIDA,STX,both,2.498029,0.923562,67
FLUX,STX,both,3.587160,0.094677,13
FXS,STX,both,9.348772,0.286617,14
GALA,STX,both,2.048118,0.701244,86
MASK,STX,both,2.091253,1.995179,186
PEOPLE,STX,both,20.712023,0.078026,3
PHA,STX,both,2.155564,1.901833,170
POWR,STX,both,2.570815,0.392751,23
QI,STX,both,2.212282,0.328341,24
RAY,STX,both,2.268433,1.147355,114
SANTOS,STX,both,3.462708,0.121358,14
VOXEL,STX,both,8.100814,0.211213,9
YGG,STX,both,2.211768,0.836451,83
ALCX,SUN,both,3.462351,0.162442,19
DEXE,SUN,both,2.316048,1.171994,135
HIGH,SUN,both,2.985816,0.045117,7
REQ,SUN,both,2.122861,0.664576,110
SANTOS,SUN,both,2.826244,0.075903,18
ACM,SUPER,both,2.942659,11.654067,237
AMP,SUPER,both,3.131152,0.258939,24
ASR,SUPER,both,2.172490,4.788285,230
ATM,SUPER,both,2.319752,5.490034,230
AUCTION,SUPER,both,3.948752,1.108760,53
DYDX,SUPER,both,2.210600,0.822461,94
ENS,SUPER,both,3.145766,0.499847,31
FXS,SUPER,both,3.196078,0.099555,13
GTC,SUPER,both,2.100963,2.197862,171
JASMY,SUPER,both,3.436821,0.416835,31
AR,SUSHI,both,2.342858,2.688691,195
AUCTION,SUSHI,both,2.429351,0.444513,56
BAKE,SUSHI,both,2.144708,2.083920,164
BICO,SUSHI,both,8.988259,0.477437,15
BTC,SUSHI,both,2.874653,51.624909,348
CHESS,SUSHI,both,2.987307,0.611000,60
CVX,SUSHI,both,60.828421,0.145536,2
ENS,SUSHI,both,4.087516,0.724637,29
FARM,SUSHI,both,2.366963,1.113189,126
FLUX,SUSHI,both,4.501643,0.304934,16
FTT,SUSHI,both,2.928500,51.916404,347
GTC,SUSHI,both,2.330123,1.783880,173
HIGH,SUSHI,both,7.447544,0.118586,7
JASMY,SUSHI,both,2.098628,0.211097,32
LPT,SUSHI,both,2.828910,2.750265,210
OXT,SUSHI,both,2.104690,13.898066,477
PHA,SUSHI,both,3.478794,3.859839,169
PORTO,SUSHI,both,2.827592,0.368151,39
QUICK,SUSHI,both,2.422854,1.153166,116
RAD,SUSHI,both,2.419371,0.555141,87
REQ,SUSHI,both,2.109728,0.813393,111
SANTOS,SUSHI,both,2.619681,0.187813,17
SHIB,SUSHI,both,2.034445,1.748578,178
VOXEL,SUSHI,both,3.725335,0.181394,11
XVG,SUSHI,both,2.167587,1.516866,165
ZEC,SUSHI,both,3.329464,121.075631,346
ACM,SXP,both,2.598008,8.850212,277
ADX,SXP,both,2.652369,0.487126,45
ALCX,SXP,both,2.518827,0.211722,18
AMP,SXP,both,3.329692,0.420657,27
ATA,SXP,both,2.684479,2.330380,146
ATM,SXP,both,2.113140,6.040483,306
AUCTION,SXP,both,3.017847,0.604429,46
BAKE,SXP,both,2.445328,2.783993,136
BAR,SXP,both,2.485761,3.513993,207
BICO,SXP,both,2.921895,0.172586,15
CHESS,SXP,both,3.004654,0.641580,58
CITY,SXP,both,3.960837,0.655179,36
CVX,SXP,both,5.736109,0.044155,2
DEXE,SXP,both,2.488315,1.531874,142
ENS,SXP,both,3.467349,0.589081,30
FARM,SXP,both,2.436258,1.306303,111
FIDA,SXP,both,2.183451,0.476483,60
FLUX,SXP,both,2.623954,0.132514,12
GTC,SXP,both,2.441460,1.685011,167
HIGH,SXP,both,11.688847,0.411866,6
JASMY,SXP,both,3.954929,0.542398,28
LAZIO,SXP,both,2.091754,0.416624,57
MASK,SXP,both,2.769254,2.666600,174
MLN,SXP,both,2.306269,1.327800,167
MOVR,SXP,both,2.998587,0.485603,38
PHA,SXP,both,2.541962,2.104940,170
PORTO,SXP,both,3.851497,0.678470,28
POWR,SXP,both,4.549064,0.788589,24
PYR,SXP,both,3.145088,0.320505,25
QI,SXP,both,2.984632,0.392727,28
QUICK,SXP,both,2.509720,1.012248,94
RAD,SXP,both,3.226634,0.796944,75
RAY,SXP,both,2.292006,1.219032,93
REQ,SXP,both,2.146783,0.850647,107
SANTOS,SXP,both,4.292024,0.463069,15
SKL,SXP,both,2.204464,6.744604,322
VOXEL,SXP,both,7.870133,0.451512,9
XVG,SXP,both,2.494395,2.088039,148
ADX,SYS,both,2.342805,0.494570,55
ALCX,SYS,both,2.367882,0.165052,25
ARPA,SYS,both,2.635564,1.277546,86
AUCTION,SYS,both,5.312068,2.177994,55
BAR,SYS,both,3.758680,2.573990,86
BNT,SYS,both,3.477310,2.280481,89
CTK,SYS,both,2.812986,1.468016,96
DCR,SYS,both,4.380467,3.777182,86
DENT,SYS,both,3.269614,2.325487,93
DOT,SYS,both,2.797969,1.502008,88
ENS,SYS,both,2.887329,0.405778,39
ETC,SYS,both,3.240709,1.982121,83
FIO,SYS,both,2.352139,0.953274,89
FIS,SYS,both,2.342924,1.072570,93
FORTH,SYS,both,2.494246,1.072743,92
HIGH,SYS,both,2.571779,0.043103,10
ICP,SYS,both,2.589213,1.254292,85
IOTA,SYS,both,2.699360,1.398584,82
MBL,SYS,both,2.572698,1.151745,84
MDT,SYS,both,2.397088,1.101935,92
NEAR,SYS,both,3.385518,2.351637,88
NEO,SYS,both,2.664861,1.463560,84
OM,SYS,both,4.389965,4.069470,85
PEOPLE,SYS,both,13.836775,0.162302,5
