reference_coin,trading_coin,trading_type,is_sharpe,is_return,is_trades,oos_trades,oos_total_return,oos_mean_return
TUSD,GLMR,both,2.272034,4.495202,263,318,-0.045432,-0.000143
USDP,GLMR,both,2.251893,4.965108,284,327,0.037153,0.000114
BAL,GMT,both,2.026743,4.242245,220,297,0.343749,0.001157
HFT,GMT,both,3.564175,0.393163,37,341,0.561931,0.001648
HOOK,GMT,both,2.866645,0.216954,20,304,-1.005233,-0.003307
ASTR,GMX,both,2.998591,0.542852,71,322,1.351953,0.004199
BIFI,GMX,both,2.074492,0.337425,70,342,1.702033,0.004977
COS,GMX,both,2.340071,0.459994,78,380,1.203281,0.003167
CTK,GMX,both,2.929376,0.704001,75,295,1.826985,0.006193
HARD,GMX,both,2.402796,0.483505,72,335,0.960046,0.002866
HOOK,GMX,both,3.008992,0.099341,16,318,1.077217,0.003387
MBOX,GMX,both,2.149103,0.383472,70,318,1.760062,0.005535
NULS,GMX,both,2.063415,0.370417,71,347,1.256977,0.003622
SUN,GMX,both,2.297536,0.394650,79,340,1.193645,0.003511
WIN,GMX,both,3.643465,0.784916,74,334,1.530090,0.004581
ASR,GNO,both,2.827315,13.081314,403,369,-0.486406,-0.001318
BAR,GNO,both,2.032224,4.677222,412,342,0.234628,0.000686
BTTC,GNO,both,2.111233,2.388228,262,421,-0.412725,-0.000980
FUN,GNO,both,2.896071,13.215384,362,303,-0.083213,-0.000275
GMX,GNO,both,3.153918,0.697984,60,299,-1.181444,-0.003951
HOOK,GNO,both,4.265977,0.108004,12,308,-0.221881,-0.000720
IDEX,GNO,both,2.020173,4.539005,384,327,0.688860,0.002107
PAXG,GNO,both,2.141343,6.378220,455,407,-0.718567,-0.001766
POLYX,GNO,both,3.361205,0.538018,49,328,0.398790,0.001216
PORTO,GNO,both,2.288044,5.467264,371,337,0.076880,0.000228
RAD,GNO,both,2.151633,5.666143,395,338,0.324317,0.000960
TUSD,GNO,both,3.058057,11.716947,384,319,-0.387334,-0.001214
USDC,GNO,both,3.458182,19.845322,393,306,0.267318,0.000874
USDP,GNO,both,3.164115,13.793848,382,325,0.038948,0.000120
APE,GRT,both,2.727759,3.061399,202,312,-0.102036,-0.000327
FUN,GRT,both,2.264357,9.352117,403,359,-0.459263,-0.001279
GMX,GRT,both,2.494593,0.493285,73,290,-0.903617,-0.003116
STG,GRT,both,2.540420,0.561587,107,330,-0.700298,-0.002122
GMT,GTC,both,2.281572,3.798027,213,339,-0.832743,-0.002456
HOOK,HARD,both,2.892213,0.081731,21,354,-0.756989,-0.002138
FUN,HBAR,both,2.075780,4.104044,396,366,-1.125251,-0.003074
GMX,HBAR,both,3.017749,0.378968,68,311,-0.769764,-0.002475
HOOK,HBAR,both,2.452390,0.060762,18,320,-0.806991,-0.002522
MAGIC,HBAR,both,3.581900,0.051290,8,342,-0.476105,-0.001392
OSMO,HBAR,both,4.436033,0.438702,38,303,-0.936351,-0.003090
PHB,HBAR,both,2.575576,0.135149,28,350,-0.566530,-0.001619
STG,HBAR,both,2.025889,0.320682,112,341,-0.554638,-0.001627
HFT,HIVE,both,3.811725,0.314442,39,382,-0.652970,-0.001709
HOOK,HIVE,both,3.268598,0.175242,24,349,-1.176590,-0.003371
PHB,HIVE,both,3.688706,0.211172,29,392,-1.824921,-0.004655
ACA,HOOK,both,4.509286,0.348329,19,354,-0.134961,-0.000381
APE,HOOK,both,2.792696,0.245319,16,323,-0.058953,-0.000183
BAL,HOOK,both,3.096321,0.236517,22,346,-1.238652,-0.003580
BICO,HOOK,both,4.220159,0.330552,18,342,-0.101997,-0.000298
BIFI,HOOK,both,2.044127,0.132092,20,374,0.533039,0.001425
BTC,HOOK,both,2.675052,0.147824,19,323,-0.248126,-0.000768
CAKE,HOOK,both,4.372694,0.275176,20,313,0.416859,0.001332
CHESS,HOOK,both,2.235829,0.131679,18,352,-1.403141,-0.003986
CKB,HOOK,both,4.935610,0.462475,18,319,-0.159330,-0.000499
CTXC,HOOK,both,2.747139,0.183455,20,354,-0.568480,-0.001606
CVX,HOOK,both,3.106972,0.229632,18,322,-0.598766,-0.001860
DASH,HOOK,both,2.793700,0.212176,20,295,0.298143,0.001011
DEGO,HOOK,both,2.810389,0.162877,15,338,-0.011026,-0.000033
FET,HOOK,both,3.591783,0.314030,23,301,-0.700429,-0.002327
FORTH,HOOK,both,2.161540,0.128223,15,361,-0.510221,-0.001413
GHST,HOOK,both,3.674647,0.298499,16,400,0.035103,0.000088
GLMR,HOOK,both,2.751508,0.172958,14,319,-0.890252,-0.002791
GMX,HOOK,both,2.139672,0.187015,16,318,-1.660352,-0.005221
GNO,HOOK,both,3.937396,0.431716,12,308,0.440605,0.001431
HBAR,HOOK,both,4.349578,0.301144,18,320,0.307416,0.000961
HIGH,HOOK,both,2.006916,0.118238,25,317,-0.498733,-0.001573
ILV,HOOK,both,3.948781,0.291067,16,323,-1.277474,-0.003955
KAVA,HOOK,both,3.633654,0.329490,23,358,0.071501,0.000200
KDA,HOOK,both,2.685001,0.178491,22,358,-1.334200,-0.003727
KSM,HOOK,both,2.592774,0.165316,21,316,-0.573877,-0.001816
LDO,HOOK,both,4.592273,0.398810,20,338,-1.227816,-0.003633
LUNA,HOOK,both,3.441127,0.257481,17,303,0.644310,0.002126
MINA,HOOK,both,8.508643,0.752695,22,299,-0.592640,-0.001982
MTL,HOOK,both,3.916963,0.299661,22,314,-0.898078,-0.002860
OP,HOOK,both,3.155319,0.176747,17,313,-1.991102,-0.006361
OSMO,HOOK,both,4.454617,0.669635,13,316,-1.071307,-0.003390
PAXG,HOOK,both,3.815662,0.324466,26,409,-0.809795,-0.001980
POWR,HOOK,both,2.237152,0.148187,24,380,-2.161333,-0.005688
QNT,HOOK,both,6.926218,0.507337,21,357,-1.027836,-0.002879
RARE,HOOK,both,2.020918,0.127635,23,360,0.084651,0.000235
RAY,HOOK,both,3.781739,0.332299,18,353,-0.279620,-0.000792
REQ,HOOK,both,2.454064,0.150888,27,358,0.575417,0.001607
RLC,HOOK,both,3.921366,0.314387,24,308,0.005580,0.000018
ROSE,HOOK,both,3.487167,0.224064,21,300,-0.684360,-0.002281
SNX,HOOK,both,3.318691,0.265058,25,354,-1.183571,-0.003343
SYS,HOOK,both,2.548391,0.152613,21,330,0.735532,0.002229
TKO,HOOK,both,3.232211,0.295914,16,363,0.583265,0.001607
TRX,HOOK,both,2.199744,0.145013,25,375,-1.021393,-0.002724
VOXEL,HOOK,both,3.793616,0.234247,19,340,-1.481889,-0.004358
WIN,HOOK,both,4.910212,0.289414,19,357,-0.225876,-0.000633
XNO,HOOK,both,2.558542,0.196173,21,384,0.023889,0.000062
XVG,HOOK,both,5.275224,0.448340,21,322,1.416523,0.004399
XVS,HOOK,both,3.998294,0.407937,23,374,-1.796184,-0.004803
POLYX,ICX,both,2.408962,0.423285,63,337,-1.386494,-0.004114
HOOK,IDEX,both,2.336422,0.052763,20,338,-1.125281,-0.003329
ACM,ILV,both,2.027596,6.525872,379,365,0.753623,0.002065
ASR,ILV,both,2.414314,12.689684,384,366,0.430151,0.001175
FUN,ILV,both,2.687171,12.919883,354,340,0.571393,0.001681
GMX,ILV,both,2.862372,0.545965,70,302,0.129434,0.000429
HOOK,ILV,both,4.131625,0.193381,16,323,0.053788,0.000167
OSMO,ILV,both,2.125533,0.180019,28,275,0.884296,0.003216
PHB,ILV,both,2.426329,0.144245,30,337,0.469039,0.001392
PORTO,ILV,both,2.339054,6.797883,349,343,1.055359,0.003077
RAD,ILV,both,2.133022,5.788913,408,333,1.085248,0.003259
REQ,ILV,both,2.251092,6.187812,341,352,1.422402,0.004041
STEEM,ILV,both,2.239841,2.028757,175,356,0.645092,0.001812
TUSD,ILV,both,2.353868,5.379031,393,311,0.465677,0.001497
USDC,ILV,both,2.004365,3.659770,406,306,0.695479,0.002273
USDP,ILV,both,2.458752,5.814479,396,335,0.325018,0.000970
FUN,IMX,both,2.250891,5.460884,301,391,-0.858361,-0.002195
GMX,IMX,both,3.631326,0.973975,77,311,-1.636943,-0.005263
HOOK,IMX,both,4.470400,0.162157,21,331,-1.221109,-0.003689
FUN,IOST,both,2.314872,6.792072,388,346,-1.168860,-0.003378
GMX,IOST,both,3.355973,0.482365,79,299,-1.260918,-0.004217
HOOK,IOST,both,4.543571,0.165035,24,314,-0.318333,-0.001014
FUN,IOTA,both,2.281277,6.089677,418,354,-0.301760,-0.000852
SHIB,IOTA,both,2.113388,3.623400,304,289,-0.238554,-0.000825
1INCH,IOTX,both,2.258039,21.747484,299,288,1.926242,0.006688
RIF,IOTX,both,2.058018,11.461449,447,389,-0.368198,-0.000947
HIVE,JOE,both,2.292516,8.430751,315,371,1.907522,0.005142
HOOK,JOE,both,2.286103,0.087186,19,330,0.428169,0.001297
KAVA,JOE,both,2.786785,18.032289,331,345,2.650552,0.007683
STRAX,JOE,both,2.209914,6.805322,352,344,1.517859,0.004412
SUN,JOE,both,2.468971,8.362228,328,356,0.170801,0.000480
T,JOE,both,2.170766,3.662484,246,335,1.542676,0.004605
TUSD,JOE,both,2.799096,8.918483,291,317,0.666539,0.002103
USDC,JOE,both,2.595412,7.197611,297,320,0.445282,0.001392
USDP,JOE,both,2.611221,7.561101,307,352,-0.008608,-0.000024
HOOK,JST,both,2.304619,0.062331,23,351,0.174023,0.000496
HIVE,KDA,both,2.129068,2.436744,238,358,-0.642746,-0.001795
FUN,KNC,both,2.257258,10.654803,420,354,-1.750903,-0.004946
GMX,KNC,both,2.976918,1.084069,70,304,-0.440016,-0.001447
HFT,KNC,both,2.332321,0.157618,40,342,0.676349,0.001978
POLYX,KNC,both,3.134509,0.792169,55,341,-0.772087,-0.002264
STG,KNC,both,2.880278,1.280941,109,322,-0.226757,-0.000704
TRX,KNC,both,2.026995,7.438188,391,358,-1.475878,-0.004123
1INCH,KSM,both,2.125527,4.511375,328,280,0.977240,0.003490
DOGE,KSM,both,2.113661,4.868566,313,280,0.489499,0.001748
FUN,KSM,both,2.018178,4.595417,418,373,-1.394587,-0.003739
GMX,KSM,both,4.258326,1.209060,76,312,-0.498310,-0.001597
HFT,KSM,both,3.991428,0.331474,40,344,0.903717,0.002627
MAGIC,KSM,both,2.254862,0.033541,11,309,0.565158,0.001829
OSMO,KSM,both,3.529014,0.585726,43,311,-1.002555,-0.003224
POLYX,KSM,both,2.661047,0.336094,64,358,0.692191,0.001933
REQ,KSM,both,2.498685,7.359652,397,362,0.568916,0.001572
STG,KSM,both,2.287779,0.552403,129,325,0.054809,0.000169
POLYX,LAZIO,both,3.429791,0.992117,56,392,-1.923581,-0.004907
GMX,LDO,both,4.810068,2.333621,76,319,-0.414089,-0.001298
HFT,LDO,both,2.004242,0.145603,41,367,-0.239963,-0.000654
HOOK,LDO,both,3.619175,0.159843,20,338,-1.281748,-0.003792
MAGIC,LDO,both,6.822056,0.368376,11,306,0.702585,0.002296
PHB,LDO,both,3.554542,0.177628,33,359,0.707342,0.001970
POLYX,LDO,both,2.465423,0.512407,64,386,0.227556,0.000590
STG,LDO,both,2.184591,0.927248,115,357,-0.609286,-0.001707
1INCH,LINK,both,2.237852,4.707922,322,268,1.430354,0.005337
APE,LINK,both,3.389970,4.601338,198,301,0.720919,0.002395
API3,LINK,both,2.206659,2.258472,246,326,0.858437,0.002633
APT,LINK,both,3.573491,0.418121,47,293,0.789172,0.002693
AXS,LINK,both,2.182315,4.941341,283,277,0.809870,0.002924
BNT,LINK,both,2.042481,2.432102,231,294,0.301440,0.001025
BTTC,LINK,both,2.040657,2.329061,314,462,-0.161027,-0.000349
DOGE,LINK,both,2.125664,3.800981,264,247,1.834478,0.007427
EOS,LINK,both,2.118940,2.494488,203,279,0.604858,0.002168
ETC,LINK,both,2.087502,3.603801,274,259,1.078791,0.004165
ETH,LINK,both,2.101276,3.884064,239,242,1.092747,0.004515
FUN,LINK,both,2.433649,8.743733,400,363,-0.511339,-0.001409
GMX,LINK,both,3.106555,0.690049,70,281,0.377845,0.001345
GNO,LINK,both,2.103583,5.084573,333,291,0.875646,0.003009
HIVE,LINK,both,2.166534,4.473240,381,372,0.571342,0.001536
HOOK,LINK,both,4.379752,0.161738,19,317,0.000179,0.000001
JST,LINK,both,2.454209,6.196726,359,353,-0.033058,-0.000094
MLN,LINK,both,2.232035,5.629403,439,374,-0.241972,-0.000647
OSMO,LINK,both,5.639165,0.731440,29,273,0.848401,0.003108
PHB,LINK,both,3.436599,0.197736,28,362,0.137455,0.000380
POLYX,LINK,both,4.323263,0.598124,64,357,0.462285,0.001295
REQ,LINK,both,2.057535,3.974527,402,356,0.519590,0.001460
RIF,LINK,both,2.569230,6.275155,409,351,0.300149,0.000855
STG,LINK,both,2.353594,0.625895,119,321,0.229667,0.000715
YFI,LINK,both,2.579896,6.186928,330,281,0.963998,0.003431
ZEC,LINK,both,2.576394,9.322490,333,296,1.522183,0.005143
APT,LOKA,both,2.246270,0.410476,55,346,-1.725311,-0.004986
HFT,LOKA,both,3.661151,0.594951,39,400,-0.700491,-0.001751
HOOK,LPT,both,3.070934,0.185471,22,338,-0.553128,-0.001636
1INCH,LRC,both,2.026533,23.501760,312,263,-0.738056,-0.002806
KNC,LRC,both,2.025463,22.654955,338,280,-0.605304,-0.002162
HOOK,LSK,both,2.580273,0.143141,22,362,-0.833986,-0.002304
MAGIC,LSK,both,2.229558,0.074770,12,373,-1.247679,-0.003345
PHB,LSK,both,2.556301,0.183382,34,392,-2.037455,-0.005198
POLYX,LSK,both,2.103977,0.363471,64,330,-1.005469,-0.003047
HFT,LTC,both,3.287079,0.353262,36,320,1.374254,0.004295
HOOK,LTC,both,5.641636,0.292579,15,325,-0.353972,-0.001089
APE,LTO,both,2.596094,10.768103,235,364,-2.158012,-0.005929
GMX,LTO,both,3.252938,2.943302,71,357,-2.265697,-0.006346
KAVA,LTO,both,2.025619,7.994304,348,369,-0.777047,-0.002106
STRAX,LTO,both,2.069947,7.619014,329,355,-1.181125,-0.003327
HOOK,LUNA,both,2.390958,0.107622,17,303,-2.850248,-0.009407
STG,LUNA,both,2.201449,3.302832,107,314,-2.373159,-0.007558
AGLD,LUNC,both,4.161179,1.812706,97,325,-1.441867,-0.004437
ALPINE,LUNC,both,3.026040,1.016802,94,356,-0.724207,-0.002034
AR,LUNC,both,2.353301,0.975924,102,290,-0.483151,-0.001666
ARPA,LUNC,both,2.537557,0.673826,102,292,-0.210593,-0.000721
ASR,LUNC,both,2.451204,0.689470,93,360,-1.067383,-0.002965
ATA,LUNC,both,3.031070,0.993779,91,313,-1.400124,-0.004473
ATM,LUNC,both,3.031093,1.768005,106,336,-1.425767,-0.004243
AVA,LUNC,both,2.066005,0.598827,111,361,-0.723462,-0.002004
BIFI,LUNC,both,3.350804,1.251045,95,336,-0.492831,-0.001467
BNT,LUNC,both,2.032056,0.477531,95,299,-1.144453,-0.003828
CAKE,LUNC,both,2.231022,0.784375,108,279,-0.526389,-0.001887
DODO,LUNC,both,3.232624,1.071775,84,320,0.001340,0.000004
EGLD,LUNC,both,3.145750,1.249245,100,306,-0.755910,-0.002470
GMX,LUNC,both,2.769626,0.644144,63,320,-2.119124,-0.006622
HARD,LUNC,both,2.150544,0.565091,96,359,-1.299757,-0.003620
HIGH,LUNC,both,2.557815,0.779955,98,328,-1.259047,-0.003839
HOOK,LUNC,both,6.405197,0.433417,15,299,-0.588883,-0.001970
INJ,LUNC,both,2.780588,0.799227,84,345,-1.347207,-0.003905
JUV,LUNC,both,2.058433,0.455260,92,355,-1.138468,-0.003207
KMD,LUNC,both,2.704548,0.777042,98,345,-1.239445,-0.003593
LAZIO,LUNC,both,3.630385,1.410904,82,338,-0.849930,-0.002515
LTC,LUNC,both,2.148681,0.550803,96,301,-1.556234,-0.005170
MAGIC,LUNC,both,5.204125,0.191070,14,323,-1.542321,-0.004775
MBOX,LUNC,both,2.536018,1.093712,89,324,-1.347100,-0.004158
OG,LUNC,both,2.949305,0.897061,100,341,-1.008548,-0.002958
OSMO,LUNC,both,2.917729,0.375518,39,283,-0.646022,-0.002283
PEOPLE,LUNC,both,2.012624,0.511063,101,297,-0.638867,-0.002151
PHB,LUNC,both,2.150329,0.156776,30,321,-0.740260,-0.002306
POLYX,LUNC,both,2.095148,0.307261,59,334,-1.113559,-0.003334
PORTO,LUNC,both,3.352894,2.424239,91,331,-1.013013,-0.003060
PSG,LUNC,both,2.098619,0.551361,93,336,-1.063355,-0.003165
RAD,LUNC,both,3.081352,0.952549,100,301,0.003658,0.000012
REI,LUNC,both,3.503356,1.180680,86,320,-0.628500,-0.001964
SANTOS,LUNC,both,3.671347,1.522177,86,340,-1.111194,-0.003268
SFP,LUNC,both,2.081982,0.529717,105,344,-0.855384,-0.002487
STG,LUNC,both,2.222897,0.831528,91,319,-1.024564,-0.003212
SUN,LUNC,both,3.058618,0.937385,106,322,-1.346924,-0.004183
THETA,LUNC,both,3.590980,1.217132,91,304,-0.748396,-0.002462
TRX,LUNC,both,2.863183,1.071376,105,336,-1.870509,-0.005567
TUSD,LUNC,both,4.197069,0.389244,12,291,0.031276,0.000107
USDC,LUNC,both,3.297093,0.236294,11,288,-0.561737,-0.001950
USDP,LUNC,both,3.876312,0.330490,13,320,-0.557579,-0.001742
UTK,LUNC,both,2.310071,0.647148,102,344,-1.300347,-0.003780
WAN,LUNC,both,3.818750,1.337814,89,320,0.048689,0.000152
1INCH,MAGIC,both,3.150708,0.082129,14,299,0.311871,0.001043
AAVE,MAGIC,both,3.728645,0.130075,12,301,-0.125916,-0.000418
ACA,MAGIC,both,2.120155,0.053655,11,359,-0.276460,-0.000770
ACM,MAGIC,both,5.129782,0.132807,11,399,-0.885280,-0.002219
ADA,MAGIC,both,5.859247,0.191873,8,323,-0.908466,-0.002813
AGLD,MAGIC,both,2.811590,0.064570,16,345,-0.934601,-0.002709
ALCX,MAGIC,both,9.019662,0.241805,14,380,-0.942317,-0.002480
ALGO,MAGIC,both,4.826053,0.141197,12,301,-0.859233,-0.002855
ALICE,MAGIC,both,9.769002,0.344332,15,322,0.328088,0.001019
APE,MAGIC,both,2.220844,0.069105,9,346,-1.509069,-0.004361
API3,MAGIC,both,8.560042,0.285329,13,328,-0.698648,-0.002130
AR,MAGIC,both,13.538860,0.406379,10,288,-0.728027,-0.002528
ARDR,MAGIC,both,9.605884,0.238727,17,375,-0.632738,-0.001687
ARPA,MAGIC,both,7.286978,0.138127,12,343,-0.629983,-0.001837
ASR,MAGIC,both,7.822559,0.246082,11,395,-0.706404,-0.001788
ATA,MAGIC,both,20.138348,0.422082,11,309,-0.643023,-0.002081
ATM,MAGIC,both,3.893235,0.088549,10,406,-2.100462,-0.005174
AUCTION,MAGIC,both,5.757971,0.117834,12,399,-1.294179,-0.003244
AUDIO,MAGIC,both,11.176964,0.473020,11,313,-0.252403,-0.000806
AVAX,MAGIC,both,3.396265,0.093606,12,308,-0.964972,-0.003133
BAKE,MAGIC,both,3.664541,0.092699,14,336,-0.870433,-0.002591
BAL,MAGIC,both,8.767785,0.302503,15,340,-1.776081,-0.005224
BAT,MAGIC,both,2.276115,0.067980,14,322,-0.233815,-0.000726
BCH,MAGIC,both,10.475599,0.301198,11,336,-1.475418,-0.004391
BEL,MAGIC,both,7.909952,0.274219,14,351,-1.264070,-0.003601
BNB,MAGIC,both,2.394135,0.073399,6,326,-1.192915,-0.003659
BNT,MAGIC,both,3.980570,0.126930,14,331,-1.136178,-0.003433
BTC,MAGIC,both,6.047526,0.176751,13,325,-2.454110,-0.007551
CELO,MAGIC,both,8.241032,0.223059,12,317,-0.291871,-0.000921
CELR,MAGIC,both,9.868172,0.219114,14,336,-0.519717,-0.001547
CFX,MAGIC,both,6.958886,0.189750,11,304,-1.004468,-0.003304
CHR,MAGIC,both,14.386236,0.357299,11,321,-0.191871,-0.000598
CHZ,MAGIC,both,8.232031,0.294911,12,309,-0.211792,-0.000685
COTI,MAGIC,both,11.376988,0.274759,12,315,-1.041617,-0.003307
CRV,MAGIC,both,13.374613,0.367814,12,315,-1.464352,-0.004649
CTK,MAGIC,both,14.476091,0.481965,12,311,-0.413520,-0.001330
CTSI,MAGIC,both,9.236207,0.232092,12,343,-0.465691,-0.001358
CTXC,MAGIC,both,6.875633,0.194226,10,349,-0.595269,-0.001706
CVX,MAGIC,both,5.848640,0.231446,10,315,-1.201377,-0.003814
DASH,MAGIC,both,8.396978,0.258725,12,302,-1.250982,-0.004142
DATA,MAGIC,both,5.278902,0.115492,13,348,-0.494943,-0.001422
DCR,MAGIC,both,2.215522,0.045925,8,393,-0.531493,-0.001352
DENT,MAGIC,both,8.441843,0.199537,14,310,-0.233458,-0.000753
DEXE,MAGIC,both,4.693592,0.175679,8,385,-1.246889,-0.003239
DF,MAGIC,both,2.951769,0.093395,11,359,-0.001215,-0.000003
DODO,MAGIC,both,3.834854,0.109418,11,343,-0.190892,-0.000557
DOGE,MAGIC,both,8.023920,0.264747,9,320,0.435557,0.001361
DOT,MAGIC,both,4.942080,0.135246,12,322,-1.151927,-0.003577
DUSK,MAGIC,both,16.715527,0.397331,13,325,-0.596049,-0.001834
EGLD,MAGIC,both,16.153447,0.468472,11,326,-0.653278,-0.002004
ENJ,MAGIC,both,4.827329,0.143018,14,304,-0.646982,-0.002128
ENS,MAGIC,both,14.082800,0.391264,14,303,-0.732041,-0.002416
EOS,MAGIC,both,14.691481,0.476598,13,304,-0.652417,-0.002146
ETC,MAGIC,both,6.808129,0.251299,14,296,-0.473157,-0.001599
ETH,MAGIC,both,10.652282,0.214807,11,300,-1.462104,-0.004874
EUR,MAGIC,both,3.461643,0.104447,16,521,-0.650278,-0.001248
FET,MAGIC,both,9.006163,0.284106,10,336,-1.435943,-0.004274
FIL,MAGIC,both,6.005847,0.195301,11,296,-1.100806,-0.003719
FIS,MAGIC,both,7.104813,0.229908,12,384,-1.678322,-0.004371
FLM,MAGIC,both,3.291702,0.082419,12,333,-0.753519,-0.002263
FLOW,MAGIC,both,3.952566,0.121993,14,313,-1.369548,-0.004376
FORTH,MAGIC,both,4.399097,0.115518,12,380,-0.826679,-0.002175
GLMR,MAGIC,both,3.026619,0.087532,8,344,-1.305325,-0.003795
GRT,MAGIC,both,7.807517,0.234953,12,318,-1.324995,-0.004167
GTC,MAGIC,both,8.348356,0.209628,15,350,-1.009646,-0.002885
HARD,MAGIC,both,5.614268,0.122286,12,367,-2.474223,-0.006742
HBAR,MAGIC,both,8.840401,0.300907,8,342,-1.090158,-0.003188
HIGH,MAGIC,both,8.469785,0.211369,13,322,0.755466,0.002346
HIVE,MAGIC,both,4.415325,0.137530,15,367,-0.625617,-0.001705
HOT,MAGIC,both,11.371182,0.332759,13,289,-0.246951,-0.000855
ICP,MAGIC,both,7.996770,0.335913,16,338,0.159413,0.000472
ICX,MAGIC,both,6.419456,0.194383,19,330,-0.558248,-0.001692
IDEX,MAGIC,both,7.435408,0.231656,11,343,-0.417151,-0.001216
ILV,MAGIC,both,4.583293,0.104277,12,333,-2.142007,-0.006432
IOST,MAGIC,both,9.923156,0.364618,15,306,-0.587235,-0.001919
IOTA,MAGIC,both,10.032067,0.317237,12,334,-0.750593,-0.002247
IOTX,MAGIC,both,6.961422,0.192361,14,325,-2.106836,-0.006483
JASMY,MAGIC,both,5.286914,0.139704,12,337,-0.765172,-0.002271
JOE,MAGIC,both,9.783843,0.245196,11,338,-1.299454,-0.003845
JST,MAGIC,both,4.039995,0.118738,12,349,-1.848627,-0.005297
JUV,MAGIC,both,2.142544,0.050334,13,396,-0.824228,-0.002081
KAVA,MAGIC,both,6.955582,0.189945,17,376,0.270854,0.000720
KSM,MAGIC,both,17.364942,0.443746,11,309,-0.922322,-0.002985
LINK,MAGIC,both,2.707382,0.072678,13,310,-1.101213,-0.003552
LOKA,MAGIC,both,2.494138,0.043352,12,364,-0.974209,-0.002676
LTO,MAGIC,both,15.394883,0.274621,10,360,-1.382022,-0.003839
LUNA,MAGIC,both,4.254139,0.131418,11,328,-0.131266,-0.000400
MANA,MAGIC,both,10.025984,0.238846,14,282,-0.808131,-0.002866
MASK,MAGIC,both,6.785651,0.194603,12,297,-2.019241,-0.006799
MBOX,MAGIC,both,2.592981,0.049852,10,344,0.020078,0.000058
MDT,MAGIC,both,14.736097,0.602450,16,365,-0.696897,-0.001909
MKR,MAGIC,both,10.011060,0.325142,14,344,-0.049083,-0.000143
MLN,MAGIC,both,8.295791,0.239973,12,387,-1.877926,-0.004853
MOVR,MAGIC,both,8.943402,0.247840,13,361,-0.798167,-0.002211
NEAR,MAGIC,both,9.725025,0.321730,13,303,-0.509635,-0.001682
NEO,MAGIC,both,12.602529,0.412761,11,308,-0.687630,-0.002233
NKN,MAGIC,both,8.551385,0.318864,10,319,0.537503,0.001685
NMR,MAGIC,both,3.481912,0.093343,13,361,-1.335187,-0.003699
OG,MAGIC,both,3.044200,0.102378,11,409,-0.904645,-0.002212
OGN,MAGIC,both,9.702771,0.242217,12,338,-0.571549,-0.001691
OM,MAGIC,both,6.031738,0.212568,12,387,-1.308779,-0.003382
ONE,MAGIC,both,3.405405,0.085103,11,308,-0.130605,-0.000424
ONT,MAGIC,both,8.889903,0.200063,16,325,-1.424028,-0.004382
OP,MAGIC,both,2.418382,0.062954,10,301,-2.831014,-0.009405
OXT,MAGIC,both,13.477709,0.300240,14,368,-0.959997,-0.002609
PAXG,MAGIC,both,10.802575,0.389396,12,424,-1.398825,-0.003299
PHA,MAGIC,both,9.678772,0.324559,13,376,-0.475242,-0.001264
PHB,MAGIC,both,2.465030,0.072724,8,318,-0.700967,-0.002204
POND,MAGIC,both,6.588712,0.242897,12,343,-1.344238,-0.003919
PSG,MAGIC,both,4.345864,0.107299,9,387,-0.992066,-0.002563
PUNDIX,MAGIC,both,7.111514,0.200760,14,358,-0.246879,-0.000690
PYR,MAGIC,both,6.215867,0.151724,15,346,-0.934703,-0.002701
QI,MAGIC,both,10.933550,0.338414,11,350,-0.627491,-0.001793
QNT,MAGIC,both,8.477335,0.241742,13,349,0.142058,0.000407
QTUM,MAGIC,both,11.449916,0.305609,13,314,-0.525911,-0.001675
QUICK,MAGIC,both,12.627561,0.388935,11,351,-0.036474,-0.000104
RARE,MAGIC,both,2.449709,0.062898,17,361,-0.028167,-0.000078
REI,MAGIC,both,3.610601,0.132471,13,373,-2.077140,-0.005569
REQ,MAGIC,both,5.794767,0.133726,15,382,-0.764724,-0.002002
RIF,MAGIC,both,9.677423,0.309297,13,356,-2.396677,-0.006732
ROSE,MAGIC,both,13.749219,0.383545,10,305,-0.988875,-0.003242
RSR,MAGIC,both,4.729428,0.131529,16,331,-0.520289,-0.001572
RUNE,MAGIC,both,5.297392,0.179761,12,307,-0.390490,-0.001272
RVN,MAGIC,both,6.426455,0.151066,16,310,-1.316177,-0.004246
SAND,MAGIC,both,8.463147,0.346420,12,278,-0.441267,-0.001587
SC,MAGIC,both,4.513894,0.093286,10,362,-0.934645,-0.002582
SFP,MAGIC,both,6.601636,0.186164,11,338,-0.029906,-0.000088
SHIB,MAGIC,both,4.647772,0.122967,10,299,0.439214,0.001469
SKL,MAGIC,both,3.619071,0.106633,12,332,-1.275947,-0.003843
SLP,MAGIC,both,5.678064,0.130852,14,314,-0.845972,-0.002694
SNX,MAGIC,both,6.099009,0.175959,16,336,-1.619303,-0.004819
SPELL,MAGIC,both,3.318496,0.085695,13,315,-1.168108,-0.003708
STG,MAGIC,both,3.667509,0.128053,8,347,-2.607443,-0.007514
STORJ,MAGIC,both,10.921661,0.221806,14,337,-1.358915,-0.004032
STPT,MAGIC,both,5.982864,0.211498,13,395,-1.522639,-0.003855
SUPER,MAGIC,both,4.797975,0.115842,11,367,-0.997197,-0.002717
SUSHI,MAGIC,both,7.183946,0.174263,13,302,-0.141943,-0.000470
SXP,MAGIC,both,11.428691,0.276738,14,322,-0.906693,-0.002816
