Date,ASR,CTK,TRX,CHR,BTC,FUN,OG,TRU,HBAR,MDT
2022-09-30 16:00:00,1409.7237110810115,1150.0747953142209,948.810900350672,759.0064389624865,1180.878925286845,953.2766833350172,611.1183945896731,631.8757969129631,787.9545495235567,609.6942111080414
2022-09-30 17:00:00,1409.7237110810115,1150.0747953142209,950.4496065688941,760.3173309123355,1182.9184398382904,954.9231024772193,611.1183945896731,631.8757969129631,787.9545495235567,609.6942111080414
2022-09-30 18:00:00,1409.7237110810115,1150.0747953142209,952.0939830508472,761.6327588204882,1184.965011533512,956.5752185714705,611.1183945896731,631.8757969129631,787.9545495235567,609.6942111080414
2022-09-30 19:00:00,1409.7237110810115,1150.0747953142209,955.3998649364405,764.2773170108371,1189.0794733791147,959.8966603026214,611.1183945896731,631.8757969129631,787.9545495235567,609.6942111080414
2022-09-30 20:00:00,1409.7237110810115,1150.0747953142209,955.3998649364405,764.2773170108371,1189.0794733791147,959.8966603026214,611.1183945896731,631.8757969129631,787.9545495235567,609.6942111080414
2022-09-30 21:00:00,1409.7237110810115,1150.0747953142209,958.7287843264628,766.9403041781223,1193.2226074327004,959.8966603026214,613.2477269750029,631.8757969129631,787.9545495235567,609.6942111080414
2022-09-30 22:00:00,1409.7237110810115,1150.0747953142209,955.3998649364405,764.2773170108371,1189.0794733791147,959.8966603026214,611.1183945896731,631.8757969129631,787.9545495235567,609.6942111080414
2022-09-30 23:00:00,1409.7237110810115,1150.0747953142209,953.7440592779718,762.9527462707837,1187.018677064766,959.8966603026214,610.05926392314,631.8757969129631,787.9545495235567,609.6942111080414
2022-10-01 00:00:00,1409.7237110810115,1150.0747953142209,950.4496065688941,760.3173309123355,1182.9184398382904,959.8966603026214,607.951978037395,631.8757969129631,787.9545495235567,609.6942111080414
2022-10-01 01:00:00,1409.7237110810115,1150.0747953142209,950.4496065688941,760.3173309123355,1182.9184398382904,959.8966603026214,607.951978037395,631.8757969129631,787.9545495235567,609.6942111080414
