Date,DOT,SOL,SKL,ARDR,KNC,1INCH,ATM,AXS,AVA,STPT
2022-04-07 07:00:00,14349.907332677365,6815.073268965099,15222.286129732891,7104.395069125551,6445.134798419326,6426.224486317257,14375.231478853708,9836.496433866068,11092.298417751468,8409.733348829883
2022-04-07 08:00:00,14349.907332677365,6815.073268965099,15222.286129732891,7104.395069125551,6445.134798419326,6426.224486317257,14396.449532697034,9821.99901834084,11075.950151844687,8409.733348829883
2022-04-07 09:00:00,14349.907332677365,7073.258086534747,15222.286129732891,7104.395069125551,6445.134798419326,6426.224486317257,13870.95694487164,10194.099350154984,11495.555643452086,8409.733348829883
2022-04-07 10:00:00,14622.007969466697,7207.3800696878125,15510.928673079332,7239.107466738741,6445.134798419326,6548.077522322325,13612.832600700965,10387.398223824668,11713.532522209176,8569.197361132892
2022-04-07 11:00:00,14594.797905787762,7193.967871372505,15482.064418744687,7225.636226977422,6445.134798419326,6535.892218721817,13587.500509329573,10368.068336457698,11691.734834333465,8553.250959902589
2022-04-07 12:00:00,14404.327460035234,7100.082483165362,15280.014638402181,7131.33754864819,6361.022109369809,6450.595093518271,13410.175869729843,10232.759124888922,11539.151019203506,8441.626151290486
2022-04-07 13:00:00,14193.449466523498,6996.137946221735,15056.316667308687,7026.935440497968,6267.897346493556,6356.158990614343,13213.852161601564,10082.952497794915,11370.218938166756,8318.041541755652
2022-04-07 14:00:00,14383.919912276033,7090.023334428882,15258.366447651199,7121.234118827202,6352.010035543076,6441.456115817892,13391.1768012013,10218.261709363695,11522.802753296723,8429.666350367761
2022-04-07 15:00:00,14468.951361272695,7131.936454164213,15348.567242446958,7163.331743081321,6389.560343154466,6479.535189569473,13470.339586736893,10278.66760738547,11590.92052790831,8479.49885421245
2022-04-07 16:00:00,14366.9136224767,7081.640710481815,15240.326288692046,7112.814593976377,6389.560343154466,6433.840301067576,13375.344244094182,10206.18052975934,11509.179198374404,8419.699849598823
2022-04-07 17:00:00,14462.148845352966,7128.583404585387,15341.351178863299,7159.963933140993,6347.48421671789,6476.488863669348,13464.006563894045,10273.83513554373,11585.471105939385,8475.512253904873
2022-04-07 18:00:00,14329.49978491817,7063.198937798269,15200.637938981912,7094.291639304564,6406.243268332415,6417.0855086168785,13340.51261845852,10179.60193462976,11479.207377545306,8397.77354790716
2022-04-07 19:00:00,14536.976520470034,7165.466949952482,15420.727878283573,7197.009842484621,6314.811158045031,6509.998448570743,13533.669815165373,10326.992325802894,11645.414747597588,8519.364857288205
2022-04-07 20:00:00,14666.22432294496,7229.174891950183,15557.833086373126,7260.998231350883,6259.161152477847,6567.878640673147,13653.997249179472,10418.809290795989,11748.953765007202,8595.11026313213
2022-04-07 21:00:00,15033.56018261056,7410.239569206822,15947.500519890822,7442.859968128689,6259.161152477847,6732.38023927999,13995.980482693245,10679.762770250065,12043.222551329276,8810.38667974119
2022-04-07 22:00:00,14778.465835620565,7284.500210000826,15676.89813550354,7316.567095366327,6259.161152477847,6618.143018025241,13758.492126086465,10498.54507618474,11838.869227494506,8660.889168207124
2022-04-07 23:00:00,14564.186584148965,7178.879148267787,15449.592132618214,7210.4810822459385,6259.161152477847,6522.183752171248,13559.001906536761,10346.32221316986,11667.212435473293,8535.311258518503
2022-04-08 00:00:00,14744.4532560219,7178.879148267787,15640.817817585234,7299.728045664678,6182.6362295063755,6602.911388524606,13726.827011872225,10474.382716976028,11811.622117649868,8640.956166669246
2022-04-08 01:00:00,14744.4532560219,7178.879148267787,15640.817817585234,7299.728045664678,6182.6362295063755,6602.911388524606,13726.827011872225,10474.382716976028,11811.622117649868,8640.956166669246
2022-04-08 02:00:00,14577.791615988428,7178.879148267787,15464.024259785532,7217.216702126597,6182.6362295063755,6528.276403971499,13571.667952222453,10355.987156853342,11678.111279411147,8543.284459133652
2022-04-08 03:00:00,14492.760166991762,7220.9988334840955,15373.823464989771,7175.119077872475,6218.9107908153765,6490.197330219917,13492.505166686859,10295.581258831566,11609.993504799557,8543.284459133652
2022-04-08 04:00:00,14492.760166991762,7175.530790456092,15471.2403233692,7220.584512066929,6179.752537235147,6490.197330219917,13578.000975065306,10360.819628695088,11683.560701380078,8543.284459133652
2022-04-08 05:00:00,14492.760166991762,7246.508721025843,15319.702988112313,7149.860503320002,6240.880565158814,6490.197330219917,13445.0074953655,10259.3377200185,11683.560701380078,8543.284459133652
2022-04-08 06:00:00,14492.760166991762,7251.632342558503,15308.87889273682,7149.860503320002,6245.293160420533,6490.197330219917,13435.50796110123,10259.3377200185,11683.560701380078,8543.284459133652
2022-04-08 07:00:00,14492.760166991762,7256.76321449899,15298.054797361336,7149.860503320002,6249.711999920829,6490.197330219917,13426.008426836961,10259.3377200185,11683.560701380078,8543.284459133652
2022-04-08 08:00:00,14492.760166991762,7308.474116265018,15189.813843606416,7149.860503320002,6294.246764765872,6490.197330219917,13426.008426836961,10259.3377200185,11683.560701380078,8543.284459133652
2022-04-08 09:00:00,14492.760166991762,7362.688688556049,15077.96485805967,7149.860503320002,6340.937755363561,6490.197330219917,13426.008426836961,10259.3377200185,11683.560701380078,8543.284459133652
2022-04-08 10:00:00,14492.760166991762,7484.474830813849,14832.618696215195,7268.126257206103,6445.823128111001,6597.55160374338,13426.008426836961,10259.3377200185,11683.560701380078,8543.284459133652
2022-04-08 11:00:00,14492.760166991762,7453.652138923385,14893.955236676315,7238.1945357011355,6419.2778293760475,6570.38145421246,13426.008426836961,10259.3377200185,11683.560701380078,8543.284459133652
2022-04-08 12:00:00,14492.760166991762,7439.2350167978075,14922.819491010956,7224.194159423185,6406.861431253464,6557.672786022494,13426.008426836961,10259.3377200185,11683.560701380078,8543.284459133652
2022-04-08 13:00:00,14492.760166991762,7439.2350167978075,15240.326288692046,7073.6901144352,6273.38515143568,6421.054602980356,13426.008426836961,10259.3377200185,11932.147099281787,8543.284459133652
2022-04-08 14:00:00,14492.760166991762,7439.2350167978075,15197.02990719008,7093.843077724188,6291.258043605013,6439.34820583785,13426.008426836961,10259.3377200185,11898.248954113373,8543.284459133652
2022-04-08 15:00:00,14492.760166991762,7439.2350167978075,15038.276508349532,7168.730096778861,6357.672475927141,6507.325970006966,13426.008426836961,10259.3377200185,11898.248954113373,8543.284459133652
2022-04-08 16:00:00,14492.760166991762,7439.2350167978075,14872.307045925336,7248.730481167948,6428.62175634748,6579.945328236056,13426.008426836961,10259.3377200185,11898.248954113373,8543.284459133652
2022-04-08 17:00:00,14492.760166991762,7439.2350167978075,14872.307045925336,7220.702523773388,6403.7648331716555,6554.5032970007305,13426.008426836961,10259.3377200185,11898.248954113373,8543.284459133652
2022-04-08 18:00:00,14492.760166991762,7439.2350167978075,14872.307045925336,7191.159336552175,6377.564110629198,6527.685834654399,13426.008426836961,10259.3377200185,11898.248954113373,8543.284459133652
2022-04-08 19:00:00,14492.760166991762,7439.2350167978075,14872.307045925336,7148.150010376624,6339.420784608689,6527.685834654399,13426.008426836961,10259.3377200185,11898.248954113373,8543.284459133652
2022-04-08 20:00:00,14492.760166991762,7348.469230707693,14872.307045925336,7148.150010376624,6417.723148380799,6527.685834654399,13426.008426836961,10259.3377200185,11898.248954113373,8543.284459133652
2022-04-08 21:00:00,14492.760166991762,7195.413199261612,14872.307045925336,7148.150010376624,6554.236675652814,6527.685834654399,13426.008426836961,10259.3377200185,11898.248954113373,8543.284459133652
2022-04-08 22:00:00,14492.760166991762,7206.0915270369205,14872.307045925336,7137.557543085377,6544.524297274468,6527.685834654399,13426.008426836961,10259.3377200185,11898.248954113373,8543.284459133652
2022-04-08 23:00:00,14492.760166991762,7277.280378872305,14872.307045925336,7067.735507936584,6480.503516670169,6527.685834654399,13426.008426836961,10259.3377200185,11898.248954113373,8543.284459133652
2022-04-09 00:00:00,14492.760166991762,7462.37139364431,14872.307045925336,6892.432743132051,6319.766009936637,6527.685834654399,13426.008426836961,10259.3377200185,11898.248954113373,8543.284459133652
2022-04-09 01:00:00,14233.528826060592,7328.892296452959,14872.307045925336,6892.432743132051,6319.766009936637,6527.685834654399,13426.008426836961,10075.829413555015,11898.248954113373,8390.471119177764
