Date,WING,AVA,KMD,HIVE,DOT,OXT,STORJ,SC,OG,DATA
2021-09-27 02:00:00,5868.773776084421,13471.550797289676,8460.058367175832,6557.0296434716165,6169.623028747535,4091.1107576206227,4600.506866235963,4987.768952050679,4513.117052467335,3147.8617315750876
2021-09-27 03:00:00,5868.773776084421,13471.550797289676,8460.058367175832,6557.0296434716165,6169.623028747535,4091.1107576206227,4600.506866235963,4987.768952050679,4513.117052467335,3147.8617315750876
2021-09-27 04:00:00,5908.754068626578,13563.324064146034,8402.815231903147,6601.698593640028,6169.623028747535,4118.980941606684,4600.506866235963,4987.768952050679,4513.117052467335,3147.8617315750876
2021-09-27 05:00:00,5838.788556677799,13402.720847147402,8503.505171914543,6523.527930845304,6169.623028747535,4070.208119631075,4600.506866235963,4987.768952050679,4513.117052467335,3147.8617315750876
2021-09-27 06:00:00,5818.798410406719,13356.834213719225,8532.718473392633,6501.1934557610975,6169.623028747535,4056.273027638045,4600.506866235963,4987.768952050679,4513.117052467335,3147.8617315750876
2021-09-27 07:00:00,5818.798410406719,13433.311936099522,8484.14051453472,6538.417580901441,6169.623028747535,4056.273027638045,4600.506866235963,4987.768952050679,4513.117052467335,3147.8617315750876
2021-09-27 08:00:00,5818.798410406719,13291.828149695972,8574.449259942598,6469.552949391806,6169.623028747535,4056.273027638045,4600.506866235963,4987.768952050679,4513.117052467335,3147.8617315750876
2021-09-27 09:00:00,5818.798410406719,13383.601416552323,8515.653036445852,6514.221899560216,6169.623028747535,4056.273027638045,4600.506866235963,4987.768952050679,4513.117052467335,3147.8617315750876
2021-09-27 10:00:00,5818.798410406719,13372.129758195288,8522.95842938532,6508.638280789168,6169.623028747535,4056.273027638045,4600.506866235963,4987.768952050679,4513.117052467335,3147.8617315750876
2021-09-27 11:00:00,5857.322406791108,13284.180377457937,8579.385615302384,6465.830536877768,6169.623028747535,4056.273027638045,4600.506866235963,4987.768952050679,4513.117052467335,3147.8617315750876
2021-09-27 12:00:00,5855.6368463862755,13288.004263576951,8576.916727355532,6467.691743134786,6169.623028747535,4056.273027638045,4600.506866235963,4987.768952050679,4513.117052467335,3147.8617315750876
2021-09-27 13:00:00,5908.344378975699,13169.463793887488,8576.916727355532,6409.994349167253,6169.623028747535,4056.273027638045,4600.506866235963,4987.768952050679,4513.117052467335,3147.8617315750876
2021-09-27 14:00:00,5884.42395638875,13222.998199553704,8576.916727355532,6436.051236765497,6169.623028747535,4056.273027638045,4600.506866235963,4987.768952050679,4513.117052467335,3135.117352095024
2021-09-27 15:00:00,5948.06724384458,13081.514413150144,8576.916727355532,6367.186605255857,6169.623028747535,4056.273027638045,4600.506866235963,4987.768952050679,4513.117052467335,3169.025373734172
2021-09-27 16:00:00,5969.004998883046,13035.627779721965,8576.916727355532,6367.186605255857,6169.623028747535,4056.273027638045,4600.506866235963,4987.768952050679,4513.117052467335,3180.1806405234965
2021-09-27 17:00:00,5976.017045871457,13035.627779721965,8576.916727355532,6367.186605255857,6169.623028747535,4056.273027638045,4600.506866235963,4987.768952050679,4513.117052467335,3183.916535549076
2021-09-27 18:00:00,5979.529251011548,13035.627779721965,8576.916727355532,6367.186605255857,6169.623028747535,4056.273027638045,4600.506866235963,4987.768952050679,4513.117052467335,3185.7877765338217
2021-09-27 19:00:00,6043.462441696556,13035.627779721965,8576.916727355532,6367.186605255857,6169.623028747535,4056.273027638045,4600.506866235963,4987.768952050679,4513.117052467335,3219.8502535029997
2021-09-27 20:00:00,5960.263046629261,13035.627779721965,8576.916727355532,6367.186605255857,6169.623028747535,4056.273027638045,4600.506866235963,4987.768952050679,4513.117052467335,3175.523082467662
2021-09-27 21:00:00,5960.263046629261,13035.627779721965,8576.916727355532,6367.186605255857,6169.623028747535,4056.273027638045,4600.506866235963,4987.768952050679,4513.117052467335,3172.735090296927
2021-09-27 22:00:00,5960.263046629261,13035.627779721965,8576.916727355532,6367.186605255857,6169.623028747535,4056.273027638045,4600.506866235963,4987.768952050679,4513.117052467335,3231.366856496154
2021-09-27 23:00:00,5960.263046629261,13035.627779721965,8576.916727355532,6367.186605255857,6169.623028747535,4056.273027638045,4600.506866235963,4987.768952050679,4513.117052467335,3216.0296065098187
2021-09-28 00:00:00,5960.263046629261,13035.627779721965,8576.916727355532,6367.186605255857,6169.623028747535,4045.472300641375,4600.506866235963,4987.768952050679,4513.117052467335,3207.4662140664486
2021-09-28 01:00:00,5960.263046629261,13035.627779721965,8576.916727355532,6367.186605255857,6169.623028747535,4039.4967137866615,4600.506866235963,4987.768952050679,4519.793261124831,3202.728450087031
2021-09-28 02:00:00,5960.263046629261,13035.627779721965,8576.916727355532,6367.186605255857,6169.623028747535,4024.0424885720554,4600.506866235963,4987.768952050679,4537.151403634322,3190.4755160519703
2021-09-28 03:00:00,5960.263046629261,13035.627779721965,8576.916727355532,6367.186605255857,6169.623028747535,4019.3111041057764,4600.506866235963,4987.768952050679,4542.492370560317,3186.7242220883595
2021-09-28 04:00:00,5960.263046629261,13035.627779721965,8576.916727355532,6367.186605255857,6169.623028747535,4019.3111041057764,4600.506866235963,4987.768952050679,4525.13422805083,3198.9483043802284
2021-09-28 05:00:00,5960.263046629261,13035.627779721965,8576.916727355532,6367.186605255857,6169.623028747535,4019.3111041057764,4600.506866235963,4987.768952050679,4515.787535930335,3205.5694274230023
2021-09-28 06:00:00,5960.263046629261,13035.627779721965,8576.916727355532,6293.762513710918,6169.623028747535,4019.3111041057764,4600.506866235963,4987.768952050679,4463.713108401866,3242.9661392595262
2021-09-28 07:00:00,5960.263046629261,13035.627779721965,8576.916727355532,6333.298563004347,6169.623028747535,4019.3111041057764,4600.506866235963,4987.768952050679,4491.753184763349,3222.721701410403
2021-09-28 08:00:00,5960.263046629261,13035.627779721965,8576.916727355532,6344.594577088181,6169.623028747535,4019.3111041057764,4600.506866235963,4987.768952050679,4499.764635152342,3216.9839179657565
2021-09-28 09:00:00,5960.263046629261,13035.627779721965,8576.916727355532,6355.89059117202,6169.623028747535,4019.3111041057764,4600.506866235963,4987.768952050679,4507.776085541339,3211.2665294859585
2021-09-28 10:00:00,5960.263046629261,13035.627779721965,8576.916727355532,6402.95731652134,6169.623028747535,4019.3111041057764,4600.506866235963,4987.768952050679,4541.1571288288205,3187.6612183312536
2021-09-28 11:00:00,5960.263046629261,13035.627779721965,8576.916727355532,6376.599950325717,6169.623028747535,4019.3111041057764,4600.506866235963,4987.768952050679,4522.463744587829,3200.8372611587242
2021-09-28 12:00:00,5960.263046629261,13035.627779721965,8576.916727355532,6434.962689758871,6169.623028747535,4019.3111041057764,4600.506866235963,4987.768952050679,4563.856238264304,3200.8372611587242
2021-09-28 13:00:00,5960.263046629261,13035.627779721965,8466.505862521233,6352.125253144071,6169.623028747535,3967.570411133087,4600.506866235963,4987.768952050679,4505.105602078339,3200.8372611587242
2021-09-28 14:00:00,5960.263046629261,13035.627779721965,8421.337781452654,6318.237210892561,6169.623028747535,3946.4037640078955,4600.506866235963,4987.768952050679,4481.071250911352,3200.8372611587242
2021-09-28 15:00:00,5960.263046629261,13035.627779721965,8368.641686872645,6278.701161599132,6169.623028747535,3921.7093423618385,4600.506866235963,4987.768952050679,4453.031174549869,3200.8372611587242
2021-09-28 16:00:00,5960.263046629261,13035.627779721965,8325.982943641216,6246.6957883616005,6169.623028747535,3901.718620076938,4600.506866235963,4987.768952050679,4430.332065114386,3200.8372611587242
2021-09-28 17:00:00,5960.263046629261,13035.627779721965,8376.16970038408,6284.349168641055,6169.623028747535,3925.2371168827067,4600.506866235963,4987.768952050679,4457.03689974437,3200.8372611587242
2021-09-28 18:00:00,5960.263046629261,13035.627779721965,8428.865794964084,6323.885217934479,6169.623028747535,3949.9315385287605,4600.506866235963,4987.768952050679,4457.03689974437,3200.8372611587242
2021-09-28 19:00:00,5960.263046629261,13035.627779721965,8451.449835498373,6340.829239060234,6169.623028747535,3960.5148620913565,4600.506866235963,5001.13302486058,4457.03689974437,3200.8372611587242
