Date,NMR,STRAX,TROY,CKB,DENT,KMD,FET,DASH,UTK,DGB
2022-11-04 04:00:00,822.9823502552653,778.7480210411073,339.8451213310271,327.25892196304295,523.6975489056198,250.72519786232328,345.5195741250422,207.82532804910636,203.86587875106045,282.7568773416882
2022-11-04 05:00:00,813.6699615677942,778.7480210411073,335.9996319807467,327.25892196304295,517.7716926238026,247.88813763191513,341.6098759736981,205.47369774586332,206.1991076924173,279.55736529256023
2022-11-04 06:00:00,813.6699615677942,778.7480210411073,336.47555213935976,327.25892196304295,518.5050802904084,248.23925397417,341.6098759736981,205.76473697779798,205.90745407474768,279.9533388977905
2022-11-04 07:00:00,813.6699615677942,778.7480210411073,337.43144859430106,327.25892196304295,519.978106086688,248.94447912750567,341.6098759736981,206.3492958896667,205.32414683940848,280.7486608832956
2022-11-04 08:00:00,813.6699615677942,778.7480210411073,337.9114364301393,327.25892196304295,520.7177619986179,249.2985964520114,341.6098759736981,206.6428226263519,205.03249322173883,281.14801886463744
2022-11-04 09:00:00,813.6699615677942,778.7480210411073,337.43144859430106,327.25892196304295,519.978106086688,248.94447912750567,341.6098759736981,206.3492958896667,205.32414683940848,280.7486608832956
2022-11-04 10:00:00,813.6699615677942,778.7480210411073,339.3596283005542,327.25892196304295,522.9494095500405,250.36701900823428,343.5619324078335,207.52843472332196,204.15753236873,282.35293894548585
2022-11-04 11:00:00,813.6699615677942,778.7480210411073,330.39184952766055,327.25892196304295,509.1301622879392,243.75092253931012,334.48310526492827,202.04437316596017,209.6989511044527,274.89159563538254
2022-11-04 12:00:00,813.6699615677942,778.7480210411073,335.52505622936144,322.25217906791994,517.0403766737688,243.75092253931012,334.48310526492827,205.18348065865163,206.49076131008695,279.16251025683624
2022-11-04 13:00:00,813.6699615677942,778.7480210411073,329.9329719588721,322.25217906791994,508.4230370625393,243.75092253931012,334.48310526492827,201.76375598100742,209.9906047221223,274.5098017525557
2022-11-04 14:00:00,813.6699615677942,778.7480210411073,335.05181919659793,322.25217906791994,516.311123674229,243.75092253931012,334.48310526492827,204.89408223741236,206.78241492775655,278.7687690576024
2022-11-04 15:00:00,813.6699615677942,778.7480210411073,330.852005306947,322.25217906791994,516.311123674229,243.75092253931012,334.48310526492827,202.3257720143807,209.40729748678308,275.27445301091933
2022-11-04 16:00:00,813.6699615677942,778.7480210411073,330.852005306947,322.25217906791994,516.311123674229,243.75092253931012,334.48310526492827,203.459249728747,208.2406830161046,276.81660680929986
2022-11-04 17:00:00,813.6699615677942,778.7480210411073,330.852005306947,322.25217906791994,516.311123674229,243.75092253931012,336.3569601963844,202.3257720143807,209.40729748678308,275.27445301091933
2022-11-04 18:00:00,813.6699615677942,778.7480210411073,330.852005306947,322.25217906791994,516.311123674229,243.75092253931012,336.3569601963844,202.3257720143807,209.40729748678308,275.27445301091933
2022-11-04 19:00:00,813.6699615677942,778.7480210411073,330.852005306947,322.25217906791994,514.8769261084673,244.42989446838897,337.2938876621125,201.76375598100742,209.9906047221223,274.5098017525557
2022-11-04 20:00:00,813.6699615677942,778.7480210411073,330.852005306947,322.25217906791994,512.7405073279341,245.44835236200728,338.69927886070474,200.92656197278745,210.86556557513117,273.37075693200563
2022-11-04 21:00:00,813.6699615677942,778.7480210411073,330.852005306947,322.25217906791994,506.4363207624268,248.5037260428621,342.9154524564811,198.45615342394177,213.49044813415765,270.00964106808755
2022-11-04 22:00:00,813.6699615677942,778.7480210411073,330.852005306947,322.25217906791994,506.4363207624268,248.5037260428621,342.9154524564811,198.45615342394177,213.49044813415765,270.00964106808755
2022-11-04 23:00:00,813.6699615677942,778.7480210411073,330.852005306947,323.5728847198376,504.36923373890676,249.52218393648036,344.3208436550732,198.45615342394177,214.36540898716646,270.00964106808755
2022-11-05 00:00:00,813.6699615677942,778.7480210411073,330.852005306947,325.33382558906135,501.63922435466355,250.88012779463813,346.19469858652946,198.45615342394177,215.532023457845,268.5481545129152
2022-11-05 01:00:00,813.6699615677942,778.7480210411073,329.06119607659804,323.5728847198376,504.36923373890676,249.52218393648036,344.3208436550732,198.45615342394177,214.36540898716646,268.5481545129152
2022-11-05 02:00:00,813.6699615677942,778.7480210411073,329.06119607659804,323.5728847198376,504.36923373890676,249.52218393648036,344.3208436550732,198.45615342394177,214.36540898716646,268.5481545129152
2022-11-05 03:00:00,813.6699615677942,778.7480210411073,328.16579146142374,322.6924142852259,505.74541173000875,248.84321200740155,344.3208436550732,198.45615342394177,213.7821017518273,268.5481545129152
2022-11-05 04:00:00,813.6699615677942,778.7480210411073,328.6134937690109,323.13264950253176,505.74541173000875,249.18269797194097,344.3208436550732,198.45615342394177,214.07375536949692,268.5481545129152
2022-11-05 05:00:00,809.2598262747439,778.7480210411073,330.40430299935974,324.89359037175535,505.74541173000875,250.54064183009868,344.3208436550732,198.45615342394177,215.24036984017536,267.09260895999967
2022-11-05 06:00:00,804.89723961019,778.7480210411073,332.19511222970857,326.65453124097894,505.74541173000875,251.89858568825642,344.3208436550732,198.45615342394177,216.40698431085377,265.6527566205927
2022-11-05 07:00:00,804.89723961019,778.7480210411073,327.71808915383644,322.25217906791994,505.74541173000875,248.5037260428621,344.3208436550732,198.45615342394177,213.49044813415765,269.2818926399997
2022-11-05 08:00:00,804.89723961019,778.7480210411073,324.1751908927138,325.77406080636723,505.74541173000875,251.2196137591776,344.3208436550732,198.45615342394177,215.82367707551464,266.3707370438915
2022-11-05 09:00:00,817.9496272795441,778.7480210411073,324.1751908927138,331.0568834140379,505.74541173000875,255.29344533365062,349.9044249035337,198.45615342394177,219.3235204875499,266.3707370438915
2022-11-05 10:00:00,820.1250252244369,780.8191593949404,325.0373589535988,331.9373538486499,507.0904793143973,255.97241726272964,350.8350217782772,198.98396234262256,219.90682772288923,266.3707370438915
2022-11-05 11:00:00,811.4234334448671,772.5346059796093,321.5886867100592,328.4154721102026,501.71020897684394,253.25652954641416,347.11263427930345,196.87272666789974,217.57359878153227,263.5445223272453
2022-11-05 12:00:00,817.9496272795441,778.7480210411073,321.5886867100592,331.0568834140379,505.74541173000875,255.29344533365062,349.9044249035337,198.45615342394177,219.3235204875499,265.66418336472987
