Date,ASR,BNT,SUSHI,KNC,TRU,AAVE,1INCH,SNX,DCR,UNI
2022-11-25 05:00:00,4831.157038309929,3037.211280050455,3066.9764518436064,2939.5267485761738,2989.816259410111,2845.1252066209418,2699.1355513294393,2561.957168996856,2617.4467177068263,2403.1662552277785
2022-11-25 06:00:00,4831.157038309929,3037.211280050455,3080.2649113403277,2939.5267485761738,3002.770402648455,2845.1252066209418,2710.8302460925643,2573.0575033512605,2628.787474715954,2413.5785873561476
2022-11-25 07:00:00,4831.157038309929,3037.211280050455,3061.661068044917,2939.5267485761738,2984.634602114773,2845.1252066209418,2694.457673424189,2557.5170352550936,2612.910414903175,2399.0013223764304
2022-11-25 08:00:00,4831.157038309929,3037.211280050455,3059.003376145572,2939.5267485761738,2984.634602114773,2845.1252066209418,2692.1187344715636,2555.296968384212,2610.642263501349,2396.9188559507566
2022-11-25 09:00:00,4831.157038309929,3037.211280050455,3059.003376145572,2939.5267485761738,2984.634602114773,2845.1252066209418,2696.7966123768133,2559.7371021259737,2610.642263501349,2396.9188559507566
2022-11-25 10:00:00,4831.157038309929,3037.211280050455,3059.003376145572,2939.5267485761738,2984.634602114773,2845.1252066209418,2706.1523681873146,2568.6173696094993,2610.642263501349,2396.9188559507566
2022-11-25 11:00:00,4831.157038309929,3037.211280050455,3059.003376145572,2939.5267485761738,3000.1930796236247,2845.1252066209418,2692.1187344715636,2555.296968384212,2610.642263501349,2396.9188559507566
2022-11-25 12:00:00,4831.157038309929,3037.211280050455,3059.003376145572,2939.5267485761738,3010.655827939662,2845.1252066209418,2682.7629786610637,2546.416700900688,2610.642263501349,2396.9188559507566
2022-11-25 13:00:00,4831.157038309929,3034.5656256253233,3059.003376145572,2939.5267485761738,3008.033305441456,2842.646874559425,2682.7629786610637,2548.636767771569,2610.642263501349,2396.9188559507566
2022-11-25 14:00:00,4831.157038309929,3042.5164525920272,3059.003376145572,2939.5267485761738,3015.9146154120454,2850.0948576368733,2682.7629786610637,2541.9765671589257,2610.642263501349,2396.9188559507566
2022-11-25 15:00:00,4831.157038309929,3053.182592653701,3059.003376145572,2939.5267485761738,3026.48749749938,2860.0864259370915,2682.7629786610637,2533.0962996754006,2610.642263501349,2396.9188559507566
2022-11-25 16:00:00,4831.157038309929,3055.860822998133,3059.003376145572,2939.5267485761738,3029.1423110936767,2862.5952736791405,2682.7629786610637,2533.0962996754006,2610.642263501349,2396.9188559507566
2022-11-25 17:00:00,4831.157038309929,3072.0293987811915,3059.003376145572,2939.5267485761738,3045.1695190888813,2877.7412804181827,2682.7629786610637,2533.0962996754006,2610.642263501349,2409.6009662997017
2022-11-25 18:00:00,4826.900512284987,3069.3227649496666,3056.3082189859733,2939.5267485761738,3042.486550349596,2875.2058255455686,2682.7629786610637,2533.0962996754006,2610.642263501349,2407.477969853623
2022-11-25 19:00:00,4835.4210780613075,3074.740810430602,3061.7032908641486,2939.5267485761738,3047.857223871838,2880.2812109392944,2682.7629786610637,2537.5677847586758,2610.642263501349,2411.727710312324
2022-11-25 20:00:00,4831.157038309929,3072.0293987811915,3059.003376145572,2936.934573312878,3045.1695190888813,2877.7412804181827,2682.7629786610637,2535.330070662768,2610.642263501349,2409.6009662997017
