Date,KNC,ASR,HIVE,DIA,ATM,CRV,MDT,STRAX,RIF,SAND
2021-12-17 01:00:00,547.9900470360581,1511.1890715764066,292.20295336600776,643.365990113686,1512.3283353505453,1230.5958951141454,684.1401746739895,303.1726765145341,195.2498061550257,2007.8276865281186
2021-12-17 02:00:00,555.2952091351117,1531.3344760228815,296.09826123100714,651.9425926856109,1532.4889271285942,1247.0007596565981,693.260330964236,307.214219892779,197.85264810714867,2034.5936958678665
2021-12-17 03:00:00,559.3913909312663,1542.6304935309,298.28245494918554,656.7517020320716,1543.7934605422531,1256.1993656007267,698.3742240808627,309.48041141459066,199.3121248002031,2049.6020473221593
2021-12-17 04:00:00,573.6040116085347,1581.8245576605639,305.86100452217687,673.4379846089146,1583.0170725149133,1288.115990289186,716.1180222489373,317.3434707426185,204.37610624877306,2101.676885995395
2021-12-17 05:00:00,570.2858241136917,1572.6740106629131,304.09165817900964,669.5422770234406,1573.8596270510784,1280.6644901525342,711.9754189578714,315.5077005686349,203.19383027741492,2089.5190945222243
2021-12-17 06:00:00,563.2264871174261,1553.2065167202184,300.3274308353349,661.2542846397948,1554.3774568438187,1264.8116636699756,703.1621639145916,311.6021586648144,200.67857623665466,2063.653784839508
2021-12-17 07:00:00,558.3353377107051,1539.718221502335,297.7193391195664,655.5118460720338,1540.878992993561,1253.8278357430702,697.0557905825035,308.89615539908255,198.93585120231708,2045.7326834419969
2021-12-17 08:00:00,564.1934917690966,1555.873220011039,300.84306358571985,662.3895934077761,1557.046170524016,1266.983221276429,704.3694244020451,312.13714901734835,201.02312167468017,2067.196876038202
2021-12-17 09:00:00,597.7167105605506,1648.320011984209,318.7185406864073,701.747422927155,1649.5626568081834,1342.2647627184806,746.2216092796122,330.68369748361766,212.96750279277958,2190.0254697235764
2021-12-17 10:00:00,596.7518732553682,1645.6592855726121,318.2040636231524,700.6146587254968,1646.8999245130935,1340.0980722217596,745.0170546237936,330.14990620438664,212.62372958407454,2186.4903196513833
2021-12-17 11:00:00,589.143881245738,1624.6787687844355,314.14727874827554,691.6825196501121,1625.9035908141218,1323.0131565599684,735.5188292261993,325.9408237348486,209.91298880850064,2158.614745855031
2021-12-17 12:00:00,580.0161372531094,1599.5072404977184,309.28012145839244,680.9661205419814,1600.7130860731304,1302.5154041833773,724.1232639175369,320.890946293183,206.66075776008498,2125.170822551923
2021-12-17 13:00:00,621.3240092129422,1599.5072404977184,331.30658388998813,729.4634976141939,1714.713450816574,1395.27858107795,775.6942274612438,343.74431410692017,221.3788243316541,2276.5222739899696
2021-12-17 14:00:00,615.1211072906832,1599.5072404977184,327.99903063983845,722.1810001338524,1697.5948473142453,1381.3490112169386,767.9501919125458,340.3125905051872,219.16871959622992,2253.794930156459
2021-12-17 15:00:00,576.2864933463766,1498.5250998271688,307.2913755487808,676.587343851045,1590.4201141634628,1294.1399154191429,719.4669763670149,318.82753997446224,205.3318791540673,2111.505460676589
2021-12-17 16:00:00,601.4851095899135,1498.5250998271688,320.7279518642146,706.1716999478468,1659.96258407299,1350.7272820685462,750.9262808044581,332.7685448747082,214.31018991634602,2203.8328298133524
2021-12-17 17:00:00,599.4127044697212,1498.5250998271688,319.62289001141943,703.7385992386629,1654.24321562361,1346.0733777728094,748.3389790667857,331.62199739540745,213.57178837022164,2196.2395671244944
2021-12-17 18:00:00,623.2881525508124,1498.5250998271688,332.3539176641399,731.7694939185591,1720.1340412828013,1399.6893668980067,778.1463693815639,344.83096631168405,222.07865201658035,2283.718867058431
2021-12-17 19:00:00,619.1128917424335,1498.5250998271688,330.12755690105575,726.86754210667,1708.6112677175825,1390.3131768748253,772.9337497834457,342.5210247328742,220.59099933403255,2268.4207712355565
2021-12-17 20:00:00,595.0708820630996,1498.5250998271688,317.3077141481577,698.641096306552,1642.2607697961553,1336.3231480746563,742.918415033304,329.21990646859973,220.59099933403255,2180.3311919903936
2021-12-17 21:00:00,601.3628068022783,1498.5250998271688,320.6627367459015,698.641096306552,1642.2607697961553,1350.452632356861,750.7735914427655,332.7008814861611,220.59099933403255,2203.3847141505194
2021-12-17 22:00:00,612.8268304711157,1498.5250998271688,326.77566086123994,698.641096306552,1642.2607697961553,1376.196859911115,765.0858936418402,339.0432936487652,220.59099933403255,2245.388732737724
2021-12-17 23:00:00,613.0809046131021,1498.5250998271688,326.91113999095023,698.641096306552,1642.2607697961553,1376.7674224566836,765.4030934319072,339.1838588617207,220.59099933403255,2246.319656756272
2021-12-18 00:00:00,632.4855183604801,1498.5250998271688,337.2581991694491,698.641096306552,1642.2607697961553,1420.343465767973,789.628854301865,349.9193616657273,220.59099933403255,2317.4178837023646
2021-12-18 01:00:00,625.1325901191301,1498.5250998271688,333.3374211194978,698.641096306552,1642.2607697961553,1403.8313350097317,780.4490641968972,345.8513919148047,220.59099933403255,2290.4768599011322
2021-12-18 02:00:00,616.2746996986049,1498.5250998271688,328.61415697360786,698.641096306552,1642.2607697961553,1383.9395803148657,769.3903985654346,340.95080957469077,220.59099933403255,2258.0216762225996
2021-12-18 03:00:00,611.3067969933039,1498.5250998271688,325.96513834566844,698.641096306552,1642.2607697961553,1372.7833910564366,763.1882022975445,338.20234294107917,220.59099933403255,2239.819351838002
2021-12-18 04:00:00,608.9154383062805,1498.5250998271688,324.6900019181272,698.641096306552,1642.2607697961553,1367.4132274924934,760.2027018150135,336.87933604054786,220.59099933403255,2231.0574478468716
2021-12-18 05:00:00,612.9538412131823,1498.5250998271688,326.8433863868071,698.641096306552,1642.2607697961553,1376.4820820582468,765.2444606664292,339.1135616888997,220.59099933403255,2245.854098278188
2021-12-18 06:00:00,618.8537944870485,1498.5250998271688,329.98939931289897,698.641096306552,1642.2607697961553,1389.731334155899,772.6102788691193,342.377680508253,220.59099933403255,2267.471442601435
2021-12-18 07:00:00,625.1325901191301,1498.5250998271688,333.3374211194978,705.7294016590596,1642.2607697961553,1403.8313350097317,780.4490641968972,345.8513919148047,220.59099933403255,2290.4768599011322
2021-12-18 08:00:00,614.2268502292014,1498.5250998271688,327.5221888507465,693.4176114743534,1642.2607697961553,1379.3408195080046,766.8337534196305,339.8178473829576,216.74268283474726,2250.518385086658
