reference_coin,trading_coin,trading_type,sharpe_ratio,total_cumulative_return,num_trades
GMT,CTXC,both,2.322350,7.219359,250
GMX,CTXC,both,2.217954,1.069093,76
HFT,CTXC,both,2.492131,0.741278,44
HOOK,CTXC,both,4.815031,1.328410,20
OSMO,CTXC,both,2.557429,0.971823,41
PHB,CTXC,both,3.650691,1.219890,42
FUN,CVC,both,2.141058,3.808815,305
HFT,CVX,both,2.946133,0.224564,33
HOOK,CVX,both,3.764640,0.166103,18
TUSD,CVX,both,3.934370,37.571989,274
USDC,CVX,both,3.562443,19.616580,275
USDP,CVX,both,3.419223,22.177858,280
FUN,DASH,both,2.021563,2.625855,328
HFT,DASH,both,2.911270,0.232349,41
KAVA,DASH,both,2.109166,2.519977,297
THETA,DASH,both,2.016345,1.985980,214
HOOK,DATA,both,3.252272,0.124931,20
GMX,DEGO,both,3.613887,1.346101,71
OSMO,DEGO,both,2.095871,0.352358,45
PHB,DEGO,both,3.112191,0.317517,28
GMT,DENT,both,2.741602,3.346850,202
POLYX,DENT,both,2.443747,0.399269,67
OSMO,DF,both,2.257644,0.214851,41
CHZ,DGB,both,2.342367,2.875163,252
GMT,DOGE,both,2.832653,4.128747,208
HOOK,DOGE,both,2.767535,0.104066,18
KNC,DOGE,both,2.019406,2.789693,263
POLYX,DOGE,both,2.445935,0.686959,60
FUN,DOT,both,2.315719,3.646496,293
HOOK,DOT,both,3.269308,0.098163,22
TRX,DOT,both,2.122003,2.539868,286
GMT,DUSK,both,2.021344,2.042115,248
ADA,DYDX,both,2.529438,6.233802,236
API3,DYDX,both,2.163988,5.215565,257
AXS,DYDX,both,2.133667,4.603117,252
IMX,DYDX,both,2.415264,7.052643,246
NEAR,DYDX,both,2.086922,9.118115,249
PHB,DYDX,both,2.026302,0.141043,28
STRAX,DYDX,both,2.183350,5.406902,327
XEC,DYDX,both,2.002302,4.022743,261
FUN,EGLD,both,2.284515,4.205871,320
GMX,EGLD,both,3.904251,0.447067,73
HIVE,EGLD,both,2.382208,3.865342,310
HOOK,EGLD,both,3.256074,0.085966,20
LOKA,EGLD,both,2.045865,2.448069,284
NEXO,EGLD,both,2.128124,1.378808,215
ONG,EGLD,both,2.592739,4.513399,312
PSG,EGLD,both,2.054081,3.009389,302
TUSD,EGLD,both,2.297653,3.287548,299
HFT,ENJ,both,2.030452,0.138895,39
HOOK,ENJ,both,2.718742,0.103214,23
NEXO,ENS,both,2.558256,2.691001,217
HOOK,EOS,both,3.366688,0.102133,19
GMX,ETC,both,2.131876,0.298859,75
HFT,ETC,both,4.283772,0.351363,32
HIVE,ETC,both,2.204003,5.458886,271
HOOK,ETC,both,3.102740,0.137393,22
REQ,ETC,both,2.085184,5.472360,286
TRX,ETC,both,2.257931,6.793692,280
1INCH,ETH,both,2.025992,2.135482,243
APE,ETH,both,2.436582,1.775414,189
CHZ,ETH,both,2.434167,3.154702,236
FUN,ETH,both,2.642779,3.440174,254
GMX,ETH,both,3.268593,0.808759,67
HFT,ETH,both,3.593392,0.180898,34
HIVE,ETH,both,2.838335,4.701518,280
HOOK,ETH,both,5.313698,0.157719,17
OSMO,ETH,both,2.403269,0.232104,34
PHB,ETH,both,2.796698,0.130721,28
POLYX,ETH,both,2.867611,0.476811,57
REQ,ETH,both,2.121086,2.309308,279
SUSHI,ETH,both,2.160970,2.502209,241
APT,FIDA,both,2.981996,2.111164,54
GMX,FIDA,both,2.532964,2.421335,69
HFT,FIDA,both,2.451069,1.115539,37
OSMO,FIDA,both,2.947339,2.447177,32
POLYX,FIDA,both,3.086841,2.244702,57
TUSD,FIDA,both,2.114524,4.181369,299
USDP,FIDA,both,2.466935,6.924413,314
HOOK,FIL,both,2.391544,0.188583,21
GMX,FIO,both,2.291497,0.453966,65
1INCH,FLM,both,3.127442,17.694546,257
ACH,FLM,both,2.732763,9.386958,314
ADA,FLM,both,2.137674,5.275974,230
APE,FLM,both,2.844500,5.859556,234
ASR,FLM,both,2.360211,11.932816,340
ATOM,FLM,both,2.463692,7.513726,265
AXS,FLM,both,2.533943,10.059470,244
BAL,FLM,both,2.204517,5.615004,246
BAND,FLM,both,2.244196,6.256759,247
BCH,FLM,both,2.174077,4.873530,267
CAKE,FLM,both,2.601672,10.526125,287
CELO,FLM,both,2.342937,10.263324,263
CHZ,FLM,both,2.457228,9.066204,249
COMP,FLM,both,2.663449,8.737657,259
CTK,FLM,both,2.226729,11.072517,278
CTXC,FLM,both,2.067321,4.345157,295
DENT,FLM,both,2.238965,5.223353,233
DEXE,FLM,both,3.063932,14.924263,309
DIA,FLM,both,2.019871,4.374895,314
DOGE,FLM,both,2.079541,4.812003,241
EGLD,FLM,both,2.029470,4.911678,265
ENJ,FLM,both,2.360300,5.823824,211
ENS,FLM,both,2.360262,6.583678,276
EOS,FLM,both,2.509967,7.546347,231
ETC,FLM,both,2.998790,13.348377,236
ETH,FLM,both,2.277709,5.853805,249
FET,FLM,both,2.042251,4.574468,281
FTT,FLM,both,2.120847,7.370115,230
FUN,FLM,both,2.525647,9.068713,328
HARD,FLM,both,2.343167,6.529937,310
HBAR,FLM,both,2.350158,6.398033,240
HIGH,FLM,both,2.165470,5.520601,304
HOT,FLM,both,2.147451,5.728469,227
IDEX,FLM,both,2.093882,4.539753,292
ILV,FLM,both,2.577268,8.716877,251
INJ,FLM,both,2.320896,7.810588,301
IOTX,FLM,both,2.359128,6.715732,248
JST,FLM,both,2.582426,8.871917,291
KDA,FLM,both,2.294142,4.130576,234
LPT,FLM,both,2.153156,5.758791,267
LRC,FLM,both,2.787998,11.703435,240
LTC,FLM,both,2.584338,9.569401,264
MDT,FLM,both,2.257090,6.725797,323
MINA,FLM,both,2.114003,6.251109,266
MLN,FLM,both,2.384066,7.978192,317
NEO,FLM,both,2.693914,16.165046,187
NEXO,FLM,both,2.993449,7.393877,218
ONG,FLM,both,2.127863,4.753538,315
ONT,FLM,both,2.143229,5.151718,221
OXT,FLM,both,2.760341,10.552940,361
PEOPLE,FLM,both,2.115860,8.815317,277
PHA,FLM,both,2.414947,6.456747,342
QTUM,FLM,both,2.135570,4.673415,213
RAD,FLM,both,2.488385,9.750298,342
REI,FLM,both,2.167297,2.278591,203
REQ,FLM,both,2.921942,13.857506,303
RIF,FLM,both,2.381622,6.920108,326
RVN,FLM,both,2.141161,5.282558,225
SAND,FLM,both,2.135821,4.420864,238
SUN,FLM,both,2.177883,5.256260,321
T,FLM,both,2.681413,6.569780,253
TFUEL,FLM,both,2.176692,5.531059,298
THETA,FLM,both,2.211494,6.488920,219
TKO,FLM,both,2.163056,5.458414,337
TROY,FLM,both,2.160821,4.994507,309
TRU,FLM,both,2.488880,8.546188,307
TUSD,FLM,both,2.798535,7.792620,299
UMA,FLM,both,2.372556,7.902521,301
USDC,FLM,both,3.117279,10.849364,289
USDP,FLM,both,2.713181,6.537990,312
UTK,FLM,both,3.067616,18.084616,303
WIN,FLM,both,2.515588,9.237117,290
XEC,FLM,both,2.332666,5.642446,229
XLM,FLM,both,2.672997,11.057650,251
XTZ,FLM,both,2.685481,11.337729,241
YFI,FLM,both,2.001398,4.762940,288
HOOK,FLOW,both,3.687086,0.160153,23
PHB,FLOW,both,2.328683,0.137761,30
APT,FTT,both,4.583474,3.311913,20
GMX,FTT,both,3.708414,5.764849,37
LUNC,FTT,both,2.318050,2.878236,60
STG,FTT,both,2.064979,2.639778,69
TUSD,FTT,both,2.299114,1.812836,304
USDP,FTT,both,2.787504,2.867197,302
ACH,FXS,both,4.129357,75.646943,329
ACM,FXS,both,3.460370,31.689087,345
AGLD,FXS,both,3.095888,20.889640,331
ALPINE,FXS,both,3.322112,16.788915,280
APE,FXS,both,2.771472,7.179287,266
API3,FXS,both,2.234053,5.622540,323
APT,FXS,both,2.874695,0.432998,59
ARDR,FXS,both,2.357612,7.806850,346
ASTR,FXS,both,2.983238,8.166982,273
ATM,FXS,both,2.654131,12.677441,366
AXS,FXS,both,2.448970,9.014465,342
BICO,FXS,both,2.299983,6.136113,342
BNT,FXS,both,2.015615,4.965351,352
BTTC,FXS,both,3.396246,19.834388,305
CITY,FXS,both,2.554731,8.689195,360
COS,FXS,both,2.590074,10.350268,346
CTK,FXS,both,2.521588,11.966643,349
DATA,FXS,both,2.232572,6.018089,345
DCR,FXS,both,2.871668,14.925628,346
DF,FXS,both,2.742195,12.381704,345
DGB,FXS,both,2.251779,6.554079,349
DIA,FXS,both,2.334428,7.871667,349
DOGE,FXS,both,2.228922,7.220982,336
DYDX,FXS,both,2.008507,4.506204,341
ENS,FXS,both,3.142771,20.499860,341
EOS,FXS,both,2.123726,5.310673,340
ETC,FXS,both,2.284087,7.343791,332
EUR,FXS,both,3.972047,99.917274,400
FARM,FXS,both,2.279330,6.325253,349
FLUX,FXS,both,3.026010,16.951875,340
FORTH,FXS,both,2.697012,12.781693,362
FUN,FXS,both,3.205028,23.108285,351
GHST,FXS,both,4.223504,101.601648,348
GMT,FXS,both,2.993951,8.915257,268
GMX,FXS,both,3.850147,1.013881,72
GNO,FXS,both,2.164682,6.184415,336
HFT,FXS,both,3.114787,0.287548,44
HIGH,FXS,both,2.066916,5.356931,361
HOOK,FXS,both,2.071621,0.069779,25
HOT,FXS,both,2.557102,11.041841,334
IMX,FXS,both,2.454257,8.760854,331
IOTX,FXS,both,2.005778,4.834459,359
JASMY,FXS,both,2.795681,13.367476,334
KAVA,FXS,both,3.183541,28.591961,354
KDA,FXS,both,3.275900,10.418038,264
KMD,FXS,both,3.058285,19.514275,352
KNC,FXS,both,3.142720,23.885606,359
LAZIO,FXS,both,3.867166,50.187435,354
LDO,FXS,both,2.211346,1.510423,209
LOKA,FXS,both,3.566036,27.378602,306
LRC,FXS,both,2.040861,4.819170,343
LSK,FXS,both,2.296896,7.167516,360
LUNA,FXS,both,2.782823,14.311946,315
LUNC,FXS,both,3.741718,1.410161,102
MAGIC,FXS,both,3.014055,0.047826,10
MDT,FXS,both,3.108356,28.544724,349
MINA,FXS,both,3.175874,22.708191,339
MLN,FXS,both,2.228091,6.692150,360
NEXO,FXS,both,4.248013,10.067778,223
NKN,FXS,both,2.694792,10.334162,347
NULS,FXS,both,3.318207,20.660167,330
OG,FXS,both,2.860255,17.130996,370
OGN,FXS,both,2.312191,7.453641,351
OM,FXS,both,2.113253,5.298472,362
ONG,FXS,both,2.551980,9.752852,339
OSMO,FXS,both,4.578216,0.711987,38
OXT,FXS,both,2.800813,10.951559,378
PAXG,FXS,both,3.872553,80.839058,354
PEOPLE,FXS,both,2.635201,10.802309,341
PHB,FXS,both,3.925397,0.302879,28
POLYX,FXS,both,3.655822,0.598613,63
PORTO,FXS,both,4.028016,46.737066,341
PSG,FXS,both,3.255782,22.732013,341
RAD,FXS,both,2.951398,16.489859,366
RARE,FXS,both,2.693898,11.668266,360
REI,FXS,both,4.811707,11.339775,202
REQ,FXS,both,3.685515,44.095320,327
RIF,FXS,both,2.109274,5.691046,370
SANTOS,FXS,both,3.418331,33.115060,330
SHIB,FXS,both,2.382717,8.501110,332
SKL,FXS,both,2.264478,5.860508,338
SLP,FXS,both,2.475041,9.983056,321
SPELL,FXS,both,2.487971,9.376761,336
STEEM,FXS,both,4.111902,8.789359,220
STG,FXS,both,2.898719,0.992698,125
STORJ,FXS,both,2.240042,6.600336,355
STRAX,FXS,both,2.314398,7.245310,369
STX,FXS,both,2.219525,6.308526,352
SUPER,FXS,both,2.154511,5.899411,344
SYS,FXS,both,2.927884,17.313074,348
T,FXS,both,2.231584,4.156590,271
TFUEL,FXS,both,2.680119,12.581946,336
THETA,FXS,both,2.301349,7.086985,345
TRU,FXS,both,2.882930,16.360513,354
TUSD,FXS,both,5.768849,480.283555,243
TWT,FXS,both,2.237193,6.149057,354
UMA,FXS,both,2.837069,12.268322,355
UNI,FXS,both,2.036151,4.896425,361
USDC,FXS,both,5.466114,416.313787,246
USDP,FXS,both,5.532419,581.305813,265
UTK,FXS,both,2.420718,7.929028,338
VOXEL,FXS,both,2.356702,7.338186,361
VTHO,FXS,both,2.862593,15.512307,350
WIN,FXS,both,2.545753,10.794495,343
WOO,FXS,both,2.532534,7.839943,308
XEC,FXS,both,2.865667,12.483358,327
XNO,FXS,both,2.870063,10.756688,321
XRP,FXS,both,2.243900,7.563729,343
XTZ,FXS,both,2.054128,4.692084,353
XVG,FXS,both,2.652925,9.776115,340
YFI,FXS,both,2.215607,7.196332,355
ZRX,FXS,both,2.357228,7.871338,346
1INCH,GALA,both,2.260075,8.028649,228
APE,GALA,both,2.896290,6.111078,185
API3,GALA,both,2.361533,5.687563,226
EOS,GALA,both,2.261482,5.966571,213
ETC,GALA,both,2.352370,7.018781,204
GMT,GALA,both,2.227163,1.904005,180
HIVE,GALA,both,2.547540,8.748521,267
HOOK,GALA,both,2.245829,0.102244,21
IOTX,GALA,both,2.830253,6.624738,211
KNC,GALA,both,2.048308,5.403281,265
ONT,GALA,both,2.180525,6.680971,206
REQ,GALA,both,2.238238,6.295718,293
STEEM,GALA,both,2.107797,1.718909,184
SUSHI,GALA,both,2.113762,4.749039,210
TRU,GALA,both,2.019790,3.605180,295
UNI,GALA,both,2.235694,6.275963,231
WAXP,GALA,both,2.187389,4.566931,237
HOOK,GLMR,both,4.350147,0.145015,14
TUSD,GLMR,both,2.272034,4.495202,263
USDP,GLMR,both,2.251893,4.965108,284
BAL,GMT,both,2.026743,4.242245,220
HFT,GMT,both,3.564175,0.393163,37
HOOK,GMT,both,2.866645,0.216954,20
ASTR,GMX,both,2.998591,0.542852,71
BIFI,GMX,both,2.074492,0.337425,70
COS,GMX,both,2.340071,0.459994,78
CTK,GMX,both,2.929376,0.704001,75
HARD,GMX,both,2.402796,0.483505,72
HOOK,GMX,both,3.008992,0.099341,16
MBOX,GMX,both,2.149103,0.383472,70
NULS,GMX,both,2.063415,0.370417,71
SUN,GMX,both,2.297536,0.394650,79
WIN,GMX,both,3.643465,0.784916,74
ASR,GNO,both,2.802434,5.859527,320
BTTC,GNO,both,2.111233,2.388228,262
FUN,GNO,both,2.169792,2.987273,278
GHST,GNO,both,2.049679,3.271549,312
GMX,GNO,both,3.153918,0.697984,60
HOOK,GNO,both,4.265977,0.108004,12
IDEX,GNO,both,2.017681,2.874934,291
PAXG,GNO,both,2.023565,3.132411,355
POLYX,GNO,both,3.361205,0.538018,49
TUSD,GNO,both,3.728585,9.158198,274
USDC,GNO,both,3.799876,11.287990,286
USDP,GNO,both,4.009267,13.481991,278
APE,GRT,both,2.727759,3.061399,202
FUN,GRT,both,2.298907,5.661683,313
GMX,GRT,both,2.494593,0.493285,73
STG,GRT,both,2.540420,0.561587,107
XRP,GRT,both,2.046095,3.166349,287
GMT,GTC,both,2.281572,3.798027,213
HOOK,HARD,both,2.892213,0.081731,21
GMX,HBAR,both,3.017749,0.378968,68
HOOK,HBAR,both,2.452390,0.060762,18
MAGIC,HBAR,both,3.581900,0.051290,8
OSMO,HBAR,both,4.436033,0.438702,38
PHB,HBAR,both,2.575576,0.135149,28
STG,HBAR,both,2.025889,0.320682,112
HFT,HIVE,both,3.811725,0.314442,39
HOOK,HIVE,both,3.268598,0.175242,24
PHB,HIVE,both,3.688706,0.211172,29
ACA,HOOK,both,4.509286,0.348329,19
APE,HOOK,both,2.792696,0.245319,16
BAL,HOOK,both,3.096321,0.236517,22
BICO,HOOK,both,4.220159,0.330552,18
BIFI,HOOK,both,2.044127,0.132092,20
BTC,HOOK,both,2.675052,0.147824,19
CAKE,HOOK,both,4.372694,0.275176,20
CHESS,HOOK,both,2.235829,0.131679,18
CKB,HOOK,both,4.935610,0.462475,18
CTXC,HOOK,both,2.747139,0.183455,20
CVX,HOOK,both,3.106972,0.229632,18
DASH,HOOK,both,2.793700,0.212176,20
DEGO,HOOK,both,2.810389,0.162877,15
FET,HOOK,both,3.591783,0.314030,23
FORTH,HOOK,both,2.161540,0.128223,15
GHST,HOOK,both,3.674647,0.298499,16
GLMR,HOOK,both,2.751508,0.172958,14
GMX,HOOK,both,2.139672,0.187015,16
GNO,HOOK,both,3.937396,0.431716,12
HBAR,HOOK,both,4.349578,0.301144,18
HIGH,HOOK,both,2.006916,0.118238,25
ILV,HOOK,both,3.948781,0.291067,16
KAVA,HOOK,both,3.633654,0.329490,23
KDA,HOOK,both,2.685001,0.178491,22
KSM,HOOK,both,2.592774,0.165316,21
LDO,HOOK,both,4.592273,0.398810,20
LUNA,HOOK,both,3.441127,0.257481,17
MINA,HOOK,both,8.508643,0.752695,22
MTL,HOOK,both,3.916963,0.299661,22
OP,HOOK,both,3.155319,0.176747,17
OSMO,HOOK,both,4.454617,0.669635,13
PAXG,HOOK,both,3.815662,0.324466,26
POWR,HOOK,both,2.237152,0.148187,24
QNT,HOOK,both,6.926218,0.507337,21
RARE,HOOK,both,2.020918,0.127635,23
RAY,HOOK,both,3.781739,0.332299,18
REQ,HOOK,both,2.454064,0.150888,27
RLC,HOOK,both,3.921366,0.314387,24
ROSE,HOOK,both,3.487167,0.224064,21
SNX,HOOK,both,3.318691,0.265058,25
SYS,HOOK,both,2.548391,0.152613,21
TKO,HOOK,both,3.232211,0.295914,16
TRX,HOOK,both,2.199744,0.145013,25
VOXEL,HOOK,both,3.793616,0.234247,19
WIN,HOOK,both,4.910212,0.289414,19
XNO,HOOK,both,2.558542,0.196173,21
XVG,HOOK,both,5.275224,0.448340,21
XVS,HOOK,both,3.998294,0.407937,23
POLYX,ICX,both,2.408962,0.423285,63
HOOK,IDEX,both,2.336422,0.052763,20
ASR,ILV,both,2.331606,5.482858,312
CHZ,ILV,both,2.081120,2.806929,253
FUN,ILV,both,2.413774,3.895278,270
GMX,ILV,both,2.862372,0.545965,70
HIVE,ILV,both,2.473259,3.727019,276
HOOK,ILV,both,4.131625,0.193381,16
OSMO,ILV,both,2.125533,0.180019,28
PHB,ILV,both,2.426329,0.144245,30
PORTO,ILV,both,2.345194,4.053235,319
REQ,ILV,both,2.145618,3.018232,266
STEEM,ILV,both,2.239841,2.028757,175
TUSD,ILV,both,2.577084,3.650719,292
USDP,ILV,both,2.634031,3.833665,306
FUN,IMX,both,2.250891,5.460884,301
GMX,IMX,both,3.631326,0.973975,77
HOOK,IMX,both,4.470400,0.162157,21
GMX,IOST,both,3.355973,0.482365,79
HOOK,IOST,both,4.543571,0.165035,24
STRAX,IOTA,both,2.050414,2.392466,313
STRAX,IOTX,both,2.068321,3.258494,308
HIVE,JOE,both,2.292516,8.430751,315
HOOK,JOE,both,2.286103,0.087186,19
KAVA,JOE,both,2.786785,18.032289,331
STRAX,JOE,both,2.209914,6.805322,352
SUN,JOE,both,2.468971,8.362228,328
T,JOE,both,2.170766,3.662484,246
TUSD,JOE,both,2.799096,8.918483,291
USDC,JOE,both,2.595412,7.197611,297
USDP,JOE,both,2.611221,7.561101,307
HOOK,JST,both,2.304619,0.062331,23
HIVE,KDA,both,2.129068,2.436744,238
CHZ,KNC,both,2.219986,6.016034,298
DIA,KNC,both,2.058819,4.609848,317
FUN,KNC,both,2.154158,5.610037,335
GMX,KNC,both,2.976918,1.084069,70
HFT,KNC,both,2.332321,0.157618,40
POLYX,KNC,both,3.134509,0.792169,55
STG,KNC,both,2.880278,1.280941,109
TRX,KNC,both,2.702685,12.394796,329
XTZ,KNC,both,2.031232,3.953856,296
1INCH,KSM,both,2.006608,2.613487,255
CHZ,KSM,both,2.022765,2.548572,275
DOGE,KSM,both,2.727679,5.799980,239
GMX,KSM,both,4.258326,1.209060,76
HFT,KSM,both,3.991428,0.331474,40
LRC,KSM,both,2.374231,3.266212,247
MAGIC,KSM,both,2.254862,0.033541,11
OSMO,KSM,both,3.529014,0.585726,43
POLYX,KSM,both,2.661047,0.336094,64
REQ,KSM,both,3.006573,6.741497,308
STG,KSM,both,2.287779,0.552403,129
STRAX,KSM,both,2.044742,2.621696,338
POLYX,LAZIO,both,3.429791,0.992117,56
GMX,LDO,both,4.810068,2.333621,76
HFT,LDO,both,2.004242,0.145603,41
HOOK,LDO,both,3.619175,0.159843,20
MAGIC,LDO,both,6.822056,0.368376,11
PHB,LDO,both,3.554542,0.177628,33
POLYX,LDO,both,2.465423,0.512407,64
STG,LDO,both,2.184591,0.927248,115
1INCH,LINK,both,2.234641,3.127845,249
APE,LINK,both,3.389970,4.601338,198
API3,LINK,both,2.206659,2.258472,246
APT,LINK,both,3.573491,0.418121,47
AXS,LINK,both,2.473103,4.522604,211
BNT,LINK,both,2.224264,1.967414,185
BTTC,LINK,both,2.040657,2.329061,314
CELO,LINK,both,2.010401,2.303659,234
COMP,LINK,both,2.004985,1.981220,250
DOGE,LINK,both,2.492786,3.432153,198
