Date,CELR,TRU,NEO,XTZ,QTUM,SKL,HIVE,NKN,KNC,BNT
2022-10-13 12:00:00,17557.797463354138,18815.042409722148,7369.90492107067,6222.170664247677,4356.904030993261,10515.799865534625,10276.279361769799,5218.940153354922,5377.961928035338,4608.560799814814
2022-10-13 13:00:00,17557.797463354138,18815.042409722148,7369.90492107067,6222.170664247677,4356.904030993261,10515.799865534625,10276.279361769799,5218.940153354922,5377.961928035338,4608.560799814814
2022-10-13 14:00:00,17294.716459017232,18533.123207491775,7259.476378279383,6128.939442568396,4356.904030993261,10515.799865534625,10122.302537456633,5218.940153354922,5459.769549956511,4539.507445811074
2022-10-13 15:00:00,17205.04845404501,18437.034428710227,7221.838133933151,6097.162698860977,4356.904030993261,10515.799865534625,10069.821383665543,5218.940153354922,5488.224374972571,4515.971438314969
2022-10-13 16:00:00,17138.40527087892,18365.619188831424,7193.864584027664,6073.545541860869,4356.904030993261,10515.799865534625,10030.816265329844,5218.940153354922,5509.565493734616,4498.478973092317
2022-10-13 17:00:00,16952.356171514337,18166.247843869656,7115.770268619957,6007.613055135688,4356.904030993261,10515.799865534625,9921.924901019114,5218.940153354922,5570.031996893744,4449.644910166027
2022-10-13 18:00:00,16963.188347981755,18166.247843869656,7120.317086682973,6011.451785522357,4356.904030993261,10515.799865534625,9921.924901019114,5218.940153354922,5566.4751437667355,4449.644910166027
2022-10-13 19:00:00,16957.770529921076,18166.247843869656,7118.042951554679,6009.5318073091585,4356.904030993261,10515.799865534625,9921.924901019114,5218.940153354922,5568.25357033024,4449.644910166027
2022-10-13 20:00:00,16839.447995300623,18166.247843869656,7068.3769366691085,5967.600408717086,4356.904030993261,10515.799865534625,9921.924901019114,5218.940153354922,5607.378954727324,4449.644910166027
2022-10-13 21:00:00,16909.165455153783,18091.347361164193,7068.3769366691085,5992.30703461305,4356.904030993261,10472.442619022746,9881.016235077708,5218.940153354922,5584.259409401773,4449.644910166027
2022-10-13 22:00:00,17033.936326333936,17958.83112253146,7068.3769366691085,6036.523608817767,4356.904030993261,10395.733644424807,9808.639364565992,5218.940153354922,5543.355598441186,4449.644910166027
2022-10-13 23:00:00,16963.188347981748,18033.73160523692,7068.3769366691085,6011.451785522357,4356.904030993261,10439.090890936684,9849.548030507396,5218.940153354922,5566.4751437667355,4449.644910166027
2022-10-14 00:00:00,16638.91555286207,18385.1877163933,7068.3769366691085,5896.535283198049,4356.904030993261,10642.53643226165,10041.504078386297,5218.940153354922,5674.959164140465,4449.644910166027
