time_entered,time_exited,log_return,trade_type,reference_coin,trading_coin,strategy_type
2024-03-05 07:00:00,2024-03-05 13:00:00,0.22375961103744516,long,IOTA,1000LUNC,both
2024-03-05 13:00:00,2024-03-05 13:00:00,0.0,long,IOTA,1000LUNC,both
2024-03-06 12:00:00,2024-03-07 13:00:00,0.0033972854417514547,long,IOTA,1000LUNC,both
2024-03-08 02:00:00,2024-03-09 03:00:00,-0.002926305448340182,short,IOTA,1000LUNC,both
2024-03-10 06:00:00,2024-03-13 02:00:00,-0.0523018862301537,long,IOTA,1000LUNC,both
2024-03-13 15:00:00,2024-03-14 09:00:00,0.017549585251902228,long,IOTA,1000LUNC,both
2024-03-17 00:00:00,2024-03-17 14:00:00,-0.037896942601575535,short,IOTA,1000LUNC,both
2024-03-21 00:00:00,2024-03-21 20:00:00,0.020425345983684888,long,IOTA,1000LUNC,both
2024-03-22 17:00:00,2024-03-23 17:00:00,-0.09759571899212051,short,IOTA,1000LUNC,both
2024-03-24 18:00:00,2024-03-24 20:00:00,0.010885134380199077,short,IOTA,1000LUNC,both
2024-03-25 06:00:00,2024-03-25 13:00:00,0.033309310023783706,short,IOTA,1000LUNC,both
2024-03-25 15:00:00,2024-03-26 13:00:00,0.02226727375645307,long,IOTA,1000LUNC,both
2024-03-26 22:00:00,2024-03-27 06:00:00,0.0044809634350360195,long,IOTA,1000LUNC,both
2024-03-28 08:00:00,2024-03-28 19:00:00,0.012240211776946616,long,IOTA,1000LUNC,both
2024-03-28 22:00:00,2024-03-29 11:00:00,0.034359828178614736,short,IOTA,1000LUNC,both
2024-03-29 21:00:00,2024-03-30 12:00:00,0.017699577099401075,long,IOTA,1000LUNC,both
2024-03-31 15:00:00,2024-04-01 23:00:00,0.061807446712193646,short,IOTA,1000LUNC,both
2024-04-08 11:00:00,2024-04-08 22:00:00,0.04282698435099406,long,IOTA,1000LUNC,both
2024-04-09 03:00:00,2024-04-10 20:00:00,0.0929620615999478,short,IOTA,1000LUNC,both
2024-04-11 05:00:00,2024-04-11 14:00:00,-0.016744864413819466,long,IOTA,1000LUNC,both
2024-04-12 00:00:00,2024-04-12 16:00:00,-0.040383393107458525,long,IOTA,1000LUNC,both
2024-04-12 18:00:00,2024-04-13 01:00:00,0.035850439830855216,long,IOTA,1000LUNC,both
2024-04-14 08:00:00,2024-04-16 04:00:00,0.04639358894464553,short,IOTA,1000LUNC,both
2024-04-20 17:00:00,2024-04-21 05:00:00,0.025984894183494853,short,IOTA,1000LUNC,both
2024-04-23 06:00:00,2024-04-23 17:00:00,0.007934450512720835,short,IOTA,1000LUNC,both
2024-04-23 20:00:00,2024-04-24 17:00:00,-0.04344352041014488,long,IOTA,1000LUNC,both
2024-04-25 20:00:00,2024-04-26 18:00:00,0.018590632961745474,short,IOTA,1000LUNC,both
2024-04-27 04:00:00,2024-04-27 15:00:00,0.0013338416611714356,long,IOTA,1000LUNC,both
2024-05-05 20:00:00,2024-05-06 09:00:00,-0.045080545111396454,short,IOTA,1000LUNC,both
2024-05-06 16:00:00,2024-05-07 22:00:00,-0.05310482345075424,long,IOTA,1000LUNC,both
2024-05-08 01:00:00,2024-05-08 16:00:00,-0.008852563642882299,short,IOTA,1000LUNC,both
2024-05-08 19:00:00,2024-05-09 10:00:00,-0.002774723112101416,long,IOTA,1000LUNC,both
2024-05-10 16:00:00,2024-05-12 10:00:00,-0.010240645962455363,short,IOTA,1000LUNC,both
2024-05-13 00:00:00,2024-05-13 14:00:00,0.001807200758180265,short,IOTA,1000LUNC,both
2024-05-15 12:00:00,2024-05-15 22:00:00,0.04279879737097536,long,IOTA,1000LUNC,both
2024-05-16 04:00:00,2024-05-16 09:00:00,0.01653826497425893,short,IOTA,1000LUNC,both
2024-05-17 10:00:00,2024-05-18 04:00:00,0.020006173360083434,long,IOTA,1000LUNC,both
2024-05-19 17:00:00,2024-05-20 04:00:00,-0.006373386615473474,short,IOTA,1000LUNC,both
2024-05-20 09:00:00,2024-05-21 14:00:00,0.06789958740233633,long,IOTA,1000LUNC,both
2024-05-22 02:00:00,2024-05-22 23:00:00,-0.03968914240836447,short,IOTA,1000LUNC,both
2024-05-23 04:00:00,2024-05-23 16:00:00,-0.037720507752337165,long,IOTA,1000LUNC,both
2024-05-24 11:00:00,2024-05-24 17:00:00,0.022033585034540528,long,IOTA,1000LUNC,both
2024-05-29 03:00:00,2024-05-29 19:00:00,0.033154110750027596,short,IOTA,1000LUNC,both
2024-05-30 15:00:00,2024-05-31 12:00:00,0.033096487447630045,short,IOTA,1000LUNC,both
2024-05-31 20:00:00,2024-06-01 16:00:00,0.0047740783333576455,long,IOTA,1000LUNC,both
2024-06-01 18:00:00,2024-06-02 03:00:00,0.018909774474173066,short,IOTA,1000LUNC,both
2024-06-03 16:00:00,2024-06-04 03:00:00,0.014625642012538107,short,IOTA,1000LUNC,both
2024-06-04 11:00:00,2024-06-05 07:00:00,0.03250265058394554,long,IOTA,1000LUNC,both
2024-06-05 17:00:00,2024-06-06 04:00:00,0.0017548995436782516,long,IOTA,1000LUNC,both
2024-06-06 20:00:00,2024-06-06 22:00:00,-0.00032924520834108547,short,IOTA,1000LUNC,both
2024-06-07 02:00:00,2024-06-07 18:00:00,-0.13071611442955616,long,IOTA,1000LUNC,both
2024-06-08 00:00:00,2024-06-09 09:00:00,0.031884468827204374,short,IOTA,1000LUNC,both
2024-06-09 14:00:00,2024-06-10 09:00:00,0.011408554847388959,short,IOTA,1000LUNC,both
2024-06-12 13:00:00,2024-06-12 22:00:00,0.016859652995251172,long,IOTA,1000LUNC,both
2024-06-13 01:00:00,2024-06-13 11:00:00,0.0502173408557524,short,IOTA,1000LUNC,both
2024-06-13 15:00:00,2024-06-13 23:00:00,0.016033021512197845,long,IOTA,1000LUNC,both
2024-06-16 01:00:00,2024-06-17 10:00:00,0.005457460901549864,short,IOTA,1000LUNC,both
2024-06-17 14:00:00,2024-06-18 02:00:00,-0.09345575182736561,long,IOTA,1000LUNC,both
2024-06-18 03:00:00,2024-06-18 21:00:00,-0.024105619836518776,short,IOTA,1000LUNC,both
2024-06-19 03:00:00,2024-06-20 21:00:00,-0.013845955729576025,long,IOTA,1000LUNC,both
2024-06-22 03:00:00,2024-06-23 16:00:00,-0.14515628698624594,long,IOTA,1000LUNC,both
2024-06-24 05:00:00,2024-06-24 23:00:00,-0.10627402543932428,short,IOTA,1000LUNC,both
2024-06-25 04:00:00,2024-06-26 00:00:00,0.0019719010579892383,long,IOTA,1000LUNC,both
2024-06-26 02:00:00,2024-06-27 12:00:00,0.004948413935574181,short,IOTA,1000LUNC,both
2024-06-27 17:00:00,2024-06-28 07:00:00,0.002656685537933185,long,IOTA,1000LUNC,both
2024-06-28 14:00:00,2024-06-30 00:00:00,0.028679737336767038,short,IOTA,1000LUNC,both
2024-07-05 22:00:00,2024-07-06 13:00:00,0.03403198667659367,long,IOTA,1000LUNC,both
2024-07-07 16:00:00,2024-07-08 05:00:00,0.04077476790332516,short,IOTA,1000LUNC,both
2024-07-08 08:00:00,2024-07-08 21:00:00,-0.020504776493657055,long,IOTA,1000LUNC,both
2024-07-13 19:00:00,2024-07-14 07:00:00,-0.007593256822821012,short,IOTA,1000LUNC,both
2024-07-14 21:00:00,2024-07-15 01:00:00,0.01657313372487042,long,IOTA,1000LUNC,both
2024-07-15 15:00:00,2024-07-15 22:00:00,-0.02366307593001659,short,IOTA,1000LUNC,both
2024-07-16 16:00:00,2024-07-17 13:00:00,-0.06814058770235795,short,IOTA,1000LUNC,both
2024-07-17 13:00:00,2024-07-17 13:00:00,0.0,short,IOTA,1000LUNC,both
2024-07-19 10:00:00,2024-07-19 13:00:00,0.003276283786994338,short,IOTA,1000LUNC,both
2024-07-20 07:00:00,2024-07-20 09:00:00,0.01990169540989613,short,IOTA,1000LUNC,both
2024-07-21 01:00:00,2024-07-21 17:00:00,-0.019677139793579695,long,IOTA,1000LUNC,both
2024-07-22 07:00:00,2024-07-22 20:00:00,-0.016298641662047107,short,IOTA,1000LUNC,both
2024-07-23 08:00:00,2024-07-23 18:00:00,-0.024162564192943832,long,IOTA,1000LUNC,both
2024-07-24 05:00:00,2024-07-24 11:00:00,-0.009122991849801924,short,IOTA,1000LUNC,both
2024-07-25 00:00:00,2024-07-25 20:00:00,0.05378425113489796,short,IOTA,1000LUNC,both
2024-07-28 15:00:00,2024-07-28 18:00:00,0.009386393396264027,short,IOTA,1000LUNC,both
2024-07-29 16:00:00,2024-07-30 18:00:00,0.025838699464609472,short,IOTA,1000LUNC,both
2024-08-01 04:00:00,2024-08-02 22:00:00,0.04570309599991667,short,IOTA,1000LUNC,both
2024-08-05 01:00:00,2024-08-05 17:00:00,-0.07153299524045387,short,IOTA,1000LUNC,both
2024-08-08 03:00:00,2024-08-08 22:00:00,0.06575137756278043,long,IOTA,1000LUNC,both
2024-08-10 16:00:00,2024-08-11 14:00:00,-0.06395345697277745,short,IOTA,1000LUNC,both
2024-08-11 15:00:00,2024-08-12 05:00:00,0.005056261562284774,long,IOTA,1000LUNC,both
2024-08-12 12:00:00,2024-08-13 00:00:00,0.0071920062700549185,long,IOTA,1000LUNC,both
2024-08-14 15:00:00,2024-08-14 16:00:00,0.006045423261031136,long,IOTA,1000LUNC,both
2024-08-14 19:00:00,2024-08-15 05:00:00,0.05069458256570905,short,IOTA,1000LUNC,both
2024-08-15 13:00:00,2024-08-15 18:00:00,-0.034613605188894954,long,IOTA,1000LUNC,both
2024-08-15 23:00:00,2024-08-17 06:00:00,-0.007562951683125341,short,IOTA,1000LUNC,both
2024-08-20 16:00:00,2024-08-21 09:00:00,-0.010028916952076226,short,IOTA,1000LUNC,both
2024-08-21 18:00:00,2024-08-21 19:00:00,0.005459306224626725,short,IOTA,1000LUNC,both
2024-08-23 19:00:00,2024-08-24 10:00:00,0.0017595957470839907,short,IOTA,1000LUNC,both
2024-08-25 05:00:00,2024-08-25 18:00:00,0.028774223236130412,short,IOTA,1000LUNC,both
2024-08-25 20:00:00,2024-08-26 07:00:00,0.048118503211313356,short,IOTA,1000LUNC,both
2024-08-26 17:00:00,2024-08-27 06:00:00,-0.0012869261793698743,long,IOTA,1000LUNC,both
2024-08-27 18:00:00,2024-08-29 06:00:00,0.03239436821951432,short,IOTA,1000LUNC,both
2024-08-29 15:00:00,2024-08-29 20:00:00,-0.02969922507972086,long,IOTA,1000LUNC,both
2024-09-01 18:00:00,2024-09-03 10:00:00,0.019050663621909835,long,IOTA,1000LUNC,both
2024-09-03 16:00:00,2024-09-04 14:00:00,-0.00840782672374611,short,IOTA,1000LUNC,both
2024-09-10 04:00:00,2024-09-10 10:00:00,0.008130619391645097,short,IOTA,1000LUNC,both
2024-09-10 13:00:00,2024-09-11 02:00:00,0.016644100924479415,short,IOTA,1000LUNC,both
2024-09-11 09:00:00,2024-09-11 11:00:00,0.01839104662729603,short,IOTA,1000LUNC,both
2024-09-12 20:00:00,2024-09-13 04:00:00,0.027648263956384218,long,IOTA,1000LUNC,both
2024-09-13 04:00:00,2024-09-13 04:00:00,0.0,long,IOTA,1000LUNC,both
2024-09-14 07:00:00,2024-09-15 04:00:00,-0.018198126086009223,short,IOTA,1000LUNC,both
2024-09-15 15:00:00,2024-09-16 00:00:00,-0.04006003055777075,long,IOTA,1000LUNC,both
2024-09-19 06:00:00,2024-09-19 20:00:00,0.03810207300948904,long,IOTA,1000LUNC,both
2024-09-19 23:00:00,2024-09-22 05:00:00,-0.01937021295281432,long,IOTA,1000LUNC,both
2024-09-22 21:00:00,2024-09-23 03:00:00,-0.030804600179101495,short,IOTA,1000LUNC,both
2024-09-24 02:00:00,2024-09-24 08:00:00,-0.01119023216788408,short,IOTA,1000LUNC,both
2024-09-24 14:00:00,2024-09-24 17:00:00,-0.002196913643041856,short,IOTA,1000LUNC,both
2024-09-25 12:00:00,2024-09-25 14:00:00,0.0006752194719739358,short,IOTA,1000LUNC,both
2024-09-26 17:00:00,2024-09-27 02:00:00,0.008027693908217335,short,IOTA,1000LUNC,both
2024-09-27 13:00:00,2024-09-29 00:00:00,0.047702765741944604,short,IOTA,1000LUNC,both
2024-09-29 07:00:00,2024-09-30 05:00:00,-0.06969159358947992,short,IOTA,1000LUNC,both
2024-09-30 07:00:00,2024-09-30 14:00:00,-0.020930633412570766,long,IOTA,1000LUNC,both
2024-10-01 02:00:00,2024-10-03 01:00:00,0.08440078812483497,short,IOTA,1000LUNC,both
2024-10-03 19:00:00,2024-10-04 04:00:00,0.01926703530019306,long,IOTA,1000LUNC,both
2024-10-04 07:00:00,2024-10-04 11:00:00,0.025145500183723076,short,IOTA,1000LUNC,both
2024-10-05 05:00:00,2024-10-05 11:00:00,0.0011380449617945545,long,IOTA,1000LUNC,both
2024-10-05 15:00:00,2024-10-06 11:00:00,0.011128536838857232,short,IOTA,1000LUNC,both
2024-10-06 14:00:00,2024-10-07 11:00:00,0.0,long,IOTA,1000LUNC,both
2024-10-07 16:00:00,2024-10-07 19:00:00,0.012466768765130067,long,IOTA,1000LUNC,both
2024-10-08 00:00:00,2024-10-08 10:00:00,0.03384398612289223,short,IOTA,1000LUNC,both
2024-10-10 23:00:00,2024-10-11 07:00:00,-0.0022396425935049093,short,IOTA,1000LUNC,both
2024-10-13 05:00:00,2024-10-14 02:00:00,-0.02541548190858989,long,IOTA,1000LUNC,both
2024-10-14 17:00:00,2024-10-14 20:00:00,0.015904474681211738,short,IOTA,1000LUNC,both
2024-10-15 09:00:00,2024-10-15 14:00:00,-0.01592549944991242,long,IOTA,1000LUNC,both
2024-10-15 15:00:00,2024-10-18 10:00:00,-0.008252528156078026,short,IOTA,1000LUNC,both
2024-10-19 06:00:00,2024-10-19 09:00:00,0.007022963135137708,long,IOTA,1000LUNC,both
2024-10-20 02:00:00,2024-10-20 14:00:00,0.03940533897522976,long,IOTA,1000LUNC,both
2024-10-21 01:00:00,2024-10-21 04:00:00,0.011548460254463265,short,IOTA,1000LUNC,both
2024-10-21 06:00:00,2024-10-21 10:00:00,0.019188620625866362,short,IOTA,1000LUNC,both
2024-10-21 16:00:00,2024-10-22 19:00:00,0.011352804807980895,short,IOTA,1000LUNC,both
2024-10-25 04:00:00,2024-10-26 13:00:00,0.06269603166038897,short,IOTA,1000LUNC,both
2024-10-27 11:00:00,2024-10-27 21:00:00,-0.003958223969499534,short,IOTA,1000LUNC,both
2024-10-29 03:00:00,2024-10-30 05:00:00,0.030565894324988133,long,IOTA,1000LUNC,both
2024-10-30 08:00:00,2024-10-30 21:00:00,0.0018276627137733662,long,IOTA,1000LUNC,both
2024-10-30 23:00:00,2024-10-31 19:00:00,0.033142693429002563,short,IOTA,1000LUNC,both
2024-11-01 05:00:00,2024-11-01 17:00:00,0.0012222902794037185,long,IOTA,1000LUNC,both
2024-11-04 09:00:00,2024-11-05 03:00:00,0.005011345650580029,short,IOTA,1000LUNC,both
2024-11-06 05:00:00,2024-11-07 11:00:00,0.01841913551836688,long,IOTA,1000LUNC,both
2024-11-07 17:00:00,2024-11-09 02:00:00,-0.007746972250173614,long,IOTA,1000LUNC,both
2024-11-09 12:00:00,2024-11-09 13:00:00,0.01794432780521508,short,IOTA,1000LUNC,both
2024-11-10 03:00:00,2024-11-10 13:00:00,0.11168271755547812,long,IOTA,1000LUNC,both
2024-11-10 13:00:00,2024-11-10 13:00:00,0.0,long,IOTA,1000LUNC,both
2024-11-11 04:00:00,2024-11-12 15:00:00,-0.03042543319826163,long,IOTA,1000LUNC,both
2024-11-14 08:00:00,2024-11-14 15:00:00,-0.048062107827736025,long,IOTA,1000LUNC,both
2024-11-15 13:00:00,2024-11-16 10:00:00,0.08631232068713193,long,IOTA,1000LUNC,both
2024-11-16 11:00:00,2024-11-16 19:00:00,0.0036870352593905515,short,IOTA,1000LUNC,both
2024-11-17 10:00:00,2024-11-17 14:00:00,-0.01160554612030789,long,IOTA,1000LUNC,both
2024-11-17 16:00:00,2024-11-18 03:00:00,0.004211664453987443,short,IOTA,1000LUNC,both
2024-11-18 06:00:00,2024-11-19 04:00:00,-0.01939706265800054,long,IOTA,1000LUNC,both
2024-11-19 14:00:00,2024-11-20 10:00:00,0.02373860597789886,short,IOTA,1000LUNC,both
2024-11-21 14:00:00,2024-11-22 07:00:00,-0.028201240263545414,short,IOTA,1000LUNC,both
2024-11-22 08:00:00,2024-11-23 19:00:00,0.07104032954930808,long,IOTA,1000LUNC,both
2024-11-23 22:00:00,2024-11-24 03:00:00,-0.02370625709366791,short,IOTA,1000LUNC,both
2024-11-24 09:00:00,2024-11-24 18:00:00,0.04685570951540387,short,IOTA,1000LUNC,both
2024-11-24 22:00:00,2024-11-25 02:00:00,0.004095568864736981,long,IOTA,1000LUNC,both
2024-11-25 06:00:00,2024-11-26 02:00:00,-0.01555650945003158,long,IOTA,1000LUNC,both
2024-11-26 12:00:00,2024-11-26 22:00:00,-0.025475181661761378,short,IOTA,1000LUNC,both
2024-11-28 00:00:00,2024-11-28 11:00:00,0.031817458645185884,short,IOTA,1000LUNC,both
2024-11-28 20:00:00,2024-11-29 00:00:00,0.020004783191668655,short,IOTA,1000LUNC,both
2024-11-29 02:00:00,2024-11-30 02:00:00,0.037315361821970074,long,IOTA,1000LUNC,both
2024-11-30 05:00:00,2024-11-30 16:00:00,0.025040678446389363,long,IOTA,1000LUNC,both
2024-11-30 18:00:00,2024-12-01 10:00:00,0.012616122809168434,short,IOTA,1000LUNC,both
2024-12-01 10:00:00,2024-12-01 10:00:00,0.0,short,IOTA,1000LUNC,both
2024-12-02 23:00:00,2024-12-03 02:00:00,-0.016456990516158464,short,IOTA,1000LUNC,both
2024-12-03 03:00:00,2024-12-03 19:00:00,0.09183789939052009,long,IOTA,1000LUNC,both
2024-12-03 21:00:00,2024-12-03 22:00:00,0.03099279614113047,long,IOTA,1000LUNC,both
2024-12-03 22:00:00,2024-12-03 22:00:00,0.0,long,IOTA,1000LUNC,both
2024-12-04 00:00:00,2024-12-04 00:00:00,0.0,short,IOTA,1000LUNC,both
2024-12-04 09:00:00,2024-12-05 07:00:00,0.05040532629605387,short,IOTA,1000LUNC,both
2024-12-05 10:00:00,2024-12-05 13:00:00,0.033612486549791584,long,IOTA,1000LUNC,both
2024-12-05 14:00:00,2024-12-06 12:00:00,0.07746749847792347,short,IOTA,1000LUNC,both
2024-12-06 22:00:00,2024-12-08 02:00:00,-0.03633081794193082,long,IOTA,1000LUNC,both
2024-12-09 03:00:00,2024-12-10 00:00:00,-0.15893135951835485,long,IOTA,1000LUNC,both
2024-12-11 09:00:00,2024-12-11 13:00:00,-0.006925768352960042,short,IOTA,1000LUNC,both
2024-12-12 05:00:00,2024-12-13 00:00:00,-0.031834476221721496,long,IOTA,1000LUNC,both
2024-12-14 10:00:00,2024-12-15 23:00:00,0.0020113985996854135,short,IOTA,1000LUNC,both
2024-12-16 16:00:00,2024-12-16 20:00:00,0.012512960443585963,long,IOTA,1000LUNC,both
2024-12-21 00:00:00,2024-12-22 01:00:00,0.0203639398012104,short,IOTA,1000LUNC,both
2024-12-23 13:00:00,2024-12-23 19:00:00,0.009114075883588089,short,IOTA,1000LUNC,both
2024-12-24 11:00:00,2024-12-25 01:00:00,0.034393913597546816,long,IOTA,1000LUNC,both
2024-12-27 06:00:00,2024-12-27 09:00:00,-0.0009363695087228571,short,IOTA,1000LUNC,both
2024-12-27 12:00:00,2024-12-28 01:00:00,0.050899376649298465,short,IOTA,1000LUNC,both
2024-12-28 22:00:00,2024-12-29 08:00:00,-0.017784445718971177,long,IOTA,1000LUNC,both
2025-01-01 12:00:00,2025-01-02 12:00:00,0.051023284477919394,long,IOTA,1000LUNC,both
2025-01-02 22:00:00,2025-01-03 15:00:00,0.03468256519005804,long,IOTA,1000LUNC,both
2025-01-04 02:00:00,2025-01-04 07:00:00,0.0073088072655073996,long,IOTA,1000LUNC,both
2025-01-05 04:00:00,2025-01-05 16:00:00,0.011956894624728605,long,IOTA,1000LUNC,both
2025-01-05 16:00:00,2025-01-05 16:00:00,0.0,long,IOTA,1000LUNC,both
2025-01-06 08:00:00,2025-01-07 01:00:00,0.025701469112359952,long,IOTA,1000LUNC,both
2025-01-07 21:00:00,2025-01-08 07:00:00,-0.015175935284283274,long,IOTA,1000LUNC,both
2025-01-10 17:00:00,2025-01-11 00:00:00,0.0014430711052063287,long,IOTA,1000LUNC,both
2025-01-11 01:00:00,2025-01-11 12:00:00,-9.670712255493623e-05,long,IOTA,1000LUNC,both
2025-01-12 04:00:00,2025-01-12 15:00:00,0.0011650486754696814,long,IOTA,1000LUNC,both
2025-01-14 13:00:00,2025-01-15 18:00:00,0.03620217247935907,long,IOTA,1000LUNC,both
2025-01-16 04:00:00,2025-01-17 06:00:00,0.011542075002966085,long,IOTA,1000LUNC,both
2025-01-17 08:00:00,2025-01-17 19:00:00,0.02194356467535699,short,IOTA,1000LUNC,both
2025-01-17 22:00:00,2025-01-18 03:00:00,0.04762349348153197,short,IOTA,1000LUNC,both
2025-01-18 09:00:00,2025-01-20 16:00:00,-0.10320851126692747,long,IOTA,1000LUNC,both
2025-01-21 07:00:00,2025-01-21 19:00:00,-0.04880689791051122,short,IOTA,1000LUNC,both
2025-01-22 18:00:00,2025-01-24 03:00:00,-0.034813262335841415,long,IOTA,1000LUNC,both
2025-01-24 12:00:00,2025-01-25 12:00:00,-0.03415616029843323,long,IOTA,1000LUNC,both
2025-01-31 15:00:00,2025-02-01 02:00:00,0.02977080400737643,short,IOTA,1000LUNC,both
2025-02-01 10:00:00,2025-02-02 01:00:00,-0.03478258474387656,long,IOTA,1000LUNC,both
2025-02-03 01:00:00,2025-02-03 06:00:00,0.07201238879484928,long,IOTA,1000LUNC,both
2025-02-03 17:00:00,2025-02-04 14:00:00,-0.015836381262901433,short,IOTA,1000LUNC,both
2025-02-05 05:00:00,2025-02-06 01:00:00,0.025895877442433952,short,IOTA,1000LUNC,both
2025-02-07 14:00:00,2025-02-07 22:00:00,-0.037029744070282054,long,IOTA,1000LUNC,both
2025-02-08 16:00:00,2025-02-10 07:00:00,-0.03726594728896719,short,IOTA,1000LUNC,both
2025-02-10 09:00:00,2025-02-10 17:00:00,0.02087877930737528,long,IOTA,1000LUNC,both
2025-02-10 18:00:00,2025-02-11 05:00:00,0.001199280575482187,short,IOTA,1000LUNC,both
2025-02-11 21:00:00,2025-02-13 07:00:00,-0.06431204621870032,short,IOTA,1000LUNC,both
2025-02-14 08:00:00,2025-02-14 15:00:00,0.030900267759593685,long,IOTA,1000LUNC,both
