reference_coin,trading_coin,trading_type,is_sharpe,is_return,is_trades,oos_trades,oos_total_return,oos_mean_return
PSG,ARPA,both,15.649539,0.304190,3,357,-1.398298,-0.003917
UTK,ARPA,both,2.041139,0.514004,101,334,-0.783330,-0.002345
XVS,ARPA,both,2.767415,0.816808,85,343,-1.299450,-0.003788
AVA,ATOM,both,4.101034,0.286518,32,365,0.525038,0.001438
JST,ATOM,both,2.756578,1.527596,107,293,-0.536825,-0.001832
SKL,ATOM,both,4.188018,0.192494,16,340,0.219967,0.000647
ARDR,AUDIO,both,2.378079,0.608734,71,350,0.504089,0.001440
AVA,AUDIO,both,2.790892,0.304715,37,369,1.920201,0.005204
BEL,AUDIO,both,3.962454,1.606625,64,345,-0.352076,-0.001021
CHZ,AUDIO,both,3.628549,1.347940,64,332,-0.878274,-0.002645
DENT,AUDIO,both,2.729817,0.770849,71,318,2.102416,0.006611
EUR,AUDIO,both,2.569936,0.649951,74,480,0.267363,0.000557
FET,AUDIO,both,2.478814,0.601447,69,360,-0.885509,-0.002460
FIO,AUDIO,both,2.466736,0.613096,65,338,1.680894,0.004973
LRC,AUDIO,both,2.253130,0.572516,68,318,2.380805,0.007487
NKN,AUDIO,both,3.797162,1.403601,84,340,-0.008870,-0.000026
NMR,AUDIO,both,4.160786,1.537519,73,361,1.770953,0.004906
OGN,AUDIO,both,2.868813,0.723157,64,318,-1.831109,-0.005758
TUSD,AUDIO,both,2.160637,0.468700,70,396,2.026476,0.005117
USDC,AUDIO,both,2.459563,0.625451,69,417,2.934119,0.007036
FET,AVA,both,2.350261,0.114246,31,399,-6.207197,-0.015557
JUV,AVA,both,5.078708,0.038481,4,372,-5.151348,-0.013848
PSG,AVA,both,7.213170,0.069280,4,364,-5.286974,-0.014525
JUV,AVAX,both,6.446997,0.078554,3,377,-0.505242,-0.001340
ONT,AVAX,both,2.009352,0.476721,86,279,-0.060948,-0.000218
PSG,AVAX,both,7.358078,0.094598,2,367,-0.061456,-0.000167
TFUEL,AVAX,both,2.582190,0.681559,106,328,1.542072,0.004701
THETA,AVAX,both,2.257688,0.596784,87,309,0.994955,0.003220
XTZ,AVAX,both,2.670171,0.628667,88,278,0.929405,0.003343
ADA,AXS,both,4.374605,1.670466,45,310,1.787919,0.005767
ALGO,AXS,both,3.000560,0.703651,51,343,0.780296,0.002275
ANKR,AXS,both,2.008390,0.328515,52,317,0.961132,0.003032
ARDR,AXS,both,2.886333,0.644225,58,329,1.260103,0.003830
ARPA,AXS,both,6.355681,3.436623,53,342,-0.646530,-0.001890
AVAX,AXS,both,2.326945,0.549198,58,331,-0.511430,-0.001545
BAND,AXS,both,4.384923,1.439125,53,323,1.091834,0.003380
BAT,AXS,both,6.767283,3.007298,54,321,0.909143,0.002832
BCH,AXS,both,5.130486,3.660964,46,306,1.203133,0.003932
BNB,AXS,both,4.885476,1.972123,50,325,0.728703,0.002242
BTC,AXS,both,5.910573,3.711360,37,318,1.246952,0.003921
CELR,AXS,both,2.076577,0.384719,57,347,1.700906,0.004902
CHR,AXS,both,3.591101,0.939307,59,338,-1.375325,-0.004069
CHZ,AXS,both,2.779451,0.747121,55,312,-0.015311,-0.000049
COS,AXS,both,3.568471,1.241527,60,357,0.270459,0.000758
COTI,AXS,both,3.391176,1.037338,60,358,-0.581925,-0.001625
CTSI,AXS,both,2.006116,0.368681,67,362,-0.581773,-0.001607
DASH,AXS,both,2.394777,0.596520,52,317,2.241668,0.007072
DATA,AXS,both,2.845350,0.613850,60,323,-1.198093,-0.003709
DENT,AXS,both,2.449712,0.660958,58,322,1.143462,0.003551
DGB,AXS,both,4.238367,1.119255,50,296,0.577636,0.001951
DOGE,AXS,both,3.250965,0.840527,50,304,-0.112411,-0.000370
DOT,AXS,both,2.009641,0.355712,55,328,2.931816,0.008938
DUSK,AXS,both,3.887737,1.341376,54,359,0.389789,0.001086
ETC,AXS,both,5.037406,2.401650,45,278,1.952578,0.007024
ETH,AXS,both,5.030625,2.425345,47,306,2.428229,0.007935
FET,AXS,both,5.050237,2.359841,51,362,0.230488,0.000637
FIL,AXS,both,2.393015,0.498958,62,304,1.421945,0.004677
FLM,AXS,both,2.627106,0.521345,59,309,-0.087506,-0.000283
FTT,AXS,both,6.720151,3.577259,52,332,1.491753,0.004493
FUN,AXS,both,2.626981,0.612151,54,337,1.583160,0.004698
HIVE,AXS,both,4.690521,2.429405,57,340,0.029124,0.000086
HOT,AXS,both,4.336384,1.259182,51,308,-0.197742,-0.000642
ICX,AXS,both,5.622146,2.483921,45,325,-0.238410,-0.000734
IOST,AXS,both,3.810111,1.047385,51,305,0.564168,0.001850
IOTA,AXS,both,3.380658,0.893107,55,305,1.012845,0.003321
IOTX,AXS,both,2.517997,0.661347,61,333,0.572206,0.001718
JST,AXS,both,2.507915,0.546289,50,301,0.103620,0.000344
KAVA,AXS,both,5.635934,2.370100,48,351,0.984196,0.002804
KNC,AXS,both,2.345223,0.452459,60,317,1.880497,0.005932
LINK,AXS,both,5.392897,2.506734,40,310,1.704261,0.005498
LRC,AXS,both,2.843987,0.589326,52,314,2.468299,0.007861
LTC,AXS,both,2.654425,0.652589,49,304,1.777748,0.005848
NEAR,AXS,both,3.141819,0.911973,51,348,1.316730,0.003784
NEO,AXS,both,5.397872,1.803917,45,290,1.404377,0.004843
OGN,AXS,both,3.287754,1.058901,56,327,-0.655409,-0.002004
ONE,AXS,both,4.673150,2.366531,58,354,-0.306315,-0.000865
ONT,AXS,both,6.801158,3.676260,47,298,-0.067954,-0.000228
QTUM,AXS,both,5.467040,1.889292,48,302,0.668014,0.002212
ROSE,AXS,both,2.341242,0.242373,41,395,-1.094309,-0.002770
RSR,AXS,both,3.135747,0.839558,51,304,1.156855,0.003805
RUNE,AXS,both,4.024398,1.049705,57,349,-0.607413,-0.001740
RVN,AXS,both,3.677958,1.112052,51,308,-0.059130,-0.000192
SC,AXS,both,4.098313,1.195377,54,303,-0.155395,-0.000513
SNX,AXS,both,3.546124,1.095045,57,314,1.885557,0.006005
STORJ,AXS,both,4.574204,1.937619,49,335,0.602205,0.001798
SXP,AXS,both,5.804552,2.516577,40,285,0.931048,0.003267
TFUEL,AXS,both,4.481897,2.461448,62,358,1.667154,0.004657
THETA,AXS,both,9.816544,7.071830,54,335,0.324528,0.000969
TRB,AXS,both,2.871388,0.639797,46,337,1.598375,0.004743
TRX,AXS,both,2.817783,0.660582,53,312,0.759974,0.002436
UTK,AXS,both,4.491217,1.575901,60,349,2.025844,0.005805
VET,AXS,both,2.397291,0.437678,56,304,-0.371445,-0.001222
WAN,AXS,both,5.369983,3.026334,55,317,-0.804458,-0.002538
WIN,AXS,both,3.537987,0.818550,51,328,-1.497685,-0.004566
XRP,AXS,both,2.902104,0.768207,53,301,1.135644,0.003773
XTZ,AXS,both,5.614749,2.498805,40,333,1.603243,0.004815
XVS,AXS,both,3.777620,1.183980,59,351,-1.216312,-0.003465
ZEC,AXS,both,5.283511,2.387292,48,323,1.841207,0.005700
ZIL,AXS,both,6.532976,4.180025,53,304,0.249243,0.000820
ZRX,AXS,both,2.308651,0.426981,50,322,1.092988,0.003394
XVS,BAND,both,2.390477,0.629865,83,343,-2.916232,-0.008502
UTK,BAT,both,2.651797,0.436332,78,317,1.462736,0.004614
XVS,BAT,both,2.968521,0.577719,88,317,-0.058912,-0.000186
AAVE,BCH,both,2.437568,0.403660,61,240,2.321537,0.009673
BEL,BCH,both,2.862283,0.658737,89,302,1.235557,0.004091
CTK,BCH,both,3.743193,0.665795,52,309,-0.079681,-0.000258
FLM,BCH,both,2.243405,0.459628,70,282,0.511163,0.001813
INJ,BCH,both,3.708786,0.747392,73,314,0.685766,0.002184
XVS,BCH,both,3.315969,0.892617,80,320,-1.817004,-0.005678
ANKR,BEL,both,2.917952,1.112909,90,286,1.715599,0.005999
BNT,BEL,both,2.880309,1.416155,86,275,0.543824,0.001978
BTC,BEL,both,2.677502,1.137295,87,298,0.751042,0.002520
CHZ,BEL,both,2.792072,1.426000,95,304,0.216983,0.000714
DOT,BEL,both,2.234704,0.739826,88,320,-0.928936,-0.002903
FTT,BEL,both,2.226448,0.855505,90,303,1.099428,0.003628
ICX,BEL,both,2.069726,0.702993,95,333,-2.434176,-0.007310
MBL,BEL,both,2.239891,0.907965,97,342,-0.807788,-0.002362
ONT,BEL,both,2.561021,1.089229,82,314,-2.388119,-0.007605
TFUEL,BEL,both,3.201929,1.777218,114,340,0.683367,0.002010
THETA,BEL,both,4.228617,3.110746,88,304,-0.928282,-0.003054
XTZ,BEL,both,2.081603,0.673751,94,297,-0.815188,-0.002745
ZIL,BEL,both,4.335736,3.969867,98,294,-1.221512,-0.004155
AUDIO,BNB,both,2.932720,0.333864,58,299,1.282018,0.004288
BEL,BNB,both,5.249022,1.049077,83,295,1.127778,0.003823
CTK,BNB,both,4.194737,0.494181,52,313,1.061249,0.003391
FIL,BNB,both,2.442667,0.314998,67,277,-0.164641,-0.000594
GRT,BNB,both,3.446282,0.047668,5,270,0.228112,0.000845
INJ,BNB,both,5.321579,0.740257,67,303,0.862220,0.002846
LRC,BNB,both,2.651772,1.403899,188,271,0.351885,0.001298
RUNE,BNB,both,3.131794,0.754142,79,280,0.970462,0.003466
SUSHI,BNB,both,2.050697,0.409258,82,260,1.708088,0.006570
XVS,BNB,both,4.184724,0.725857,74,294,-0.554092,-0.001885
ARDR,BNT,both,4.376573,44.388088,220,291,0.876269,0.003011
AUDIO,BNT,both,2.999700,1.026145,61,304,0.469883,0.001546
AVAX,BNT,both,2.372307,1.065410,83,258,-0.016169,-0.000063
BCH,BNT,both,3.162209,26.178992,266,196,-0.498458,-0.002543
BEL,BNT,both,3.459302,2.013730,86,275,-0.172265,-0.000626
CHR,BNT,both,2.371428,4.847829,257,275,0.723603,0.002631
COS,BNT,both,2.308343,8.361341,344,311,0.038356,0.000123
CTK,BNT,both,2.911048,0.880375,56,304,0.233356,0.000768
DASH,BNT,both,2.769099,17.142210,287,204,0.406250,0.001991
DATA,BNT,both,2.524831,7.807491,280,300,-0.142555,-0.000475
DCR,BNT,both,2.575783,2.244022,157,290,-0.059230,-0.000204
DGB,BNT,both,2.930705,3.076616,167,231,0.206644,0.000895
DIA,BNT,both,2.174082,1.009274,106,289,-0.091224,-0.000316
ETC,BNT,both,3.181614,27.474937,256,196,0.221967,0.001132
EUR,BNT,both,3.562669,57.124927,341,469,0.222456,0.000474
FIL,BNT,both,3.303417,1.459883,63,276,-0.393843,-0.001427
FIO,BNT,both,4.185079,5.300178,103,298,1.474137,0.004947
FLM,BNT,both,2.267520,0.708099,70,257,0.467227,0.001818
HBAR,BNT,both,3.697524,60.965242,310,268,0.973969,0.003634
HIVE,BNT,both,3.576268,24.825692,257,306,0.023763,0.000078
HOT,BNT,both,2.183418,5.833679,302,261,-0.656044,-0.002514
JST,BNT,both,3.770234,4.543996,113,249,-0.790555,-0.003175
KSM,BNT,both,3.976497,2.697830,108,269,0.473295,0.001759
LRC,BNT,both,2.680270,4.078989,208,254,-0.595101,-0.002343
LTC,BNT,both,2.987493,17.546083,266,185,0.324662,0.001755
LUNA,BNT,both,2.856095,2.207770,163,330,0.015452,0.000047
MBL,BNT,both,3.426167,37.305437,294,308,-0.582048,-0.001890
MTL,BNT,both,2.552801,13.809926,315,282,0.657746,0.002332
NEAR,BNT,both,2.059990,0.535561,65,296,-0.134963,-0.000456
NMR,BNT,both,2.797104,1.924611,130,338,0.304343,0.000900
ONT,BNT,both,2.482428,9.260293,291,216,-0.164885,-0.000763
OXT,BNT,both,4.563956,3.285969,94,336,0.351061,0.001045
PAXG,BNT,both,4.736585,7.437597,116,373,1.160832,0.003112
QTUM,BNT,both,2.997004,21.039084,271,227,-0.169228,-0.000745
RVN,BNT,both,2.642449,15.062629,293,245,-0.769402,-0.003140
SC,BNT,both,2.706813,2.861025,176,221,0.902289,0.004083
SUSHI,BNT,both,2.880874,2.006017,92,229,-0.242735,-0.001060
TRX,BNT,both,2.674814,14.203604,262,207,0.235144,0.001136
TUSD,BNT,both,3.448489,54.111237,376,406,1.192072,0.002936
UMA,BNT,both,3.470588,3.518122,91,268,0.415799,0.001551
USDC,BNT,both,3.794627,92.288108,356,429,1.260694,0.002939
UTK,BNT,both,4.274763,2.626995,80,304,0.168996,0.000556
VTHO,BNT,both,2.568848,2.298436,173,304,-1.359131,-0.004471
XLM,BNT,both,2.142190,5.873433,258,235,-0.091827,-0.000391
XRP,BNT,both,2.878123,18.274590,251,226,0.662616,0.002932
XVS,BNT,both,3.393000,1.659405,77,314,-0.972084,-0.003096
ZIL,BNT,both,2.163439,6.323812,315,225,0.206098,0.000916
AAVE,BTC,both,2.528089,0.324174,60,231,1.435246,0.006213
AUDIO,BTC,both,2.380901,0.244002,67,309,0.432232,0.001399
AXS,BTC,both,3.320357,0.335392,37,318,0.644576,0.002027
BEL,BTC,both,2.631852,0.481458,87,298,0.109708,0.000368
COMP,BTC,both,2.098874,0.652931,154,272,-0.526816,-0.001937
CTK,BTC,both,3.904786,0.507578,55,315,0.344986,0.001095
DIA,BTC,both,3.291526,0.767567,91,285,0.940287,0.003299
EGLD,BTC,both,2.136687,0.454031,92,297,0.185478,0.000625
FIO,BTC,both,3.955184,0.893069,97,319,0.006947,0.000022
FLM,BTC,both,3.670862,0.732856,63,284,0.686220,0.002416
GRT,BTC,both,9.458087,0.139801,4,278,-0.087646,-0.000315
INJ,BTC,both,3.369076,0.481534,66,321,-0.127185,-0.000396
JST,BTC,both,3.123678,0.933519,99,280,0.017291,0.000062
JUV,BTC,both,8.407296,0.041005,3,358,-0.228416,-0.000638
LRC,BTC,both,3.097354,1.339152,163,276,0.227237,0.000823
MKR,BTC,both,2.152181,0.583617,124,265,0.056745,0.000214
NEAR,BTC,both,2.649618,0.356964,68,315,0.781933,0.002482
NMR,BTC,both,2.156468,0.418601,121,323,0.271564,0.000841
OXT,BTC,both,2.152465,0.331788,101,340,1.000568,0.002943
PAXG,BTC,both,2.557577,0.575138,119,351,1.027454,0.002927
PSG,BTC,both,6.605301,0.029116,3,330,0.107418,0.000326
ROSE,BTC,both,2.159284,0.172565,33,329,-0.104011,-0.000316
RSR,BTC,both,2.397666,0.509284,87,273,0.403484,0.001478
SAND,BTC,both,2.753771,0.569099,122,298,1.140352,0.003827
SC,BTC,both,2.639196,0.757253,147,253,0.532869,0.002106
SOL,BTC,both,2.037260,0.480767,107,292,0.978738,0.003352
SUN,BTC,both,2.875270,0.521694,67,338,0.197174,0.000583
UMA,BTC,both,2.079685,0.329052,88,304,0.695772,0.002289
UNI,BTC,both,2.395333,0.432801,75,239,1.011957,0.004234
UTK,BTC,both,4.455749,0.760973,75,317,0.840687,0.002652
XVS,BTC,both,2.890404,0.514209,83,325,-0.662367,-0.002038
JUV,CELR,both,227.099753,0.182695,2,372,-1.923740,-0.005171
PSG,CELR,both,9.066235,0.060802,2,338,-0.440267,-0.001303
AVA,CHZ,both,4.849273,0.625084,30,337,1.809215,0.005369
GRT,CHZ,both,13.995305,0.573871,5,286,-1.231823,-0.004307
JUV,CHZ,both,14.340170,0.418763,3,339,-1.305135,-0.003850
PSG,CHZ,both,13.284171,0.398322,3,328,-0.919253,-0.002803
ROSE,CHZ,both,2.535190,0.352283,39,334,-0.310281,-0.000929
JUV,COS,both,8.423917,0.093096,3,373,-3.314314,-0.008886
PSG,COS,both,8.151782,0.116446,3,361,-2.822614,-0.007819
BEL,COTI,both,2.653538,0.801070,88,304,-0.230589,-0.000759
AVA,CRV,both,4.372074,0.469280,31,356,1.632714,0.004586
BAT,CRV,both,2.692334,1.730130,104,280,0.439707,0.001570
BCH,CRV,both,4.042283,8.006999,100,282,-0.036128,-0.000128
BNB,CRV,both,2.728640,2.233032,105,278,1.217654,0.004380
BNT,CRV,both,3.977405,5.531054,116,251,0.960690,0.003827
BTC,CRV,both,2.221443,1.471023,114,287,0.040912,0.000143
CELR,CRV,both,3.283728,3.897666,112,337,0.271208,0.000805
CHZ,CRV,both,3.744088,4.762521,123,309,0.652283,0.002111
DATA,CRV,both,3.809960,4.229476,134,329,-0.851509,-0.002588
DCR,CRV,both,2.717747,2.968128,136,356,-0.284399,-0.000799
DGB,CRV,both,3.168712,3.197744,129,305,-0.429625,-0.001409
ENJ,CRV,both,2.264034,1.376702,115,312,-0.309312,-0.000991
ETC,CRV,both,3.287716,4.123487,100,284,-0.081527,-0.000287
FET,CRV,both,4.232294,6.546563,105,355,0.271228,0.000764
FIL,CRV,both,2.036659,0.499972,64,298,-0.022700,-0.000076
HBAR,CRV,both,3.216444,3.138981,115,312,0.565202,0.001812
ICX,CRV,both,3.078912,3.559352,98,326,-0.600654,-0.001842
IOTA,CRV,both,2.152688,1.272877,115,328,-0.318155,-0.000970
IOTX,CRV,both,2.549510,2.524542,132,340,1.047395,0.003081
JST,CRV,both,3.548269,4.424095,104,308,0.179966,0.000584
JUV,CRV,both,14.489591,0.152262,3,390,0.115703,0.000297
KNC,CRV,both,2.394563,1.453842,117,306,-1.259276,-0.004115
LINK,CRV,both,3.107918,3.028010,96,272,1.329752,0.004889
LRC,CRV,both,3.905766,7.072703,111,310,-0.875282,-0.002823
LTC,CRV,both,2.548192,1.850261,96,280,0.953017,0.003404
NEO,CRV,both,4.894059,11.015047,103,283,0.386226,0.001365
NMR,CRV,both,4.520759,12.960569,113,375,-0.562262,-0.001499
ONE,CRV,both,2.674180,2.285669,126,313,-0.180139,-0.000576
OXT,CRV,both,3.111429,1.710871,101,365,-0.329804,-0.000904
PSG,CRV,both,31.908387,0.215559,3,367,0.875332,0.002385
QTUM,CRV,both,3.700411,4.824958,96,286,-0.126429,-0.000442
ROSE,CRV,both,3.048795,0.404772,34,368,-1.493049,-0.004057
RVN,CRV,both,2.294141,1.315824,126,310,-1.368458,-0.004414
SKL,CRV,both,3.639219,0.265717,22,337,-0.573631,-0.001702
STORJ,CRV,both,3.877349,5.058020,96,318,-0.445615,-0.001401
TFUEL,CRV,both,4.930104,10.882134,129,345,-0.089064,-0.000258
THETA,CRV,both,4.908395,15.308627,113,307,-0.806909,-0.002628
UTK,CRV,both,2.894087,1.029475,95,351,0.617580,0.001759
VET,CRV,both,2.436069,1.395011,103,278,-0.061188,-0.000220
VTHO,CRV,both,2.336872,1.443229,123,346,-2.949038,-0.008523
XLM,CRV,both,4.193109,7.837080,97,294,-0.428951,-0.001459
XRP,CRV,both,2.792269,2.343663,107,287,0.789559,0.002751
XTZ,CRV,both,4.394006,9.482071,106,291,-0.523114,-0.001798
ZEC,CRV,both,2.085749,1.236728,99,312,-0.509167,-0.001632
ADA,CTK,both,2.221184,0.283351,52,305,-1.432157,-0.004696
JUV,CTK,both,2.181022,0.005596,2,363,-2.619284,-0.007216
KNC,CTK,both,2.467382,0.386401,65,321,-2.624771,-0.008177
ONT,CTK,both,3.806736,0.801696,56,312,-4.390619,-0.014072
THETA,CTK,both,3.907580,0.904561,58,318,-2.438144,-0.007667
XLM,CTK,both,2.951630,0.452529,52,317,-2.691011,-0.008489
ZIL,CTK,both,2.318444,0.377891,58,304,-2.354480,-0.007745
AAVE,CVC,both,2.676700,2.530536,72,287,0.751643,0.002619
BEL,CVC,both,2.642420,4.620203,91,315,-0.547583,-0.001738
COMP,CVC,both,2.290276,7.696629,196,313,-2.888773,-0.009229
CTK,CVC,both,3.263169,3.062756,63,329,0.237640,0.000722
DGB,CVC,both,2.110835,3.742752,161,272,0.171071,0.000629
DOT,CVC,both,2.531166,6.134215,122,297,0.655575,0.002207
EGLD,CVC,both,2.350504,3.729031,123,333,-1.460021,-0.004384
FIL,CVC,both,3.102711,4.393139,73,287,-0.478661,-0.001668
FLM,CVC,both,3.203934,7.492038,71,302,-1.082720,-0.003585
LRC,CVC,both,2.194433,7.068342,201,294,-1.275011,-0.004337
LUNA,CVC,both,3.128371,9.686600,159,358,0.006877,0.000019
MKR,CVC,both,2.348916,8.526067,172,310,-2.339975,-0.007548
NEAR,CVC,both,3.912444,6.119036,69,329,-0.213017,-0.000647
NMR,CVC,both,2.034761,2.787529,134,372,-2.661794,-0.007155
OXT,CVC,both,2.558658,2.858356,105,345,-1.285136,-0.003725
SAND,CVC,both,2.874151,7.878963,131,286,-0.472731,-0.001653
SUN,CVC,both,2.909972,6.075608,84,341,-2.298062,-0.006739
TRB,CVC,both,2.055024,2.587790,109,326,-1.510036,-0.004632
UNI,CVC,both,2.375585,3.053361,94,288,0.036660,0.000127
UTK,CVC,both,3.008579,2.564871,85,337,-1.473274,-0.004372
VTHO,CVC,both,2.048376,4.891402,162,321,-3.323307,-0.010353
XVS,CVC,both,3.117664,6.008688,84,351,-3.843531,-0.010950
ZEN,CVC,both,2.117346,4.276690,170,303,-2.386661,-0.007877
AAVE,DASH,both,2.406254,0.378536,53,253,-0.517000,-0.002043
BEL,DASH,both,3.031230,0.880058,95,303,-0.734147,-0.002423
CTK,DASH,both,3.885582,0.627367,51,313,-0.588621,-0.001881
INJ,DASH,both,5.700567,1.276030,70,319,-0.870372,-0.002728
NEAR,DASH,both,2.903652,0.508448,63,312,-0.437420,-0.001402
RUNE,DASH,both,2.588516,0.653264,95,291,-0.055626,-0.000191
UNI,DASH,both,2.407305,0.536525,84,255,-0.018523,-0.000073
XVS,DASH,both,2.763292,0.584657,81,315,-2.068457,-0.006567
CELR,DCR,both,2.083056,0.888659,154,359,0.081561,0.000227
PSG,DENT,both,7.090014,0.058031,2,330,0.713974,0.002164
BEL,DGB,both,2.116429,0.566430,90,290,-1.103682,-0.003806
GRT,DGB,both,10.648739,0.408509,5,261,-1.913852,-0.007333
JUV,DGB,both,14.026841,0.116744,4,352,-0.467683,-0.001329
PSG,DGB,both,16.280611,0.108287,3,328,-0.547950,-0.001671
XVS,DGB,both,2.945598,0.846527,90,329,-3.191337,-0.009700
AUDIO,DOGE,both,2.374944,0.343940,65,311,4.120167,0.013248
AVA,DOGE,both,2.602863,0.168098,31,333,5.277791,0.015849
BEL,DOGE,both,2.690846,0.741684,88,296,5.519363,0.018646
CRV,DOGE,both,2.238409,0.672295,94,317,4.334792,0.013674
CTK,DOGE,both,4.448764,0.754692,50,316,4.201176,0.013295
FLM,DOGE,both,3.811533,0.991326,68,283,4.672424,0.016510
INJ,DOGE,both,3.007406,0.596838,65,314,5.179787,0.016496
PSG,DOGE,both,18.997400,1.308968,2,308,3.830075,0.012435
STRAX,DOGE,both,2.797838,0.971153,42,293,3.194085,0.010901
TRB,DOGE,both,3.108607,1.087766,99,300,4.817252,0.016058
XVS,DOGE,both,2.970564,2.872740,78,293,2.510242,0.008567
AVA,DOT,both,2.756290,0.252466,37,340,-0.381463,-0.001122
BCH,DOT,both,2.952116,1.284232,88,232,-0.473345,-0.002040
COMP,DOT,both,2.482093,0.972091,110,290,-2.612213,-0.009008
CTK,DOT,both,2.427981,0.395614,63,324,-2.704963,-0.008349
DASH,DOT,both,2.082187,0.715835,94,257,-1.259821,-0.004902
FIO,DOT,both,2.594912,0.893730,103,346,-0.129949,-0.000376
GRT,DOT,both,5.786688,0.257598,8,280,-2.603290,-0.009297
HBAR,DOT,both,2.113402,0.774345,122,287,-1.448585,-0.005047
INJ,DOT,both,3.090674,0.637971,72,331,-2.996051,-0.009052
IOTA,DOT,both,2.361617,0.918691,100,286,-1.794016,-0.006273
JUV,DOT,both,100.358102,0.438809,2,382,-1.145784,-0.002999
LINK,DOT,both,2.172421,0.807756,82,213,-1.242553,-0.005834
ONG,DOT,both,2.933054,1.702698,114,325,-0.220391,-0.000678
PAXG,DOT,both,2.056586,0.564699,125,391,0.080677,0.000206
PSG,DOT,both,74.119806,0.453216,2,354,-0.179553,-0.000507
QTUM,DOT,both,2.321922,0.989832,91,255,-1.661602,-0.006516
ROSE,DOT,both,2.485437,0.273767,37,346,-1.745780,-0.005046
SKL,DOT,both,3.818987,0.393045,24,317,-0.938420,-0.002960
STORJ,DOT,both,2.114039,0.799059,101,308,-0.209167,-0.000679
SUN,DOT,both,2.069145,0.516248,85,353,-2.295438,-0.006503
SUSHI,DOT,both,2.253142,0.763275,79,302,-2.949714,-0.009767
TFUEL,DOT,both,2.178019,0.931813,138,332,-2.146635,-0.006466
TRX,DOT,both,3.817258,2.017221,90,252,-1.891141,-0.007505
UMA,DOT,both,2.126724,0.525449,106,329,-1.934219,-0.005879
XLM,DOT,both,3.001035,1.448579,97,252,-1.654508,-0.006566
XRP,DOT,both,3.217252,1.563888,95,253,-0.350216,-0.001384
XTZ,DOT,both,2.586222,1.059411,94,267,-1.314138,-0.004922
ZIL,DOT,both,2.071072,0.764299,110,279,-2.101643,-0.007533
JUV,DUSK,both,7.833494,0.053609,3,367,1.210834,0.003299
ALGO,EGLD,both,3.149266,1.543726,105,311,0.629049,0.002023
ARDR,EGLD,both,2.895417,1.281562,141,339,-0.226468,-0.000668
AVA,EGLD,both,6.288839,1.462713,34,361,2.373299,0.006574
AVAX,EGLD,both,2.617533,1.029223,97,349,-3.826360,-0.010964
AXS,EGLD,both,3.803031,1.038555,56,330,1.296858,0.003930
BAND,EGLD,both,4.228510,2.776894,104,320,0.785586,0.002455
BAT,EGLD,both,3.064451,1.524883,97,309,-0.835842,-0.002705
BCH,EGLD,both,4.360552,3.451587,104,303,0.303682,0.001002
BEL,EGLD,both,3.712243,2.006490,89,322,1.259217,0.003911
BNB,EGLD,both,4.516056,3.466077,102,281,-0.046636,-0.000166
BTC,EGLD,both,4.792976,5.044776,92,297,1.119387,0.003769
CELR,EGLD,both,2.115605,0.869343,127,351,-1.177560,-0.003355
CHZ,EGLD,both,2.192389,0.710416,122,286,1.056157,0.003693
COMP,EGLD,both,2.444145,1.129591,108,321,-0.758951,-0.002364
COTI,EGLD,both,3.393726,2.069541,111,307,0.690400,0.002249
DASH,EGLD,both,3.979536,2.635707,106,288,0.759320,0.002637
DATA,EGLD,both,4.407801,3.654897,126,342,-1.571358,-0.004595
DCR,EGLD,both,2.410394,0.957374,129,341,-0.362330,-0.001063
DENT,EGLD,both,2.226372,0.872034,126,294,1.088150,0.003701
DGB,EGLD,both,4.869242,4.174933,115,310,-0.171295,-0.000553
DOGE,EGLD,both,2.809465,1.306444,104,279,0.538580,0.001930
DOT,EGLD,both,3.005239,1.446166,99,295,0.039191,0.000133
DUSK,EGLD,both,2.132782,0.845217,124,345,0.928940,0.002693
ETC,EGLD,both,3.586189,2.266433,112,288,-0.125151,-0.000435
ETH,EGLD,both,4.441251,4.387845,99,298,-1.106435,-0.003713
EUR,EGLD,both,3.560623,2.246112,124,472,-1.523143,-0.003227
FET,EGLD,both,3.828428,3.147062,111,340,-0.379453,-0.001116
FLM,EGLD,both,3.047470,1.207440,80,329,-0.816715,-0.002482
FTT,EGLD,both,5.022010,5.189596,104,322,-0.532934,-0.001655
HIVE,EGLD,both,2.539642,1.223451,113,348,1.557510,0.004476
ICX,EGLD,both,3.625095,1.900101,113,312,-0.553741,-0.001775
IOTA,EGLD,both,3.863099,2.511352,111,290,0.225540,0.000778
IOTX,EGLD,both,2.989674,1.611993,127,355,-2.367764,-0.006670
JST,EGLD,both,2.608497,1.205784,111,306,-0.736166,-0.002406
JUV,EGLD,both,3.222647,0.028200,2,357,0.543376,0.001522
KAVA,EGLD,both,2.638601,1.094190,105,329,0.196473,0.000597
LINK,EGLD,both,4.731981,4.097228,100,312,-0.082284,-0.000264
LRC,EGLD,both,4.061475,2.860729,102,314,-0.843650,-0.002687
LSK,EGLD,both,3.457754,2.043444,123,349,-0.229876,-0.000659
LTC,EGLD,both,2.575023,1.070404,116,296,0.856254,0.002893
MBL,EGLD,both,2.270408,0.832991,111,341,-0.709686,-0.002081
MKR,EGLD,both,2.260617,0.981832,107,324,-1.076020,-0.003321
NEO,EGLD,both,2.382456,1.055833,108,281,0.830677,0.002956
