reference_coin,trading_coin,trading_type,sharpe_ratio,total_cumulative_return,num_trades
CHR,MAGIC,both,14.386236,0.357299,11
CHZ,MAGIC,both,8.232031,0.294911,12
COTI,MAGIC,both,11.376988,0.274759,12
CRV,MAGIC,both,13.374613,0.367814,12
CTK,MAGIC,both,14.476091,0.481965,12
CTSI,MAGIC,both,9.236207,0.232092,12
CTXC,MAGIC,both,6.875633,0.194226,10
CVX,MAGIC,both,5.848640,0.231446,10
DASH,MAGIC,both,8.396978,0.258725,12
DATA,MAGIC,both,5.278902,0.115492,13
DCR,MAGIC,both,2.215522,0.045925,8
DENT,MAGIC,both,8.441843,0.199537,14
DEXE,MAGIC,both,4.693592,0.175679,8
DF,MAGIC,both,2.951769,0.093395,11
DODO,MAGIC,both,3.834854,0.109418,11
DOGE,MAGIC,both,8.023920,0.264747,9
DOT,MAGIC,both,4.942080,0.135246,12
DUSK,MAGIC,both,16.715527,0.397331,13
EGLD,MAGIC,both,16.153447,0.468472,11
ENJ,MAGIC,both,4.827329,0.143018,14
ENS,MAGIC,both,14.082800,0.391264,14
EOS,MAGIC,both,14.691481,0.476598,13
ETC,MAGIC,both,6.808129,0.251299,14
ETH,MAGIC,both,10.652282,0.214807,11
EUR,MAGIC,both,3.461643,0.104447,16
FET,MAGIC,both,9.006163,0.284106,10
FIL,MAGIC,both,6.005847,0.195301,11
FIS,MAGIC,both,7.104813,0.229908,12
FLM,MAGIC,both,3.291702,0.082419,12
FLOW,MAGIC,both,3.952566,0.121993,14
FORTH,MAGIC,both,4.399097,0.115518,12
GLMR,MAGIC,both,3.026619,0.087532,8
GRT,MAGIC,both,7.807517,0.234953,12
GTC,MAGIC,both,8.348356,0.209628,15
HARD,MAGIC,both,5.614268,0.122286,12
HBAR,MAGIC,both,8.840401,0.300907,8
HIGH,MAGIC,both,8.469785,0.211369,13
HIVE,MAGIC,both,4.415325,0.137530,15
HOT,MAGIC,both,11.371182,0.332759,13
ICP,MAGIC,both,7.996770,0.335913,16
ICX,MAGIC,both,6.419456,0.194383,19
IDEX,MAGIC,both,7.435408,0.231656,11
ILV,MAGIC,both,4.583293,0.104277,12
IOST,MAGIC,both,9.923156,0.364618,15
IOTA,MAGIC,both,10.032067,0.317237,12
IOTX,MAGIC,both,6.961422,0.192361,14
JASMY,MAGIC,both,5.286914,0.139704,12
JOE,MAGIC,both,9.783843,0.245196,11
JST,MAGIC,both,4.039995,0.118738,12
JUV,MAGIC,both,2.142544,0.050334,13
KAVA,MAGIC,both,6.955582,0.189945,17
KSM,MAGIC,both,17.364942,0.443746,11
LINK,MAGIC,both,2.707382,0.072678,13
LOKA,MAGIC,both,2.494138,0.043352,12
LTO,MAGIC,both,15.394883,0.274621,10
LUNA,MAGIC,both,4.254139,0.131418,11
MANA,MAGIC,both,10.025984,0.238846,14
MASK,MAGIC,both,6.785651,0.194603,12
MBOX,MAGIC,both,2.592981,0.049852,10
MDT,MAGIC,both,14.736097,0.602450,16
MKR,MAGIC,both,10.011060,0.325142,14
MLN,MAGIC,both,8.295791,0.239973,12
MOVR,MAGIC,both,8.943402,0.247840,13
NEAR,MAGIC,both,9.725025,0.321730,13
NEO,MAGIC,both,12.602529,0.412761,11
NKN,MAGIC,both,8.551385,0.318864,10
NMR,MAGIC,both,3.481912,0.093343,13
OG,MAGIC,both,3.044200,0.102378,11
OGN,MAGIC,both,9.702771,0.242217,12
OM,MAGIC,both,6.031738,0.212568,12
ONE,MAGIC,both,3.405405,0.085103,11
ONT,MAGIC,both,8.889903,0.200063,16
OP,MAGIC,both,2.418382,0.062954,10
OXT,MAGIC,both,13.477709,0.300240,14
PAXG,MAGIC,both,10.802575,0.389396,12
PHA,MAGIC,both,9.678772,0.324559,13
PHB,MAGIC,both,2.465030,0.072724,8
POND,MAGIC,both,6.588712,0.242897,12
PSG,MAGIC,both,4.345864,0.107299,9
PUNDIX,MAGIC,both,7.111514,0.200760,14
PYR,MAGIC,both,6.215867,0.151724,15
QI,MAGIC,both,10.933550,0.338414,11
QNT,MAGIC,both,8.477335,0.241742,13
QTUM,MAGIC,both,11.449916,0.305609,13
QUICK,MAGIC,both,12.627561,0.388935,11
RARE,MAGIC,both,2.449709,0.062898,17
REI,MAGIC,both,3.610601,0.132471,13
REQ,MAGIC,both,5.794767,0.133726,15
RIF,MAGIC,both,9.677423,0.309297,13
ROSE,MAGIC,both,13.749219,0.383545,10
RSR,MAGIC,both,4.729428,0.131529,16
RUNE,MAGIC,both,5.297392,0.179761,12
RVN,MAGIC,both,6.426455,0.151066,16
SAND,MAGIC,both,8.463147,0.346420,12
SC,MAGIC,both,4.513894,0.093286,10
SFP,MAGIC,both,6.601636,0.186164,11
SHIB,MAGIC,both,4.647772,0.122967,10
SKL,MAGIC,both,3.619071,0.106633,12
SLP,MAGIC,both,5.678064,0.130852,14
SNX,MAGIC,both,6.099009,0.175959,16
SPELL,MAGIC,both,3.318496,0.085695,13
STG,MAGIC,both,3.667509,0.128053,8
STORJ,MAGIC,both,10.921661,0.221806,14
STPT,MAGIC,both,5.982864,0.211498,13
SUPER,MAGIC,both,4.797975,0.115842,11
SUSHI,MAGIC,both,7.183946,0.174263,13
SXP,MAGIC,both,11.428691,0.276738,14
THETA,MAGIC,both,6.917744,0.203487,13
TKO,MAGIC,both,8.187097,0.281307,9
TLM,MAGIC,both,11.167452,0.339627,14
TROY,MAGIC,both,7.296316,0.208583,12
TRU,MAGIC,both,3.094476,0.085159,11
TWT,MAGIC,both,2.959986,0.054383,12
UMA,MAGIC,both,8.307193,0.288862,12
UNI,MAGIC,both,6.782252,0.261927,14
UTK,MAGIC,both,4.600422,0.171856,12
VET,MAGIC,both,15.751248,0.399386,16
VOXEL,MAGIC,both,5.695797,0.245626,11
VTHO,MAGIC,both,3.362582,0.063080,11
WAN,MAGIC,both,6.801937,0.212521,13
WIN,MAGIC,both,9.857138,0.249971,12
WING,MAGIC,both,6.724256,0.169633,13
WOO,MAGIC,both,12.770616,0.371803,9
XLM,MAGIC,both,11.873568,0.218447,12
XNO,MAGIC,both,4.322681,0.131059,12
XRP,MAGIC,both,4.750916,0.171619,15
XTZ,MAGIC,both,12.634994,0.353627,10
XVG,MAGIC,both,10.550387,0.360903,9
XVS,MAGIC,both,5.830188,0.206439,16
YFI,MAGIC,both,5.255394,0.115762,11
YGG,MAGIC,both,10.830696,0.235211,11
ZEC,MAGIC,both,4.404118,0.094236,12
ZEN,MAGIC,both,9.285234,0.216931,12
ZRX,MAGIC,both,7.091425,0.197229,16
GMT,MANA,both,2.509936,2.546580,187
HOOK,MANA,both,2.925422,0.120171,23
PHB,MANA,both,3.152462,0.166632,30
STRAX,MANA,both,2.012016,25.576216,422
XTZ,MANA,both,2.301074,29.409172,349
APE,MASK,both,2.448335,13.766353,204
GMX,MASK,both,3.954746,3.678409,79
HOOK,MASK,both,4.508472,0.182786,20
NEXO,MASK,both,2.297281,7.187027,216
PHB,MASK,both,3.028573,0.277068,30
POLYX,MASK,both,2.711667,1.252054,70
HFT,MBL,both,3.469592,0.285276,37
HOOK,MBL,both,5.598054,0.165838,18
POLYX,MBL,both,2.820792,0.615138,50
HOOK,MBOX,both,3.115036,0.095678,16
HOOK,MDT,both,3.002665,0.148586,20
APE,MKR,both,2.313357,2.210402,237
BAL,MKR,both,2.311636,3.613558,273
BNT,MKR,both,2.301945,7.171408,362
EOS,MKR,both,2.788152,5.782538,239
FUN,MKR,both,2.221277,8.511056,485
GMT,MKR,both,2.035066,1.959050,252
GMX,MKR,both,4.232357,1.144898,66
GNO,MKR,both,2.675957,12.552791,380
HOOK,MKR,both,2.862925,0.079548,26
LUNC,MKR,both,2.170559,0.455192,92
MLN,MKR,both,2.003996,6.408776,508
MTL,MKR,both,2.039555,5.403011,460
OSMO,MKR,both,3.263036,0.464020,43
POLYX,MKR,both,2.821748,0.426619,64
HOOK,MOVR,both,3.252246,0.088891,17
TUSD,MOVR,both,2.630997,7.138396,335
USDC,MOVR,both,2.369748,5.201351,332
USDP,MOVR,both,2.344403,5.959028,348
HFT,MTL,both,2.109213,0.190198,42
HOOK,MTL,both,4.360080,0.264465,22
POLYX,MTL,both,3.330961,0.909691,64
ANKR,NEAR,both,2.137173,13.493553,379
APT,NEAR,both,4.177813,0.503465,45
CTK,NEAR,both,2.359408,31.393778,429
CVC,NEAR,both,2.099280,13.011941,400
DEXE,NEAR,both,2.014996,11.767273,446
GMX,NEAR,both,2.983657,0.895676,71
ONG,NEAR,both,2.048788,14.629580,457
OSMO,NEAR,both,2.884966,0.422114,39
POLYX,NEAR,both,3.021912,0.518421,60
STORJ,NEAR,both,2.025396,10.663850,409
STRAX,NEAR,both,2.209130,19.678930,472
ZRX,NEAR,both,2.424769,32.111941,399
APE,NKN,both,2.196290,3.601142,216
HFT,NMR,both,3.114603,0.530152,42
PHB,NMR,both,2.512407,0.308833,36
HOOK,NULS,both,4.894708,0.279744,18
STRAX,NULS,both,2.126534,4.446540,304
EOS,OGN,both,2.173695,7.619710,242
FUN,OGN,both,2.290744,26.446071,475
HOOK,OGN,both,2.645351,0.109632,23
GMX,OM,both,2.424778,0.517717,65
ACH,ONE,both,2.025883,3.660267,295
APE,ONE,both,2.525155,3.897243,193
ETC,ONE,both,2.057445,9.838063,328
GMT,ONE,both,2.406881,2.385438,209
GMX,ONE,both,3.785498,0.765402,74
HFT,ONE,both,2.018312,0.133133,42
HOOK,ONE,both,4.011518,0.187602,22
PHB,ONE,both,3.194442,0.227412,27
POLYX,ONG,both,2.461589,0.425480,53
1INCH,OP,both,2.315970,2.701747,172
ALCX,OP,both,2.412534,3.436284,179
ASR,OP,both,2.142124,2.925899,195
ATA,OP,both,3.243729,9.048945,164
AUDIO,OP,both,2.590587,4.295796,146
BEL,OP,both,2.222427,2.221736,156
BIFI,OP,both,2.752935,5.800306,172
BTC,OP,both,2.363229,2.599872,160
CAKE,OP,both,2.315512,3.540634,169
CELO,OP,both,3.153808,7.230496,152
CITY,OP,both,2.406920,2.755578,196
CKB,OP,both,2.352927,3.996573,168
COMP,OP,both,2.701323,6.729921,169
COTI,OP,both,2.276253,2.992419,155
CTK,OP,both,2.665541,3.931633,176
CVC,OP,both,3.162704,5.832000,138
DATA,OP,both,3.042017,4.082891,180
DEGO,OP,both,2.141001,2.017275,183
DENT,OP,both,2.215019,2.888626,161
DODO,OP,both,2.121299,2.088170,172
DOGE,OP,both,3.174497,8.748062,138
EGLD,OP,both,2.207729,3.298211,155
ENJ,OP,both,3.109427,9.169156,148
EOS,OP,both,2.257967,2.539638,158
FET,OP,both,2.562248,4.042312,183
FIO,OP,both,2.056720,2.270031,175
FLOW,OP,both,2.148454,2.542941,139
FLUX,OP,both,2.019337,2.217898,180
FUN,OP,both,2.122749,2.218480,175
GALA,OP,both,2.159494,3.242851,132
GMX,OP,both,2.479281,0.760066,78
HBAR,OP,both,3.388501,10.032940,147
HFT,OP,both,2.563449,0.229833,38
HIVE,OP,both,2.628170,6.225503,170
HOOK,OP,both,4.745308,0.310311,17
IOST,OP,both,2.486158,5.614436,154
IOTA,OP,both,2.662054,3.990984,160
IOTX,OP,both,2.099153,2.624733,162
KAVA,OP,both,2.808075,6.098510,171
KMD,OP,both,2.125856,2.888975,188
KNC,OP,both,2.023036,2.736689,148
LPT,OP,both,2.071996,2.621680,159
LTC,OP,both,2.605963,3.829988,173
MANA,OP,both,2.787725,6.065027,149
MBOX,OP,both,2.172950,2.338780,163
NEO,OP,both,2.517495,3.051657,158
NEXO,OP,both,2.854344,5.307112,190
NMR,OP,both,2.174980,3.289069,177
OM,OP,both,2.305155,2.998558,183
ONG,OP,both,2.311908,3.541414,171
PHB,OP,both,2.759213,0.247946,31
POLYX,OP,both,3.262440,0.931660,61
PORTO,OP,both,2.137015,2.981768,184
PUNDIX,OP,both,2.300610,2.907352,162
PYR,OP,both,2.233228,4.971518,179
RARE,OP,both,2.172814,2.674371,194
REQ,OP,both,3.462470,12.788424,165
RIF,OP,both,2.138638,2.343106,194
RLC,OP,both,2.127123,2.672478,196
SAND,OP,both,2.409284,3.910745,137
SHIB,OP,both,2.929470,6.680101,153
SLP,OP,both,3.111885,11.821039,146
STEEM,OP,both,2.506360,4.606663,172
STRAX,OP,both,3.295235,10.249763,184
STX,OP,both,2.431984,3.745225,171
T,OP,both,2.470940,4.705369,159
TFUEL,OP,both,2.537322,4.236576,171
TRX,OP,both,4.150341,14.851073,189
VET,OP,both,2.251293,2.147786,154
WAXP,OP,both,2.656705,4.646658,158
WIN,OP,both,2.084484,2.696320,180
XTZ,OP,both,2.442843,4.011007,148
XVG,OP,both,2.374340,3.447855,186
ZIL,OP,both,2.087926,2.507941,143
CTXC,OSMO,both,3.938606,0.469538,41
FET,OSMO,both,3.040530,0.273600,37
PAXG,OSMO,both,3.636544,0.483088,53
ALCX,PAXG,both,2.132568,0.364969,398
BAL,PAXG,both,2.424571,0.407419,384
GMT,PAXG,both,2.343843,0.288375,302
QI,PAXG,both,2.131694,0.352381,413
GMT,PEOPLE,both,2.181165,4.955675,222
PHB,PEOPLE,both,3.671948,0.181997,29
GMX,PHA,both,2.539870,3.434718,80
ANKR,PHB,both,3.487698,0.294628,29
ARDR,PHB,both,3.120866,0.205128,27
AVAX,PHB,both,4.021074,0.397606,34
BAT,PHB,both,2.751361,0.203909,29
CAKE,PHB,both,2.510259,0.185636,34
CHR,PHB,both,2.997580,0.256211,39
COTI,PHB,both,2.493156,0.189590,28
CTK,PHB,both,2.166343,0.172015,39
DOGE,PHB,both,2.193982,0.159858,29
DUSK,PHB,both,2.807701,0.251068,42
EGLD,PHB,both,4.297227,0.353521,33
ENJ,PHB,both,2.311545,0.166293,32
ENS,PHB,both,2.796256,0.240598,33
FLM,PHB,both,2.245117,0.179061,35
GALA,PHB,both,3.526812,0.285990,30
HBAR,PHB,both,4.729794,0.401103,28
HIVE,PHB,both,3.477587,0.309460,29
IOST,PHB,both,2.947137,0.218100,33
KNC,PHB,both,3.170742,0.250357,27
KSM,PHB,both,2.290006,0.171531,39
ONT,PHB,both,2.192222,0.166792,33
PUNDIX,PHB,both,4.109572,0.295513,24
QNT,PHB,both,2.066091,0.136756,35
QTUM,PHB,both,5.548410,0.366139,32
STEEM,PHB,both,2.437164,0.186703,25
SXP,PHB,both,2.224020,0.184094,37
TFUEL,PHB,both,3.132573,0.258592,27
THETA,PHB,both,4.223887,0.368951,35
TRB,PHB,both,2.578591,0.148930,34
TROY,PHB,both,2.112734,0.135863,32
XTZ,PHB,both,2.400038,0.182328,36
GMX,POND,both,2.792517,0.453905,70
HOOK,POND,both,2.689704,0.092100,21
GMX,POWR,both,2.324067,0.521597,70
POLYX,POWR,both,3.180299,0.646720,62
GMX,PSG,both,2.083909,0.366226,74
PHB,PUNDIX,both,3.214359,0.138560,24
POLYX,PUNDIX,both,2.475975,0.435151,55
HFT,QI,both,2.713220,0.279799,37
OSMO,QI,both,2.515587,0.395450,38
STRAX,QI,both,2.454999,14.013247,348
TUSD,QI,both,2.009775,5.732362,319
FUN,QTUM,both,2.480386,13.304569,476
HOOK,QUICK,both,2.220278,0.057255,21
HOOK,RAD,both,2.357992,0.192933,22
AMP,RAY,both,2.497290,7.808772,364
COS,RAY,both,2.092425,10.140849,439
CVX,RAY,both,2.029368,5.539371,278
DCR,RAY,both,2.464475,17.618738,428
FUN,RAY,both,2.840513,53.242848,438
HOOK,RAY,both,2.351397,0.105830,18
LSK,RAY,both,2.157247,10.845399,443
POLYX,RAY,both,2.524407,0.874008,57
T,RAY,both,2.651225,5.134518,261
USDP,RAY,both,2.414049,22.692101,420
WAXP,RAY,both,2.578331,12.580095,369
NEXO,RIF,both,2.310147,5.437870,219
OSMO,RIF,both,2.435018,0.900555,43
GMT,ROSE,both,2.000168,2.971476,202
GMX,ROSE,both,2.081484,0.327845,67
HOOK,ROSE,both,3.729469,0.103138,21
T,ROSE,both,2.222357,2.776267,221
APE,RSR,both,2.726238,6.608474,228
API3,RSR,both,2.884680,10.237359,254
GMT,RSR,both,2.177506,3.677798,224
HOOK,RSR,both,3.219576,0.195934,20
PEOPLE,RSR,both,2.140941,5.798699,269
REI,RSR,both,2.299149,2.987477,201
STEEM,RSR,both,2.432080,3.326589,212
STG,RSR,both,2.890931,1.441747,117
ACH,RUNE,both,2.525440,7.176155,328
ALGO,RUNE,both,2.104927,12.554090,400
APE,RUNE,both,2.511415,3.223026,202
API3,RUNE,both,4.240636,33.669529,243
ATM,RUNE,both,2.443393,26.149525,501
BAL,RUNE,both,2.241949,7.471254,263
BIFI,RUNE,both,2.626017,3.536220,212
BTTC,RUNE,both,3.706430,18.106718,297
CELO,RUNE,both,2.040263,12.120424,417
CKB,RUNE,both,2.562719,32.127978,481
CTK,RUNE,both,2.363511,25.152355,439
DENT,RUNE,both,2.121709,15.947178,356
EOS,RUNE,both,2.477966,5.942935,230
FIO,RUNE,both,2.209816,17.295866,455
FUN,RUNE,both,3.364339,174.483581,452
GMX,RUNE,both,2.439798,0.436067,67
HFT,RUNE,both,2.743830,0.171481,41
HIGH,RUNE,both,2.079758,4.337923,305
HOOK,RUNE,both,3.988322,0.130022,18
IOTX,RUNE,both,3.022807,64.536378,422
JUV,RUNE,both,2.074182,12.380403,521
LOKA,RUNE,both,2.282827,4.964119,299
MDT,RUNE,both,2.058366,12.328957,484
MOVR,RUNE,both,2.249482,6.524333,307
NEXO,RUNE,both,2.697245,5.030327,210
ONG,RUNE,both,2.507113,28.531019,492
OSMO,RUNE,both,2.496581,0.332167,40
OXT,RUNE,both,2.059897,12.991395,509
PHB,RUNE,both,2.235639,0.128121,33
POLYX,RUNE,both,2.263043,0.304164,75
POWR,RUNE,both,2.410890,6.090398,329
PSG,RUNE,both,2.883357,64.580012,501
RAD,RUNE,both,2.084913,7.317278,427
STEEM,RUNE,both,3.008774,3.608013,196
STG,RUNE,both,2.183559,0.504151,124
STPT,RUNE,both,2.289070,5.584372,304
T,RUNE,both,3.108053,7.092690,230
TRX,RUNE,both,3.272281,82.137455,437
TUSD,RUNE,both,2.452451,24.511142,526
UMA,RUNE,both,2.241796,17.175970,477
USDC,RUNE,both,2.675785,34.637607,519
VTHO,RUNE,both,2.128619,12.376142,480
WIN,RUNE,both,2.550396,28.483663,443
XNO,RUNE,both,2.145567,3.447281,287
XRP,RUNE,both,2.145138,14.131308,420
YFI,RUNE,both,2.454832,28.709717,405
FUN,RVN,both,2.785832,60.317111,477
STG,RVN,both,2.380809,1.052393,111
ARPA,SAND,both,2.020132,16.389874,402
BTC,SAND,both,2.052840,14.373009,368
CHZ,SAND,both,2.466786,50.575832,382
DASH,SAND,both,2.424664,41.740264,389
DODO,SAND,both,2.278136,24.810231,429
DOGE,SAND,both,2.152942,19.825256,344
ETC,SAND,both,2.805927,52.988585,345
HIVE,SAND,both,2.308564,25.221655,421
HOOK,SAND,both,2.412425,0.101061,24
KNC,SAND,both,2.596565,51.065894,428
LTC,SAND,both,2.075575,15.973395,398
MTL,SAND,both,2.873583,64.562556,399
NKN,SAND,both,2.143641,14.878197,415
PHB,SAND,both,2.921116,0.193492,31
RAY,SAND,both,2.077881,10.085606,352
RIF,SAND,both,2.569848,42.209136,494
TRU,SAND,both,2.466998,84.183075,469
TUSD,SAND,both,2.433363,28.731371,510
HOOK,SANTOS,both,3.021551,0.155451,22
HFT,SC,both,3.066021,0.300431,39
HOOK,SC,both,3.616795,0.251224,20
POLYX,SC,both,2.535762,0.445608,54
APE,SCRT,both,2.158350,2.551744,236
BTTC,SCRT,both,2.332928,3.563097,296
GMT,SCRT,both,3.065701,5.539601,233
GMX,SCRT,both,2.265630,0.580351,80
HFT,SCRT,both,2.834751,0.340260,36
HOOK,SCRT,both,3.042105,0.116741,20
KMD,SCRT,both,2.165390,3.176896,304
OSMO,SCRT,both,2.737100,0.485880,33
REQ,SCRT,both,2.492078,4.652135,279
SUN,SCRT,both,3.339712,9.638715,289
TUSD,SCRT,both,2.234999,2.474476,268
USDC,SCRT,both,2.713956,3.965230,260
APE,SFP,both,2.190035,6.644873,205
APT,SFP,both,2.345799,1.094001,60
EOS,SFP,both,2.142796,8.226697,251
FUN,SFP,both,2.378946,155.528432,478
GMT,SFP,both,2.465103,8.557606,221
GMX,SFP,both,2.550753,1.751850,81
GNO,SFP,both,2.147032,52.153705,403
HBAR,SFP,both,2.025763,41.591190,405
HFT,SFP,both,2.612724,0.375815,37
ILV,SFP,both,2.374741,64.693157,336
LINK,SFP,both,2.042925,58.314826,358
ONE,SFP,both,2.411926,84.837449,391
OSMO,SFP,both,3.493153,2.037881,41
POLYX,SFP,both,2.805589,1.565548,65
POWR,SFP,both,2.049600,8.969135,337
RAY,SFP,both,2.154811,46.861277,343
STG,SFP,both,2.176569,1.823281,122
XTZ,SFP,both,2.049316,35.729911,403
POLYX,SHIB,both,2.698221,0.390760,58
OSMO,SKL,both,2.524805,0.266485,44
POLYX,SKL,both,2.207519,0.297734,67
HOOK,SLP,both,2.100968,0.072280,16
USDP,SLP,both,2.077808,12.152356,392
RAD,SNX,both,2.253431,12.064095,439
FUN,SOL,both,2.958025,95.460779,453
GMX,SOL,both,2.222289,1.044092,66
HOOK,SOL,both,3.082099,0.146205,20
KNC,SOL,both,2.184231,11.277088,445
OSMO,SOL,both,2.143636,0.367664,36
HOOK,STEEM,both,2.922548,0.101105,22
HOOK,STG,both,2.013973,0.063280,22
MAGIC,STG,both,2.136223,0.024356,8
PHB,STG,both,2.601634,0.097785,31
TUSD,STG,both,2.779455,0.316049,30
USDC,STG,both,2.123478,0.185510,33
USDP,STG,both,5.364509,0.623018,32
HFT,STORJ,both,2.402013,0.227807,39
PHB,STORJ,both,2.340399,0.169922,29
HFT,STPT,both,2.955261,0.277591,40
HOOK,STPT,both,4.770554,0.177363,21
GMX,SUSHI,both,2.830415,0.741525,73
ATA,SXP,both,2.450467,11.179448,372
CELO,SXP,both,2.318923,15.279955,366
HFT,SXP,both,2.393781,0.129067,40
HIVE,SXP,both,2.460314,17.853478,448
REQ,SXP,both,2.197901,6.232922,424
GMX,SYS,both,3.220214,0.547489,64
HFT,T,both,2.590068,0.228803,34
APE,THETA,both,2.036550,1.480075,190
ALPINE,TRB,both,2.483550,9.824951,292
APE,TRB,both,3.176874,25.438334,250
API3,TRB,both,2.311542,9.852950,276
BIFI,TRB,both,2.366228,7.496857,243
DYDX,TRB,both,2.505860,34.466372,391
FLUX,TRB,both,2.016364,7.208770,345
GMT,TRB,both,2.798064,13.693106,241
GMX,TRB,both,3.125826,0.894417,78
HIGH,TRB,both,3.012716,37.728587,340
LOKA,TRB,both,2.795837,17.403660,319
MOVR,TRB,both,2.394216,18.666582,376
OP,TRB,both,2.381524,5.092490,174
PORTO,TRB,both,2.310001,14.954560,385
REI,TRB,both,2.429628,6.224183,219
STEEM,TRB,both,3.320226,19.319510,230
STG,TRB,both,2.567148,2.038095,113
T,TRB,both,2.242639,6.756633,275
XNO,TRB,both,2.208409,8.207577,323
YGG,TRB,both,2.028711,10.541486,396
HOOK,TRU,both,2.842076,0.126745,16
PHB,TRU,both,3.989020,0.197789,25
HOOK,TRX,both,2.727288,0.047105,25
GMX,TWT,both,2.318331,0.954670,81
HFT,TWT,both,2.916345,0.421091,39
HOOK,TWT,both,5.506956,0.528242,13
NEXO,TWT,both,2.038900,3.437105,214
OSMO,TWT,both,4.011501,2.305989,42
POLYX,TWT,both,2.940153,1.566608,66
HOOK,WAN,both,3.952837,0.201952,21
FUN,WAXP,both,2.361692,11.050141,419
OSMO,WAXP,both,2.535063,0.381417,32
PHB,WAXP,both,3.285001,0.179758,21
POLYX,WAXP,both,2.845464,0.547589,53
MAGIC,WIN,both,4.047994,0.048950,12
HOOK,WOO,both,2.537830,0.095591,18
POLYX,WOO,both,2.105368,0.359530,64
HFT,XEC,both,3.370923,0.198143,37
HOOK,XEC,both,5.167229,0.218053,21
HFT,XNO,both,2.121202,0.434019,42
GMX,XRP,both,2.892646,0.512704,70
OSMO,XRP,both,2.666518,0.379526,40
POLYX,XRP,both,2.582020,0.351062,62
NEXO,YGG,both,2.336691,2.950916,227
HFT,ZEC,both,3.645878,0.260491,44
HOOK,ZEC,both,5.692121,0.222781,20
OSMO,ZEC,both,2.107993,0.226215,42
PHB,ZEC,both,3.635052,0.205932,32
FUN,ZEN,both,2.617974,22.182978,486
GMX,ZEN,both,2.474555,0.444131,69
HFT,ZEN,both,4.339691,0.338388,43
OSMO,ZEN,both,3.287625,0.309963,48
HFT,ZIL,both,2.248402,0.152925,38
HOOK,ZIL,both,2.219230,0.081011,26
HFT,ZRX,both,2.702109,0.185680,44
OSMO,ZRX,both,2.353277,0.218867,47
