reference_coin,trading_coin,trading_type,sharpe_ratio,total_cumulative_return,num_trades
CTK,GRT,both,14.577989,0.270061,6
CTSI,GRT,both,8.034446,0.206945,7
DENT,GRT,both,2.910039,0.042901,5
DIA,GRT,both,18.370667,0.409099,7
DOGE,GRT,both,5.512564,0.070919,3
DOT,GRT,both,8.457518,0.240535,8
DUSK,GRT,both,10.078805,0.291805,5
EGLD,GRT,both,7.739238,0.310713,6
ENJ,GRT,both,12.700262,0.538866,9
ETC,GRT,both,6.443279,0.175116,6
ETH,GRT,both,11.624940,0.339962,8
EUR,GRT,both,3.331001,0.050065,9
FET,GRT,both,17.963633,0.525278,7
FIL,GRT,both,13.414395,0.304509,7
FLM,GRT,both,10.239412,0.384065,7
FTT,GRT,both,11.572241,0.208769,5
FUN,GRT,both,4.386969,0.084664,10
HBAR,GRT,both,10.580402,0.169400,4
HIVE,GRT,both,11.998460,0.218355,5
HOT,GRT,both,5.220790,0.065284,5
INJ,GRT,both,8.443759,0.154449,5
IOST,GRT,both,10.435384,0.312015,7
IOTA,GRT,both,6.493700,0.196366,8
JST,GRT,both,7.217522,0.214160,7
KAVA,GRT,both,15.416062,0.561247,6
KNC,GRT,both,16.060098,0.577291,7
KSM,GRT,both,10.382097,0.340256,6
LINK,GRT,both,13.154953,0.652194,7
LRC,GRT,both,3.572864,0.077612,6
LSK,GRT,both,3.385961,0.074447,4
MANA,GRT,both,4.629609,0.091286,7
MBL,GRT,both,8.710081,0.068486,2
MKR,GRT,both,5.006638,0.109793,10
MTL,GRT,both,6.323128,0.103666,6
NEAR,GRT,both,4.793056,0.091339,9
NEO,GRT,both,14.304805,0.588929,7
NKN,GRT,both,3.828235,0.098802,10
OGN,GRT,both,13.550475,0.248165,5
ONG,GRT,both,2.369485,0.035764,4
ONT,GRT,both,7.561273,0.149453,6
OXT,GRT,both,31.812229,0.358072,3
PAXG,GRT,both,4.163130,0.041455,7
QTUM,GRT,both,12.079420,0.658728,7
RLC,GRT,both,7.219380,0.262377,7
ROSE,GRT,both,15.642811,0.251896,4
RSR,GRT,both,11.179402,0.289524,8
RUNE,GRT,both,13.179397,0.369750,6
SAND,GRT,both,22.531278,0.289188,4
SKL,GRT,both,14.219442,0.375641,6
SOL,GRT,both,13.829939,0.640087,6
STORJ,GRT,both,4.230880,0.122332,8
STRAX,GRT,both,7.700370,0.143368,8
SUN,GRT,both,9.046283,0.426923,6
SUSHI,GRT,both,8.003521,0.199806,6
SXP,GRT,both,7.423168,0.267303,7
TRB,GRT,both,10.992858,0.448656,6
TRX,GRT,both,17.986957,0.577160,5
UNI,GRT,both,2.400064,0.044668,6
UTK,GRT,both,2.606739,0.036726,7
VET,GRT,both,15.964031,0.906091,8
WAN,GRT,both,8.587695,0.176781,5
WIN,GRT,both,7.634329,0.242606,6
XLM,GRT,both,6.681839,0.148376,5
XTZ,GRT,both,12.618791,0.455358,8
XVS,GRT,both,4.832407,0.092894,4
YFI,GRT,both,15.662765,0.320794,6
ZEC,GRT,both,4.093783,0.071921,7
ZEN,GRT,both,3.919001,0.123207,8
ZIL,GRT,both,6.647817,0.128910,5
ZRX,GRT,both,8.730937,0.346423,9
JUV,HOT,both,3.871146,0.016599,2
XVS,HOT,both,2.456497,0.393931,81
CTK,ICX,both,3.884931,0.639069,56
FET,INJ,both,2.047588,0.490758,72
KAVA,INJ,both,2.223709,0.504608,76
LUNA,INJ,both,2.068727,0.544251,92
NKN,INJ,both,3.104482,1.169693,77
ONT,INJ,both,2.463308,0.757330,70
QTUM,INJ,both,2.372993,0.692869,79
RVN,INJ,both,2.625733,0.810118,64
XLM,INJ,both,2.907511,0.929676,70
XRP,INJ,both,2.608826,0.803432,63
XVS,IOST,both,3.403767,0.710020,85
INJ,IOTA,both,2.264781,0.380059,71
CTK,JST,both,2.710925,0.400197,59
USDC,JST,both,2.004393,1.023010,144
AAVE,JUV,both,14.009442,0.119176,5
ADA,JUV,both,37.750795,0.191125,2
ALGO,JUV,both,10.697017,0.096807,5
ARDR,JUV,both,7.528256,0.069165,2
ARPA,JUV,both,4.582998,0.055480,6
ATOM,JUV,both,19.275824,0.189624,5
BAND,JUV,both,16.583336,0.071690,4
BCH,JUV,both,10.288649,0.083436,2
BEL,JUV,both,112.364387,0.069718,2
BNB,JUV,both,27.502843,0.239486,3
BTC,JUV,both,2.844764,0.044157,3
COMP,JUV,both,8.392613,0.075440,3
COS,JUV,both,4.583768,0.059934,3
CRV,JUV,both,15.567901,0.185095,3
CTK,JUV,both,14.123211,0.107422,2
CVC,JUV,both,5.671100,0.062624,3
DCR,JUV,both,4.253806,0.036023,3
DOT,JUV,both,24.264786,0.353602,2
EGLD,JUV,both,3.910165,0.055594,2
ETH,JUV,both,19.035770,0.168232,4
FET,JUV,both,16.452986,0.072104,3
FTT,JUV,both,18.415102,0.206954,2
FUN,JUV,both,19.975112,0.054741,5
HBAR,JUV,both,6.965347,0.057448,4
HIVE,JUV,both,20.870025,0.042115,2
HOT,JUV,both,75.202166,0.065061,2
ICX,JUV,both,12.622965,0.179758,4
IOTA,JUV,both,2.760510,0.013610,4
IOTX,JUV,both,2.158054,0.008148,3
KAVA,JUV,both,6.372493,0.039931,5
KNC,JUV,both,10.951020,0.060697,3
KSM,JUV,both,38.369442,0.335365,3
LINK,JUV,both,11.225370,0.047440,2
LTC,JUV,both,174.581971,0.083600,2
LUNA,JUV,both,9.239048,0.124199,3
MKR,JUV,both,8.432303,0.054985,3
NEAR,JUV,both,8.478365,0.079627,3
NEO,JUV,both,3.394689,0.011568,3
PAXG,JUV,both,9.150307,0.105443,3
QTUM,JUV,both,9.518888,0.099043,3
ROSE,JUV,both,8.167957,0.070309,2
RSR,JUV,both,40.085761,0.375870,4
RUNE,JUV,both,51.118030,0.284482,3
RVN,JUV,both,12.888180,0.045190,3
SOL,JUV,both,3.702496,0.064938,3
STRAX,JUV,both,20.124992,0.094415,2
TFUEL,JUV,both,13.569942,0.060483,3
THETA,JUV,both,45.270285,0.204162,2
UNI,JUV,both,13.023353,0.141030,2
UTK,JUV,both,15.625583,0.120788,4
XTZ,JUV,both,579.733224,0.135345,2
ZIL,JUV,both,19.867844,0.043249,2
UTK,KAVA,both,2.547212,0.600077,89
AXS,KSM,both,2.583231,0.390519,53
BCH,KSM,both,2.623344,0.856043,104
COMP,KSM,both,2.326111,0.866282,113
GRT,KSM,both,3.350394,0.052813,6
JUV,KSM,both,8.803332,0.033772,3
KNC,KSM,both,2.057973,0.605975,121
LTC,KSM,both,2.476118,0.794038,100
PSG,KSM,both,9.596577,0.019908,3
ROSE,KSM,both,2.128460,0.216394,40
SKL,KSM,both,2.494328,0.157736,20
UTK,KSM,both,3.000105,0.738784,89
WIN,KSM,both,2.705605,1.136516,94
XRP,KSM,both,2.264703,0.765880,107
BCH,LINK,both,2.212386,6.870442,304
BEL,LINK,both,2.018088,0.455801,92
COMP,LINK,both,3.136696,3.273650,159
JST,LINK,both,2.264705,1.032251,106
LRC,LINK,both,2.079022,1.774911,176
MBL,LINK,both,2.887749,7.866352,281
ROSE,LINK,both,3.392257,0.224989,28
RVN,LINK,both,2.139972,8.742126,402
GRT,LRC,both,5.870179,0.135545,6
JUV,LRC,both,84.971120,0.161744,2
PSG,LRC,both,20.196763,0.060372,3
XVS,LRC,both,2.905798,0.798003,76
BEL,LTC,both,2.377088,0.723014,102
INJ,LTC,both,2.613835,0.548599,74
JST,LTC,both,2.297137,0.971830,108
RSR,LTC,both,2.392063,0.673824,89
UTK,LTC,both,3.770750,1.148603,82
XVS,LTC,both,3.093451,0.916385,79
GRT,LUNA,both,4.739008,0.074122,8
JUV,LUNA,both,5.302085,0.021287,3
JUV,MANA,both,3.561341,0.022181,2
WIN,MANA,both,2.474243,0.962758,132
XVS,MANA,both,2.960239,0.715145,83
JUV,MBL,both,18.637745,0.052764,2
LUNA,MKR,both,2.106019,0.525193,167
AVA,MTL,both,3.194714,0.272038,33
JUV,MTL,both,9.830787,0.052003,4
PSG,MTL,both,90.134437,0.139918,2
SUN,MTL,both,2.201244,0.486114,93
UTK,MTL,both,5.295794,1.503595,89
ALGO,NEAR,both,2.295244,0.526781,70
ARDR,NEAR,both,3.499272,1.239901,86
ATOM,NEAR,both,2.484244,0.648672,63
AVA,NEAR,both,2.009037,0.133953,36
AVAX,NEAR,both,3.275558,1.020273,68
BAND,NEAR,both,2.496022,0.664782,71
BAT,NEAR,both,2.300465,0.608446,65
BCH,NEAR,both,2.819443,0.719826,73
BEL,NEAR,both,3.900532,1.321238,67
BNT,NEAR,both,3.633493,1.285667,65
BTC,NEAR,both,2.575972,0.633775,68
CELR,NEAR,both,3.903074,1.306721,81
CHR,NEAR,both,2.793212,0.774727,75
CHZ,NEAR,both,2.866511,0.785305,84
COMP,NEAR,both,5.620590,3.334509,70
COTI,NEAR,both,2.635518,0.737823,71
CRV,NEAR,both,2.808162,0.805727,63
CTSI,NEAR,both,2.076100,0.445034,82
DASH,NEAR,both,2.016044,0.443397,63
DIA,NEAR,both,3.244584,1.087898,78
DOT,NEAR,both,2.046292,0.432577,63
DUSK,NEAR,both,5.055730,2.124966,84
EGLD,NEAR,both,2.088451,0.523478,83
ENJ,NEAR,both,5.330014,2.081326,71
ETC,NEAR,both,3.839611,1.424780,71
ETH,NEAR,both,3.554422,1.130957,66
FET,NEAR,both,3.591596,1.372110,75
FLM,NEAR,both,3.278425,1.129537,51
HIVE,NEAR,both,2.461359,0.659552,84
HOT,NEAR,both,3.569562,1.283158,83
ICX,NEAR,both,4.671215,1.920717,74
INJ,NEAR,both,2.142234,0.448691,82
IOST,NEAR,both,3.351521,1.068533,68
IOTA,NEAR,both,2.519820,0.639905,73
IOTX,NEAR,both,2.842817,0.825274,72
JST,NEAR,both,3.831207,1.412989,74
JUV,NEAR,both,11.221856,0.100329,3
KAVA,NEAR,both,3.899821,1.522947,67
KNC,NEAR,both,3.054206,1.057593,78
KSM,NEAR,both,2.480753,0.654109,70
LINK,NEAR,both,3.919762,1.530707,62
LRC,NEAR,both,2.095304,0.421992,71
LSK,NEAR,both,3.627389,1.153355,77
LTC,NEAR,both,2.051574,0.499754,66
LUNA,NEAR,both,2.915404,0.777498,99
MDT,NEAR,both,3.059190,0.846755,89
MKR,NEAR,both,3.744533,1.198425,64
NEO,NEAR,both,4.158555,1.593790,72
NKN,NEAR,both,3.555042,1.379585,85
OGN,NEAR,both,2.954318,0.911212,73
ONE,NEAR,both,2.492142,0.575891,87
ONT,NEAR,both,4.656176,1.777686,62
PAXG,NEAR,both,2.481179,0.628928,88
PSG,NEAR,both,8.211809,0.077909,4
QTUM,NEAR,both,2.811980,0.644046,67
RVN,NEAR,both,2.843749,0.834051,80
SAND,NEAR,both,3.626701,1.284189,80
SC,NEAR,both,2.138857,0.472037,78
SKL,NEAR,both,5.519373,0.326372,23
SOL,NEAR,both,2.184530,0.528470,70
STORJ,NEAR,both,3.397764,1.111853,64
STX,NEAR,both,2.051887,0.456186,84
SUN,NEAR,both,2.476866,0.691303,72
SUSHI,NEAR,both,3.103078,0.950193,67
SXP,NEAR,both,2.398606,0.580962,74
TFUEL,NEAR,both,5.655146,3.051430,81
THETA,NEAR,both,5.110115,2.784447,70
TRB,NEAR,both,3.422777,1.139356,69
TRX,NEAR,both,3.555074,1.259456,70
TUSD,NEAR,both,2.019111,0.445469,94
UMA,NEAR,both,3.156454,1.057176,80
USDC,NEAR,both,2.322633,0.575814,91
UTK,NEAR,both,2.858395,0.928822,80
VET,NEAR,both,2.724264,0.708544,73
VTHO,NEAR,both,3.657963,1.170043,82
WAN,NEAR,both,3.080284,0.967659,85
WIN,NEAR,both,4.995215,2.056572,63
XRP,NEAR,both,2.586746,0.661022,75
XTZ,NEAR,both,4.087328,1.314761,64
XVS,NEAR,both,4.237143,1.421168,72
YFI,NEAR,both,2.258081,0.540131,64
ZEC,NEAR,both,4.422537,1.868466,66
ZIL,NEAR,both,4.348955,1.866142,68
UTK,NEO,both,2.065092,0.309337,85
XVS,NEO,both,3.280820,0.683635,78
JUV,ONE,both,11.283545,0.109714,4
PSG,ONE,both,9.974498,0.089434,4
XVS,ONE,both,3.194798,0.645947,83
JST,ONG,both,2.219000,1.209956,109
PSG,ONG,both,2.249770,0.013393,3
UTK,ONG,both,2.959114,1.330803,78
XVS,ONT,both,2.797359,0.570948,84
AAVE,PSG,both,15.589573,0.129711,5
ADA,PSG,both,12.873553,0.132008,3
ALGO,PSG,both,5.503557,0.045159,5
ARDR,PSG,both,2.297411,0.014219,2
ARPA,PSG,both,5.130447,0.115606,3
ATOM,PSG,both,18.125103,0.175011,5
BAND,PSG,both,14.624623,0.065812,4
BCH,PSG,both,17.169286,0.117547,4
BEL,PSG,both,16.405943,0.082349,2
BNT,PSG,both,12.755750,0.072916,2
BTC,PSG,both,4.911132,0.077276,3
CHR,PSG,both,4.208862,0.026299,4
COMP,PSG,both,11.891654,0.108027,3
CRV,PSG,both,4.683277,0.052331,3
CTK,PSG,both,4.207760,0.052584,3
DIA,PSG,both,5.398512,0.032488,5
DOGE,PSG,both,97.515859,0.240885,2
DOT,PSG,both,22.860885,0.354644,2
EGLD,PSG,both,9.130435,0.113438,3
ETH,PSG,both,22.570514,0.147954,5
EUR,PSG,both,2.616448,0.034745,3
FET,PSG,both,11.796433,0.056163,4
FTT,PSG,both,13.520232,0.104321,2
FUN,PSG,both,17.958105,0.089293,5
HIVE,PSG,both,16.085235,0.032369,3
HOT,PSG,both,25.844760,0.150037,2
ICX,PSG,both,14.254040,0.215383,4
JST,PSG,both,8.615601,0.057408,4
KNC,PSG,both,23.606577,0.084041,2
KSM,PSG,both,39.718961,0.362618,3
LRC,PSG,both,11.059237,0.092141,3
LUNA,PSG,both,10.439905,0.110926,4
MKR,PSG,both,10.814739,0.066807,4
NEAR,PSG,both,6.429108,0.047743,4
PAXG,PSG,both,6.700275,0.071439,3
QTUM,PSG,both,8.602633,0.066296,3
ROSE,PSG,both,9.951681,0.071906,3
RSR,PSG,both,34.282284,0.381011,4
RUNE,PSG,both,46.025388,0.323305,3
RVN,PSG,both,10.123717,0.051561,3
SOL,PSG,both,4.892627,0.095329,3
STRAX,PSG,both,16.208467,0.078619,2
SXP,PSG,both,2.836258,0.023381,3
TFUEL,PSG,both,9.475233,0.057812,3
THETA,PSG,both,37.582048,0.195586,2
UNI,PSG,both,13.080350,0.140231,2
UTK,PSG,both,9.469034,0.080951,5
VET,PSG,both,41.295005,0.184626,2
XTZ,PSG,both,7.701531,0.069868,3
ZIL,PSG,both,27.337515,0.057843,2
CTK,QTUM,both,2.216957,0.326073,57
UTK,QTUM,both,3.234922,0.708432,82
XVS,QTUM,both,2.749808,0.686571,82
BEL,RLC,both,2.540162,0.903145,98
FIL,RLC,both,3.342410,0.726276,77
FLM,RLC,both,2.249515,0.554902,73
INJ,RLC,both,3.144572,0.678982,79
JUV,RLC,both,6.842111,0.042434,2
KSM,RLC,both,2.232212,0.776021,110
ROSE,RLC,both,2.754351,0.230867,35
RUNE,RLC,both,2.037100,0.627459,109
SKL,RLC,both,2.004411,0.087654,25
SUN,RLC,both,2.917969,0.895737,95
XVS,RLC,both,3.522336,1.093737,80
FTT,ROSE,both,2.140182,0.170212,37
GRT,ROSE,both,4.848623,0.024862,4
ICX,ROSE,both,2.006939,0.173286,33
JUV,ROSE,both,63.464590,0.045534,2
NKN,ROSE,both,2.317437,0.225220,41
SNX,ROSE,both,2.160761,0.202007,39
FLM,RSR,both,2.284059,0.951492,71
GRT,RSR,both,4.731640,0.312864,8
INJ,RSR,both,2.188303,0.549293,76
JUV,RSR,both,10.010093,0.448223,4
NEO,RSR,both,2.037538,1.123305,95
PSG,RSR,both,10.368746,0.471380,4
UTK,RSR,both,2.821203,1.258224,77
XVS,RSR,both,2.019444,0.575593,84
BTC,RUNE,both,2.891840,1.581305,96
CHZ,RUNE,both,2.043342,0.896049,113
FTT,RUNE,both,2.075079,0.915649,96
GRT,RUNE,both,3.768342,0.080547,6
IOTX,RUNE,both,2.113874,0.982924,109
LRC,RUNE,both,2.566969,1.654079,104
OGN,RUNE,both,2.369935,1.106213,108
ONG,RUNE,both,2.022257,0.785949,105
OXT,RUNE,both,2.510800,0.996784,103
WIN,RUNE,both,2.424183,1.130703,101
XVS,RUNE,both,3.425337,1.428922,78
ZIL,RUNE,both,2.054750,0.817060,101
BCH,SAND,both,2.536864,1.867787,120
LRC,SAND,both,2.733622,1.633321,133
JUV,SC,both,4.436997,0.009592,3
TUSD,SC,both,2.046335,1.290258,194
WIN,SC,both,2.020690,1.229475,169
ADA,SKL,both,2.696148,0.195206,22
ALGO,SKL,both,6.458640,0.655205,18
ANKR,SKL,both,6.095644,0.692418,23
ARPA,SKL,both,3.498606,0.304263,27
ATOM,SKL,both,2.523523,0.154159,16
AVAX,SKL,both,5.757576,0.599037,22
BAND,SKL,both,4.957111,0.514087,21
BEL,SKL,both,4.178208,0.452315,19
BTC,SKL,both,6.945299,0.753033,20
COMP,SKL,both,2.583924,0.158443,24
COS,SKL,both,4.127758,0.410544,25
CTK,SKL,both,4.785717,0.566414,19
DASH,SKL,both,2.281242,0.159161,25
DCR,SKL,both,3.687560,0.277088,26
EUR,SKL,both,2.021166,0.134977,31
FET,SKL,both,9.755240,1.379266,22
FTT,SKL,both,3.992931,0.423493,22
HIVE,SKL,both,3.778881,0.311904,24
INJ,SKL,both,2.756689,0.258276,30
JUV,SKL,both,7.102660,0.036133,3
KSM,SKL,both,3.885232,0.342941,20
PAXG,SKL,both,2.574998,0.180558,25
PSG,SKL,both,3.717240,0.020373,3
RUNE,SKL,both,3.582012,0.375112,26
SNX,SKL,both,3.533857,0.422055,27
STX,SKL,both,5.983115,0.532287,24
THETA,SKL,both,3.074106,0.475998,22
TRB,SKL,both,5.684906,0.355481,19
TUSD,SKL,both,3.510058,0.322465,22
USDC,SKL,both,5.999674,0.608553,21
VET,SKL,both,3.001412,0.232479,17
WIN,SKL,both,3.117158,0.248034,24
XVS,SKL,both,4.832644,0.521134,24
ZEN,SKL,both,2.009330,0.115791,18
ZIL,SKL,both,6.254868,1.013537,22
FLM,SNX,both,2.503703,0.738645,76
BCH,SOL,both,2.932504,2.011254,117
BTC,SOL,both,2.730804,1.737023,107
COTI,SOL,both,2.881454,2.536895,118
DASH,SOL,both,2.223307,1.246731,122
ETC,SOL,both,2.996945,2.425805,132
ETH,SOL,both,2.589753,1.465423,113
FIL,SOL,both,3.541378,0.957628,69
GRT,SOL,both,13.880860,0.317990,6
JUV,SOL,both,20.836515,0.236103,3
LTC,SOL,both,2.849343,1.719932,122
LUNA,SOL,both,3.414588,2.669877,168
MKR,SOL,both,2.403190,1.337053,125
ONE,SOL,both,2.024482,1.055737,139
ONT,SOL,both,2.677871,1.922209,117
PSG,SOL,both,20.979576,0.223731,3
ROSE,SOL,both,3.241307,0.399202,34
SKL,SOL,both,4.204282,0.276657,22
THETA,SOL,both,2.082991,1.098766,128
UTK,SOL,both,2.127670,0.568697,95
XRP,SOL,both,2.226391,1.090214,107
XTZ,SOL,both,2.218146,1.069523,125
XVS,SOL,both,2.330555,0.641679,86
BAND,STORJ,both,2.539779,1.817690,122
BCH,STORJ,both,4.461976,8.277341,120
BEL,STORJ,both,3.454040,1.651675,86
BNB,STORJ,both,2.181754,1.498555,128
BTC,STORJ,both,3.436429,3.778532,119
COMP,STORJ,both,3.141763,3.118296,125
COTI,STORJ,both,2.538574,2.004625,132
CTSI,STORJ,both,3.086509,3.502412,144
DASH,STORJ,both,3.475865,3.322968,123
DENT,STORJ,both,2.844142,3.137817,151
ETH,STORJ,both,3.107513,3.362091,118
FLM,STORJ,both,2.424345,0.692203,66
FTT,STORJ,both,2.998804,2.886586,121
HOT,STORJ,both,2.274845,1.714807,144
JST,STORJ,both,3.087845,2.607736,112
KNC,STORJ,both,2.560714,1.644171,149
LRC,STORJ,both,2.148932,1.471510,135
LTC,STORJ,both,3.145129,3.432126,127
LUNA,STORJ,both,2.088547,0.785271,160
MDT,STORJ,both,2.299164,1.634311,173
OGN,STORJ,both,2.077141,1.235469,140
RUNE,STORJ,both,2.141974,0.695560,101
TFUEL,STORJ,both,3.143427,3.694506,155
THETA,STORJ,both,2.686715,2.404148,159
TRX,STORJ,both,2.702505,2.394303,117
TUSD,STORJ,both,2.591917,2.347643,168
USDC,STORJ,both,2.642964,2.335596,153
UTK,STORJ,both,3.082385,0.856753,83
VET,STORJ,both,3.965429,6.492369,131
VTHO,STORJ,both,3.162939,3.895458,160
WAN,STORJ,both,2.527730,2.053752,152
WIN,STORJ,both,3.099248,3.152331,129
ZEC,STORJ,both,2.329559,1.489318,122
ZIL,STORJ,both,3.497422,5.017098,134
CHZ,STRAX,both,3.742139,0.515890,36
DATA,STRAX,both,2.016956,0.199055,37
THETA,STRAX,both,2.045555,0.208109,39
TUSD,STRAX,both,5.668607,0.545154,35
USDC,STRAX,both,3.813805,0.327486,39
ADA,SUN,both,3.143778,1.122011,77
ARPA,SUN,both,2.198828,0.591203,92
ATOM,SUN,both,2.204028,0.658532,84
AUDIO,SUN,both,2.037285,0.396518,68
BAND,SUN,both,2.216885,0.592196,87
BCH,SUN,both,3.557375,1.659595,70
BEL,SUN,both,2.851779,0.989713,89
BTC,SUN,both,4.312425,2.055268,67
COMP,SUN,both,3.229410,1.317929,95
CTK,SUN,both,2.177111,0.358568,62
DASH,SUN,both,2.602092,0.862818,87
DCR,SUN,both,2.185648,0.616599,98
DENT,SUN,both,2.237217,0.663853,101
EUR,SUN,both,2.228681,0.598938,97
IOST,SUN,both,2.100090,0.611890,89
JST,SUN,both,2.358258,0.730609,79
JUV,SUN,both,37.377283,0.091333,2
LINK,SUN,both,2.764684,0.846355,71
LRC,SUN,both,3.250345,1.104605,88
OGN,SUN,both,2.644987,0.827654,85
ONE,SUN,both,2.660676,0.881453,96
ONG,SUN,both,2.018753,0.540877,90
PAXG,SUN,both,3.126786,1.164063,95
PSG,SUN,both,7.770441,0.015705,3
RUNE,SUN,both,2.641621,0.909591,89
SC,SUN,both,2.654825,0.692682,87
TFUEL,SUN,both,2.421691,0.876586,107
VET,SUN,both,2.570892,0.816906,84
VTHO,SUN,both,3.195832,1.139416,95
WIN,SUN,both,2.510718,0.785223,78
XLM,SUN,both,2.765004,0.837178,74
XTZ,SUN,both,2.524544,0.809091,85
ZEC,SUN,both,2.248848,0.676569,86
AAVE,SUSHI,both,2.069691,0.568103,58
ADA,SUSHI,both,4.262033,7.536211,89
ALGO,SUSHI,both,2.883692,2.610020,88
AVAX,SUSHI,both,3.287099,2.668779,78
BAND,SUSHI,both,5.233500,17.796231,86
BAT,SUSHI,both,4.854862,9.886308,89
BCH,SUSHI,both,3.801976,5.052783,105
BEL,SUSHI,both,4.282430,3.968935,92
BNB,SUSHI,both,3.671609,4.352689,82
BNT,SUSHI,both,4.169553,5.639609,92
BTC,SUSHI,both,4.556927,10.104405,91
CELR,SUSHI,both,2.830766,2.924570,124
CHZ,SUSHI,both,4.695127,7.347302,108
COMP,SUSHI,both,3.590375,5.369766,90
COS,SUSHI,both,2.647218,2.296824,121
CRV,SUSHI,both,2.872355,2.446629,72
CTK,SUSHI,both,3.734603,1.715592,64
DASH,SUSHI,both,3.926613,5.388489,98
DATA,SUSHI,both,5.286031,15.494118,95
DCR,SUSHI,both,2.775095,2.107156,126
DENT,SUSHI,both,3.249485,3.608469,120
DGB,SUSHI,both,4.924646,10.554158,100
DIA,SUSHI,both,3.458377,4.008011,107
DOT,SUSHI,both,2.377198,1.444843,79
DUSK,SUSHI,both,4.155434,8.473469,106
ETC,SUSHI,both,4.177823,7.329101,95
ETH,SUSHI,both,5.492276,11.556898,84
EUR,SUSHI,both,3.000539,2.593137,124
FET,SUSHI,both,3.267542,3.001760,110
FIL,SUSHI,both,4.236535,4.402399,68
FLM,SUSHI,both,4.198283,4.296798,66
FTT,SUSHI,both,3.439910,3.566154,100
GRT,SUSHI,both,2.198201,0.045198,6
HBAR,SUSHI,both,4.970600,11.127218,111
ICX,SUSHI,both,3.687791,5.384624,102
INJ,SUSHI,both,2.451258,0.654566,90
IOST,SUSHI,both,3.421301,4.246691,109
IOTA,SUSHI,both,3.056607,2.830332,105
IOTX,SUSHI,both,3.156343,3.061157,114
JST,SUSHI,both,2.814483,2.439741,101
JUV,SUSHI,both,23.976218,0.251026,2
KAVA,SUSHI,both,4.100481,7.663698,91
LINK,SUSHI,both,3.898434,5.674815,83
LSK,SUSHI,both,2.945592,2.369385,126
LTC,SUSHI,both,3.093662,2.546738,91
MANA,SUSHI,both,3.328287,2.946872,108
MBL,SUSHI,both,2.690875,2.362733,121
MDT,SUSHI,both,2.928690,2.452732,134
MKR,SUSHI,both,5.015861,9.144256,95
NEO,SUSHI,both,4.911983,11.696435,85
NKN,SUSHI,both,2.859783,3.046990,121
NMR,SUSHI,both,4.399731,8.570240,102
OGN,SUSHI,both,3.419366,3.387082,103
ONG,SUSHI,both,3.084168,3.074356,90
ONT,SUSHI,both,4.474774,9.331677,78
OXT,SUSHI,both,3.505977,3.013127,106
PSG,SUSHI,both,23.714257,0.249565,2
QTUM,SUSHI,both,4.089519,7.916843,86
RLC,SUSHI,both,2.880213,2.581548,95
ROSE,SUSHI,both,4.187888,0.812848,38
RSR,SUSHI,both,2.469168,1.824251,94
SAND,SUSHI,both,3.399103,4.184744,100
SNX,SUSHI,both,3.895090,4.707462,111
STORJ,SUSHI,both,4.434942,7.932360,88
SUN,SUSHI,both,3.063220,1.775362,92
SXP,SUSHI,both,2.618817,1.957644,92
TFUEL,SUSHI,both,4.334353,8.115651,123
THETA,SUSHI,both,4.269022,7.916848,102
TRB,SUSHI,both,2.781590,2.204865,99
TRX,SUSHI,both,3.661543,4.185861,77
TUSD,SUSHI,both,2.685636,1.789656,118
UMA,SUSHI,both,5.027418,11.610758,86
UNI,SUSHI,both,2.705048,1.372970,66
USDC,SUSHI,both,3.142501,2.612608,106
UTK,SUSHI,both,5.463530,5.356919,87
WIN,SUSHI,both,3.633850,5.308619,90
XLM,SUSHI,both,5.454610,22.276022,87
XRP,SUSHI,both,4.681131,8.624401,92
XTZ,SUSHI,both,5.828375,29.113628,84
XVS,SUSHI,both,3.621094,2.969187,87
ZEC,SUSHI,both,4.019503,5.922149,95
ZEN,SUSHI,both,3.190343,3.884393,102
ZIL,SUSHI,both,3.712544,6.172375,91
BCH,SXP,both,2.845425,2.499196,123
JUV,SXP,both,19.205225,0.099513,3
PSG,SXP,both,18.999276,0.062703,3
SKL,SXP,both,2.920724,0.119972,21
TRX,SXP,both,2.305692,1.751791,131
ZIL,SXP,both,2.138587,1.479320,148
AVA,TFUEL,both,3.579071,0.655400,33
AVA,THETA,both,5.646762,0.881335,29
GRT,THETA,both,9.866817,0.399373,6
JST,THETA,both,2.457642,1.204748,125
JUV,THETA,both,12.131990,0.255503,2
PSG,THETA,both,11.952537,0.245141,2
SAND,THETA,both,2.335143,1.074309,140
SKL,THETA,both,4.884060,0.402498,22
STRAX,THETA,both,2.920030,0.384135,39
ICX,TRB,both,2.584193,1.437246,90
INJ,TRB,both,2.073223,0.356058,74
LUNA,TRB,both,2.772009,1.682475,149
TFUEL,TRB,both,2.928903,1.891910,132
BEL,TRX,both,4.594899,1.230338,85
COMP,TRX,both,2.048195,1.007243,170
CTK,TRX,both,2.782562,0.354761,55
INJ,TRX,both,2.389449,0.347372,71
LRC,TRX,both,2.013166,1.077497,180
SNX,TRX,both,2.174600,1.225323,172
SOL,TRX,both,2.041454,0.748584,113
XVS,TRX,both,2.729381,0.600539,80
AUDIO,UMA,both,2.506551,0.434298,61
BTC,UMA,both,2.717674,0.966027,88
TFUEL,UMA,both,2.839459,1.527241,123
THETA,UMA,both,2.725898,1.619343,119
XLM,UMA,both,3.122209,1.726648,95
