total_cumulative_return,profit_factor,max_drawdown,last_year_drawdown,sharpe_ratio,volatility,num_trades,data_points,reference_coin,trading_coin,trading_type
2.624656,1.298258,-0.417223,-0.214881,1.006065,0.479566,248,17520,1INCH,AAVE,shorts
5.111880,1.299803,-0.485163,-0.454929,1.293111,0.630869,510,17520,1INCH,ADA,both
2.946514,1.364874,-0.296195,-0.296195,1.180707,0.457617,260,17520,1INCH,ALGO,shorts
2.796679,1.329357,-0.293983,-0.268768,1.043806,0.492636,276,17520,1INCH,ATOM,shorts
9.448318,1.342221,-0.432235,-0.347198,1.547253,0.725750,529,17520,1INCH,AVAX,both
4.027576,1.438510,-0.296533,-0.172387,1.355563,0.513870,255,17520,1INCH,AVAX,longs
2.702146,1.342331,-0.328630,-0.271245,1.181739,0.420586,284,17520,1INCH,BAL,shorts
2.440094,1.215597,-0.467250,-0.298785,1.029129,0.433394,533,17520,1INCH,BNB,both
3.624877,1.437417,-0.297264,-0.273530,1.253182,0.513820,273,17520,1INCH,BNT,shorts
7.444876,1.577992,-0.357393,-0.241022,1.658319,0.605289,276,17520,1INCH,CRV,shorts
4.168353,1.603775,-0.267819,-0.267819,1.701092,0.419589,246,17520,1INCH,DASH,shorts
2.324213,1.344842,-0.265370,-0.265370,1.029864,0.409462,253,17520,1INCH,DOT,shorts
4.406756,1.240937,-0.476677,-0.185182,1.124660,0.659372,532,17520,1INCH,EGLD,both
2.335991,1.313703,-0.293228,-0.155387,1.069383,0.396694,266,17520,1INCH,EGLD,shorts
5.167625,1.356316,-0.296294,-0.154549,1.543366,0.532088,512,17520,1INCH,ETH,both
3.302687,1.612288,-0.184286,-0.085948,1.578228,0.378506,255,17520,1INCH,ETH,shorts
3.276830,1.379060,-0.313558,-0.190319,1.012746,0.585970,246,17520,1INCH,FIL,shorts
10.459189,1.737851,-0.348364,-0.205008,1.902761,0.616862,270,17520,1INCH,FLM,shorts
3.081667,1.545494,-0.207419,-0.207419,1.497331,0.375825,234,17520,1INCH,IOST,shorts
3.417298,1.464952,-0.280297,-0.223445,1.364381,0.450332,276,17520,1INCH,IOTA,shorts
29.429755,1.495566,-0.374051,-0.238660,1.986746,0.851142,505,17520,1INCH,IOTX,both
3.496227,1.358023,-0.326498,-0.101438,1.094109,0.572011,254,17520,1INCH,IOTX,longs
8.417577,1.640038,-0.318911,-0.271385,1.688636,0.630782,251,17520,1INCH,IOTX,shorts
4.815124,1.402835,-0.389829,-0.092919,1.215599,0.646497,277,17520,1INCH,KNC,shorts
8.839565,1.329778,-0.452049,-0.202016,1.468682,0.741903,531,17520,1INCH,KSM,both
6.662493,1.640936,-0.240648,-0.219634,1.850110,0.512536,269,17520,1INCH,KSM,shorts
16.800718,1.538025,-0.442149,-0.237158,2.202598,0.640476,515,17520,1INCH,LINK,both
4.710703,1.596460,-0.308801,-0.137139,1.633431,0.474412,259,17520,1INCH,LINK,longs
3.566499,1.480634,-0.286469,-0.169317,1.474705,0.431132,256,17520,1INCH,LINK,shorts
3.313491,1.402954,-0.428577,-0.319233,1.133117,0.528631,246,17520,1INCH,MANA,shorts
15.974081,1.398213,-0.320541,-0.159424,1.847817,0.749795,603,17520,1INCH,MKR,both
7.842064,1.600482,-0.189268,-0.124031,1.793865,0.574040,293,17520,1INCH,MKR,longs
3.654254,1.343672,-0.332754,-0.178449,1.006722,0.643620,272,17520,1INCH,MTL,shorts
8.151983,1.285454,-0.412972,-0.381171,1.323432,0.792735,516,17520,1INCH,NEAR,both
5.617473,1.548208,-0.331047,-0.217838,1.593284,0.541612,250,17520,1INCH,NEAR,shorts
5.525452,1.279666,-0.464184,-0.351239,1.277961,0.668786,500,17520,1INCH,NEO,both
6.925949,1.789919,-0.271569,-0.197264,2.125473,0.455258,243,17520,1INCH,NEO,shorts
6.933034,1.593062,-0.427947,-0.427947,1.586850,0.610107,265,17520,1INCH,OGN,shorts
8.016843,1.575546,-0.460913,-0.299213,1.570437,0.662728,258,17520,1INCH,ONE,shorts
4.156991,1.575904,-0.211238,-0.211238,1.616007,0.440837,241,17520,1INCH,QTUM,shorts
11.504914,1.349019,-0.433783,-0.112762,1.391585,0.877695,501,17520,1INCH,ROSE,both
3.629191,1.417804,-0.283718,-0.214463,1.017161,0.633631,238,17520,1INCH,ROSE,shorts
145.856213,1.712667,-0.308902,-0.225315,2.872043,0.867435,541,17520,1INCH,RUNE,both
14.242980,1.699235,-0.213622,-0.213622,2.029301,0.654478,274,17520,1INCH,RUNE,longs
10.240568,1.728649,-0.336407,-0.160438,2.039006,0.570464,267,17520,1INCH,RUNE,shorts
3.465490,1.424097,-0.317767,-0.290320,1.153707,0.538635,254,17520,1INCH,RVN,shorts
4.041892,1.419895,-0.468034,-0.399323,1.207237,0.578475,233,17520,1INCH,SAND,shorts
3.591772,1.405440,-0.447842,-0.214965,1.003517,0.637082,248,17520,1INCH,SXP,shorts
9.298230,1.463898,-0.490269,-0.490269,1.211791,0.920053,299,17520,1INCH,TRB,shorts
4.065741,1.263559,-0.465305,-0.350813,1.131302,0.619903,495,17520,1INCH,VET,both
2.600764,1.394799,-0.371883,-0.324748,1.080894,0.442136,236,17520,1INCH,VET,shorts
3.729541,1.424372,-0.238348,-0.227878,1.125371,0.584823,269,17520,1INCH,YFI,shorts
3.747720,1.386682,-0.419201,-0.398195,1.268574,0.520722,273,17520,1INCH,ZEN,shorts
2.661408,1.330443,-0.316914,-0.248919,1.096655,0.446291,249,17520,AAVE,ALGO,shorts
3.205284,1.387853,-0.385939,-0.224816,1.029677,0.565614,278,17520,AAVE,BNT,shorts
2.795753,1.333821,-0.462096,-0.243613,1.232891,0.416947,286,17520,AAVE,CTK,shorts
6.534234,1.571473,-0.467140,-0.217794,1.557135,0.602727,256,17520,AAVE,FLM,shorts
4.312119,1.405105,-0.335287,-0.335287,1.253184,0.583086,270,17520,AAVE,IOTX,shorts
9.044533,1.427105,-0.360494,-0.158965,1.879605,0.585804,467,17520,AAVE,LINK,both
4.161127,1.592732,-0.266208,-0.188005,1.765069,0.403890,228,17520,AAVE,LINK,shorts
38.499746,1.494932,-0.418271,-0.200304,2.139086,0.853320,492,17520,AAVE,RUNE,both
10.953820,1.668610,-0.278604,-0.278604,1.815690,0.659168,234,17520,AAVE,RUNE,longs
3.514732,1.331131,-0.358725,-0.284358,1.160267,0.541670,258,17520,AAVE,RUNE,shorts
3.378898,1.354863,-0.332656,-0.262559,1.183788,0.514260,262,17520,AAVE,ZEN,shorts
6.536279,1.557616,-0.436974,-0.253498,1.527317,0.614597,252,17520,ADA,FLM,shorts
3.580232,1.324838,-0.324661,-0.117558,1.040239,0.613046,290,17520,ADA,MKR,longs
13.227974,1.328480,-0.414310,-0.329711,1.469822,0.878451,506,17520,ADA,RUNE,both
5.336971,1.397023,-0.437948,-0.225882,1.234583,0.678229,250,17520,ADA,RUNE,longs
3.216292,1.322091,-0.312573,-0.095499,1.115274,0.523741,287,17520,ALGO,MKR,longs
1.417544,1.235470,-0.119999,-0.031826,1.348474,0.129378,788,17520,ALGO,PAXG,both
1.220480,1.302783,-0.104939,-0.024873,1.167325,0.085342,378,17520,ALGO,PAXG,shorts
16.783442,1.357181,-0.449223,-0.218236,1.669492,0.844686,520,17520,ALGO,RUNE,both
7.798241,1.480211,-0.310076,-0.166528,1.505406,0.682174,263,17520,ALGO,RUNE,longs
4.248978,1.189988,-0.420069,-0.256161,1.013129,0.713966,618,17520,ANKR,MKR,both
20.312769,1.385149,-0.489324,-0.228346,1.829567,0.822940,546,17520,ANKR,RUNE,both
8.100157,1.529875,-0.448175,-0.161198,1.645274,0.635725,277,17520,ANKR,RUNE,longs
4.268910,1.377114,-0.388668,-0.388668,1.386412,0.523422,330,17520,ARDR,CRV,shorts
3.082144,1.332421,-0.377497,-0.326154,1.168526,0.481644,318,17520,ARDR,MANA,shorts
5.847155,1.209230,-0.437167,-0.423962,1.148252,0.768976,699,17520,ARDR,MKR,both
3.564406,1.281504,-0.329847,-0.207453,1.008820,0.629942,332,17520,ARDR,MKR,longs
2.944229,1.252568,-0.499259,-0.392358,1.047618,0.515382,328,17520,ARDR,RUNE,shorts
8.334757,1.310453,-0.380236,-0.163576,1.474502,0.719034,549,17520,ARPA,AVAX,both
3.634606,1.403744,-0.309248,-0.164755,1.262479,0.511098,282,17520,ARPA,AVAX,shorts
2.479907,1.273545,-0.296928,-0.203036,1.025306,0.442902,295,17520,ARPA,EGLD,shorts
4.753111,1.208431,-0.442254,-0.285703,1.023240,0.761698,599,17520,ARPA,KSM,both
3.972918,1.404938,-0.318321,-0.163218,1.361128,0.506749,310,17520,ARPA,KSM,shorts
3.425147,1.437190,-0.188999,-0.155300,1.227366,0.501539,267,17520,ARPA,MANA,shorts
5.683598,1.239586,-0.499476,-0.126705,1.245771,0.697393,641,17520,ARPA,MKR,both
4.147739,1.415627,-0.297541,-0.088001,1.357742,0.523871,307,17520,ARPA,MKR,longs
5.141613,1.456309,-0.343850,-0.248151,1.376616,0.594707,297,17520,ARPA,MTL,shorts
4.448014,1.426353,-0.498921,-0.142152,1.088963,0.685265,259,17520,ARPA,ONE,shorts
11.406169,1.631389,-0.364648,-0.139922,1.859677,0.654456,256,17520,ARPA,RUNE,longs
33.922851,1.400620,-0.491957,-0.337264,1.599033,1.101944,705,17520,ASR,FLM,both
7.500980,1.441914,-0.446073,-0.254235,1.157862,0.870153,337,17520,ASR,FLM,longs
4.522456,1.356178,-0.364883,-0.364883,1.114217,0.677182,368,17520,ASR,FLM,shorts
3.087862,1.298764,-0.429123,-0.429123,1.126523,0.500424,367,17520,ASR,MANA,shorts
21.086265,1.310893,-0.442810,-0.442810,1.619919,0.940980,712,17520,ASR,RUNE,both
10.839212,1.467732,-0.491515,-0.280553,1.555072,0.766257,344,17520,ASR,RUNE,longs
38.273798,1.388798,-0.400425,-0.400425,1.974135,0.923130,693,17520,ATM,RUNE,both
16.515346,1.602091,-0.341477,-0.341477,1.857811,0.754729,318,17520,ATM,RUNE,longs
2.488174,1.327905,-0.441853,-0.141371,1.075580,0.423748,259,17520,ATOM,ADA,shorts
5.090149,1.570647,-0.193755,-0.186780,1.521213,0.534872,236,17520,ATOM,AVAX,longs
2.447512,1.298743,-0.447005,-0.119751,1.142358,0.391765,295,17520,ATOM,BCH,shorts
2.799037,1.332134,-0.457200,-0.237475,1.131425,0.454858,286,17520,ATOM,DASH,shorts
2.120719,1.291361,-0.407014,-0.149045,1.006687,0.373381,260,17520,ATOM,DOT,shorts
2.691270,1.359094,-0.300115,-0.111985,1.163967,0.425276,249,17520,ATOM,IOST,shorts
4.155843,1.357901,-0.434821,-0.290429,1.177337,0.604973,285,17520,ATOM,IOTX,shorts
6.766278,1.546792,-0.226678,-0.087057,1.567557,0.609851,287,17520,ATOM,MTL,shorts
24.158139,1.371912,-0.413533,-0.298099,1.787083,0.891011,554,17520,ATOM,RUNE,both
8.630175,1.494686,-0.316373,-0.213121,1.598494,0.674155,284,17520,ATOM,RUNE,longs
2.859057,1.359721,-0.365225,-0.102513,1.067336,0.492109,261,17520,ATOM,THETA,shorts
5.577328,1.481496,-0.422664,-0.108432,1.471873,0.583851,276,17520,AUDIO,FLM,shorts
2.210861,1.286940,-0.275330,-0.113119,1.014065,0.391189,259,17520,AUDIO,KSM,shorts
7.475892,1.289717,-0.496574,-0.111011,1.507604,0.667179,626,17520,AUDIO,MKR,both
3.406782,1.330519,-0.369860,-0.172120,1.146565,0.534539,306,17520,AUDIO,MKR,longs
3.389969,1.361428,-0.363468,-0.090441,1.159284,0.526541,281,17520,AUDIO,MTL,shorts
7.743558,1.467284,-0.471732,-0.220324,1.428234,0.716571,268,17520,AUDIO,RUNE,longs
2.215145,1.262439,-0.328253,-0.089426,1.022205,0.389021,337,17520,AVA,DOT,shorts
4.701603,1.379526,-0.347932,-0.232317,1.273913,0.607539,349,17520,AVA,FLM,shorts
4.191795,1.385845,-0.448317,-0.167746,1.157543,0.619040,255,17520,AVAX,FLM,shorts
6.425054,1.237368,-0.489905,-0.197184,1.102312,0.843774,471,17520,AVAX,RUNE,both
4.195354,1.346334,-0.486436,-0.164927,1.076995,0.665731,237,17520,AVAX,RUNE,longs
9.050923,1.331469,-0.321617,-0.236879,1.453278,0.757896,483,17520,AXS,AAVE,both
3.181035,1.416218,-0.370528,-0.242221,1.278138,0.452692,227,17520,AXS,AAVE,shorts
7.278808,1.325545,-0.351639,-0.272102,1.427182,0.695415,484,17520,AXS,AVAX,both
3.013363,1.344369,-0.268790,-0.118370,1.056868,0.521852,250,17520,AXS,AVAX,longs
2.215258,1.371299,-0.378934,-0.070900,1.094779,0.363255,257,17520,AXS,BTC,longs
3.519370,1.518667,-0.295000,-0.095745,1.483527,0.424085,244,17520,AXS,DASH,shorts
4.107629,1.328999,-0.280915,-0.141072,1.382909,0.510824,479,17520,AXS,ETH,both
2.731909,1.432751,-0.219910,-0.126300,1.281062,0.392253,242,17520,AXS,ETH,longs
6.317116,1.620303,-0.301932,-0.133741,1.484467,0.620850,238,17520,AXS,FLM,shorts
9.054796,1.385535,-0.472362,-0.183009,1.646429,0.669113,487,17520,AXS,LINK,both
3.597752,1.509557,-0.325098,-0.237460,1.405374,0.455505,227,17520,AXS,LINK,shorts
4.656803,1.403044,-0.244879,-0.095070,1.425491,0.539579,302,17520,AXS,MKR,longs
2.942931,1.345160,-0.454375,-0.155241,1.118648,0.482460,285,17520,AXS,MKR,shorts
10.975572,1.301861,-0.448875,-0.213443,1.286064,0.931397,528,17520,AXS,MTL,both
6.478617,1.607584,-0.292976,-0.115665,1.593974,0.586116,249,17520,AXS,MTL,shorts
4.359166,1.426637,-0.394201,-0.214873,1.174165,0.626948,236,17520,AXS,OGN,shorts
1.383570,1.216626,-0.150911,-0.050376,1.227642,0.132232,758,17520,AXS,PAXG,both
1.225739,1.254103,-0.105036,-0.032404,1.019441,0.099831,401,17520,AXS,PAXG,longs
12.714101,1.309663,-0.397854,-0.301478,1.483078,0.857241,519,17520,AXS,RUNE,both
6.948142,1.431259,-0.307230,-0.157363,1.395744,0.694423,272,17520,AXS,RUNE,longs
2.720583,1.385944,-0.486614,-0.163547,1.021944,0.489678,221,17520,AXS,THETA,shorts
19.337216,1.566534,-0.477139,-0.202244,1.668643,0.887557,300,17520,AXS,TRB,longs
4.896196,1.233108,-0.473074,-0.332359,1.118196,0.710277,504,17520,AXS,ZEN,both
5.174959,1.649268,-0.299560,-0.263266,1.807828,0.454643,237,17520,AXS,ZEN,shorts
3.943421,1.454097,-0.275618,-0.175025,1.292542,0.530756,242,17520,AXS,ZRX,shorts
3.178016,1.353098,-0.321458,-0.144573,1.094325,0.528297,292,17520,BAL,ALGO,shorts
7.709852,1.286855,-0.365305,-0.262553,1.438591,0.709896,622,17520,BAL,MKR,both
4.564319,1.417835,-0.305334,-0.206233,1.377856,0.550954,308,17520,BAL,MKR,longs
5.028770,1.381087,-0.403274,-0.178491,1.120906,0.720477,300,17520,BAL,NEAR,shorts
4.211493,1.351823,-0.367424,-0.197470,1.062555,0.676585,272,17520,BAL,ONE,shorts
1.344409,1.188537,-0.161195,-0.066068,1.110616,0.133239,838,17520,BAL,PAXG,both
57.149021,1.491244,-0.363398,-0.281998,2.071396,0.976554,578,17520,BAL,RUNE,both
6.680079,1.432043,-0.350804,-0.213430,1.358913,0.698768,279,17520,BAL,RUNE,longs
8.555141,1.559015,-0.347070,-0.215766,1.570483,0.683399,299,17520,BAL,RUNE,shorts
12.991579,1.367730,-0.470367,-0.192711,1.692367,0.757608,560,17520,BAND,AVAX,both
4.649283,1.459910,-0.294485,-0.253056,1.488887,0.516061,293,17520,BAND,AVAX,shorts
4.942413,1.436848,-0.364844,-0.202397,1.277408,0.625428,277,17520,BAND,IOTX,shorts
2.320476,1.276162,-0.308446,-0.198805,1.036024,0.406251,298,17520,BAND,KSM,shorts
3.525876,1.313788,-0.326340,-0.081855,1.137668,0.553821,315,17520,BAND,MKR,longs
24.063550,1.415236,-0.422130,-0.227108,1.859649,0.855188,567,17520,BAND,RUNE,both
6.180935,1.401730,-0.376089,-0.148833,1.304293,0.698260,287,17520,BAND,RUNE,longs
3.893189,1.434827,-0.212102,-0.144183,1.373293,0.494879,280,17520,BAND,RUNE,shorts
4.661713,1.464109,-0.410765,-0.200206,1.333499,0.577197,246,17520,BAT,IOTX,shorts
4.569470,1.273723,-0.477261,-0.161380,1.331143,0.570711,516,17520,BAT,LINK,both
3.925483,1.555136,-0.198350,-0.095748,1.698510,0.402556,260,17520,BAT,LINK,longs
5.063098,1.226184,-0.452197,-0.137058,1.164303,0.696545,608,17520,BAT,MKR,both
4.325153,1.395184,-0.280474,-0.162482,1.347459,0.543411,297,17520,BAT,MKR,longs
1.307903,1.178301,-0.149316,-0.034311,1.051332,0.127660,815,17520,BAT,PAXG,both
10.958223,1.313837,-0.441043,-0.274472,1.530162,0.782300,531,17520,BAT,RUNE,both
10.234341,1.658032,-0.321457,-0.198451,1.947829,0.597011,267,17520,BAT,RUNE,longs
6.012879,1.487598,-0.422049,-0.131976,1.521678,0.589449,265,17520,BAT,SOL,longs
3.321430,1.290911,-0.351887,-0.226654,1.043560,0.575144,301,17520,BEL,CRV,shorts
2.430855,1.297361,-0.335899,-0.253129,1.043245,0.425712,289,17520,BEL,LINK,shorts
7.895106,1.271139,-0.457589,-0.191276,1.431058,0.721928,663,17520,BEL,MKR,both
3.355510,1.305550,-0.378136,-0.172789,1.115065,0.542840,318,17520,BEL,MKR,longs
29.914196,1.419013,-0.410025,-0.256090,1.939480,0.876094,588,17520,BEL,RUNE,both
8.669878,1.509089,-0.369853,-0.167923,1.558058,0.693124,291,17520,BEL,RUNE,longs
3.450359,1.320208,-0.367523,-0.240493,1.154573,0.536336,297,17520,BEL,RUNE,shorts
2.937965,1.339789,-0.312742,-0.119760,1.073235,0.502088,256,17520,BNB,ALGO,shorts
3.329445,1.319062,-0.272837,-0.112465,1.090458,0.551514,298,17520,BNB,MKR,longs
1.435280,1.244190,-0.110743,-0.059837,1.411142,0.128038,784,17520,BNB,PAXG,both
1.256255,1.343077,-0.059138,-0.021791,1.302838,0.087553,368,17520,BNB,PAXG,shorts
38.212300,1.449209,-0.423603,-0.260084,1.916720,0.950363,512,17520,BNB,RUNE,both
9.140287,1.496259,-0.380974,-0.158674,1.545861,0.715683,260,17520,BNB,RUNE,longs
4.180646,1.391755,-0.398463,-0.168494,1.142020,0.626287,252,17520,BNB,RUNE,shorts
3.055334,1.372740,-0.266804,-0.266450,1.244290,0.448806,246,17520,BNT,AAVE,shorts
2.742333,1.336741,-0.403124,-0.316724,1.025758,0.491738,268,17520,BNT,ALGO,shorts
3.408318,1.418617,-0.321549,-0.321549,1.243487,0.493057,250,17520,BNT,FIL,shorts
4.564296,1.413804,-0.363251,-0.156858,1.214032,0.625298,258,17520,BNT,FLM,shorts
4.072844,1.408477,-0.472779,-0.235288,1.113182,0.630778,290,17520,BNT,IOTX,shorts
2.998600,1.343522,-0.398913,-0.194061,1.192770,0.460334,285,17520,BNT,KSM,shorts
3.240737,1.240535,-0.334818,-0.290630,1.061165,0.554014,477,17520,BNT,LINK,both
1.987115,1.309896,-0.316835,-0.316835,1.012766,0.339014,240,17520,BNT,LINK,shorts
5.031702,1.233223,-0.413409,-0.233060,1.143467,0.706517,586,17520,BNT,MKR,both
1.307052,1.174316,-0.227862,-0.065562,1.014460,0.131979,793,17520,BNT,PAXG,both
7.522054,1.251479,-0.462706,-0.221500,1.227599,0.821864,535,17520,BNT,RUNE,both
2.590804,1.299817,-0.484824,-0.292780,1.047928,0.454214,268,17520,BNT,ZEN,shorts
2.011127,1.364919,-0.244562,-0.125147,1.062658,0.328749,213,17520,BTC,BNB,shorts
2.481119,1.279552,-0.451156,-0.393955,1.045159,0.434723,279,17520,BTC,CTK,shorts
4.360109,1.566984,-0.271137,-0.143210,1.563984,0.470752,244,17520,BTC,LINK,shorts
5.696316,1.247826,-0.412215,-0.173842,1.236469,0.703544,585,17520,BTC,MKR,both
1.325973,1.193998,-0.148079,-0.066922,1.092063,0.129180,745,17520,BTC,PAXG,both
2.646950,1.359769,-0.287816,-0.287816,1.205446,0.403754,257,17520,CELO,ALGO,shorts
2.757432,1.344070,-0.352432,-0.269373,1.067178,0.475225,242,17520,CELO,ANKR,shorts
5.636599,1.250381,-0.379990,-0.263461,1.106783,0.781219,506,17520,CELO,AVAX,both
4.419098,1.538843,-0.272716,-0.272716,1.380064,0.538358,244,17520,CELO,AVAX,shorts
2.637703,1.373724,-0.186061,-0.173866,1.159226,0.418343,263,17520,CELO,BCH,shorts
3.257235,1.433142,-0.270923,-0.180708,1.208912,0.488406,270,17520,CELO,BNT,shorts
5.025643,1.545366,-0.367341,-0.142173,1.564863,0.515877,244,17520,CELO,CHR,shorts
8.774011,1.286275,-0.409341,-0.409341,1.374976,0.789757,549,17520,CELO,CRV,both
3.329613,1.320003,-0.329717,-0.329717,1.101507,0.546005,278,17520,CELO,CRV,shorts
2.761599,1.492733,-0.225910,-0.215992,1.434734,0.354006,256,17520,CELO,DOT,shorts
6.089832,1.321154,-0.376303,-0.264474,1.267840,0.712480,469,17520,CELO,ETC,both
2.486250,1.352682,-0.254515,-0.241839,1.097160,0.415060,238,17520,CELO,ETC,shorts
5.997639,1.623795,-0.290414,-0.117101,1.631817,0.548887,244,17520,CELO,FIL,shorts
9.342653,1.703847,-0.305812,-0.193713,1.848245,0.604517,259,17520,CELO,FLM,shorts
2.770529,1.440130,-0.267105,-0.267105,1.258091,0.404994,227,17520,CELO,IOST,shorts
3.191949,1.318272,-0.324126,-0.251566,1.023980,0.566726,256,17520,CELO,IOTX,shorts
3.436967,1.323090,-0.480775,-0.248198,1.002339,0.615854,265,17520,CELO,KNC,shorts
3.146150,1.398067,-0.430606,-0.354277,1.256272,0.456183,264,17520,CELO,KSM,shorts
7.257839,1.352849,-0.305942,-0.161899,1.539241,0.643850,510,17520,CELO,LINK,both
2.982388,1.429027,-0.264105,-0.264105,1.378202,0.396431,255,17520,CELO,LINK,shorts
5.269991,1.535446,-0.228154,-0.145396,1.472372,0.564405,266,17520,CELO,MTL,shorts
7.888335,1.346423,-0.375667,-0.246479,1.506418,0.685528,532,17520,CELO,NEO,both
3.861914,1.511956,-0.268021,-0.191574,1.456113,0.463962,260,17520,CELO,NEO,shorts
7.521742,1.537315,-0.487707,-0.251128,1.519705,0.663878,259,17520,CELO,OGN,shorts
2.519975,1.344421,-0.321708,-0.321708,1.038533,0.444978,253,17520,CELO,ONT,shorts
47.198787,1.477034,-0.328517,-0.247481,2.097320,0.918879,519,17520,CELO,RUNE,both
8.084152,1.437510,-0.488691,-0.166218,1.392146,0.750606,266,17520,CELO,RUNE,longs
5.838434,1.534194,-0.243718,-0.243718,1.659904,0.531495,253,17520,CELO,RUNE,shorts
5.717726,1.558317,-0.259671,-0.258055,1.469983,0.593058,256,17520,CELO,SOL,shorts
3.782848,1.331097,-0.418798,-0.408820,1.063138,0.625731,256,17520,CELO,STORJ,shorts
2.804223,1.365109,-0.248376,-0.106688,1.057235,0.487652,238,17520,CELO,THETA,shorts
4.047232,1.418191,-0.419424,-0.419424,1.208360,0.578484,266,17520,CELO,ZRX,shorts
2.443692,1.314850,-0.294173,-0.115276,1.026745,0.435118,264,17520,CELR,ALGO,shorts
4.187267,1.363903,-0.495475,-0.205802,1.127519,0.635044,269,17520,CELR,FLM,shorts
2.411923,1.359807,-0.282898,-0.102682,1.150763,0.382539,284,17520,CELR,LTC,shorts
6.047378,1.237280,-0.493612,-0.121563,1.239768,0.725791,620,17520,CELR,MKR,both
57.986181,1.550691,-0.424771,-0.254527,2.320370,0.874905,525,17520,CELR,RUNE,both
11.412738,1.660102,-0.334992,-0.145600,1.863812,0.653159,259,17520,CELR,RUNE,longs
5.080830,1.441164,-0.313796,-0.313796,1.394658,0.582750,266,17520,CELR,RUNE,shorts
3.724017,1.497598,-0.329626,-0.250028,1.495469,0.439595,263,17520,CHR,DASH,shorts
2.986567,1.426070,-0.349132,-0.143174,1.292707,0.423191,273,17520,CHR,DOT,shorts
3.045952,1.360307,-0.261856,-0.152298,1.228926,0.453165,290,17520,CHR,EGLD,shorts
3.213774,1.245742,-0.388818,-0.189749,1.162618,0.502076,545,17520,CHR,ETH,both
4.362284,1.387527,-0.257074,-0.187253,1.140579,0.645723,267,17520,CHR,FLM,shorts
2.833523,1.301340,-0.283238,-0.200653,1.057310,0.492533,279,17520,CHR,KSM,shorts
3.550227,1.399893,-0.352021,-0.287488,1.200429,0.527733,264,17520,CHR,LINK,shorts
3.360341,1.312486,-0.492033,-0.166226,1.038859,0.583353,293,17520,CHR,MTL,shorts
1.333238,1.184240,-0.120229,-0.042578,1.101271,0.130581,780,17520,CHR,PAXG,both
1.229449,1.271045,-0.088638,-0.023389,1.110068,0.093042,398,17520,CHR,PAXG,longs
3.203129,1.298120,-0.384466,-0.373154,1.073868,0.542026,269,17520,CHR,RUNE,shorts
4.068780,1.444001,-0.365202,-0.283799,1.350804,0.519447,260,17520,CHR,ZEN,shorts
4.303232,1.265602,-0.393804,-0.393804,1.133884,0.643526,516,17520,CHZ,ADA,both
2.562179,1.361759,-0.316003,-0.316003,1.123782,0.418612,261,17520,CHZ,ADA,shorts
2.759668,1.355186,-0.336790,-0.179640,1.190617,0.426296,256,17520,CHZ,ALGO,shorts
10.928171,1.356687,-0.294473,-0.294473,1.635619,0.731021,514,17520,CHZ,AVAX,both
7.195244,1.667433,-0.384086,-0.384086,1.912148,0.516022,255,17520,CHZ,AVAX,shorts
3.805785,1.391370,-0.393535,-0.344368,1.174414,0.569017,265,17520,CHZ,CELO,shorts
4.614335,1.212588,-0.466051,-0.267008,1.016085,0.752480,520,17520,CHZ,CHR,both
3.451911,1.389064,-0.299243,-0.287897,1.245514,0.497356,259,17520,CHZ,CHR,shorts
2.869928,1.280257,-0.350069,-0.350069,1.044998,0.504445,290,17520,CHZ,CRV,shorts
4.608117,1.265368,-0.411992,-0.239094,1.305047,0.585350,539,17520,CHZ,DGB,both
3.075204,1.392976,-0.259672,-0.163785,1.294212,0.433998,276,17520,CHZ,DGB,longs
2.539911,1.331805,-0.369575,-0.250326,1.096758,0.424948,273,17520,CHZ,EGLD,shorts
5.088459,1.349932,-0.335575,-0.296189,1.523433,0.533983,512,17520,CHZ,ETH,both
2.506462,1.441855,-0.295260,-0.287391,1.241957,0.369929,250,17520,CHZ,ETH,shorts
35.673097,1.461141,-0.418871,-0.263313,1.700826,1.050783,522,17520,CHZ,FLM,both
8.973759,1.658293,-0.204720,-0.181270,1.709654,0.641739,254,17520,CHZ,FLM,shorts
3.227337,1.322907,-0.382779,-0.377465,1.139086,0.514297,266,17520,CHZ,GRT,shorts
6.060653,1.658800,-0.183185,-0.182029,1.802491,0.499813,258,17520,CHZ,ICX,shorts
2.153340,1.345669,-0.359542,-0.359542,1.058297,0.362384,228,17520,CHZ,IOST,shorts
5.315624,1.225081,-0.468225,-0.170138,1.061551,0.786892,537,17520,CHZ,IOTX,both
3.809079,1.390259,-0.253089,-0.194728,1.306340,0.511883,264,17520,CHZ,IOTX,shorts
10.392858,1.281701,-0.432024,-0.355233,1.342358,0.872017,562,17520,CHZ,KNC,both
6.051094,1.475025,-0.322865,-0.315117,1.463397,0.615089,281,17520,CHZ,KNC,shorts
5.923362,1.250505,-0.440771,-0.360967,1.226119,0.725421,574,17520,CHZ,KSM,both
4.951241,1.499000,-0.309706,-0.309706,1.646945,0.485638,287,17520,CHZ,KSM,shorts
6.047275,1.292683,-0.436910,-0.253571,1.441701,0.624126,546,17520,CHZ,LINK,both
3.249583,1.395751,-0.372072,-0.372072,1.330093,0.443024,270,17520,CHZ,LINK,shorts
8.387396,1.294050,-0.384791,-0.247610,1.506496,0.705853,618,17520,CHZ,MKR,both
