total_cumulative_return,profit_factor,max_drawdown,last_year_drawdown,sharpe_ratio,volatility,num_trades,data_points,reference_coin,trading_coin,trading_type
19.470057,1.542897,-0.421640,-0.190820,1.671970,0.887838,329,17520,UMA,TRB,longs
3.312125,1.327499,-0.258482,-0.242304,1.132619,0.528682,317,17520,UMA,ZEN,shorts
2.869428,1.280437,-0.296003,-0.296003,1.000190,0.526956,314,17520,UMA,ZRX,shorts
3.259295,1.470398,-0.306013,-0.228006,1.354015,0.436299,248,17520,UNI,ADA,shorts
2.874341,1.332916,-0.327410,-0.165192,1.113553,0.474079,272,17520,UNI,ALGO,shorts
14.747447,1.407664,-0.392814,-0.260649,1.790984,0.751283,523,17520,UNI,AVAX,both
5.659414,1.505756,-0.300832,-0.264632,1.573744,0.550700,275,17520,UNI,AVAX,shorts
2.479417,1.320708,-0.288929,-0.178770,1.093095,0.415345,256,17520,UNI,DASH,shorts
2.128938,1.415127,-0.279881,-0.153854,1.052046,0.359121,208,17520,UNI,ETH,shorts
3.987440,1.346477,-0.431216,-0.212356,1.104208,0.626308,281,17520,UNI,FLM,shorts
4.848609,1.430480,-0.381805,-0.162906,1.269461,0.621796,275,17520,UNI,IOTX,shorts
8.580110,1.359335,-0.389446,-0.163363,1.498608,0.717148,480,17520,UNI,LINK,both
3.679309,1.444909,-0.353864,-0.235111,1.236565,0.526752,234,17520,UNI,LINK,shorts
5.691191,1.532055,-0.356624,-0.160292,1.674505,0.519234,291,17520,UNI,MKR,longs
4.398205,1.418466,-0.421627,-0.138372,1.197416,0.618497,265,17520,UNI,NEAR,shorts
3.105103,1.342560,-0.438686,-0.193470,1.084717,0.522278,266,17520,UNI,NEO,shorts
4.234814,1.339919,-0.453619,-0.220008,1.044783,0.690736,261,17520,UNI,ONE,shorts
9.437689,1.584881,-0.473001,-0.215818,1.636436,0.685854,262,17520,UNI,RUNE,longs
5.298945,1.410203,-0.465794,-0.206252,1.381351,0.603578,259,17520,UNI,RUNE,shorts
2.746937,1.250780,-0.330514,-0.285796,1.002047,0.504211,317,17520,UTK,COTI,shorts
36.835205,1.438812,-0.485252,-0.477810,1.803080,1.000081,623,17520,UTK,FLM,both
4.886131,1.382152,-0.434151,-0.232448,1.063517,0.745828,299,17520,UTK,FLM,longs
7.538727,1.496638,-0.466732,-0.466732,1.513300,0.667433,324,17520,UTK,FLM,shorts
3.407051,1.324562,-0.325683,-0.173586,1.183714,0.517797,314,17520,UTK,IOTX,shorts
2.888774,1.278724,-0.321248,-0.292641,1.123717,0.472019,340,17520,UTK,KSM,shorts
3.561979,1.380664,-0.314063,-0.295201,1.466068,0.433239,316,17520,UTK,MANA,shorts
3.403736,1.298650,-0.271182,-0.142805,1.086609,0.563622,328,17520,UTK,MKR,longs
5.782502,1.452601,-0.268450,-0.193026,1.454700,0.603161,326,17520,UTK,MTL,shorts
4.159735,1.341876,-0.332324,-0.192533,1.248852,0.570705,343,17520,UTK,OGN,shorts
3.672041,1.288606,-0.370943,-0.211538,1.016049,0.640101,335,17520,UTK,RIF,shorts
23.948769,1.360539,-0.481078,-0.201916,1.687743,0.940877,585,17520,UTK,RUNE,both
3.814592,1.320959,-0.338574,-0.252390,1.164238,0.574983,322,17520,UTK,STORJ,shorts
5.145577,1.506670,-0.295614,-0.143761,1.688769,0.485009,332,17520,UTK,SXP,shorts
3.199394,1.343110,-0.359936,-0.328799,1.340320,0.433837,341,17520,UTK,ZEC,shorts
2.362114,1.380601,-0.236977,-0.162860,1.173323,0.366292,221,17520,VET,LINK,shorts
12.892708,1.399065,-0.466127,-0.145049,1.851185,0.690547,571,17520,VET,MKR,both
6.564090,1.563647,-0.273127,-0.141894,1.673024,0.562339,285,17520,VET,MKR,longs
25.864737,1.471668,-0.440645,-0.295185,2.027543,0.802173,470,17520,VET,RUNE,both
10.285117,1.718393,-0.285428,-0.196531,1.865933,0.624540,226,17520,VET,RUNE,longs
50.597632,1.447726,-0.360460,-0.230731,2.231731,0.879117,664,17520,VTHO,RUNE,both
16.212111,1.653822,-0.322123,-0.164828,2.034136,0.684752,318,17520,VTHO,RUNE,longs
3.120977,1.252734,-0.324852,-0.183421,1.034394,0.550151,346,17520,VTHO,RUNE,shorts
2.897269,1.287793,-0.307155,-0.307155,1.044783,0.509086,311,17520,WAN,CHR,shorts
2.640725,1.264630,-0.342259,-0.123273,1.000050,0.485503,337,17520,WAN,KSM,shorts
5.028741,1.466626,-0.324760,-0.150344,1.563353,0.516572,296,17520,WAN,ONE,shorts
45.480693,1.448153,-0.422978,-0.291668,2.066522,0.923602,572,17520,WAN,RUNE,both
8.634974,1.479925,-0.378915,-0.224001,1.546870,0.696833,278,17520,WAN,RUNE,longs
5.267033,1.412702,-0.493872,-0.149323,1.368202,0.607172,294,17520,WAN,RUNE,shorts
3.134055,1.323362,-0.419434,-0.417898,1.079909,0.528900,291,17520,WIN,AXS,shorts
4.172331,1.382442,-0.474517,-0.372481,1.253168,0.569945,325,17520,WIN,CRV,shorts
6.103808,1.508000,-0.368075,-0.221526,1.531997,0.590377,307,17520,WIN,FLM,shorts
2.886620,1.284187,-0.339732,-0.339732,1.084241,0.488861,314,17520,WIN,GRT,shorts
3.676585,1.364302,-0.372571,-0.362866,1.322208,0.492352,309,17520,WIN,NEAR,shorts
95.425606,1.561427,-0.389499,-0.252903,2.410271,0.945609,610,17520,WIN,RUNE,both
10.578126,1.483647,-0.414266,-0.190691,1.494938,0.788925,302,17520,WIN,RUNE,longs
9.021031,1.678429,-0.268829,-0.218137,2.104013,0.522706,308,17520,WIN,RUNE,shorts
2.655052,1.287658,-0.476249,-0.472700,1.000593,0.487943,311,17520,WIN,SAND,shorts
3.426289,1.353119,-0.412284,-0.367002,1.158768,0.531374,297,17520,WIN,SOL,shorts
5.162264,1.458037,-0.299548,-0.293230,1.556426,0.527290,316,17520,WIN,ZRX,shorts
2.784761,1.277220,-0.400960,-0.135491,1.022661,0.500734,310,17520,WING,AAVE,shorts
27.960190,1.369814,-0.440029,-0.247612,1.873168,0.889077,661,17520,WING,RUNE,both
5.618839,1.337547,-0.454874,-0.214146,1.195968,0.721643,338,17520,WING,RUNE,longs
4.976151,1.412200,-0.262393,-0.185399,1.541597,0.520453,323,17520,WING,RUNE,shorts
9.733520,1.386153,-0.484964,-0.202903,1.233273,0.922576,348,17520,WING,TRB,longs
2.571375,1.302268,-0.304615,-0.204965,1.030125,0.458411,272,17520,XLM,ANKR,shorts
2.256089,1.352013,-0.276559,-0.192646,1.189638,0.341966,268,17520,XLM,DOT,shorts
2.359039,1.348520,-0.247582,-0.181677,1.031334,0.416089,240,17520,XLM,ETC,shorts
4.339837,1.478360,-0.280819,-0.136251,1.459543,0.502841,265,17520,XLM,FIL,shorts
9.160633,1.648142,-0.498473,-0.368976,1.687922,0.656107,265,17520,XLM,FLM,shorts
2.374573,1.339328,-0.275770,-0.215020,1.098266,0.393720,255,17520,XLM,IOST,shorts
6.406437,1.439971,-0.384115,-0.247786,1.228939,0.755653,288,17520,XLM,KNC,shorts
2.792095,1.319582,-0.335130,-0.228067,1.036238,0.495442,283,17520,XLM,KSM,shorts
4.739702,1.532577,-0.344484,-0.272680,1.516876,0.512888,251,17520,XLM,MANA,shorts
4.017932,1.186604,-0.466294,-0.224238,1.031100,0.674410,606,17520,XLM,MKR,both
5.070276,1.468051,-0.246923,-0.125466,1.393892,0.582325,268,17520,XLM,MTL,shorts
4.487642,1.467625,-0.396165,-0.165942,1.499130,0.500733,279,17520,XLM,NEAR,shorts
4.090590,1.400816,-0.349968,-0.226075,1.210731,0.581752,267,17520,XLM,ONE,shorts
1.340230,1.196659,-0.100119,-0.053778,1.161117,0.126103,785,17520,XLM,PAXG,both
6.692324,1.433956,-0.412335,-0.138176,1.393886,0.681893,285,17520,XLM,RUNE,longs
3.033505,1.414353,-0.300444,-0.135089,1.247786,0.444675,256,17520,XLM,RVN,shorts
3.304708,1.390629,-0.361233,-0.334876,1.189452,0.502478,252,17520,XLM,SAND,shorts
4.630287,1.505943,-0.416557,-0.365239,1.697676,0.451387,283,17520,XLM,ZEN,shorts
2.445065,1.341208,-0.391929,-0.107669,1.055890,0.423373,272,17520,XRP,DGB,shorts
3.608024,1.322310,-0.443253,-0.158749,1.033209,0.620959,297,17520,XRP,IOTX,shorts
1.298877,1.348419,-0.086577,-0.044327,1.398460,0.093496,388,17520,XRP,PAXG,longs
42.577464,1.478982,-0.314074,-0.172306,2.046182,0.916665,575,17520,XRP,RUNE,both
12.491243,1.623651,-0.398705,-0.148501,1.795515,0.703149,274,17520,XRP,RUNE,longs
3.408585,1.324153,-0.320546,-0.175125,1.043212,0.587751,301,17520,XRP,RUNE,shorts
2.784579,1.339971,-0.328314,-0.196038,1.040915,0.491921,284,17520,XRP,THETA,shorts
5.484534,1.322507,-0.347002,-0.253356,1.351468,0.629661,496,17520,XTZ,ADA,both
2.948635,1.477725,-0.239595,-0.208740,1.308755,0.413119,244,17520,XTZ,ADA,shorts
5.869688,1.316762,-0.271814,-0.082679,1.470901,0.601605,498,17520,XTZ,ALGO,both
3.340800,1.464370,-0.190319,-0.190319,1.421346,0.424320,254,17520,XTZ,ALGO,shorts
2.838617,1.333903,-0.252036,-0.249590,1.033691,0.504656,246,17520,XTZ,AVAX,shorts
2.010772,1.351406,-0.250616,-0.056021,1.015465,0.343940,265,17520,XTZ,BNB,shorts
5.282064,1.517697,-0.259464,-0.240378,1.408463,0.590827,255,17520,XTZ,CHR,shorts
3.134202,1.381235,-0.346243,-0.346243,1.179060,0.484443,256,17520,XTZ,COTI,shorts
5.115173,1.203791,-0.390887,-0.390887,1.036685,0.787226,551,17520,XTZ,CRV,both
4.384293,1.392104,-0.295573,-0.295573,1.302757,0.567269,281,17520,XTZ,CRV,shorts
5.472731,1.298793,-0.472471,-0.143211,1.494464,0.568691,535,17520,XTZ,CTK,both
3.112053,1.403934,-0.358267,-0.079687,1.352981,0.419549,283,17520,XTZ,CTK,longs
3.942007,1.245620,-0.389668,-0.314443,1.069085,0.641525,492,17520,XTZ,DASH,both
4.233648,1.593008,-0.298080,-0.226042,1.511803,0.477266,244,17520,XTZ,DASH,shorts
3.772360,1.331921,-0.397744,-0.378555,1.123280,0.590993,268,17520,XTZ,DUSK,shorts
2.571594,1.343965,-0.364231,-0.101918,1.096730,0.430610,262,17520,XTZ,EGLD,shorts
3.393950,1.475905,-0.357679,-0.131176,1.313520,0.465160,240,17520,XTZ,ENJ,shorts
5.194647,1.510747,-0.349582,-0.291999,1.400678,0.588154,267,17520,XTZ,FIL,shorts
9.660085,1.652861,-0.325046,-0.095058,1.460171,0.776622,261,17520,XTZ,FLM,longs
4.621633,1.442840,-0.413179,-0.250049,1.219356,0.627687,254,17520,XTZ,FLM,shorts
6.031985,1.237404,-0.476921,-0.324377,1.040341,0.863695,538,17520,XTZ,GRT,both
4.171453,1.451445,-0.371321,-0.209760,1.359221,0.525398,265,17520,XTZ,GRT,shorts
2.163538,1.322750,-0.228907,-0.173485,1.006846,0.383249,235,17520,XTZ,IOST,shorts
6.455543,1.554096,-0.395522,-0.152568,1.453484,0.641541,260,17520,XTZ,IOTX,shorts
5.870210,1.492538,-0.375323,-0.250809,1.591182,0.556156,295,17520,XTZ,KNC,shorts
4.102692,1.463570,-0.402481,-0.216790,1.516309,0.465487,267,17520,XTZ,KSM,shorts
2.590306,1.311675,-0.271757,-0.204849,1.020713,0.466231,265,17520,XTZ,LINK,shorts
4.042039,1.497791,-0.481780,-0.403579,1.343542,0.519801,245,17520,XTZ,MANA,shorts
3.081572,1.306330,-0.451978,-0.175907,1.007414,0.558579,273,17520,XTZ,MTL,shorts
7.399610,1.700701,-0.230631,-0.211311,1.799802,0.556013,264,17520,XTZ,OGN,shorts
3.591867,1.337551,-0.435781,-0.282979,1.021753,0.625725,253,17520,XTZ,ONE,shorts
6.013457,1.459212,-0.409360,-0.213972,1.426585,0.628774,287,17520,XTZ,RSR,shorts
64.069317,1.562465,-0.320048,-0.316138,2.425791,0.857445,539,17520,XTZ,RUNE,both
8.394447,1.477301,-0.227899,-0.227899,1.544182,0.688899,281,17520,XTZ,RUNE,longs
7.632346,1.691653,-0.416228,-0.208681,1.985440,0.511825,258,17520,XTZ,RUNE,shorts
6.465312,1.220970,-0.474054,-0.248676,1.012420,0.921777,556,17520,XTZ,SKL,both
3.032646,1.310772,-0.347834,-0.293948,1.010627,0.548885,257,17520,XTZ,SOL,shorts
2.617115,1.367465,-0.384376,-0.174455,1.089604,0.441478,243,17520,XTZ,THETA,shorts
3.333586,1.387789,-0.310489,-0.140320,1.348411,0.446469,260,17520,YFI,AAVE,shorts
2.291005,1.370373,-0.262343,-0.060314,1.093428,0.379079,264,17520,YFI,ETH,longs
7.682493,1.550293,-0.314956,-0.164074,1.518752,0.671257,265,17520,YFI,FLM,shorts
3.572074,1.349972,-0.318375,-0.124704,1.044004,0.609742,274,17520,YFI,IOTX,shorts
10.032911,1.394563,-0.313513,-0.158268,1.855456,0.621376,537,17520,YFI,LINK,both
4.872065,1.582107,-0.218677,-0.218677,1.866008,0.424306,264,17520,YFI,LINK,shorts
5.005418,1.375085,-0.365278,-0.177052,1.308824,0.615255,292,17520,YFI,RSR,shorts
34.729569,1.431631,-0.465655,-0.323652,1.929625,0.919244,546,17520,YFI,RUNE,both
4.688702,1.321829,-0.354638,-0.259610,1.106317,0.698333,280,17520,YFI,RUNE,longs
7.407076,1.585874,-0.427015,-0.427015,1.671936,0.598837,266,17520,YFI,RUNE,shorts
2.755028,1.351531,-0.273733,-0.273733,1.052843,0.481281,245,17520,YFI,SAND,shorts
3.851108,1.423000,-0.273556,-0.247430,1.282668,0.525608,267,17520,YFI,THETA,shorts
7.849761,1.353727,-0.232755,-0.112963,1.622976,0.634786,556,17520,ZEC,ALGO,both
4.814384,1.531483,-0.181395,-0.152915,1.570796,0.500259,282,17520,ZEC,ALGO,shorts
6.604531,1.249680,-0.383488,-0.238117,1.184823,0.796641,545,17520,ZEC,AVAX,both
3.143987,1.327274,-0.371419,-0.194175,1.051658,0.544613,263,17520,ZEC,AVAX,longs
2.595217,1.313898,-0.395790,-0.233628,1.141299,0.417800,297,17520,ZEC,CTK,shorts
2.849426,1.312751,-0.219761,-0.145851,1.103593,0.474413,297,17520,ZEC,FIL,shorts
19.607900,1.499192,-0.368791,-0.134619,2.089344,0.712169,557,17520,ZEC,LINK,both
5.504800,1.619665,-0.258526,-0.056936,1.736913,0.490992,275,17520,ZEC,LINK,longs
3.561964,1.395858,-0.349219,-0.221111,1.229613,0.516550,282,17520,ZEC,LINK,shorts
15.113130,1.391773,-0.431774,-0.155242,1.886206,0.719848,624,17520,ZEC,MKR,both
7.861055,1.654566,-0.213229,-0.104403,2.070529,0.497921,312,17520,ZEC,MKR,longs
7.292134,1.489581,-0.340054,-0.126131,1.496342,0.663885,268,17520,ZEC,RUNE,longs
6.803797,1.225730,-0.458881,-0.183618,1.078930,0.888603,560,17520,ZEC,SOL,both
6.774518,1.469668,-0.477020,-0.128128,1.463378,0.653682,269,17520,ZEN,RUNE,longs
3.913023,1.242906,-0.411362,-0.285630,1.082526,0.630151,466,17520,ZIL,ALGO,both
3.261329,1.477870,-0.263544,-0.263544,1.268945,0.465794,231,17520,ZIL,ALGO,shorts
3.376728,1.391540,-0.384141,-0.135305,1.166432,0.521637,227,17520,ZIL,AVAX,longs
3.239074,1.372246,-0.281124,-0.226778,1.085158,0.541528,247,17520,ZIL,CHR,shorts
6.337656,1.565170,-0.324809,-0.151911,1.529758,0.603530,245,17520,ZIL,FLM,shorts
3.503152,1.359574,-0.427784,-0.174740,1.021061,0.613902,255,17520,ZIL,IOTX,shorts
2.895870,1.288206,-0.333511,-0.179531,1.020719,0.520851,287,17520,ZIL,MKR,longs
3.882019,1.398486,-0.315532,-0.123982,1.173411,0.577954,247,17520,ZIL,MTL,shorts
2.925505,1.464991,-0.224212,-0.159884,1.377190,0.389731,236,17520,ZIL,NEO,shorts
2.141989,1.351937,-0.205665,-0.205665,1.072968,0.354966,211,17520,ZIL,QTUM,shorts
22.469838,1.401895,-0.447771,-0.257512,1.849181,0.841501,503,17520,ZIL,RUNE,both
9.189001,1.597177,-0.307086,-0.273797,1.764739,0.628424,247,17520,ZIL,RUNE,longs
2.714872,1.397713,-0.225548,-0.155502,1.289149,0.387366,263,17520,ZRX,ADA,shorts
3.722813,1.377349,-0.369023,-0.223223,1.174566,0.559560,283,17520,ZRX,IOTX,shorts
11.929475,1.364285,-0.305391,-0.245228,1.818481,0.681616,623,17520,ZRX,MKR,both
4.736916,1.435931,-0.283225,-0.176962,1.433173,0.542637,297,17520,ZRX,MKR,longs
2.518405,1.285318,-0.267264,-0.175290,1.118532,0.412874,326,17520,ZRX,MKR,shorts
3.796914,1.346391,-0.420771,-0.293819,1.131320,0.589660,271,17520,ZRX,NEAR,shorts
6.478464,1.214164,-0.494672,-0.321838,1.099142,0.849974,565,17520,ZRX,RUNE,both
