trading_coin,reference_coin,trade_type,profit_factor,profit_factor_quantile,total_cumulative_return,max_drawdown,last_year_drawdown,num_trades,sharpe_ratio,drawdown_quantile,passes_filter_1_drawdown,passes_filter_2_return,passes_filter_3_trades,passes_filter_4_statistical,passes_filter_5_2022,passes_all_filters
RUNE,DCR,long,1.3417,0.0000,4.0059,-0.4657,-0.3859,341,1.0464,0.0000,True,True,True,True,False,False
ZEN,AUDIO,short,1.3411,0.0000,2.3409,-0.5316,-0.1962,279,1.1448,0.0000,True,False,True,True,True,False
FIL,KSM,short,1.3408,0.0000,1.6823,-0.3606,-0.2960,278,1.1128,0.0000,True,False,True,True,True,False
SUSHI,FUN,short,1.3407,0.0000,3.1633,-0.4843,-0.3237,338,1.1188,0.0000,True,False,True,True,False,False
CRV,CHZ,short,1.3406,0.0000,2.8221,-0.5670,-0.2213,284,1.2185,0.0000,True,False,True,True,True,False
MANA,ARDR,short,1.3405,0.0000,2.1281,-0.4647,-0.1997,299,1.1786,0.0000,True,False,True,True,True,False
EOS,BNT,short,1.3402,0.0000,1.1764,-0.5579,-0.2362,208,1.0986,0.0000,True,False,True,True,True,False
DASH,1INCH,short,1.3401,0.0000,1.5910,-0.4634,-0.1821,258,1.1189,0.0000,True,False,True,True,True,False
ZEN,ONE,short,1.3394,0.0000,1.9403,-0.4773,-0.1333,253,1.0615,0.0000,True,False,True,True,True,False
BAL,ONE,short,1.3393,0.0000,1.8228,-0.3854,-0.2173,255,1.1391,0.0000,True,False,True,True,True,False
CRV,RIF,both,1.3391,0.0000,17.9538,-0.6317,-0.3612,673,1.0721,0.0000,True,True,True,True,False,False
CRV,EOS,short,1.3389,0.0000,2.3549,-0.4569,-0.2663,262,1.1623,0.0000,True,False,True,True,True,False
AAVE,TRU,short,1.3383,0.0000,2.1184,-0.3474,-0.2741,317,1.1024,0.0000,True,False,True,True,True,False
ETH,ZRX,both,1.3381,0.0000,11.8822,-0.3626,-0.3328,799,1.1800,0.0000,True,True,True,True,False,False
MKR,ARDR,short,1.3380,0.0000,2.3026,-0.5174,-0.2536,359,1.1063,0.0000,True,False,True,True,True,False
COMP,NEAR,short,1.3378,0.0000,2.4387,-0.3755,-0.2491,299,1.2229,0.0000,True,False,True,True,True,False
ZEN,RLC,short,1.3378,0.0000,2.4889,-0.3649,-0.2593,297,1.2795,0.0000,True,False,True,True,True,False
MANA,KMD,short,1.3367,0.0000,2.4477,-0.3679,-0.2209,315,1.2044,0.0000,True,False,True,True,True,False
LSK,COS,short,1.3362,0.0000,2.0432,-0.5291,-0.2790,323,1.0398,0.0000,True,False,True,True,True,False
RUNE,KMD,short,1.3361,0.0000,3.4765,-0.5952,-0.3641,341,1.2208,0.0000,True,False,True,True,False,False
ZEN,TRU,short,1.3355,0.0000,2.5248,-0.4641,-0.2913,327,1.1192,0.0000,True,False,True,True,True,False
ETH,TWT,short,1.3344,0.0000,1.3443,-0.3810,-0.1319,272,1.1737,0.0000,True,False,True,True,True,False
ZEN,AXS,both,1.3340,0.0000,9.4923,-0.6563,-0.3616,542,1.1270,0.0000,True,True,True,True,False,False
SOL,MDT,short,1.3338,0.0000,2.7699,-0.6886,-0.2551,337,1.0275,0.0000,True,False,True,True,True,False
BNT,KNC,short,1.3337,0.0000,1.3090,-0.5811,-0.1738,266,1.0582,0.0000,True,False,True,True,True,False
ETH,ASR,short,1.3336,0.0000,1.7741,-0.4099,-0.2583,339,1.0879,0.0000,True,False,True,True,True,False
ETC,ARDR,short,1.3335,0.0000,1.9543,-0.4452,-0.1846,300,1.0524,0.0000,True,False,True,True,True,False
AAVE,OG,short,1.3333,0.0000,3.0255,-0.4891,-0.3874,348,1.1785,0.0000,True,False,True,True,False,False
AAVE,SKL,short,1.3325,0.0000,2.3639,-0.4557,-0.2128,293,1.1547,0.0000,True,False,True,True,True,False
AAVE,CKB,short,1.3325,0.0000,1.9363,-0.3217,-0.3217,291,1.1783,0.0000,True,False,True,True,False,False
LINK,SAND,short,1.3324,0.0000,1.8285,-0.5075,-0.3009,253,1.1701,0.0000,True,False,True,True,False,False
AAVE,DOT,short,1.3322,0.0000,1.6496,-0.3843,-0.1921,229,1.1081,0.0000,True,False,True,True,True,False
MKR,TRX,short,1.3321,0.0000,2.0007,-0.6211,-0.2259,298,1.3208,0.0000,True,False,True,True,True,False
ETH,COTI,long,1.3319,0.0000,1.4696,-0.3151,-0.2736,280,1.2752,0.0000,True,False,True,True,True,False
IOST,AVA,short,1.3319,0.0000,2.0838,-0.5300,-0.3416,331,1.0280,0.0000,True,False,True,True,False,False
FIL,COTI,short,1.3314,0.0000,2.0401,-0.5210,-0.1445,304,1.1043,0.0000,True,False,True,True,True,False
OGN,ARDR,short,1.3313,0.0000,2.5506,-0.4876,-0.2471,311,1.0704,0.0000,True,False,True,True,True,False
HBAR,AVA,short,1.3313,0.0000,2.2392,-0.4772,-0.2642,338,1.1694,0.0000,True,False,True,True,True,False
RUNE,LINK,short,1.3312,0.0000,1.8877,-0.3924,-0.3005,239,1.1692,0.0000,True,False,True,True,False,False
ZEN,QTUM,long,1.3311,0.0000,1.8561,-0.7003,-0.3993,236,1.0442,0.2000,False,False,True,True,False,False
BTC,WING,short,1.3310,0.0000,1.2244,-0.3607,-0.2149,315,1.2032,0.0000,True,False,True,True,True,False
SAND,BNT,short,1.3305,0.0000,2.0701,-0.7120,-0.3078,252,1.0192,0.0000,False,False,True,True,False,False
RUNE,XRP,short,1.3304,0.0000,2.1366,-0.4386,-0.2731,274,1.0413,0.0000,True,False,True,True,True,False
BAL,SUN,short,1.3303,0.0000,2.5705,-0.4203,-0.2162,334,1.1603,0.0000,True,False,True,True,True,False
ETH,CHR,long,1.3303,0.0000,1.4032,-0.3960,-0.3960,279,1.2407,0.0000,True,False,True,True,False,False
ZEN,SKL,short,1.3303,0.0000,2.2544,-0.4382,-0.2366,281,1.2194,0.0000,True,False,True,True,True,False
DASH,AXS,short,1.3301,0.0000,1.5814,-0.4793,-0.1621,259,1.0944,0.0000,True,False,True,True,True,False
EOS,ASR,short,1.3295,0.0000,2.2820,-0.4514,-0.2165,346,1.0164,0.0000,True,False,True,True,True,False
MKR,MDT,short,1.3295,0.0000,2.5033,-0.3286,-0.2271,351,1.3266,0.0000,True,False,True,True,True,False
BTC,COTI,short,1.3291,0.0000,1.1852,-0.2696,-0.2696,263,1.2954,0.0000,True,False,True,True,True,False
ZEN,ASR,short,1.3290,0.0000,2.7105,-0.5020,-0.1732,355,1.0895,0.0000,True,False,True,True,True,False
CRV,STRAX,short,1.3286,0.0000,2.9206,-0.5004,-0.3219,330,1.1270,0.0000,True,False,True,True,False,False
BTC,FET,long,1.3285,0.0000,1.9281,-0.4697,-0.2903,439,1.1565,0.0000,True,False,True,True,True,False
AAVE,HIVE,short,1.3278,0.0000,2.3631,-0.3555,-0.2213,319,1.1455,0.0000,True,False,True,True,True,False
IOTX,ASR,short,1.3276,0.0000,2.6206,-0.6669,-0.2847,339,1.0215,0.2000,True,False,True,True,True,False
BTC,RSR,short,1.3274,0.0000,0.8243,-0.3359,-0.2333,256,1.2261,0.0000,True,False,True,True,True,False
MANA,AVA,short,1.3271,0.0000,2.5780,-0.5008,-0.3069,347,1.0658,0.0000,True,False,True,True,False,False
CRV,TRU,short,1.3271,0.0000,2.5471,-0.3807,-0.3130,295,1.1245,0.0000,True,False,True,True,False,False
MANA,KNC,short,1.3271,0.0000,1.8952,-0.6440,-0.3581,261,1.0848,0.2000,True,False,True,True,False,False
SXP,TRU,long,1.3265,0.0000,1.9854,-0.3500,-0.3233,306,1.0238,0.0000,True,False,True,True,False,False
FLM,ONT,short,1.3257,0.0000,1.5583,-0.5491,-0.1797,225,1.0346,0.0000,True,False,True,True,True,False
ENJ,UTK,short,1.3255,0.0000,2.0849,-0.4798,-0.2979,316,1.0085,0.0000,True,False,True,True,True,False
YFI,ADA,short,1.3253,0.0000,1.3456,-0.2310,-0.2310,237,1.1441,0.0000,True,False,True,True,True,False
AAVE,ONG,short,1.3250,0.0000,2.3734,-0.4688,-0.3423,319,1.2743,0.0000,True,False,True,True,False,False
LINK,STRAX,short,1.3248,0.0000,2.4600,-0.4002,-0.2539,342,1.2662,0.0000,True,False,True,True,True,False
EOS,AVA,short,1.3245,0.0000,2.1846,-0.6037,-0.3273,342,1.0051,0.0000,True,False,True,True,False,False
RSR,LTC,short,1.3242,0.0000,2.1349,-0.5149,-0.3503,280,1.1147,0.0000,True,False,True,True,False,False
BTC,NEAR,short,1.3242,0.0000,1.0644,-0.4151,-0.1822,276,1.1016,0.0000,True,False,True,True,True,False
SNX,CHR,short,1.3234,0.0000,2.5488,-0.3803,-0.3759,297,1.1609,0.0000,True,False,True,True,False,False
RSR,MTL,short,1.3234,0.0000,2.5527,-0.6870,-0.3475,299,1.0049,0.0000,True,False,True,True,False,False
EOS,SAND,short,1.3224,0.0000,1.5428,-0.6537,-0.2012,255,1.0413,0.0000,True,False,True,True,True,False
BCH,SAND,short,1.3222,0.0000,1.4388,-0.3816,-0.2155,268,1.1917,0.0000,True,False,True,True,True,False
COMP,THETA,short,1.3220,0.0000,1.7142,-0.4054,-0.3621,257,1.0750,0.0000,True,False,True,True,False,False
BEL,TRU,short,1.3216,0.0000,2.7232,-0.4396,-0.2777,328,1.0491,0.0000,True,False,True,True,True,False
MANA,TRU,short,1.3215,0.0000,2.0865,-0.5638,-0.2818,305,1.0337,0.0000,True,False,True,True,True,False
LRC,COTI,short,1.3213,0.0000,1.7057,-0.3047,-0.3001,255,1.1676,0.0000,True,False,True,True,False,False
MKR,KNC,short,1.3210,0.0000,2.1364,-0.4650,-0.3400,323,1.1670,0.0000,True,False,True,True,False,False
CRV,KNC,short,1.3209,0.0000,2.9235,-0.6412,-0.3190,288,1.0836,0.0000,True,False,True,True,False,False
CRV,OGN,short,1.3200,0.0000,2.2713,-0.4034,-0.3047,273,1.1284,0.0000,True,False,True,True,False,False
CRV,KAVA,short,1.3197,0.0000,3.6699,-0.5407,-0.3015,333,1.0740,0.0000,True,False,True,True,False,False
ZEN,COTI,short,1.3192,0.0000,2.0668,-0.5449,-0.2899,281,1.1457,0.0000,True,False,True,True,True,False
LINK,HIVE,long,1.3187,0.0000,1.8878,-0.4021,-0.3384,307,1.0277,0.0000,True,False,True,True,False,False
CRV,MDT,both,1.3187,0.0000,13.7570,-0.5250,-0.3617,664,1.0041,0.0000,True,True,True,True,False,False
LINK,FIL,short,1.3185,0.0000,1.2186,-0.5100,-0.1472,227,1.1112,0.0000,True,False,True,True,True,False
ZEN,KMD,short,1.3185,0.0000,2.5953,-0.3676,-0.3143,342,1.1360,0.0000,True,False,True,True,False,False
BNT,ETC,short,1.3185,0.0000,0.9145,-0.3489,-0.2993,191,1.0863,0.0000,True,False,False,True,True,False
CRV,ZRX,short,1.3184,0.0000,2.3203,-0.4791,-0.2658,270,1.1382,0.0000,True,False,True,True,True,False
AUDIO,DASH,short,1.3183,0.0000,2.1871,-0.4827,-0.3969,270,1.0481,0.0000,True,False,True,True,False,False
ZEN,ARDR,short,1.3182,0.0000,2.4504,-0.4900,-0.3251,347,1.1507,0.0000,True,False,True,True,False,False
SAND,ONT,short,1.3177,0.0000,1.9395,-0.5158,-0.2603,232,1.2370,0.0000,True,False,True,True,True,False
ETH,AXS,long,1.3170,0.0000,1.4407,-0.3071,-0.2199,255,1.1467,0.0000,True,False,True,True,True,False
YFI,COTI,short,1.3168,0.0000,1.8498,-0.2827,-0.2196,297,1.1609,0.0000,True,False,True,True,True,False
AAVE,CELO,short,1.3166,0.0000,1.8141,-0.6876,-0.2804,292,1.0029,0.0000,True,False,True,True,True,False
COMP,ICX,short,1.3162,0.0000,1.6243,-0.3452,-0.2797,270,1.0246,0.0000,True,False,True,True,True,False
IOTX,RIF,short,1.3159,0.0000,2.5448,-0.5573,-0.3509,345,1.0411,0.0000,True,False,True,True,False,False
ETH,WIN,long,1.3159,0.0000,3.0382,-0.3327,-0.3136,456,1.0954,0.0000,True,False,True,True,False,False
IOTX,KMD,short,1.3157,0.0000,2.4406,-0.5596,-0.3599,341,1.0257,0.0000,True,False,True,True,False,False
SXP,CHR,short,1.3154,0.0000,1.6966,-0.5146,-0.1778,267,1.0031,0.0000,True,False,True,True,True,False
LINK,1INCH,long,1.3154,0.0000,1.3926,-0.4158,-0.3211,259,1.0560,0.0000,True,False,True,True,False,False
AAVE,TRB,short,1.3149,0.0000,2.0671,-0.4373,-0.3054,293,1.1238,0.0000,True,False,True,True,False,False
MKR,ZEC,short,1.3148,0.0000,1.8953,-0.5729,-0.2804,306,1.1388,0.0000,True,False,True,True,True,False
ETH,KMD,long,1.3144,0.0000,1.4762,-0.3261,-0.3261,299,1.0687,0.0000,True,False,True,True,False,False
AAVE,BCH,short,1.3141,0.0000,1.4969,-0.5498,-0.2938,241,1.2294,0.0000,True,False,True,True,True,False
LINK,JST,short,1.3136,0.0000,1.7466,-0.4451,-0.2877,280,1.2285,0.0000,True,False,True,True,True,False
IOST,KAVA,short,1.3135,0.0000,4.1872,-0.6980,-0.2038,498,1.0072,0.0000,True,True,True,True,True,True
YFI,MANA,short,1.3134,0.0000,1.3427,-0.3362,-0.3213,249,1.1387,0.0000,True,False,True,True,False,False
LINK,RIF,both,1.3133,0.0000,7.8015,-0.4901,-0.3030,664,1.0962,0.0000,True,True,True,True,False,False
MKR,CELR,short,1.3129,0.0000,1.8297,-0.4437,-0.2545,302,1.1754,0.0000,True,False,True,True,True,False
BAL,ICX,short,1.3129,0.0000,1.6598,-0.2707,-0.2707,259,1.1815,0.0000,True,False,True,True,True,False
SAND,NEO,short,1.3124,0.0000,1.6573,-0.6464,-0.2445,224,1.0726,0.0000,True,False,True,True,True,False
ZEN,AXS,short,1.3123,0.0000,1.9572,-0.5537,-0.2223,260,1.0601,0.0000,True,False,True,True,True,False
MANA,DASH,short,1.3118,0.0000,1.6747,-0.5903,-0.2587,256,1.0898,0.0000,True,False,True,True,True,False
SNX,RLC,short,1.3111,0.0000,2.3176,-0.6412,-0.2507,319,1.1060,0.2000,True,False,True,True,True,False
AAVE,DUSK,short,1.3110,0.0000,2.0598,-0.3555,-0.3555,303,1.1757,0.0000,True,False,True,True,False,False
STX,YFI,short,1.3109,0.0000,1.6602,-0.4370,-0.2731,297,1.0481,0.0000,True,False,True,True,True,False
BAL,COTI,short,1.3108,0.0000,1.7853,-0.3098,-0.3031,270,1.1698,0.0000,True,False,True,True,False,False
AAVE,BEL,short,1.3106,0.0000,1.7360,-0.4596,-0.3568,268,1.0101,0.0000,True,False,True,True,False,False
ETH,XRP,both,1.3097,0.0000,11.6112,-0.3465,-0.3465,886,1.0029,0.0000,True,True,True,True,False,False
ETH,CHZ,both,1.3094,0.0000,10.8441,-0.4323,-0.2359,874,1.0675,0.0000,True,True,True,True,True,True
BTC,ASR,short,1.3084,0.0000,1.0885,-0.3475,-0.1828,333,1.0683,0.0000,True,False,True,True,True,False
MKR,KMD,short,1.3083,0.0000,2.1350,-0.4472,-0.3310,374,1.1091,0.0000,True,False,True,True,False,False
NEAR,STRAX,short,1.3083,0.0000,2.2067,-0.6326,-0.2944,306,1.1247,0.0000,True,False,True,True,True,False
YFI,KSM,short,1.3082,0.0000,1.5821,-0.4260,-0.3364,279,1.0552,0.0000,True,False,True,True,False,False
BAL,DCR,short,1.3082,0.0000,1.9659,-0.4470,-0.2370,325,1.1341,0.0000,True,False,True,True,True,False
KNC,VET,short,1.3080,0.0000,1.6534,-0.5762,-0.1894,245,1.0753,0.0000,True,False,True,True,True,False
BAL,STPT,short,1.3077,0.0000,2.2939,-0.4688,-0.3078,341,1.1065,0.0000,True,False,True,True,False,False
AAVE,MDT,short,1.3075,0.0000,2.2007,-0.2861,-0.2734,341,1.1697,0.0000,True,False,True,True,True,False
ETH,STORJ,long,1.3073,0.0000,1.2402,-0.2919,-0.2919,265,1.0467,0.0000,True,False,True,True,True,False
UNI,FUN,short,1.3072,0.0000,2.0226,-0.6463,-0.1951,312,1.0717,0.2000,True,False,True,True,True,False
IOTX,LSK,short,1.3068,0.0000,2.4050,-0.4067,-0.3398,337,1.0316,0.0000,True,False,True,True,False,False
RUNE,NKN,short,1.3067,0.0000,2.5327,-0.4693,-0.2189,309,1.0593,0.0000,True,False,True,True,True,False
AAVE,XRP,short,1.3066,0.0000,1.3700,-0.4178,-0.2157,264,1.0254,0.0000,True,False,True,True,True,False
ETH,OG,short,1.3065,0.0000,1.6919,-0.3295,-0.2113,331,1.1250,0.0000,True,False,True,True,True,False
AAVE,ASR,short,1.3062,0.0000,2.5325,-0.6729,-0.2368,354,1.0298,0.0000,True,False,True,True,True,False
LINK,FIL,both,1.3061,0.0000,4.3228,-0.5200,-0.3830,467,1.0433,0.0000,True,True,True,True,False,False
ETH,HIVE,both,1.3059,0.0000,5.1365,-0.3890,-0.2533,599,1.0985,0.0000,True,True,True,True,True,True
BCH,UMA,short,1.3058,0.0000,1.2390,-0.4284,-0.1657,298,1.0165,0.0000,True,False,True,True,True,False
UNI,HBAR,short,1.3058,0.0000,1.4443,-0.4710,-0.2702,256,1.0229,0.0000,True,False,True,True,True,False
BAL,QTUM,short,1.3050,0.0000,1.3484,-0.2851,-0.2708,246,1.1488,0.0000,True,False,True,True,True,False
CRV,BAL,short,1.3047,0.0000,1.9239,-0.4505,-0.2823,264,1.0337,0.0000,True,False,True,True,True,False
BTC,DGB,short,1.3045,0.0000,0.8807,-0.3370,-0.2365,262,1.1000,0.0000,True,False,True,True,True,False
COMP,ASR,short,1.3044,0.0000,2.3103,-0.4125,-0.3073,368,1.0255,0.0000,True,False,True,True,False,False
ZEN,ICX,short,1.3037,0.0000,1.6449,-0.4563,-0.2969,258,1.0160,0.0000,True,False,True,True,True,False
ETH,ATM,long,1.3028,0.0000,1.5521,-0.4037,-0.3728,332,1.0693,0.0000,True,False,True,True,False,False
BAL,CELO,short,1.3026,0.0000,1.7726,-0.4170,-0.1988,282,1.0721,0.0000,True,False,True,True,True,False
ENJ,EOS,short,1.3020,0.0000,3.0569,-0.5994,-0.1742,390,1.0762,0.2000,True,False,True,True,True,False
DGB,KAVA,short,1.3012,0.0000,1.9022,-0.4682,-0.2991,300,1.0677,0.0000,True,False,True,True,True,False
YFI,SUSHI,short,1.2999,0.0000,1.4036,-0.4523,-0.2635,270,1.0371,0.0000,True,False,True,True,True,False
THETA,STPT,short,1.2991,0.0000,2.0851,-0.5745,-0.3334,325,1.0254,0.0000,True,False,True,True,False,False
BTC,BNT,short,1.2988,0.0000,0.5484,-0.3131,-0.2271,180,1.0701,0.0000,True,False,False,True,True,False
MKR,ATM,short,1.2984,0.0000,2.0363,-0.4749,-0.2242,357,1.0465,0.0000,True,False,True,True,True,False
RUNE,AVA,short,1.2984,0.0000,2.5277,-0.3573,-0.3573,336,1.0145,0.0000,True,False,True,True,False,False
NEAR,IOTX,short,1.2984,0.0000,2.0010,-0.6767,-0.3221,290,1.0550,0.0000,True,False,True,True,False,False
BCH,1INCH,short,1.2976,0.0000,1.1711,-0.3356,-0.1637,267,1.1221,0.0000,True,False,True,True,True,False
LINK,KNC,short,1.2971,0.0000,1.4534,-0.5130,-0.2032,271,1.0240,0.0000,True,False,True,True,True,False
STX,STPT,short,1.2967,0.0000,1.8750,-0.5807,-0.1835,315,1.0620,0.0000,True,False,True,True,True,False
ETH,AVA,short,1.2967,0.0000,1.3389,-0.3609,-0.3609,319,1.0537,0.0000,True,False,True,True,False,False
1INCH,TRX,short,1.2964,0.0000,1.7893,-0.4144,-0.3741,286,1.0898,0.0000,True,False,True,True,False,False
ENJ,DATA,short,1.2955,0.0000,1.7366,-0.4437,-0.3115,289,1.0411,0.0000,True,False,True,True,False,False
HBAR,TRU,short,1.2941,0.0000,1.5967,-0.4024,-0.1913,321,1.0352,0.0000,True,False,True,True,True,False
XLM,BTC,short,1.2940,0.0000,3.5504,-0.6121,-0.3845,501,1.0652,0.0000,True,False,True,True,False,False
ETH,PSG,both,1.2933,0.0000,5.0723,-0.3037,-0.3037,651,1.0663,0.0000,True,True,True,True,False,False
MANA,SXP,short,1.2929,0.0000,1.2476,-0.5185,-0.2005,223,1.0528,0.0000,True,False,True,True,True,False
BCH,UNI,short,1.2913,0.0000,1.2511,-0.3352,-0.2816,264,1.0505,0.0000,True,False,True,True,True,False
TFUEL,ASR,short,1.2912,0.0000,1.9474,-0.5276,-0.1871,344,1.0069,0.0000,True,False,True,True,True,False
ETH,CHR,both,1.2907,0.0000,3.6788,-0.3888,-0.3888,549,1.0988,0.0000,True,False,True,True,False,False
BTC,EOS,long,1.2883,0.0000,2.0670,-0.6218,-0.2712,438,1.0171,0.0000,True,False,True,True,True,False
BTC,SC,short,1.2882,0.0000,0.7599,-0.3649,-0.3649,241,1.0853,0.0000,True,False,True,True,False,False
BAL,BAT,short,1.2873,0.0000,1.2107,-0.5166,-0.2770,232,1.0842,0.0000,True,False,True,True,True,False
LINK,CELO,short,1.2869,0.0000,1.4718,-0.5483,-0.1463,290,1.0077,0.0000,True,False,True,True,True,False
ZEN,TRX,short,1.2868,0.0000,1.6040,-0.5701,-0.2019,291,1.0338,0.0000,True,False,True,True,True,False
ETH,CKB,short,1.2868,0.0000,1.1493,-0.3451,-0.2204,292,1.0293,0.0000,True,False,True,True,True,False
BTC,ATOM,long,1.2856,0.0000,1.3565,-0.3432,-0.3432,396,1.0722,0.0000,True,False,True,True,False,False
PAXG,AXS,short,1.2825,0.0000,0.2341,-0.1101,-0.0254,359,1.2744,0.0000,True,False,True,True,True,False
MKR,LTC,short,1.2813,0.0000,1.3696,-0.4894,-0.1973,275,1.0626,0.0000,True,False,True,True,True,False
BAL,LTC,short,1.2809,0.0000,1.2299,-0.2917,-0.1767,239,1.0486,0.0000,True,False,True,True,True,False
DOT,DUSK,short,1.2804,0.0000,1.3540,-0.5087,-0.1860,294,1.0027,0.0000,True,False,True,True,True,False
THETA,DATA,short,1.2798,0.0000,1.7799,-0.3930,-0.3930,318,1.0250,0.0000,True,False,True,True,False,False
FIL,NMR,short,1.2787,0.0000,1.4178,-0.3354,-0.2707,339,1.0037,0.0000,True,False,True,True,True,False
MKR,TWT,short,1.2770,0.0000,1.4675,-0.5608,-0.2343,339,1.0622,0.0000,True,False,True,True,True,False
ALGO,STRAX,short,1.2758,0.0000,1.4210,-0.5288,-0.1710,311,1.0946,0.0000,True,False,True,True,True,False
MKR,LINK,short,1.2724,0.0000,1.1246,-0.5742,-0.2288,261,1.0753,0.0000,True,False,True,True,True,False
BAL,IOTA,short,1.2694,0.0000,1.2201,-0.4479,-0.2652,254,1.0282,0.0000,True,False,True,True,True,False
PAXG,SAND,short,1.2691,0.0000,0.2100,-0.0981,-0.0397,361,1.1816,0.0000,True,False,True,True,True,False
BTC,KMD,short,1.2681,0.0000,0.8781,-0.3617,-0.1370,319,1.0396,0.0000,True,False,True,True,True,False
BTC,STRAX,long,1.2639,0.0000,0.7908,-0.2705,-0.2705,279,1.0529,0.0000,True,False,True,True,True,False
MKR,VET,short,1.2583,0.0000,1.0615,-0.4448,-0.2912,263,1.0314,0.0000,True,False,True,True,True,False
BTC,OXT,long,1.2582,0.0000,0.8019,-0.3900,-0.3900,288,1.0085,0.0000,True,False,True,True,False,False
AAVE,VET,short,1.2502,0.0000,0.9786,-0.3112,-0.3112,221,1.0103,0.0000,True,False,True,True,False,False
