trading_coin,reference_coin,trade_type,profit_factor,profit_factor_quantile,total_cumulative_return,max_drawdown,last_year_drawdown,num_trades,sharpe_ratio,drawdown_quantile,passes_filter_1_drawdown,passes_filter_2_return,passes_filter_3_trades,passes_filter_4_statistical,passes_filter_5_2022,passes_all_filters
ETH,IOTA,long,1.4005,0.0000,6.6541,-0.4701,-0.3171,538,1.3062,0.0000,True,True,True,True,False,False
CTXC,OG,short,1.4004,0.0000,4.5529,-0.5117,-0.3476,337,1.2374,0.0000,True,True,True,True,False,False
BCH,MANA,short,1.4002,0.0000,1.7675,-0.2641,-0.1889,243,1.4939,0.0000,True,False,True,True,True,False
MKR,IOTX,short,1.4001,0.0000,2.6447,-0.4068,-0.2285,307,1.2478,0.0000,True,False,True,True,True,False
THETA,OG,short,1.3991,0.0000,3.8041,-0.4671,-0.3412,339,1.3430,0.0000,True,False,True,True,False,False
AAVE,IOST,short,1.3988,0.0000,2.3621,-0.5165,-0.2402,242,1.3779,0.0000,True,False,True,True,True,False
NEO,1INCH,short,1.3986,0.0000,2.2088,-0.6533,-0.1055,251,1.3103,0.4000,True,False,True,True,True,False
RUNE,OXT,both,1.3978,0.0000,29.3432,-0.5202,-0.3556,698,1.1792,0.0000,True,True,True,True,False,False
FLM,XLM,short,1.3978,0.0000,2.8408,-0.6873,-0.2285,247,1.3314,0.0000,True,False,True,True,True,False
SNX,BTC,short,1.3976,0.0000,3.1524,-0.3397,-0.2806,273,1.3488,0.0000,True,False,True,True,True,False
BTC,SUSHI,short,1.3971,0.0000,1.5011,-0.3072,-0.2686,253,1.3976,0.0000,True,False,True,True,True,False
FLM,TRU,both,1.3968,0.0000,21.2770,-0.6595,-0.3958,622,1.1742,0.0000,True,True,True,True,False,False
BCH,SOL,short,1.3963,0.0000,2.2734,-0.4934,-0.2792,271,1.4816,0.0000,True,False,True,True,True,False
LINK,AVA,short,1.3957,0.0000,3.1413,-0.4589,-0.3849,343,1.3142,0.0000,True,False,True,True,False,False
RUNE,CTSI,long,1.3954,0.0000,4.3814,-0.5932,-0.3952,282,1.1647,0.0000,True,True,True,True,False,False
LRC,KNC,short,1.3954,0.0000,3.1448,-0.5396,-0.3335,280,1.3225,0.0000,True,False,True,True,False,False
RUNE,COTI,long,1.3952,0.0000,4.1998,-0.7284,-0.2799,274,1.1914,0.0000,False,True,True,True,True,False
AAVE,YFI,short,1.3950,0.0000,2.1461,-0.3960,-0.1963,229,1.4417,0.0000,True,False,True,True,True,False
YFI,BNT,short,1.3950,0.0000,1.7156,-0.3481,-0.3481,230,1.5138,0.0000,True,False,True,True,False,False
RUNE,ETC,long,1.3945,0.0000,4.0049,-0.6069,-0.3604,267,1.2307,0.0000,True,True,True,True,False,False
AAVE,KMD,short,1.3945,0.0000,3.6295,-0.3565,-0.2969,332,1.4146,0.0000,True,False,True,True,True,False
ETC,ATM,short,1.3943,0.0000,3.0086,-0.4277,-0.2412,316,1.3245,0.0000,True,False,True,True,True,False
BNT,ICX,short,1.3941,0.0000,1.3761,-0.3805,-0.1946,243,1.1306,0.0000,True,False,True,True,True,False
BCH,AAVE,short,1.3940,0.0000,1.7670,-0.3189,-0.3189,253,1.4123,0.0000,True,False,True,True,False,False
BAT,BNT,short,1.3940,0.0000,1.7613,-0.3623,-0.2983,225,1.2230,0.0000,True,False,True,True,True,False
RUNE,AXS,long,1.3938,0.0000,4.9874,-0.7412,-0.3054,308,1.1078,0.0000,False,True,True,True,False,False
STPT,OGN,short,1.3937,0.0000,2.7872,-0.5258,-0.3974,284,1.2693,0.0000,True,False,True,True,False,False
MANA,FUN,short,1.3932,0.0000,3.5568,-0.4202,-0.2797,325,1.3485,0.0000,True,False,True,True,True,False
ETH,NKN,long,1.3931,0.0000,4.7254,-0.3725,-0.3548,488,1.3125,0.0000,True,True,True,True,False,False
AUDIO,EOS,both,1.3930,0.0000,16.7750,-0.5758,-0.3962,547,1.1109,0.0000,True,True,True,True,False,False
ETH,ZEC,long,1.3930,0.0000,3.5962,-0.3483,-0.3483,374,1.3930,0.0000,True,False,True,True,False,False
FIL,AAVE,short,1.3927,0.0000,2.0964,-0.6027,-0.2593,265,1.1206,0.0000,True,False,True,True,True,False
BTC,UMA,short,1.3922,0.0000,1.3467,-0.3898,-0.3898,302,1.4011,0.0000,True,False,True,True,False,False
BTC,LSK,short,1.3921,0.0000,1.2701,-0.2879,-0.2879,291,1.3844,0.0000,True,False,True,True,True,False
CRV,JST,short,1.3917,0.0000,4.7151,-0.5965,-0.2740,292,1.3837,0.0000,True,True,True,True,True,True
RUNE,AAVE,long,1.3915,0.0000,3.6154,-0.6005,-0.2335,248,1.1955,0.0000,True,False,True,True,True,False
MKR,ALGO,both,1.3909,0.0000,10.6624,-0.4517,-0.3207,567,1.1860,0.0000,True,True,True,True,False,False
MKR,HBAR,both,1.3908,0.0000,9.9368,-0.5978,-0.3144,590,1.0365,0.0000,True,True,True,True,False,False
MKR,ADA,long,1.3903,0.0000,2.3166,-0.4918,-0.3040,266,1.0137,0.0000,True,False,True,True,False,False
AAVE,ICX,short,1.3902,0.0000,2.5763,-0.3775,-0.1825,250,1.4693,0.0000,True,False,True,True,True,False
MKR,RIF,both,1.3901,0.0000,14.5107,-0.4687,-0.3440,689,1.2193,0.0000,True,True,True,True,False,False
ZEN,ROSE,short,1.3901,0.0000,3.6578,-0.5857,-0.3206,297,1.2819,0.0000,True,False,True,True,False,False
ICX,BNT,short,1.3900,0.0000,1.9845,-0.5644,-0.3480,243,1.0714,0.2000,True,False,True,True,False,False
BAT,TRU,short,1.3889,0.0000,2.8452,-0.3719,-0.2109,306,1.3383,0.0000,True,False,True,True,True,False
MKR,DOT,short,1.3886,0.0000,2.3555,-0.2748,-0.2748,273,1.3462,0.0000,True,False,True,True,True,False
ETH,TRU,both,1.3885,0.0000,7.6430,-0.3520,-0.3520,583,1.3937,0.0000,True,True,True,True,False,False
IOTX,CKB,short,1.3885,0.0000,3.1830,-0.7456,-0.3615,295,1.2031,0.6000,False,False,True,True,False,False
AUDIO,1INCH,short,1.3879,0.0000,3.2018,-0.6730,-0.2075,281,1.0916,0.0000,True,False,True,True,True,False
FLM,IOTX,short,1.3878,0.0000,2.5072,-0.5704,-0.2897,264,1.0519,0.0000,True,False,True,True,True,False
KNC,DENT,short,1.3878,0.0000,2.5633,-0.5314,-0.2922,271,1.2107,0.0000,True,False,True,True,True,False
DOGE,TRB,short,1.3872,0.0000,2.5205,-0.3864,-0.3251,296,1.0487,0.0000,True,False,True,True,False,False
ETH,SNX,short,1.3870,0.0000,1.6783,-0.3267,-0.3267,244,1.2632,0.0000,True,False,True,True,False,False
HBAR,1INCH,short,1.3866,0.0000,2.2167,-0.4578,-0.2110,249,1.5467,0.0000,True,False,True,True,True,False
BNB,MBL,long,1.3854,0.0000,2.3453,-0.5090,-0.3342,331,1.0905,0.0000,True,False,True,True,False,False
CHR,ADA,short,1.3853,0.0000,2.3251,-0.4487,-0.3024,245,1.1811,0.0000,True,False,True,True,False,False
FIL,INJ,short,1.3849,0.0000,2.2776,-0.4246,-0.2864,307,1.1825,0.0000,True,False,True,True,True,False
MKR,ONE,long,1.3849,0.0000,2.7056,-0.5470,-0.2500,275,1.2002,0.0000,True,False,True,True,True,False
BCH,BNT,short,1.3847,0.0000,1.2001,-0.3501,-0.1708,225,1.2623,0.0000,True,False,True,True,True,False
RSR,ZRX,short,1.3846,0.0000,2.6566,-0.5995,-0.3967,259,1.0566,0.0000,True,False,True,True,False,False
RVN,SUSHI,short,1.3846,0.0000,2.3639,-0.6282,-0.2208,271,1.0382,0.2000,True,False,True,True,True,False
RSR,OXT,short,1.3844,0.0000,4.1680,-0.6567,-0.3835,352,1.1817,0.0000,True,True,True,True,False,False
LINK,STPT,short,1.3844,0.0000,2.9496,-0.5283,-0.2308,312,1.4025,0.0000,True,False,True,True,True,False
BAL,CHZ,short,1.3843,0.0000,2.3529,-0.4795,-0.2016,281,1.5099,0.0000,True,False,True,True,True,False
BAL,FET,short,1.3841,0.0000,3.1563,-0.5010,-0.2322,332,1.2901,0.0000,True,False,True,True,True,False
MANA,DIA,short,1.3837,0.0000,2.9114,-0.3827,-0.2380,302,1.4006,0.0000,True,False,True,True,True,False
STORJ,SUSHI,short,1.3836,0.0000,3.0370,-0.6345,-0.3667,290,1.0520,0.2000,True,False,True,True,False,False
FIL,SUN,short,1.3834,0.0000,2.3505,-0.3547,-0.2395,307,1.3490,0.0000,True,False,True,True,True,False
IOTA,EGLD,long,1.3831,0.0000,2.1676,-0.3998,-0.3998,264,1.1887,0.0000,True,False,True,True,False,False
MKR,LINK,both,1.3828,0.0000,7.6939,-0.4713,-0.3572,520,1.1524,0.0000,True,True,True,True,False,False
LINK,CKB,short,1.3827,0.0000,2.1675,-0.5347,-0.1912,281,1.2982,0.0000,True,False,True,True,True,False
BEL,ETC,short,1.3819,0.0000,2.3846,-0.4626,-0.3401,242,1.1212,0.0000,True,False,True,True,False,False
ICX,KNC,short,1.3818,0.0000,2.6194,-0.5320,-0.2244,275,1.2345,0.0000,True,False,True,True,True,False
THETA,STRAX,short,1.3814,0.0000,2.4321,-0.3168,-0.3168,303,1.3152,0.0000,True,False,True,True,False,False
EOS,ARDR,short,1.3814,0.0000,2.1246,-0.5298,-0.2738,293,1.2348,0.0000,True,False,True,True,True,False
BTC,SUN,short,1.3813,0.0000,1.4753,-0.2406,-0.2406,318,1.4836,0.0000,True,False,True,True,True,False
MANA,BAT,both,1.3809,0.0000,6.1251,-0.5726,-0.3412,406,1.0671,0.0000,True,True,True,True,False,False
ETH,DASH,long,1.3809,0.0000,3.2217,-0.3863,-0.3863,349,1.3452,0.0000,True,False,True,True,False,False
THETA,NEAR,short,1.3809,0.0000,2.0346,-0.3450,-0.2872,269,1.1258,0.0000,True,False,True,True,True,False
ZEN,DCR,short,1.3805,0.0000,3.8597,-0.6376,-0.2750,323,1.3246,0.0000,True,False,True,True,True,False
MKR,DUSK,short,1.3804,0.0000,3.2750,-0.6093,-0.2101,348,1.4232,0.0000,True,False,True,True,True,False
FLM,AXS,long,1.3803,0.0000,3.1671,-0.6654,-0.3245,289,1.0784,0.0000,True,False,True,True,False,False
UNI,KAVA,short,1.3798,0.0000,3.2151,-0.3854,-0.2646,324,1.3097,0.0000,True,False,True,True,True,False
RUNE,OG,both,1.3798,0.0000,31.6535,-0.6518,-0.3812,704,1.1082,0.0000,True,True,True,True,False,False
YFI,AXS,short,1.3797,0.0000,2.4586,-0.3792,-0.3307,277,1.4353,0.0000,True,False,True,True,False,False
BCH,KNC,short,1.3794,0.0000,1.8815,-0.4045,-0.2009,276,1.3932,0.0000,True,False,True,True,True,False
BAL,JUV,short,1.3786,0.0000,3.4417,-0.3615,-0.2332,367,1.2956,0.0000,True,False,True,True,True,False
RUNE,BAL,both,1.3786,0.0000,16.9176,-0.6499,-0.3634,543,1.1447,0.0000,True,True,True,True,False,False
LINK,COTI,short,1.3785,0.0000,2.3649,-0.3933,-0.3519,263,1.4614,0.0000,True,False,True,True,False,False
OGN,KNC,short,1.3784,0.0000,3.4738,-0.5834,-0.3599,288,1.3021,0.0000,True,False,True,True,False,False
RUNE,COS,short,1.3784,0.0000,3.8202,-0.5311,-0.3977,331,1.3981,0.0000,True,False,True,True,False,False
NULS,STRAX,short,1.3783,0.0000,3.2527,-0.6468,-0.2826,315,1.2101,0.0000,True,False,True,True,True,False
MBL,ATM,short,1.3782,0.0000,3.4834,-0.4592,-0.3272,332,1.0604,0.0000,True,False,True,True,False,False
MKR,OG,long,1.3782,0.0000,2.7071,-0.4623,-0.3376,343,1.0119,0.0000,True,False,True,True,False,False
FLM,TROY,short,1.3780,0.0000,3.5396,-0.6605,-0.1843,323,1.1760,0.0000,True,False,True,True,True,False
MBL,IOST,short,1.3777,0.0000,2.1688,-0.5718,-0.3259,257,1.0705,0.0000,True,False,True,True,False,False
AAVE,TFUEL,short,1.3777,0.0000,3.1675,-0.4964,-0.2099,288,1.3168,0.0000,True,False,True,True,True,False
FLM,CTXC,short,1.3770,0.0000,3.2999,-0.6489,-0.2376,304,1.1679,0.0000,True,False,True,True,True,False
CHR,KNC,short,1.3768,0.0000,3.5055,-0.7458,-0.2123,288,1.1164,0.2000,False,False,True,True,True,False
MTL,NEAR,short,1.3759,0.0000,2.6305,-0.4572,-0.2916,282,1.1023,0.0000,True,False,True,True,True,False
SNX,HIVE,short,1.3756,0.0000,4.2284,-0.3846,-0.3342,339,1.4519,0.0000,True,True,True,True,False,False
STX,STRAX,short,1.3755,0.0000,2.4959,-0.5226,-0.2342,296,1.2856,0.0000,True,False,True,True,True,False
UNI,TFUEL,short,1.3753,0.0000,2.4766,-0.4914,-0.2172,300,1.3047,0.0000,True,False,True,True,True,False
ETH,XLM,long,1.3749,0.0000,4.9730,-0.5873,-0.2911,509,1.2480,0.0000,True,True,True,True,True,True
CTK,NEO,short,1.3744,0.0000,2.0375,-0.4091,-0.2139,250,1.1688,0.0000,True,False,True,True,True,False
AAVE,RIF,short,1.3739,0.0000,2.8100,-0.3506,-0.2871,331,1.3591,0.0000,True,False,True,True,True,False
ZEN,HARD,short,1.3739,0.0000,3.5550,-0.4673,-0.2273,325,1.2787,0.0000,True,False,True,True,True,False
FIL,BAL,short,1.3736,0.0000,1.8923,-0.5030,-0.3965,274,1.0866,0.0000,True,False,True,True,False,False
BAL,JST,short,1.3736,0.0000,2.3029,-0.2764,-0.2096,289,1.4317,0.0000,True,False,True,True,True,False
BAL,IOTX,short,1.3735,0.0000,2.6249,-0.2917,-0.2917,283,1.3531,0.0000,True,False,True,True,True,False
AAVE,ETC,short,1.3729,0.0000,2.0714,-0.3431,-0.3243,223,1.4745,0.0000,True,False,True,True,False,False
ETH,LTC,long,1.3727,0.0000,5.1882,-0.4098,-0.2964,462,1.4098,0.0000,True,True,True,True,True,True
AAVE,HBAR,short,1.3721,0.0000,2.4784,-0.3899,-0.2516,266,1.3778,0.0000,True,False,True,True,True,False
FIL,KAVA,short,1.3715,0.0000,2.5821,-0.3632,-0.3092,335,1.2144,0.0000,True,False,True,True,False,False
TRB,ZEC,short,1.3712,0.0000,3.2406,-0.7023,-0.2675,301,1.0432,0.0000,False,False,True,True,True,False
RSR,OG,short,1.3710,0.0000,4.8670,-0.6888,-0.2736,363,1.1750,0.0000,True,True,True,True,True,True
MANA,STRAX,short,1.3708,0.0000,2.5922,-0.5638,-0.1406,299,1.2426,0.0000,True,False,True,True,True,False
FIL,EOS,short,1.3701,0.0000,1.6298,-0.4288,-0.3860,231,1.1612,0.0000,True,False,True,True,False,False
BAL,ASR,short,1.3700,0.0000,3.5251,-0.4576,-0.3140,348,1.2568,0.0000,True,False,True,True,False,False
RUNE,WING,short,1.3692,0.0000,4.1673,-0.6470,-0.2624,343,1.2791,0.0000,True,True,True,True,True,True
MKR,FUN,short,1.3688,0.0000,2.6995,-0.4400,-0.2241,337,1.4274,0.0000,True,False,True,True,True,False
DASH,AAVE,long,1.3686,0.0000,1.7695,-0.5363,-0.2117,241,1.1581,0.0000,True,False,True,True,True,False
ENJ,OG,short,1.3683,0.0000,3.2822,-0.5942,-0.2766,338,1.1264,0.2000,True,False,True,True,True,False
FIL,HARD,short,1.3681,0.0000,2.5125,-0.4177,-0.2035,328,1.1564,0.0000,True,False,True,True,True,False
AAVE,OXT,short,1.3678,0.0000,2.9800,-0.3754,-0.3754,354,1.3378,0.0000,True,False,True,True,False,False
BTC,FIL,short,1.3677,0.0000,0.9194,-0.1731,-0.1731,236,1.2832,0.0000,True,False,True,True,True,False
TRB,NEO,short,1.3676,0.0000,2.6923,-0.6913,-0.3396,265,1.0208,0.0000,True,False,True,True,False,False
FLM,ADA,short,1.3676,0.0000,2.2454,-0.7274,-0.1783,235,1.1667,0.2000,False,False,True,True,True,False
FLM,AAVE,short,1.3669,0.0000,2.3682,-0.6395,-0.2316,249,1.1807,0.0000,True,False,True,True,True,False
IOTX,OG,short,1.3664,0.0000,3.8027,-0.5063,-0.3151,342,1.2149,0.0000,True,False,True,True,False,False
LINK,RIF,short,1.3659,0.0000,2.7503,-0.5341,-0.2204,355,1.2865,0.0000,True,False,True,True,True,False
OGN,UMA,short,1.3659,0.0000,2.8607,-0.7207,-0.2273,298,1.0318,0.2000,False,False,True,True,True,False
ETH,BTC,long,1.3655,0.0000,4.1813,-0.6261,-0.3035,395,1.2639,0.0000,True,True,True,True,False,False
BTC,STRAX,both,1.3654,0.0000,4.1294,-0.2899,-0.2528,587,1.3838,0.0000,True,True,True,True,True,True
AAVE,SAND,short,1.3653,0.0000,2.1253,-0.3548,-0.2974,259,1.1192,0.0000,True,False,True,True,True,False
EOS,AXS,short,1.3651,0.0000,2.0266,-0.4658,-0.3355,246,1.1830,0.0000,True,False,True,True,False,False
AAVE,KAVA,short,1.3645,0.0000,3.1634,-0.4792,-0.2395,321,1.3172,0.0000,True,False,True,True,True,False
IOST,HIVE,short,1.3645,0.0000,2.4329,-0.5951,-0.1681,298,1.0886,0.0000,True,False,True,True,True,False
MKR,EOS,both,1.3642,0.0000,7.2340,-0.5581,-0.3222,505,1.1239,0.0000,True,True,True,True,False,False
BAL,ONG,short,1.3637,0.0000,2.8422,-0.4040,-0.2626,342,1.3760,0.0000,True,False,True,True,True,False
IOST,CHZ,short,1.3633,0.0000,4.5074,-0.6430,-0.1199,454,1.1311,0.0000,True,True,True,True,True,True
BTC,DASH,short,1.3633,0.0000,1.6451,-0.3960,-0.1167,352,1.4148,0.0000,True,False,True,True,True,False
SOL,EOS,short,1.3631,0.0000,1.9398,-0.4912,-0.3942,253,1.0149,0.0000,True,False,True,True,False,False
ADA,CHZ,long,1.3629,0.0000,4.6015,-0.3849,-0.3156,450,1.0394,0.0000,True,True,True,True,False,False
RUNE,ETH,both,1.3628,0.0000,12.4491,-0.7422,-0.3216,473,1.1285,0.0000,False,True,True,True,False,False
UNI,ETC,short,1.3625,0.0000,1.7646,-0.3911,-0.3911,218,1.2615,0.0000,True,False,True,True,False,False
RUNE,EOS,short,1.3624,0.0000,2.6924,-0.4160,-0.3246,246,1.3127,0.0000,True,False,True,True,False,False
BTC,COS,both,1.3618,0.0000,10.6214,-0.3600,-0.3600,945,1.3148,0.0000,True,True,True,True,False,False
AXS,STRAX,short,1.3618,0.0000,3.6273,-0.6245,-0.2162,317,1.2494,0.0000,True,False,True,True,True,False
LINK,SOL,short,1.3616,0.0000,1.7880,-0.4690,-0.2523,231,1.3071,0.0000,True,False,True,True,True,False
THETA,YFI,short,1.3613,0.0000,2.2359,-0.3415,-0.2736,265,1.2118,0.0000,True,False,True,True,True,False
RUNE,IOST,both,1.3610,0.0000,14.7439,-0.6190,-0.2908,517,1.1504,0.0000,True,True,True,True,True,True
MKR,ETC,short,1.3608,0.0000,2.0052,-0.3100,-0.3100,260,1.4792,0.0000,True,False,True,True,False,False
ETH,UNI,short,1.3607,0.0000,1.1072,-0.3190,-0.2799,207,1.2865,0.0000,True,False,True,True,True,False
ETH,AAVE,short,1.3604,0.0000,0.9647,-0.4068,-0.2828,176,1.1727,0.0000,True,False,False,True,True,False
IOST,DIA,short,1.3600,0.0000,2.4204,-0.4126,-0.3102,312,1.1700,0.0000,True,False,True,True,False,False
ETH,ASR,long,1.3597,0.0000,2.1811,-0.2748,-0.2663,327,1.3353,0.0000,True,False,True,True,True,False
SXP,XTZ,both,1.3596,0.0000,6.1323,-0.5244,-0.3646,472,1.0043,0.0000,True,True,True,True,False,False
YFI,COS,short,1.3594,0.0000,2.2127,-0.2958,-0.2659,335,1.2914,0.0000,True,False,True,True,True,False
RUNE,JST,both,1.3581,0.0000,21.3989,-0.7236,-0.3914,603,1.1633,0.0000,False,True,True,True,False,False
OGN,LRC,short,1.3581,0.0000,2.1620,-0.7093,-0.2013,236,1.1097,0.2000,False,False,True,True,True,False
MKR,DUSK,both,1.3580,0.0000,11.0960,-0.6368,-0.3738,656,1.0865,0.0000,True,True,True,True,False,False
MKR,HIVE,short,1.3579,0.0000,2.5442,-0.5369,-0.2022,346,1.1632,0.0000,True,False,True,True,True,False
FLM,UTK,short,1.3579,0.0000,3.0171,-0.5397,-0.1610,332,1.0494,0.0000,True,False,True,True,True,False
CRV,ARDR,short,1.3578,0.0000,3.8178,-0.5446,-0.1406,323,1.2856,0.0000,True,False,True,True,True,False
EOS,OG,short,1.3578,0.0000,2.8227,-0.4650,-0.2192,348,1.2065,0.0000,True,False,True,True,True,False
SNX,SUN,short,1.3570,0.0000,3.9006,-0.5765,-0.2058,356,1.3638,0.0000,True,False,True,True,True,False
ETH,1INCH,short,1.3565,0.0000,1.3152,-0.4196,-0.1843,241,1.1100,0.0000,True,False,True,True,True,False
FIL,CKB,short,1.3564,0.0000,1.9934,-0.3760,-0.3675,298,1.0217,0.0000,True,False,True,True,False,False
CRV,BTC,long,1.3562,0.0000,3.0231,-0.5703,-0.3589,258,1.0537,0.0000,True,False,True,True,False,False
ZEN,AXS,long,1.3562,0.0000,2.5481,-0.5211,-0.2584,282,1.1896,0.0000,True,False,True,True,True,False
MKR,AUDIO,short,1.3562,0.0000,2.2337,-0.4494,-0.3016,306,1.3787,0.0000,True,False,True,True,False,False
CHZ,AVAX,short,1.3561,0.0000,2.2077,-0.4920,-0.1796,271,1.2756,0.0000,True,False,True,True,True,False
ETH,JUV,long,1.3560,0.0000,1.8426,-0.3993,-0.3993,314,1.3050,0.0000,True,False,True,True,False,False
MANA,ETC,short,1.3560,0.0000,1.7033,-0.5932,-0.2728,224,1.0288,0.0000,True,False,True,True,True,False
ONT,AXS,short,1.3552,0.0000,1.9293,-0.5363,-0.2938,247,1.0969,0.0000,True,False,True,True,True,False
UNI,COS,short,1.3551,0.0000,2.4245,-0.5119,-0.2650,325,1.2441,0.0000,True,False,True,True,True,False
FIL,OG,short,1.3550,0.0000,2.6630,-0.4232,-0.2826,347,1.1466,0.0000,True,False,True,True,True,False
SNX,NEO,short,1.3550,0.0000,2.5742,-0.4370,-0.3565,273,1.2313,0.0000,True,False,True,True,False,False
YFI,SUN,short,1.3549,0.0000,2.7550,-0.2784,-0.2059,335,1.2773,0.0000,True,False,True,True,True,False
ZEN,ENJ,short,1.3548,0.0000,1.7956,-0.5156,-0.1122,230,1.2280,0.0000,True,False,True,True,True,False
ANKR,KNC,short,1.3546,0.0000,2.4221,-0.4376,-0.3517,292,1.1064,0.0000,True,False,True,True,False,False
CRV,LTC,short,1.3544,0.0000,2.5223,-0.5651,-0.2656,267,1.2383,0.0000,True,False,True,True,True,False
CRV,IOTX,short,1.3542,0.0000,3.3393,-0.4998,-0.2674,301,1.2043,0.0000,True,False,True,True,True,False
ADA,MDT,short,1.3540,0.0000,2.0238,-0.4036,-0.2382,315,1.2570,0.0000,True,False,True,True,True,False
ZEN,DOT,short,1.3534,0.0000,1.9768,-0.5649,-0.2345,261,1.0717,0.0000,True,False,True,True,True,False
RSR,EOS,short,1.3532,0.0000,2.3966,-0.3049,-0.3049,256,1.1904,0.0000,True,False,True,True,False,False
FIL,SNX,short,1.3531,0.0000,1.8032,-0.3662,-0.2999,265,1.1256,0.0000,True,False,True,True,True,False
COMP,LTC,short,1.3516,0.0000,1.9475,-0.3545,-0.2745,262,1.3407,0.0000,True,False,True,True,True,False
AAVE,TRX,short,1.3512,0.0000,2.3265,-0.5286,-0.2684,273,1.3152,0.0000,True,False,True,True,True,False
MKR,DASH,short,1.3505,0.0000,1.7933,-0.4312,-0.2606,277,1.2576,0.0000,True,False,True,True,True,False
BNT,HIVE,short,1.3501,0.0000,1.6087,-0.4015,-0.1623,302,1.0618,0.0000,True,False,True,True,True,False
KNC,DASH,short,1.3500,0.0000,2.1129,-0.5946,-0.3025,278,1.1170,0.0000,True,False,True,True,False,False
MKR,MDT,both,1.3499,0.0000,10.2556,-0.5809,-0.3299,661,1.1103,0.0000,True,True,True,True,False,False
FIL,LRC,short,1.3496,0.0000,1.5311,-0.3765,-0.3008,246,1.0768,0.0000,True,False,True,True,False,False
ETH,OGN,long,1.3495,0.0000,3.3797,-0.3995,-0.3460,445,1.2233,0.0000,True,False,True,True,False,False
AAVE,SUN,short,1.3494,0.0000,2.9230,-0.4311,-0.2467,342,1.3604,0.0000,True,False,True,True,True,False
LINK,ONE,long,1.3494,0.0000,4.6681,-0.5727,-0.3164,453,1.0764,0.0000,True,True,True,True,False,False
ETH,IOTX,long,1.3489,0.0000,3.9954,-0.3702,-0.3702,487,1.2298,0.0000,True,False,True,True,False,False
RUNE,WIN,short,1.3487,0.0000,2.4264,-0.6164,-0.2512,287,1.2445,0.0000,True,False,True,True,True,False
ETH,YFI,both,1.3484,0.0000,3.3356,-0.3508,-0.3508,435,1.2314,0.0000,True,False,True,True,False,False
RIF,KMD,short,1.3484,0.0000,1.8852,-0.4427,-0.1519,346,1.0491,0.0000,True,False,True,True,True,False
SXP,NEAR,short,1.3481,0.0000,1.8314,-0.5946,-0.3105,261,1.0518,0.0000,True,False,True,True,False,False
THETA,KNC,short,1.3481,0.0000,2.5812,-0.4173,-0.3061,292,1.1398,0.0000,True,False,True,True,False,False
YFI,IOTX,short,1.3481,0.0000,2.2117,-0.3156,-0.2042,304,1.2523,0.0000,True,False,True,True,True,False
CRV,BCH,short,1.3480,0.0000,2.7870,-0.3498,-0.3498,271,1.3044,0.0000,True,False,True,True,False,False
SAND,KNC,short,1.3476,0.0000,2.9284,-0.6562,-0.3129,290,1.1904,0.0000,True,False,True,True,False,False
FIL,SOL,short,1.3475,0.0000,1.7320,-0.5068,-0.2762,254,1.1219,0.0000,True,False,True,True,True,False
CRV,KMD,short,1.3469,0.0000,3.6922,-0.5682,-0.2719,336,1.1724,0.0000,True,False,True,True,True,False
ETH,ASR,both,1.3466,0.0000,7.8247,-0.3660,-0.3660,666,1.2074,0.0000,True,True,True,True,False,False
BAL,ZRX,short,1.3466,0.0000,1.7102,-0.5197,-0.3294,248,1.0279,0.0000,True,False,True,True,False,False
NEAR,KMD,short,1.3460,0.0000,3.0286,-0.4099,-0.1701,317,1.3430,0.0000,True,False,True,True,True,False
RUNE,ALGO,short,1.3456,0.0000,2.8145,-0.4114,-0.3306,273,1.1480,0.0000,True,False,True,True,False,False
STORJ,ASR,short,1.3455,0.0000,2.9344,-0.5171,-0.2230,345,1.1058,0.2000,True,False,True,True,True,False
LTO,OG,short,1.3454,0.0000,2.7350,-0.5549,-0.2545,337,1.0484,0.0000,True,False,True,True,True,False
LINK,AXS,long,1.3443,0.0000,2.0421,-0.3575,-0.2943,265,1.2377,0.0000,True,False,True,True,True,False
LINK,ETC,long,1.3442,0.0000,7.8752,-0.4408,-0.2708,540,1.0941,0.0000,True,True,True,True,True,True
COMP,YFI,short,1.3436,0.0000,1.8636,-0.4505,-0.2505,267,1.3205,0.0000,True,False,True,True,True,False
COMP,XTZ,short,1.3433,0.0000,2.1688,-0.4075,-0.3799,269,1.2571,0.0000,True,False,True,True,False,False
BTC,AAVE,short,1.3432,0.0000,0.9172,-0.4087,-0.3635,239,1.1219,0.0000,True,False,True,True,False,False
EOS,SOL,short,1.3430,0.0000,1.5969,-0.4389,-0.2368,256,1.0688,0.0000,True,False,True,True,True,False
RUNE,DIA,short,1.3426,0.0000,3.4819,-0.5565,-0.3660,326,1.2437,0.0000,True,False,True,True,False,False
NULS,KNC,short,1.3425,0.0000,2.3516,-0.6381,-0.2363,304,1.0036,0.0000,True,False,True,True,True,False
CHR,ZEC,short,1.3424,0.0000,3.4924,-0.5990,-0.2650,301,1.1242,0.0000,True,False,True,True,True,False
COMP,KAVA,short,1.3422,0.0000,2.6371,-0.3745,-0.2539,340,1.1815,0.0000,True,False,True,True,True,False
ETH,PSG,long,1.3418,0.0000,1.8770,-0.3724,-0.2979,316,1.3913,0.0000,True,False,True,True,True,False
