Date,AXS,BTC,BAL,BNB,ETH,BNT,TWT,SOL,IOST,YFI
2022-11-20 18:00:00,1320.131953588865,1295.9596248743658,1207.2275546237706,1144.754236427317,1228.883569756556,1195.0244307345604,1130.0417277265822,1166.467946887256,1100.5917578481246,1096.7658336492746
2022-11-20 19:00:00,1320.131953588865,1295.9596248743658,1207.2275546237706,1144.754236427317,1228.883569756556,1195.0244307345604,1130.0417277265822,1166.467946887256,1100.5917578481246,1096.7658336492746
2022-11-20 20:00:00,1317.1041280072393,1295.9596248743658,1204.4586840856427,1144.754236427317,1226.0650294589495,1192.2835490126924,1130.0417277265822,1166.467946887256,1098.0674648255374,1094.2503156821892
2022-11-20 21:00:00,1320.888909984271,1299.6836467849237,1207.9197722583021,1148.0437600952112,1229.5882048309575,1195.7096511650273,1133.2889740706237,1166.467946887256,1101.2228311037713,1097.3947131410457
2022-11-20 22:00:00,1323.9167355658972,1302.6628643133706,1210.6886427964303,1150.675379029527,1232.4067451285646,1198.4505328868956,1135.8867711458574,1169.1417989145048,1103.7471241263588,1099.9102311081313
2022-11-20 23:00:00,1326.187604752117,1304.8972774597064,1212.7652957000266,1152.649093230264,1234.5206503517697,1200.5061941782974,1137.8351189522828,1171.1471879349417,1105.6403438932998,1101.7968695834456
2022-11-21 00:00:00,1323.1597791704905,1301.9180599312588,1209.9964251618983,1150.017474295948,1231.7021100541626,1197.7653124564285,1135.2373218770488,1168.4733359076924,1103.116050870712,1099.2813516163599
2022-11-21 01:00:00,1320.131953588865,1298.938842402812,1207.2275546237706,1147.3858553616324,1228.883569756556,1195.0244307345604,1132.6395248018155,1165.7994838804439,1100.5917578481246,1096.7658336492746
2022-11-21 02:00:00,1323.1597791704905,1301.9180599312588,1209.9964251618983,1150.017474295948,1231.7021100541626,1197.7653124564285,1135.2373218770488,1168.4733359076924,1103.116050870712,1099.2813516163599
2022-11-21 03:00:00,1321.6458663796775,1300.4284511670353,1208.6119898928341,1148.7016648287897,1230.292839905359,1196.3948715954941,1133.938423339432,1167.136409894068,1101.853904359418,1098.0235926328169
2022-11-21 04:00:00,1321.6458663796775,1300.4284511670353,1208.6119898928341,1148.7016648287897,1230.292839905359,1196.3948715954941,1133.938423339432,1167.136409894068,1101.853904359418,1098.0235926328169
2022-11-21 05:00:00,1321.6458663796775,1300.4284511670353,1208.6119898928341,1148.7016648287897,1230.292839905359,1196.3948715954941,1133.938423339432,1167.136409894068,1101.853904359418,1098.0235926328169
2022-11-21 06:00:00,1320.131953588865,1298.938842402812,1207.2275546237706,1147.3858553616324,1228.883569756556,1195.0244307345604,1132.6395248018155,1165.7994838804439,1100.5917578481246,1096.7658336492746
2022-11-21 07:00:00,1317.1041280072393,1295.9596248743658,1204.4586840856427,1144.754236427317,1226.0650294589495,1192.2835490126924,1130.0417277265822,1163.1256318531953,1098.0674648255374,1094.2503156821892
2022-11-21 08:00:00,1314.8332588210192,1293.7252117280298,1202.3820311820461,1142.7805222265797,1223.9511242357437,1190.2278877212907,1131.993440555126,1161.1202428327583,1096.1742450585964,1092.3636772068746
2022-11-21 09:00:00,1314.0763024256137,1292.980407345919,1202.3820311820461,1142.1226174930014,1223.2464891613429,1189.5426672908243,1132.6455105093623,1160.451779825947,1095.54317180295,1091.7347977151037
2022-11-21 10:00:00,1314.0763024256137,1292.980407345919,1202.3820311820461,1142.1226174930014,1223.2464891613429,1189.5426672908243,1132.6455105093623,1160.451779825947,1095.54317180295,1091.7347977151037
2022-11-21 11:00:00,1311.8054332393933,1290.745994199583,1202.3820311820461,1140.1489032922639,1221.1325839381368,1187.4870059994223,1134.6062355708332,1160.451779825947,1093.6499520360087,1089.848159239789
2022-11-21 12:00:00,1311.8054332393933,1290.745994199583,1202.3820311820461,1140.1489032922639,1221.1325839381368,1187.4870059994223,1132.6455105093623,1160.451779825947,1093.6499520360087,1089.848159239789
2022-11-21 13:00:00,1311.8054332393933,1290.745994199583,1202.3820311820461,1140.1489032922639,1221.1325839381368,1187.4870059994223,1133.2983321292525,1160.451779825947,1093.6499520360087,1090.4763137984287
2022-11-21 14:00:00,1311.8054332393933,1290.745994199583,1202.3820311820461,1140.1489032922639,1221.1325839381368,1187.4870059994223,1134.6062355708332,1160.451779825947,1093.6499520360087,1091.7347977151037
2022-11-21 15:00:00,1311.8054332393933,1290.745994199583,1202.3820311820461,1140.1489032922639,1221.1325839381368,1187.4870059994223,1133.2983321292525,1160.451779825947,1093.6499520360087,1090.4763137984287
2022-11-21 16:00:00,1311.8054332393933,1290.745994199583,1202.3820311820461,1140.1489032922639,1221.1325839381368,1187.4870059994223,1129.392651490094,1160.451779825947,1093.6499520360087,1086.7182104768954
2022-11-21 17:00:00,1311.8054332393933,1290.745994199583,1207.9070491311886,1145.3879562654622,1226.7437618080426,1187.4870059994223,1124.2267617176979,1160.451779825947,1093.6499520360087,1081.7475154032443
2022-11-21 18:00:00,1301.3049895199244,1280.4141223191978,1198.23826772019,1136.2196135623656,1216.9242005357085,1177.981678335619,1124.2267617176979,1151.1628576317999,1084.8957500185682,1090.4763137984287
2022-11-21 19:00:00,1303.5550846026679,1282.6280948649946,1200.3101494511184,1138.184258427315,1219.0283922369226,1180.0185342635768,1124.2267617176979,1153.153340959117,1086.7716504508767,1088.5940186652902
2022-11-21 20:00:00,1300.554957825676,1279.676131470598,1197.5476404765466,1135.564731940715,1216.2228033019696,1180.0185342635768,1124.2267617176979,1150.49936318936,1084.2704498744645,1091.1051928721308
2022-11-21 21:00:00,1300.554957825676,1287.794030805187,1205.1445401566175,1142.7684297788633,1223.9381728730896,1180.0185342635768,1117.1399454547204,1150.49936318936,1091.148751459597,1084.2271658683521
2022-11-21 22:00:00,1300.554957825676,1281.1521131677969,1198.928894963833,1136.8744951840156,1217.6255977694468,1180.0185342635768,1117.1399454547204,1150.49936318936,1085.5210501626711,1084.2271658683521
2022-11-21 23:00:00,1300.554957825676,1278.9381406219993,1196.857013232904,1134.9098503190655,1215.5214060682315,1180.0185342635768,1117.1399454547204,1150.49936318936,1083.6451497303617,1084.2271658683521
2022-11-22 00:00:00,1299.0557590270291,1278.9381406219993,1196.857013232904,1134.9098503190655,1215.5214060682315,1180.0185342635768,1117.1399454547204,1150.49936318936,1083.6451497303617,1082.9773362823362
2022-11-22 01:00:00,1298.3074550183726,1278.9381406219993,1196.857013232904,1134.9098503190655,1215.5214060682315,1180.0185342635768,1117.1399454547204,1150.49936318936,1083.6451497303617,1082.3535014112058
2022-11-22 02:00:00,1296.8134303290537,1278.9381406219993,1196.857013232904,1134.9098503190655,1215.5214060682315,1180.0185342635768,1117.1399454547204,1150.49936318936,1083.6451497303617,1081.1079852991104
