reference_coin,trading_coin,trading_type,is_sharpe,is_return,is_trades,oos_trades,oos_total_return,oos_mean_return
RAY,COMP,both,2.653123,0.918963,99,274,-2.238065,-0.008168
SANTOS,COMP,both,2.821718,0.150727,16,368,-1.396767,-0.003796
SFP,COMP,both,2.627373,7.558156,247,253,-1.520999,-0.006012
SHIB,COMP,both,2.579391,2.890920,183,271,-1.112013,-0.004103
SYS,COMP,both,3.002206,0.747826,83,337,-2.053785,-0.006094
TRU,COMP,both,2.693810,10.719975,324,341,-1.963794,-0.005759
VOXEL,COMP,both,6.157831,0.234251,10,354,-2.058352,-0.005815
YGG,COMP,both,4.107455,0.935363,76,308,-2.558926,-0.008308
ALCX,COS,both,10.213330,0.513825,17,339,-4.210618,-0.012421
AMP,COS,both,5.371745,0.846887,19,345,-4.112599,-0.011921
CHESS,COS,both,3.120229,0.861722,56,341,-6.835802,-0.020046
CITY,COS,both,3.918693,1.025057,36,365,-4.460635,-0.012221
ENS,COS,both,4.631236,0.855632,35,324,-3.251078,-0.010034
HIGH,COS,both,20.707311,0.282687,6,340,-5.092401,-0.014978
JASMY,COS,both,6.555876,1.465385,25,316,-3.521930,-0.011145
MOVR,COS,both,3.104496,0.657693,42,302,-3.875394,-0.012832
PEOPLE,COS,both,27.228508,0.086157,3,336,-4.695238,-0.013974
PORTO,COS,both,3.067174,0.590769,29,369,-4.047094,-0.010968
POWR,COS,both,5.838828,1.405062,30,343,-4.221596,-0.012308
PYR,COS,both,6.215008,0.990351,23,333,-3.871268,-0.011625
QI,COS,both,2.525677,0.361654,32,306,-5.236755,-0.017114
RARE,COS,both,4.067706,2.017874,55,344,-4.963034,-0.014427
SANTOS,COS,both,4.294807,0.225456,13,338,-4.369447,-0.012927
VOXEL,COS,both,9.809867,0.163380,6,328,-5.091632,-0.015523
MOVR,COTI,both,2.994375,0.325341,41,298,-1.233605,-0.004140
VOXEL,COTI,both,6.931336,0.208330,9,327,-2.405064,-0.007355
AUCTION,CRV,both,2.624473,0.504266,61,371,0.185909,0.000501
CHESS,CRV,both,2.121413,0.408917,62,320,-0.209976,-0.000656
DF,CRV,both,4.210540,2.047903,88,329,0.816656,0.002482
GALA,CRV,both,2.065776,0.736374,99,239,0.019419,0.000081
MLN,CRV,both,4.395842,6.355665,174,320,1.742962,0.005447
MOVR,CRV,both,4.848701,0.982575,42,277,0.331696,0.001197
PEOPLE,CRV,both,14.889967,0.119548,2,279,0.063919,0.000229
PORTO,CRV,both,2.276877,0.240929,35,345,1.171088,0.003394
RARE,CRV,both,2.107850,0.482925,73,330,0.655557,0.001987
VOXEL,CRV,both,3.911748,0.115961,7,323,0.520151,0.001610
YGG,CRV,both,2.014412,0.564527,86,277,-0.009832,-0.000035
AMP,CTK,both,5.813459,1.435245,21,354,-0.209042,-0.000591
AUCTION,CTK,both,3.087771,0.886397,48,358,-0.186330,-0.000520
CHESS,CTK,both,2.642476,0.867452,55,331,-0.542566,-0.001639
HIGH,CTK,both,6.298155,0.131226,6,331,0.000817,0.000002
JASMY,CTK,both,3.175880,0.521098,24,312,-0.781303,-0.002504
MOVR,CTK,both,3.388544,0.806438,40,320,-0.714879,-0.002234
PEOPLE,CTK,both,16.784931,0.035350,2,318,-1.515473,-0.004766
PORTO,CTK,both,2.773064,0.488613,33,356,-0.638825,-0.001794
PYR,CTK,both,2.291883,0.194171,29,327,-0.707093,-0.002162
QI,CTK,both,2.118930,0.329044,34,312,-1.817786,-0.005826
RAD,CTK,both,2.490224,0.823011,81,349,0.170675,0.000489
VOXEL,CTK,both,5.583694,0.179351,8,343,-1.090251,-0.003179
ADX,CTSI,both,2.068282,0.423431,48,371,-0.577063,-0.001555
ALCX,CTSI,both,2.455429,0.121997,15,341,-0.920836,-0.002700
AUCTION,CTSI,both,4.229251,1.382054,53,375,-0.787270,-0.002099
CHESS,CTSI,both,3.790259,1.448579,54,333,-1.902935,-0.005715
FLUX,CTSI,both,2.131724,0.042392,15,318,-1.153308,-0.003627
FXS,CTSI,both,4.152152,0.153744,17,371,-1.159241,-0.003125
LAZIO,CTSI,both,2.405769,0.611313,53,331,0.131520,0.000397
MOVR,CTSI,both,3.239097,0.280944,33,298,-1.053301,-0.003535
SANTOS,CTSI,both,2.825100,0.129046,16,338,-0.392014,-0.001160
VOXEL,CTSI,both,4.841628,0.155725,10,345,-1.320751,-0.003828
JASMY,CVC,both,2.796886,0.232114,21,282,-1.210279,-0.004292
MOVR,CVC,both,3.452347,0.416439,39,280,-1.205948,-0.004307
QI,CVC,both,2.622473,0.246396,25,288,-2.336842,-0.008114
VOXEL,CVC,both,2.312021,0.046146,10,309,-1.575496,-0.005099
1INCH,CVX,both,20.927134,0.180207,2,300,-0.812338,-0.002708
AAVE,CVX,both,4.675304,0.028910,2,292,-1.440305,-0.004933
ADX,CVX,both,4.675304,0.028910,2,351,-1.742268,-0.004964
ALGO,CVX,both,11.763331,0.131380,2,288,-0.250311,-0.000869
ANKR,CVX,both,17.170723,0.129121,2,310,-1.445121,-0.004662
AR,CVX,both,5.017118,0.057834,2,329,-2.398624,-0.007291
ARDR,CVX,both,9.097582,0.052016,2,313,1.032178,0.003298
AUCTION,CVX,both,26.248482,0.123957,3,362,-1.843430,-0.005092
AVA,CVX,both,6.004764,0.037249,2,351,-2.622670,-0.007472
BAKE,CVX,both,21.449327,0.143549,2,289,-1.657643,-0.005736
BAT,CVX,both,6.253157,0.034846,3,281,-0.555213,-0.001976
BICO,CVX,both,4.460197,0.027941,2,314,-0.751095,-0.002392
BNB,CVX,both,92.790916,0.144950,2,279,-2.168378,-0.007772
BNT,CVX,both,16.057173,0.076609,2,268,-0.408420,-0.001524
BTC,CVX,both,8.295310,0.042965,3,261,-0.591625,-0.002267
CELO,CVX,both,6.825090,0.038538,3,294,-0.968144,-0.003293
CELR,CVX,both,9.038186,0.090842,2,287,-1.740041,-0.006063
CFX,CVX,both,12.513012,0.065438,2,301,-0.091137,-0.000303
CHR,CVX,both,2.995656,0.024578,2,299,-1.922769,-0.006431
CKB,CVX,both,15.045927,0.073658,2,295,-0.006483,-0.000022
COS,CVX,both,20.410818,0.181613,3,321,-0.818581,-0.002550
CRV,CVX,both,5.224911,0.044590,2,282,-3.760312,-0.013334
CTSI,CVX,both,16.057173,0.076609,2,288,-1.840277,-0.006390
DASH,CVX,both,3.364920,0.023798,2,298,-1.047881,-0.003516
DCR,CVX,both,28.073474,0.220924,2,328,-0.850437,-0.002593
DEXE,CVX,both,17.915510,0.082939,2,295,0.201364,0.000683
DGB,CVX,both,22.980908,0.093004,2,309,-0.766481,-0.002481
DIA,CVX,both,15.092981,0.147582,2,324,-1.252532,-0.003866
DOT,CVX,both,20.388972,0.249183,2,281,-1.705960,-0.006071
DUSK,CVX,both,21.315022,0.086788,2,312,-0.734041,-0.002353
DYDX,CVX,both,10.807928,0.163084,2,301,-1.953691,-0.006491
ETH,CVX,both,39.142348,0.116106,2,236,-2.885748,-0.012228
FARM,CVX,both,12.731209,0.138017,2,323,-0.590550,-0.001828
FET,CVX,both,11.907569,0.072454,3,321,-0.275111,-0.000857
FIDA,CVX,both,15.303513,0.120184,2,328,-1.165517,-0.003553
FIL,CVX,both,20.447851,0.160840,2,276,-1.126905,-0.004083
FIS,CVX,both,16.057173,0.076609,2,319,-1.348400,-0.004227
FLM,CVX,both,5.858965,0.034900,2,298,-2.359347,-0.007917
FLOW,CVX,both,28.131746,0.167336,2,292,-0.854447,-0.002926
FORTH,CVX,both,21.399700,0.146316,2,318,-0.449372,-0.001413
FTT,CVX,both,19.628291,0.102571,2,231,-1.850353,-0.008010
GHST,CVX,both,15.050180,0.116566,2,343,2.018410,0.005885
GRT,CVX,both,22.980908,0.093004,2,300,-2.463394,-0.008211
HBAR,CVX,both,9.923264,0.088003,2,302,-0.642184,-0.002126
HIVE,CVX,both,10.241028,0.056858,2,316,0.529116,0.001674
ICP,CVX,both,8.318428,0.048048,3,289,-0.344360,-0.001192
IDEX,CVX,both,25.857986,0.160940,2,326,-1.251244,-0.003838
ILV,CVX,both,8.457911,0.049133,2,259,-1.666041,-0.006433
IOST,CVX,both,12.395293,0.116703,2,271,-0.196658,-0.000726
IOTX,CVX,both,14.563256,0.200254,2,293,-0.186008,-0.000635
JST,CVX,both,12.258817,0.103329,2,317,0.778878,0.002457
KAVA,CVX,both,9.216779,0.064531,3,323,0.904187,0.002799
KNC,CVX,both,20.526122,0.152562,2,323,-0.377089,-0.001167
LRC,CVX,both,3.435079,0.020802,2,277,0.283445,0.001023
LSK,CVX,both,28.131746,0.167336,2,306,0.648966,0.002121
MASK,CVX,both,28.220163,0.149334,2,306,-1.030922,-0.003369
MBOX,CVX,both,20.861083,0.186397,2,283,-0.952685,-0.003366
MINA,CVX,both,21.399700,0.146316,2,291,-0.051195,-0.000176
MLN,CVX,both,9.560484,0.090596,2,327,-0.039835,-0.000122
MOVR,CVX,both,17.170723,0.129121,2,301,-1.115055,-0.003705
MTL,CVX,both,7.158803,0.042844,2,311,-0.065029,-0.000209
NEAR,CVX,both,11.107082,0.060281,2,284,-0.835075,-0.002940
NEO,CVX,both,21.399700,0.146316,2,290,-1.268763,-0.004375
NMR,CVX,both,28.756063,0.233808,3,347,0.266018,0.000767
OG,CVX,both,8.181256,0.091728,2,332,0.089722,0.000270
ONE,CVX,both,12.108009,0.099828,2,267,-1.951309,-0.007308
ONG,CVX,both,20.028384,0.340383,2,285,0.897166,0.003148
ONT,CVX,both,22.980908,0.093004,2,271,-0.082454,-0.000304
OXT,CVX,both,17.987345,0.132747,2,351,-1.688961,-0.004812
PEOPLE,CVX,both,9.923264,0.088003,2,294,-0.034322,-0.000117
PERP,CVX,both,20.441213,0.240053,2,329,-0.909955,-0.002766
POWR,CVX,both,37.176976,0.114005,2,307,0.462125,0.001505
PUNDIX,CVX,both,26.562196,0.162989,2,321,-0.097087,-0.000302
QNT,CVX,both,7.511716,0.083818,2,326,0.049698,0.000152
QUICK,CVX,both,20.437646,0.176236,2,303,-2.261751,-0.007465
RAD,CVX,both,4.460197,0.027941,2,353,-0.508497,-0.001441
RIF,CVX,both,7.629207,0.069097,2,318,0.897631,0.002823
ROSE,CVX,both,24.885287,0.043460,2,291,-2.685562,-0.009229
RSR,CVX,both,25.857986,0.160940,2,309,-1.221248,-0.003952
RVN,CVX,both,11.389316,0.092539,3,298,-0.962957,-0.003231
SAND,CVX,both,3.938703,0.024200,2,276,-2.079094,-0.007533
SANTOS,CVX,both,14.558284,0.072172,2,331,0.861954,0.002604
SFP,CVX,both,13.112146,0.138419,2,295,-2.118909,-0.007183
SLP,CVX,both,26.562196,0.162989,2,271,-1.309446,-0.004832
STORJ,CVX,both,17.896720,0.081563,2,298,-0.573823,-0.001926
STRAX,CVX,both,30.667640,0.105863,2,314,1.058789,0.003372
STX,CVX,both,14.761508,0.117405,2,289,0.133124,0.000461
SUPER,CVX,both,17.919133,0.101744,2,282,-1.074081,-0.003809
SUSHI,CVX,both,12.445812,0.066241,2,291,-1.367557,-0.004700
SYS,CVX,both,15.408082,0.114819,3,312,-0.214340,-0.000687
TRX,CVX,both,26.474158,0.174070,3,313,0.452283,0.001445
TUSD,CVX,both,14.465717,0.102229,2,274,3.652526,0.013330
TWT,CVX,both,21.399700,0.146316,2,342,-1.597893,-0.004672
UTK,CVX,both,25.475889,0.159802,2,309,-0.223439,-0.000723
VET,CVX,both,21.399700,0.146316,2,265,-1.375531,-0.005191
WAN,CVX,both,11.622043,0.120390,2,294,-1.456233,-0.004953
WIN,CVX,both,14.973194,0.151933,2,308,-0.812379,-0.002638
XLM,CVX,both,31.447319,0.106949,2,290,-0.512023,-0.001766
XRP,CVX,both,21.399700,0.146316,2,300,-1.110619,-0.003702
XTZ,CVX,both,14.111148,0.179082,2,284,0.552194,0.001944
XVS,CVX,both,23.117711,0.090366,2,339,-2.100576,-0.006196
YGG,CVX,both,21.399700,0.146316,2,298,-0.200937,-0.000674
ZEC,CVX,both,7.790512,0.071683,2,327,-0.563168,-0.001722
ALCX,DASH,both,5.565250,0.258285,16,328,0.327594,0.000999
CHESS,DASH,both,2.851106,0.458066,59,334,-1.352281,-0.004049
ENS,DASH,both,3.013352,0.295385,31,287,0.218150,0.000760
FXS,DASH,both,2.976237,0.086937,15,347,-0.269186,-0.000776
JASMY,DASH,both,3.578457,0.291768,27,291,-1.196636,-0.004112
PORTO,DASH,both,2.031031,0.150155,29,342,0.643165,0.001881
POWR,DASH,both,3.122954,0.189702,25,297,1.063834,0.003582
RAD,DASH,both,2.391242,0.497826,86,366,-0.769573,-0.002103
FXS,DATA,both,2.513043,0.050405,14,345,-0.546994,-0.001585
HIGH,DATA,both,3.749299,0.043437,7,320,-1.879728,-0.005874
ACM,DCR,both,2.020459,2.567214,297,356,-1.295836,-0.003640
ALCX,DCR,both,9.448344,0.825300,12,331,-1.550969,-0.004686
AMP,DCR,both,4.696587,0.425564,22,374,-2.762892,-0.007387
ATA,DCR,both,2.460265,1.634654,179,348,-1.317693,-0.003786
BICO,DCR,both,2.787029,0.098134,16,338,-2.776603,-0.008215
DEXE,DCR,both,2.934337,1.542324,150,327,-1.111366,-0.003399
DYDX,DCR,both,2.844160,0.881807,92,343,-1.455619,-0.004244
ENS,DCR,both,2.909257,0.324487,31,350,-3.065780,-0.008759
FLUX,DCR,both,5.349987,0.203597,13,326,-1.600406,-0.004909
FXS,DCR,both,7.540546,0.487028,11,346,-1.433723,-0.004144
GTC,DCR,both,2.186611,1.225659,178,332,-2.587268,-0.007793
IDEX,DCR,both,2.503532,0.673120,99,310,-1.754828,-0.005661
ILV,DCR,both,2.763871,0.624008,74,293,-2.629003,-0.008973
JASMY,DCR,both,3.179871,0.230450,27,319,-2.134382,-0.006691
MINA,DCR,both,2.053259,0.733530,113,310,-1.962658,-0.006331
MLN,DCR,both,3.405736,2.510834,173,364,-2.686947,-0.007382
MOVR,DCR,both,2.479410,0.282545,38,322,-2.085532,-0.006477
PHA,DCR,both,2.210933,1.290522,174,358,-1.713929,-0.004788
POWR,DCR,both,2.939890,0.310735,32,325,-2.264800,-0.006969
PYR,DCR,both,4.796825,0.368488,25,335,-1.712802,-0.005113
QI,DCR,both,2.867348,0.319514,34,310,-1.830615,-0.005905
RAD,DCR,both,2.825941,0.604737,85,344,-1.407979,-0.004093
REQ,DCR,both,3.526476,1.446319,113,332,-0.963051,-0.002901
SANTOS,DCR,both,6.426989,0.434700,15,347,-2.396654,-0.006907
TRU,DCR,both,2.660795,5.874075,310,338,-1.447798,-0.004283
USDP,DCR,both,2.941302,0.943715,107,323,-0.038822,-0.000120
VOXEL,DCR,both,18.470924,0.287811,5,339,-1.766947,-0.005212
CHESS,DEGO,both,2.650627,0.648351,56,345,-4.230146,-0.012261
ENS,DEGO,both,2.403222,0.359612,32,319,0.002357,0.000007
SHIB,DEGO,both,2.306206,3.530317,166,280,-0.354818,-0.001267
VOXEL,DEGO,both,3.064781,0.059508,8,346,-1.552688,-0.004488
ALCX,DENT,both,3.935169,0.270232,13,294,-0.819354,-0.002787
AMP,DENT,both,2.701344,0.213327,26,334,-0.488905,-0.001464
AUCTION,DENT,both,4.128989,0.698434,41,341,-2.643757,-0.007753
CHESS,DENT,both,2.334576,0.367051,47,299,-2.153874,-0.007204
ENS,DENT,both,2.250747,0.219925,29,265,-0.927888,-0.003501
FLUX,DENT,both,5.583756,0.259008,14,294,-0.859124,-0.002922
FXS,DENT,both,6.424489,0.274727,16,357,-1.865768,-0.005226
PEOPLE,DENT,both,103.726230,0.008833,2,249,-1.271761,-0.005107
POWR,DENT,both,2.050021,0.150800,25,291,-0.555819,-0.001910
SANTOS,DENT,both,2.980695,0.178345,16,334,-1.551381,-0.004645
VOXEL,DENT,both,5.989580,0.262422,9,316,-1.554673,-0.004920
CITY,DEXE,both,3.441749,0.567577,38,319,-1.144843,-0.003589
MOVR,DEXE,both,2.973680,0.415497,43,300,-0.895767,-0.002986
PORTO,DEXE,both,4.715917,0.741916,26,331,-1.390733,-0.004202
FXS,DF,both,5.106748,0.128049,10,345,-2.527871,-0.007327
PAXG,DF,both,2.484078,0.467380,76,400,-2.712686,-0.006782
ALCX,DGB,both,2.363025,0.108793,15,310,-0.016933,-0.000055
CHESS,DGB,both,3.424346,0.413053,52,323,-0.472222,-0.001462
FLUX,DGB,both,3.880490,0.093075,14,323,-1.002756,-0.003105
FXS,DGB,both,6.088675,0.193877,15,349,-1.734187,-0.004969
HIGH,DGB,both,2.462404,0.040592,7,309,-1.029705,-0.003332
SANTOS,DGB,both,2.292307,0.087901,16,340,0.641012,0.001885
VOXEL,DGB,both,5.970867,0.156213,9,356,-1.106463,-0.003108
ALCX,DIA,both,4.537418,0.200081,15,330,-1.322970,-0.004009
CVX,DIA,both,62.128089,0.071180,2,324,-1.125472,-0.003474
FXS,DIA,both,2.082499,0.061441,12,349,-1.443567,-0.004136
HIGH,DIA,both,8.786575,0.120391,9,327,-1.447597,-0.004427
VOXEL,DIA,both,4.119048,0.095345,12,320,-1.757903,-0.005493
ALCX,DODO,both,3.862706,0.207769,14,311,-1.808533,-0.005815
AMP,DODO,both,2.348519,0.268737,23,353,-3.141953,-0.008901
CHESS,DODO,both,2.459033,0.584626,44,324,-4.098551,-0.012650
FLUX,DODO,both,9.876539,0.190671,11,320,-2.872303,-0.008976
FXS,DODO,both,6.566556,0.197224,12,358,-4.111952,-0.011486
JASMY,DODO,both,3.110166,0.313347,23,300,-3.328276,-0.011094
PORTO,DODO,both,2.807584,0.387754,27,367,-2.835110,-0.007725
RAD,DODO,both,2.494087,0.560966,72,350,-2.316682,-0.006619
SANTOS,DODO,both,2.438179,0.059143,14,331,-2.731234,-0.008251
VOXEL,DODO,both,9.649400,0.157132,8,336,-4.017880,-0.011958
ACM,DOGE,both,2.732274,28.839625,259,327,0.155204,0.000475
ALCX,DOGE,both,7.110029,0.311070,10,280,0.143772,0.000513
AUCTION,DOGE,both,3.406712,0.386476,42,313,-0.473521,-0.001513
BAND,DOGE,both,2.161522,627.598936,473,256,0.127017,0.000496
BAR,DOGE,both,2.717997,4.667446,198,323,-0.393406,-0.001218
BNT,DOGE,both,2.023018,316.708418,405,229,0.767097,0.003350
CAKE,DOGE,both,2.110363,8.664352,244,268,0.936769,0.003495
CHESS,DOGE,both,3.474010,0.435525,45,284,-0.612054,-0.002155
DEGO,DOGE,both,2.039776,7.144249,216,293,-0.662721,-0.002262
DENT,DOGE,both,2.285027,430.692356,439,211,-0.095777,-0.000454
DIA,DOGE,both,2.299384,534.227226,398,279,0.316855,0.001136
DODO,DOGE,both,2.325303,12.646359,231,257,0.671294,0.002612
FET,DOGE,both,2.251277,328.157517,516,290,-0.883751,-0.003047
FIO,DOGE,both,2.040864,175.218447,412,289,-0.259522,-0.000898
FUN,DOGE,both,2.141123,218.371587,482,294,0.713184,0.002426
HIGH,DOGE,both,2.664892,0.039536,8,285,-0.383171,-0.001344
ILV,DOGE,both,2.102774,0.374926,58,214,0.311364,0.001455
INJ,DOGE,both,2.264839,282.670316,379,295,-0.619687,-0.002101
LUNA,DOGE,both,2.553493,348.826729,516,270,-0.374463,-0.001387
OM,DOGE,both,2.419043,13.968827,239,290,-0.671698,-0.002316
POND,DOGE,both,2.380860,10.159333,234,290,-0.716120,-0.002469
RAD,DOGE,both,2.068385,0.279557,76,324,0.663470,0.002048
SAND,DOGE,both,2.269914,500.085553,417,207,-1.069737,-0.005168
SUPER,DOGE,both,2.007639,6.079334,202,245,-0.164996,-0.000673
TFUEL,DOGE,both,2.080913,347.863636,480,265,0.415970,0.001570
TLM,DOGE,both,2.033485,2.305014,164,217,-0.279840,-0.001290
VOXEL,DOGE,both,9.416346,0.179135,6,316,-0.918082,-0.002905
YGG,DOGE,both,2.888893,0.602895,72,268,-1.126942,-0.004205
ZEC,DOGE,both,2.108211,434.911559,442,248,0.916895,0.003697
CHESS,DOT,both,3.379274,0.494571,57,312,-1.054279,-0.003379
FLUX,DOT,both,3.115324,0.056168,14,297,-0.618036,-0.002081
FXS,DOT,both,2.313659,0.071804,16,334,-0.182811,-0.000547
MOVR,DOT,both,2.417879,0.200817,38,277,-1.131772,-0.004086
VOXEL,DOT,both,13.196040,0.318947,8,313,-1.554417,-0.004966
YGG,DOT,both,2.011943,0.413688,84,276,-0.574725,-0.002082
ACM,DUSK,both,2.694181,9.504795,298,372,-0.832514,-0.002238
ADX,DUSK,both,4.270072,1.651549,58,391,-1.037641,-0.002654
AGLD,DUSK,both,2.282003,0.798644,90,330,-0.671293,-0.002034
ALCX,DUSK,both,6.650698,1.203901,24,324,-0.553262,-0.001708
AMP,DUSK,both,4.367195,0.955042,30,392,-2.049724,-0.005229
AUCTION,DUSK,both,3.517506,1.259083,68,386,-1.649606,-0.004274
BAR,DUSK,both,3.251261,10.123358,227,359,-1.372683,-0.003824
BICO,DUSK,both,4.296626,0.227055,16,319,-2.296933,-0.007200
CHESS,DUSK,both,5.068571,3.624330,63,339,-0.883349,-0.002606
CITY,DUSK,both,3.585358,0.948721,48,368,-0.405514,-0.001102
ENS,DUSK,both,2.524547,0.529980,48,312,0.296289,0.000950
FIDA,DUSK,both,2.555597,1.156337,79,361,0.109516,0.000303
FLUX,DUSK,both,8.390666,0.563961,14,341,-0.579094,-0.001698
GALA,DUSK,both,3.171106,2.186830,105,267,-0.593013,-0.002221
GHST,DUSK,both,2.223667,1.341975,125,390,-0.275489,-0.000706
GNO,DUSK,both,3.130011,2.553714,121,310,-0.499795,-0.001612
ILV,DUSK,both,3.580597,2.960222,85,277,-0.525575,-0.001897
JASMY,DUSK,both,4.701746,1.202868,30,309,-1.329816,-0.004304
LAZIO,DUSK,both,5.086452,4.281563,61,361,-0.201965,-0.000559
MBOX,DUSK,both,2.790132,2.755127,131,314,-1.111045,-0.003538
MINA,DUSK,both,2.941157,2.282116,124,298,-1.514837,-0.005083
PHA,DUSK,both,3.771946,9.000946,175,348,0.015956,0.000046
PORTO,DUSK,both,5.330174,1.547737,35,359,0.415972,0.001159
POWR,DUSK,both,3.580339,0.942205,33,354,-0.404187,-0.001142
PYR,DUSK,both,3.484439,0.603059,29,346,-2.070650,-0.005985
QI,DUSK,both,3.146293,0.663883,35,324,-2.552367,-0.007878
RAD,DUSK,both,2.960141,1.370759,91,376,0.063724,0.000169
RARE,DUSK,both,2.849478,0.888033,62,357,-1.227911,-0.003440
RAY,DUSK,both,3.051128,2.794654,113,281,-0.909204,-0.003236
SANTOS,DUSK,both,5.572682,0.766067,23,363,-0.799982,-0.002204
SYS,DUSK,both,2.800951,1.535402,95,322,0.355428,0.001104
YGG,DUSK,both,4.903120,5.022158,87,318,-1.890797,-0.005946
ALCX,DYDX,both,2.531223,0.126169,22,330,0.125997,0.000382
ARPA,DYDX,both,2.715465,1.299279,90,264,0.938719,0.003556
ATOM,DYDX,both,2.622446,1.359568,87,293,-0.231307,-0.000789
BAKE,DYDX,both,2.311515,0.931017,79,246,0.302855,0.001231
BAND,DYDX,both,2.340633,0.988149,89,270,-0.326002,-0.001207
BAR,DYDX,both,2.470587,1.329531,90,358,-1.508729,-0.004214
BNB,DYDX,both,3.427567,2.262894,83,286,0.564873,0.001975
BNT,DYDX,both,2.701352,1.384468,83,280,0.844059,0.003014
BTC,DYDX,both,3.565175,2.635163,79,284,0.108316,0.000381
CAKE,DYDX,both,2.314310,1.005319,93,299,1.572332,0.005259
CELO,DYDX,both,3.636031,2.876478,90,269,1.341621,0.004987
CKB,DYDX,both,2.732811,1.245140,86,333,-0.361335,-0.001085
DENT,DYDX,both,2.110766,0.857774,81,247,0.543974,0.002202
DGB,DYDX,both,3.071212,1.621682,82,273,0.361389,0.001324
DODO,DYDX,both,2.655178,1.284953,77,288,1.724574,0.005988
EGLD,DYDX,both,2.379117,1.102145,87,275,0.160715,0.000584
ETH,DYDX,both,3.946713,5.881422,80,267,0.110371,0.000413
FET,DYDX,both,2.632443,2.016569,90,316,-0.510286,-0.001615
FIO,DYDX,both,4.126602,3.459899,91,332,-0.077034,-0.000232
FLUX,DYDX,both,3.665993,0.100447,12,325,0.138872,0.000427
FUN,DYDX,both,3.767949,4.088983,90,338,1.421890,0.004207
GNO,DYDX,both,3.175488,2.074081,89,317,0.445660,0.001406
GRT,DYDX,both,2.786111,1.463923,94,267,-0.031321,-0.000117
ILV,DYDX,both,3.003371,0.880743,61,281,-0.078617,-0.000280
IOTX,DYDX,both,2.041412,0.660048,85,254,0.594817,0.002342
JASMY,DYDX,both,2.628023,0.224256,25,282,-0.770293,-0.002732
KSM,DYDX,both,2.156971,0.865196,92,280,1.232894,0.004403
LTC,DYDX,both,2.244323,0.910789,85,288,-0.008298,-0.000029
MANA,DYDX,both,2.934454,1.150888,96,233,1.212203,0.005203
MASK,DYDX,both,3.687285,2.402302,84,249,-0.486964,-0.001956
NMR,DYDX,both,4.248868,3.603392,111,361,-0.072317,-0.000200
OGN,DYDX,both,3.590629,2.111618,77,263,0.043615,0.000166
OXT,DYDX,both,2.842179,1.183341,102,366,-0.715651,-0.001955
QI,DYDX,both,2.054819,0.207618,30,297,-1.125288,-0.003789
QUICK,DYDX,both,2.441525,1.085546,100,328,-0.867320,-0.002644
RIF,DYDX,both,4.222445,4.165101,104,346,0.077029,0.000223
RLC,DYDX,both,2.015614,0.843819,100,319,-0.260709,-0.000817
RSR,DYDX,both,2.188676,0.870026,88,278,-0.080875,-0.000291
SAND,DYDX,both,3.150215,1.677705,86,240,1.836285,0.007651
SUSHI,DYDX,both,2.203205,0.781595,91,249,1.102059,0.004426
THETA,DYDX,both,3.313530,2.064992,77,256,0.942542,0.003682
TRU,DYDX,both,2.700891,1.328515,92,326,0.431775,0.001324
VOXEL,DYDX,both,6.209423,0.207872,11,327,-0.011726,-0.000036
WAN,DYDX,both,3.518193,2.469865,92,302,0.075039,0.000248
WAXP,DYDX,both,2.869964,1.499469,86,288,0.838042,0.002910
YFI,DYDX,both,4.138938,3.300933,95,284,-0.073617,-0.000259
ZEC,DYDX,both,3.123478,1.808945,91,293,-0.679816,-0.002320
ALCX,EGLD,both,4.898125,0.477719,14,325,-0.050373,-0.000155
AUCTION,EGLD,both,2.698512,0.570516,64,356,-0.754499,-0.002119
AVA,EGLD,both,2.312884,25.431670,395,361,-1.240146,-0.003435
DF,EGLD,both,2.420145,0.665222,78,349,-0.159375,-0.000457
FXS,EGLD,both,3.023650,0.098778,14,339,-0.040365,-0.000119
ILV,EGLD,both,2.205157,0.733284,80,263,0.479873,0.001825
OM,EGLD,both,2.552596,5.436540,251,314,-0.247411,-0.000788
RAD,EGLD,both,2.986435,0.897418,78,358,-0.355683,-0.000994
RARE,EGLD,both,2.586181,0.576374,68,347,0.676928,0.001951
REQ,EGLD,both,2.819064,1.597866,117,321,0.676620,0.002108
SANTOS,EGLD,both,2.865326,0.107890,16,334,-0.022325,-0.000067
VOXEL,EGLD,both,4.008565,0.089282,9,341,-0.572700,-0.001679
ALCX,ENJ,both,3.163484,0.186050,12,297,0.638461,0.002150
AMP,ENJ,both,3.080023,0.186514,25,331,-0.868931,-0.002625
AR,ENJ,both,2.357098,2.541770,197,279,-0.189021,-0.000677
AUCTION,ENJ,both,7.807564,2.455567,45,335,-0.684061,-0.002042
BAKE,ENJ,both,2.554718,3.332370,168,205,-1.029550,-0.005022
CAKE,ENJ,both,2.496941,7.371278,241,272,-0.399847,-0.001470
CHESS,ENJ,both,2.985891,0.707533,57,286,-0.787409,-0.002753
CITY,ENJ,both,3.379048,0.494420,35,320,0.335188,0.001047
CKB,ENJ,both,2.017936,6.864551,297,298,-0.286390,-0.000961
DF,ENJ,both,2.895830,0.995499,82,308,-0.236950,-0.000769
FXS,ENJ,both,5.285925,0.181321,15,350,-1.509297,-0.004312
JASMY,ENJ,both,3.029763,0.235320,23,273,-2.087528,-0.007647
