total_cumulative_return,growth_factor,profit_factor,max_drawdown,sharpe_ratio,volatility,num_trades,trading_coin,reference_coin,trading_type
1.495984,2.495984,1.762001,0.297409,3.751623,1.592209,67,AAVE,ALGO,both
0.976713,1.976713,1.694886,0.254379,2.657621,1.880872,68,AAVE,ANKR,both
0.705530,1.705530,1.497778,0.296516,2.795074,1.279014,62,AAVE,AVAX,both
0.577508,1.577508,1.410308,0.371628,2.492706,1.266838,79,AAVE,BEL,both
1.002778,2.002778,1.950886,0.292475,2.187190,2.777702,60,AAVE,BNB,both
1.247624,2.247624,1.727369,0.272559,3.656339,1.426352,62,AAVE,BNT,both
1.677838,2.677838,1.997004,0.237908,3.842868,1.661364,60,AAVE,BTC,both
2.808013,3.808013,2.328710,0.214871,5.302912,1.525664,67,AAVE,COMP,both
1.969317,2.969317,2.496469,0.205670,3.510135,2.083545,53,AAVE,DASH,both
1.123003,2.123003,1.605880,0.446909,3.087518,1.690331,77,AAVE,DATA,both
0.500879,1.500879,1.383300,0.390786,2.267692,1.272628,72,AAVE,DIA,both
0.655928,1.655928,1.430841,0.315984,2.467229,1.474670,71,AAVE,DOGE,both
0.635066,1.635066,1.483477,0.254222,2.218918,1.784490,67,AAVE,DOT,both
1.601696,2.601696,1.822909,0.290936,4.055941,1.481678,80,AAVE,DUSK,both
1.355313,2.355313,1.754634,0.175937,3.543130,1.591146,68,AAVE,ENJ,both
1.303862,2.303862,1.775279,0.286912,3.602710,1.505842,67,AAVE,ETC,both
0.892345,1.892345,1.610328,0.186302,3.199468,1.292298,63,AAVE,ETH,both
0.617998,1.617998,1.455104,0.261427,2.531215,1.311146,71,AAVE,FET,both
0.977565,1.977565,1.610463,0.232264,3.118995,1.478118,73,AAVE,FIL,both
1.355137,2.355137,1.851752,0.310062,3.745224,1.478849,69,AAVE,FLM,both
2.031494,3.031494,2.079739,0.233580,3.676472,2.023079,61,AAVE,FTT,both
1.172777,2.172777,1.712151,0.412549,3.343699,1.526502,77,AAVE,HIVE,both
0.648759,1.648759,1.478845,0.261833,2.607368,1.311135,72,AAVE,IOST,both
1.602695,2.602695,1.958519,0.272723,4.496697,1.286850,70,AAVE,IOTA,both
1.198178,2.198178,1.770767,0.344780,2.870979,1.979826,67,AAVE,IOTX,both
3.046852,4.046852,2.359006,0.199251,4.903910,1.776544,71,AAVE,JST,both
1.160470,2.160470,1.656487,0.254264,3.600502,1.367697,74,AAVE,KNC,both
0.522216,1.522216,1.392515,0.260845,2.133190,1.567930,72,AAVE,LRC,both
0.779005,1.779005,1.524316,0.412659,2.919282,1.297332,81,AAVE,LSK,both
2.104254,3.104254,1.743898,0.350826,4.678744,1.490475,111,AAVE,LUNA,both
0.955173,1.955173,1.539031,0.281877,3.094422,1.472823,80,AAVE,MBL,both
0.865739,1.865739,1.705955,0.261921,2.127780,2.620351,66,AAVE,MKR,both
0.705008,1.705008,1.499380,0.320040,2.620446,1.415835,66,AAVE,NEO,both
0.935662,1.935662,1.706716,0.323980,2.489655,1.957563,77,AAVE,NMR,both
1.492785,2.492785,1.884305,0.236523,3.735822,1.575947,70,AAVE,OGN,both
0.991392,1.991392,1.587475,0.328252,3.128372,1.468325,77,AAVE,ONE,both
0.863315,1.863315,1.592982,0.269732,2.982277,1.396370,64,AAVE,ONT,both
0.764166,1.764166,1.508083,0.171103,2.978331,1.238154,80,AAVE,OXT,both
1.820150,2.820150,1.994941,0.282465,4.129981,1.592821,59,AAVE,QTUM,both
0.178443,1.178443,1.371832,0.233147,2.153434,1.019391,43,AAVE,ROSE,both
0.680647,1.680647,1.446729,0.258027,2.555404,1.456157,64,AAVE,RSR,both
