Date,FUN,EOS,ZEC,TRX,LTC,DASH,NEO,BCH,VET,FIL
2021-06-13 04:00:00,492.71024092784455,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4685.680513951797,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-13 05:00:00,492.71024092784455,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4685.680513951797,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-13 06:00:00,492.71024092784455,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4685.680513951797,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-13 07:00:00,492.71024092784455,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4685.680513951797,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-13 08:00:00,492.71024092784455,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4685.680513951797,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-13 09:00:00,492.71024092784455,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4685.680513951797,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-13 10:00:00,492.71024092784455,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4685.680513951797,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-13 11:00:00,492.71024092784455,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4685.680513951797,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-13 12:00:00,492.71024092784455,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4685.680513951797,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-13 13:00:00,492.71024092784455,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4685.680513951797,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-13 14:00:00,492.71024092784455,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4685.680513951797,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-13 15:00:00,478.55968710956864,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4685.680513951797,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-13 16:00:00,465.8407077003677,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4685.680513951797,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-13 17:00:00,448.8975148508625,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4685.680513951797,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-13 18:00:00,448.8975148508625,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4685.680513951797,1221.3695067907465,1443.8054099706967,5160.323757126664
