Reference Coin,Trading Coin,Number of Trades,Profit Factor,Total Cummulative Return,Max DrawDown,Sharpe Ratio,Mean Exit Hour,STD Exit Hour
1INCH,DUSK,1199,0.9753502332015571,-1.4910473441034775,-0.9800313985365618,-0.08963193605334498,11.375201288244767,6.907169965711294
1INCH,EGLD,1063,1.0256504271000235,1.1956724184659167,-0.8203433322838806,0.09158355918685579,11.259668508287293,6.843046237512187
1INCH,ENJ,960,1.035617298723749,1.7651685458704076,-0.666783068343808,0.11442548612185424,10.997979797979799,6.942067674895564
1INCH,EOS,968,0.9939197246278527,-0.22389383401203755,-0.7778216530176958,-0.020887525513554422,10.924,6.888041392765937
1INCH,ETC,953,1.0671101936674179,2.8235504728797745,-0.6356733825099359,0.2186974867752821,11.16564417177914,7.247326078710659
1INCH,ETH,984,1.0251591624885406,0.7540576758057647,-0.5814153448581295,0.0909769140264838,11.581673306772908,7.1614056808836235
1INCH,FET,1176,0.9674383004263986,-2.126501914905332,-0.9404553041505628,-0.12693659331331356,11.5787728026534,6.891543314498183
1INCH,FIL,993,1.054735901152457,2.1460616068028964,-0.5834211119837045,0.16995489771463715,11.74124513618677,6.881988470508518
1INCH,FIO,1242,0.9505892979049968,-2.9424946342475424,-0.9555688666578099,-0.1656328125278126,11.35981308411215,7.138903018984213
1INCH,FIRO,1161,0.9762364393547536,-1.278521886814584,-0.936535884259992,-0.07066278130749065,10.876460767946577,6.693337437198832
1INCH,FLM,1060,0.9889256469624066,-0.5611638151885339,-0.9765831539442422,-0.03681352352862988,11.011049723756907,7.054340175857072
1INCH,FUN,1196,0.892051144177472,-4.224201483876267,-0.9907037657393203,-0.34769496274287326,11.527597402597403,6.788264723622451
1INCH,GRT,1069,0.9406292102209052,-3.0158248107714143,-0.9661406784107773,-0.21617533105626408,10.996357012750455,6.981204264437359
1INCH,HARD,1241,0.9552350600690538,-2.5785166150463605,-0.9597241620869731,-0.15493944079952487,11.325,6.950349289249175
1INCH,HBAR,985,1.0262294728656949,1.248558382801107,-0.6687295035071301,0.09092818989984823,11.433399602385686,7.0940633514244675
1INCH,HIVE,1220,0.9346930209136757,-3.797046448503317,-0.9841151597861217,-0.21018487964239865,11.305379746835444,7.326877956166965
1INCH,HOT,985,1.0313746392932088,1.521728110833831,-0.8031008988726203,0.0938561336327034,10.897435897435898,6.95903693002217
1INCH,ICX,1011,0.9533533481560786,-2.1161847248340244,-0.9480134582766944,-0.15584625608164535,11.08108108108108,7.233410900702619
1INCH,INJ,1214,0.9459212937330691,-3.1975035832671352,-0.980778594375749,-0.20677142446623928,10.985576923076923,6.789292650247341
1INCH,IOST,920,1.0534060322633811,2.309552596702824,-0.5976356476548419,0.17077584500228987,11.362473347547974,7.010733457568485
1INCH,IOTA,1022,1.0302082496227771,1.2935430643310795,-0.7762311032426138,0.0963240458272131,11.007722007722007,7.16211409848434
1INCH,IOTX,1001,1.0774872239563533,4.302789521481833,-0.8762823492663815,0.21569921829054012,11.295938104448743,6.8869218647633375
1INCH,JST,1115,0.9714969017869961,-1.244301950386486,-0.8015290478369707,-0.10103286091288703,11.2279792746114,7.280811717522003
