Date,ATOM,EOS,HIVE,STRAX,ASR,KNC,ZRX,ZEC,PAXG,HARD
2021-01-25 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-26 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-26 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-26 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-26 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-26 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-26 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-26 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-26 07:00:00,998.2238010657193,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,998.2238010657193,998.2238010657193
2021-01-26 08:00:00,985.9649122807016,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,985.9649122807016,985.9649122807016
2021-01-26 09:00:00,985.9649122807016,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,969.3833548943509,969.3833548943509
2021-01-26 10:00:00,985.9649122807016,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,982.5174825174823,982.5174825174823
2021-01-26 11:00:00,985.9649122807016,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1010.3370786516853,1010.3370786516853
2021-01-26 12:00:00,985.9649122807016,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1016.7345092718227,1016.7345092718227
2021-01-26 13:00:00,985.9649122807016,1000.0,1000.0,1000.0,1015.1515151515151,1000.0,1000.0,1000.0,1032.139577594123,1032.139577594123
2021-01-26 14:00:00,985.9649122807016,1000.0,1000.0,1000.0,985.2941176470587,1000.0,1000.0,1000.0,1001.7825311942959,1001.7825311942959
